Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control,selection_ratio,selected_atleast_once
compsva12,box,book,-0.12166736738870315,-0.5968659206925575,1.6509878592065292,-0.3832424471159501,-0.5712252268324237,-0.4495031203312162,1.2692212394067948,-0.7484621051199398,-0.34557358567295404,-0.3997373282396083,1.062287941446371,0.2808844582450832,0.7294273141541625,0.333333333333,1
compsva12,pear,book,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.4845704466035174,1.2428633263776436,-0.7484621051199398,0.8867377279507779,-0.3987052496553391,-0.3276174737631435,1.3267094437125526,-0.6759038050766987,0.333333333333,1
compsva13,balloon,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,1.2108034431575931,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,1.3772712608516253,-0.910915443531762,-0.8760669938306926,-0.8053027946095308,0.25,1
compsva13,pear,book,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.001892861481618648,1.2693591808962448,-0.7484621051199398,-0.3115826986384105,-0.40050100289203355,-0.7433671059063933,1.5231088579503727,0.014782098484513164,0.5,1
compsva14,book,box,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.5930210140319722,0.9840589501397987,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.38349238761214527,0.3594263481177093,0.7532070892566141,1.211665031212988,0.0,0
compsva14,table,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.3336080490040548,-0.4495031203312162,0.8026561066590434,-0.7484621051199398,-0.20001154142321942,-0.3761119031465057,1.4779347335894955,-0.6834457777324988,-0.7882001674365253,0.666666666667,1
compsva15,balloon,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.6621464713628337,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,1.3771991688826513,0.6350719478954483,-0.15437666387847482,-0.8053027946095308,0.555555555556,1
compsva15,pear,book,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.001892861481618648,1.2693591808962448,-0.7484621051199398,-0.3115826986384105,-0.40050100289203355,-0.7433671059063933,1.5231088579503727,0.034552583439894924,0.111111111111,1
compsva23,balloon,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.6636801276617424,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,1.37720599088483,0.6328949887290373,-0.1561765256024808,-0.8053027946095308,0.5,1
compsva23,box,book,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.5802597573252285,-0.3919965103872463,1.1173234864958699,-0.7484621051199398,-0.31640877810193685,-0.3993863933848072,0.9456654702243996,0.20287669492993288,1.576287047070345,0.0,0
compsva24,picture,bin,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.2108593256751787,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.38666351972995766,1.4779347335894955,0.3336526516819114,-0.1879105766459476,0.0,0
compsva24,table,bin,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.387744065621221,-0.4495031203312162,0.8026561066590434,-0.7484621051199398,-0.1790970453566087,-0.3917525637274314,1.359682111006657,-0.7066944874972544,-0.7990253522920698,0.666666666667,1
compsva25,picture,bin,-0.12166736738870315,1.6726983209532167,1.3738814017884535,-0.3832424471159501,-0.23279427277511766,-0.4495031203312162,0.8682109144677286,-0.7484621051199398,-0.10097160385772859,-0.38741601422708205,1.4779347335894955,0.31720078311349315,0.06328040692011759,0.0,0
compsva25,table,bin,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.33643604090835166,-0.4495031203312162,0.8026561066590434,-0.7484621051199398,-0.30817898487685963,-0.38672050004221287,-0.28493970980880134,-0.8294903295227972,-0.8013114815433261,0.0,0
compsva34,balloon,bin,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,1.1626961459572545,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,1.3610562835640034,1.4319374234290263,0.417344062589931,-0.8053027946095308,0.6,1
compsva34,table,bin,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.37208029332549714,-0.4495031203312162,0.8026561066590434,-0.7484621051199398,-0.1705665621578149,-0.3838272667926285,1.4779347335894955,-0.6983210758734363,-0.14088258634233614,1.0,1
compsvi12,pencil,cup,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.412757657805914,0.4045081785115099,-0.7484621051199398,1.9900645039075768,-0.4015535290449964,0.2737700639717257,1.02542573859759,1.2786349232808496,0.0,0
compsvi12,pencil,table,-0.12166736738870315,-0.5968659206925575,1.6184520249537448,-0.3832424471159501,-0.33342178373665343,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.40132335284768794,-0.8805357191742579,1.5231088579503727,0.9237697475987677,0.0,0
compsvi12,cup,table,-0.12166736738870315,-0.5968659206925575,1.6788126004673793,-0.3832424471159501,-0.5830572548103938,0.024028543696596127,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.40086257066693376,-0.8791779922875893,1.5231088579503727,0.8751344621401598,0.0,0
compsvi12,cube,cup,-0.12166736738870315,1.6726983209532167,0.28855026226437286,-0.3832424471159501,-0.602573893987224,3.048815686243471,-0.9059561524155018,-0.7484621051199398,1.9493280575188372,-0.40072889629991015,-0.5704806436752293,0.2541665162068937,1.8432595489531811,0.0,0
compsvi12,cube,table,-0.12166736738870315,-0.5968659206925575,1.680237696271584,-0.3832424471159501,-0.5798809339657265,1.2996562829561276,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.39943293050237516,-0.9009515040548359,1.5231088579503727,1.4278986269958416,0.0,0
compsvi13,pencil (1),mug,-0.12166736738870315,1.6726983209532167,1.3323832315768749,-0.3832424471159501,-0.602573893987224,1.9887187389596213,0.4045081785115099,-0.7484621051199398,2.6024360020260717,-0.40196233457552616,0.3981407707431898,1.5064904865778408,1.8432595489531811,0.0,0
compsvi13,pencil,mug,-0.12166736738870315,1.6726983209532167,1.1401631467363,-0.3832424471159501,-0.4971990209957124,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,1.8839843633217308,-0.4006232782465512,-0.44035663013718646,0.2345791647177827,0.7976064735740364,0.0,0
compsvi14,ball,bowl,-0.12166736738870315,1.6726983209532167,-0.05201642340046122,-0.3832424471159501,-0.602573893987224,2.743137486571305,-0.5614577057452173,-0.7484621051199398,3.1819072641816097,-0.40210918036653553,-0.15095698657965467,1.5231088579503727,1.221108877533312,0.0,0
compsvi14,pencil,bowl,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.6105938269526342,0.7405245542059091,-0.7484621051199398,0.06817167142220154,-0.4011162352021234,0.5742656777169683,0.44153159385724705,1.2154070458986845,0.125,1
compsvi14a,cube,bowl,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.1742359845997994,0.20289826438651715,-0.7484621051199398,2.0920581239121403,-0.4018285263497571,-0.44807070512914643,1.5231088579503727,1.082308431920464,0.142857142857,1
compsvi14a,pear,bowl,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.6000361548136733,0.8127336842341327,1.261410468894841,-0.7484621051199398,0.6902591696422785,-0.4013988023480048,0.15002141378638398,0.9553426930384576,1.484210770407266,0.142857142857,1
compsvi15,pencil,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,2.412757657805914,-0.9059561524155018,-0.7484621051199398,1.9722149227559058,-0.38980941965862914,-0.8655263107378854,0.2653819435612145,-0.13761440224089333,0.333333333333,1
compsvi15,pear,box,-0.12166736738870315,1.6726983209532167,-0.3546770403316422,-0.3832424471159501,-0.602573893987224,6.5471344928181585,-0.9059561524155018,-0.7484621051199398,4.484547264095121,-0.3905531266794331,-0.05281274924775162,1.5231088579503727,1.782450875037032,0.0,0
compsvi16,pear,bowl,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,0.001892861481618648,-0.03688995085073594,-0.7399214387497114,-0.036945906792150686,-0.39928500552593466,-0.8535032277964343,-0.635617031531076,1.3286033625950897,0.0,0
compsvi16,pencil,bowl,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.602573893987224,1.140641600930798,0.4045081785115099,-0.7484621051199398,1.404211572196866,-0.40095943166641446,0.1249196150102115,0.8150528044462415,1.5380612075484656,0.0,0
compsvi23,box,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.5281090668036933,-0.9059561524155018,-0.7484621051199398,4.538752044159563,-0.38864969035088215,-0.7964364397967181,1.5231088579503727,1.727633845068549,0.0,0
compsvi23,box (1),table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.3959606841730068,-0.4495031203312162,-0.9059561524155018,-0.6252114358610876,4.538744700466174,-0.3923947003547098,-0.7191271087201191,1.5231088579503727,-0.8041443245591213,0.0,0
compsvi24,cube,cup,-0.12166736738870315,1.6726983209532167,-0.0018490745110315144,-0.3832424471159501,-0.5992838364883207,1.2996562829561276,-0.9059561524155018,-0.4506063329919444,1.858821442713584,-0.4007160725952193,-0.5623750361392391,0.21251010572758927,1.8432595489531811,0.0,0
compsvi24,pencil,cup,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.5773736827661422,0.0805452133779567,0.7405245542059091,-0.7484621051199398,-0.33551577091467577,-0.4015334819462685,0.9899836575953708,0.10716013481761615,1.8432595489531811,0.0,0
compsvi24a,pear,cup,-0.12166736738870315,1.6726983209532167,1.658870738268855,-0.3832424471159501,-0.602573893987224,0.46164800611638757,0.8851681815221152,-0.7484621051199398,0.350671120782037,-0.39904518449257237,1.4779347335894955,0.0783016480844676,1.6362084526014005,0.0,0
compsvi24a,cube,cup,-0.12166736738870315,1.6726983209532167,0.3039003289133649,-0.3832424471159501,-0.599122666349585,3.923395387887143,-0.9059561524155018,-0.7484621051199398,2.533492918909162,-0.40088480357203554,-0.6306029860479994,0.5404352191710695,1.7367123222135787,0.0,0
compsvi25,pencil,box,-0.12166736738870315,1.6726983209532167,-0.6169813970835976,-0.3832424471159501,-0.602573893987224,2.412757657805914,-0.9059561524155018,-0.7484621051199398,1.9631802215690135,-0.3981866963632123,-0.8651066853157724,0.26095450444433793,1.4064229578752392,0.0,0
compsvi25,pencil (1),box,-0.12166736738870315,1.6726983209532167,1.6837178985981087,-0.3832424471159501,-0.5053391764540857,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,1.4162092088765017,-0.39585257413060193,-0.6551023168095018,-0.00708765957385744,1.8432595489531811,0.0,0
compsvi26,cube,cup,-0.12166736738870315,1.6726983209532167,0.021745000279807237,-0.3832424471159501,-0.5950595845540027,1.2996562829561276,-0.9059561524155018,-0.4506063329919444,1.8151994144024677,-0.4007037374933873,-0.5504498960550499,0.19786337707005125,1.609095450960642,0.166666666667,1
compsvi26,pencil,cup,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.0938157158896292,-0.4495031203312162,-0.9059561524155018,-0.3332692684044596,-0.3570435486078057,-0.39689000706468947,-0.910915443531762,-0.8760669938306926,-0.7640153224312747,0.0,0
compsvi26a,pencil,lamp,8.205788000549202,-0.5968659206925575,0.2760862226958302,2.6050784063451293,-0.602573893987224,1.140641600930798,-0.9059561524155018,-0.7484621051199398,3.1695669218104805,-0.1105876859253011,-0.4095177687756396,0.8521421437740951,0.07901952837517426,0.0,0
compsvi26a,bowl,lamp,8.205788000549202,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,0.7087098585927339,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,-0.3570435486078057,-0.12269231471077419,-0.910915443531762,-0.8760669938306926,-0.8049314724261919,0.0,0
compsvi3,pencil,mug,-0.12166736738870315,1.6726983209532167,1.1372995457254493,-0.3832424471159501,-0.4993979062073109,-0.4495031203312162,-0.9059561524155018,-0.6943065166862483,1.8044619555084103,-0.4006176982175255,-0.4660006979035654,0.20477252368801033,0.777097086074642,0.0,0
compsvi3,pear,mug,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.23216432722992095,-0.9059561524155018,-0.7313807699966368,-0.26148853626115853,-0.39920060629627246,-0.8964999462487252,-0.8290820617680997,1.1099734573866893,0.0,0
compsvi34,pencil (1),mug,-0.12166736738870315,1.6726983209532167,1.5698253701654223,-0.3832424471159501,-0.5758579264481054,-0.23748380084082227,0.874931237546199,-0.7484621051199398,-0.3402950171975617,-0.40163956149885593,0.7479102415518415,0.6975558061987005,1.8432595489531811,0.0,0
compsvi34,pencil,mug,-0.12166736738870315,1.6726983209532167,1.1395673531140684,-0.3832424471159501,-0.49755819246132116,-0.4495031203312162,-0.9059561524155018,-0.6943065166862483,1.8356447463774235,-0.40063110050175255,-0.436852664697385,0.22393905973271883,0.8905519156985907,0.0,0
compsvi36,pencil,mug,-0.12166736738870315,1.6726983209532167,1.1374475115454838,-0.3832424471159501,-0.4993979062073109,-0.4495031203312162,-0.9059561524155018,-0.6943065166862483,1.8043674666534697,-0.4006176982175255,-0.4660016534436363,0.20477636236937302,0.7767120513239466,0.0,0
compsvi36,pear,mug,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.23216432722992095,-0.9059561524155018,-0.7313807699966368,-0.26483755419434696,-0.39920060445248806,-0.8970049061768655,-0.8307276324930779,1.1099734573866893,0.0,0
compsvi45,pencil,mug,-0.12166736738870315,1.6726983209532167,1.1352231691164998,-0.3832424471159501,-0.49755819246132116,-0.4495031203312162,-0.9059561524155018,-0.6943065166862483,1.8356447463774235,-0.40063110050175255,-0.436852664697385,0.22393905973271883,0.7945467881406945,0.0,0
compsvi45,cup,mug,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.26640419251564684,0.05759642108849745,-0.7014955397738679,0.01936979345802529,-0.39917283152848154,-0.31386175778822617,-0.4993080954297199,-0.00016522201512359362,0.0,0
compsvi46,ball,bowl,-0.12166736738870315,1.6726983209532167,-0.05199746527976937,-0.3832424471159501,-0.5893852876880554,-0.05551769862119792,-0.5614577057452173,-0.7484621051199398,0.0799053757614312,-0.39950818087397977,-0.817084537968171,-0.5798443501750623,1.1811230152271501,0.0,0
