,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
ground_lightsource,,,,,,,,
ground_container,,,,,,,,
support,1.683428572575006,1.6782314563020455,0.7522668191743811,1.6558628705834708,1.363237573002926,1.6609393929115714,0.42421818060240196,0.3089083683845951
ground_verticality,,,,,,,,
shortest_distance,-0.6025730695560406,-0.5170918482558992,-0.602573893987224,-0.6025630385081807,-0.4584653959388573,-0.5727437147285563,-0.602573893987224,-0.44826320527623914
contact_proportion,2.390034777781654,0.33382963547755656,2.366598040816922,4.403483554377986,-0.4495031203312162,0.12294918922223733,2.6484491910975088,-0.015827162005266283
above_proportion,1.2556299157753876,1.2655565562032214,1.2449763593543015,-0.5363380134814955,1.3117526811885358,0.43810974954968496,-0.5749635968960425,-0.6182902305927406
below_proportion,-0.7484621051199399,-0.7484621051199395,-0.7484621051199398,-0.7484621051199398,-0.7484621051199398,-0.7484621051199398,-0.7484621051199398,-0.6418750959001532
bbox_overlap_proportion,-0.1483496062565685,-0.28796029935265494,-0.33778405176235204,2.949995956446609,-0.3570435486078057,0.21154058039081333,2.814561033469496,1.0803190071514301
horizontal_distance,-0.2737232302494525,-0.15120236558653521,-0.2429605322667411,-0.7422634933200992,0.6802039267502105,-0.7739809449006522,-0.8344641933966589,-0.4773198434892508
f_covers_g,-0.634488967715708,-0.3284384280274281,-0.6866309817591216,-0.7049793677032158,-0.8630636574547424,0.4951738204799832,-0.18554744074811996,-0.3592424266573888
g_covers_f,1.4959572997198158,0.9741106161410275,1.5240177774945138,1.275691976813169,1.5240177774945138,0.3369026355503155,0.9984549200678128,0.0014994548356035398
location_control,0.9541172350579679,1.0787583510234808,0.9897861572229472,1.39398980835515,1.843259548953181,1.7176890483422818,1.238174385767213,0.4178780990296526
