,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess
p_value,0,7.1805297953695e-35,7.180630928894819e-35,7.180630928894819e-35,7.180732063806761e-35,7.1805297953695e-35
Our model wins,0,200.0,200.0,200.0,200.0,200.0
Other model wins,0,0.0,0.0,0.0,0.0,0.0
