,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess
p_value,0,0.25,0.25,0.25,0.25,0.25
Our model wins,0,2.0,2.0,2.0,2.0,2.0
Other model wins,0,0.0,0.0,0.0,0.0,0.0
