,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model
0,compsva12,box,book,0.04533027576960304,0.04912281586297289,0.2515762137988258,0.026983291222017907
1,compsva12,box,table,0.04478135858839717,0.04767090098686634,0.232754469080999,0.02418090962498114
2,compsva12,box,pear,0.053087629393019004,0.05903491238371121,0.3071359275480554,0.03608576716984373
3,compsva12,book,box,0.04704583334992423,0.06483145392538565,0.4244436686632702,0.3620194983012431
4,compsva12,book,table,0.036961799704472234,0.03873557098495392,0.19675355218718948,0.021063609714473006
5,compsva12,book,pear,0.06873832491825997,0.07958179380098845,0.5146098387636641,0.035384239498482094
6,compsva12,table,box,0.46238641020697707,0.3938872715512345,0.5312626931100031,0.519687521891804
7,compsva12,table,book,0.054240086568075545,0.08423008453308639,0.552556181224684,0.4971171727686376
8,compsva12,table,pear,0.4576322125819015,0.3870124942050506,0.4972400216791598,0.49394379720658105
9,compsva12,pear,box,0.08301186531644099,0.06543009086947939,0.3635940143472714,0.03973706499667244
10,compsva12,pear,book,0.0444293126291427,0.04280183654891232,0.2108511734802282,0.06402346082307998
11,compsva12,pear,table,0.045216742431715085,0.048218827822569685,0.23453880415793865,0.024039594839597847
12,compsva13,balloon,book,0.04558594590179817,0.06230014034638625,0.28912531469709285,0.031716597720076935
13,compsva13,balloon,table,0.04493638680889349,0.055250184603776925,0.2574000429550476,0.024019061390893322
14,compsva13,balloon,pear,0.046354343923390835,0.06236982311774735,0.2889677234774011,0.03200259924027237
15,compsva13,book,balloon,0.4887155179279348,0.42968884432779614,0.5668719976195524,0.5084952189689784
16,compsva13,book,table,0.03634055222659078,0.038393348858451526,0.19396762883852486,0.020766486143387695
17,compsva13,book,pear,0.4740909946580858,0.518389170851414,0.47184718247516705,0.45908985816153325
18,compsva13,table,balloon,0.4658351380813739,0.3921644296551679,0.5156687858038349,0.5350017076699578
19,compsva13,table,book,0.0542408836394077,0.08429370997329114,0.5527931904539123,0.497430755778191
20,compsva13,table,pear,0.4611996336486301,0.3877094394669448,0.5112392629413227,0.5070731686503982
21,compsva13,pear,balloon,0.4875763414733961,0.4294678764105819,0.5645098215550167,0.5099574224258553
22,compsva13,pear,book,0.016376893798428674,0.015247774439592129,0.2346652633003923,0.02378413237342504
23,compsva13,pear,table,0.04238290720808511,0.044761903991567736,0.22349331176925302,0.0232506825260999
24,compsva14,box,book,0.473729404174825,0.4382053856380482,0.5524778863738278,0.47673224924191054
25,compsva14,box,table,0.08806513813351119,0.049280006505128524,0.30407537672785856,0.11855181111858974
26,compsva14,book,box,0.04374194725104536,0.047534923419557326,0.23914214118025476,0.02696206613338805
27,compsva14,book,table,0.0903099654026931,0.04797636535000256,0.28457622547021955,0.1571764697676539
28,compsva14,table,box,0.05290668319529105,0.061399299293659136,0.30460391121775743,0.03376117875021441
29,compsva14,table,book,0.05338329616226563,0.07156379290918162,0.36671539457579583,0.033981237377141565
30,compsva15,balloon,book,0.046824066732119016,0.05943184133723123,0.2869976063100081,0.030065280264789686
31,compsva15,balloon,table,0.0476173413511283,0.05959457781538341,0.2683506172725784,0.025382411970660903
32,compsva15,balloon,pear,0.04610763467375713,0.058745094795077,0.2793989863720257,0.031039854927553918
33,compsva15,book,balloon,0.4849447637435548,0.4571321830823994,0.5514963336126597,0.531277985168717
34,compsva15,book,table,0.0363402701097308,0.038393010641705035,0.1939664640207729,0.020766378378540784
35,compsva15,book,pear,0.4740909948085471,0.5183891765750485,0.4718471982622666,0.4590898565139959
36,compsva15,table,balloon,0.4774552991819314,0.3960362062293624,0.5628901857656203,0.5729405252452752
37,compsva15,table,book,0.05424090300187958,0.08429368042128246,0.5527930238456618,0.4974307780187742
38,compsva15,table,pear,0.4611996407648738,0.3877094404283262,0.5112392733473992,0.5070731667159709
39,compsva15,pear,balloon,0.4761167936012992,0.4258072217557913,0.5274776582192889,0.49154181979683886
40,compsva15,pear,book,0.016376236243182456,0.015246579124940431,0.23453363722562684,0.023782100051469666
41,compsva15,pear,table,0.04194721445158027,0.04424655045742917,0.2217707070662299,0.02307958094960147
