,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Refined Shared Model,Median Distinct Model,Median Shared Model
0,compsva12,box,book,0.01524497693766342,0.015330160601823543,0.4438321984300139,0.035469506818235436,0.021567502487746845,0.025398161621528952,0.01730100641252488,0.01539092979311433
1,compsva12,box,table,0.07120601187820635,0.06128395955848556,0.4488552386792681,0.03296691807110664,0.060657677487807676,0.05715304205676147,0.01696490279358953,0.01548481141207566
2,compsva12,box,pear,0.012616864103606596,0.01351432579357604,0.3932245484953755,0.027400201897253756,0.01747802032505585,0.023840401153559714,0.013902938837572366,0.013451338141292473
3,compsva12,book,box,0.012477981405550207,0.013196222527515336,0.4261520003078868,0.0051566976941622026,0.017753286297654016,0.02413055593126282,0.01413838856108599,0.014317888440558254
4,compsva12,book,table,0.07327197189504342,0.06395109037520827,0.5228771066340329,0.03281918699692691,0.06130776894307999,0.060622819302668475,0.01759607128910245,0.016420020364961554
5,compsva12,book,pear,0.012795408258899322,0.013408613397112391,0.4021741000774081,0.005189196593348609,0.01797568769876339,0.023997087296869224,0.014253290911528863,0.014286787936461253
6,compsva12,table,box,0.01191616390010702,0.01248336893201744,0.34751431998653143,0.004463438924593914,0.0163490305673825,0.021071354684329087,0.012737246934227188,0.01255353649278418
7,compsva12,table,book,0.01214756956751307,0.012726011107794786,0.34934116767969753,0.004494414929472155,0.016522324874342232,0.021557937708162497,0.012833346622557907,0.01261867287223431
8,compsva12,table,pear,0.01203040633016008,0.01257811918556714,0.3490946588729202,0.004498096621473767,0.016380923464756527,0.021235856003047667,0.012701706328302429,0.012466589237466906
9,compsva12,pear,box,0.013386383539783395,0.014110045728762398,0.5270483661595752,0.008041324016286036,0.019408650759198173,0.02720494323962177,0.015789277646882833,0.016505871857623436
10,compsva12,pear,book,0.015699972104535612,0.016189812538424046,0.5099252054916181,0.0283795603480476,0.024863031053272814,0.02925826987587012,0.018899704075311857,0.017859801296203136
11,compsva12,pear,table,0.015191659249427078,0.015226439714485012,0.4403366346456479,0.03153947451416232,0.021861284661329274,0.025197668536949814,0.01713330272922621,0.015545864899578554
12,compsva13,balloon,book,0.011741889188227552,0.012587612151292787,0.3250396193608626,0.004277600554454642,0.016207842964158916,0.02091759316049933,0.012622526845912243,0.012215358085386844
13,compsva13,balloon,table,0.012095779014666502,0.012962083000585605,0.3553608976320294,0.004514057674995414,0.01731912651557115,0.022318436361004026,0.013830679165055062,0.013634323070283923
14,compsva13,balloon,pear,0.011815820318692792,0.012670631997461206,0.32987811760674657,0.004352496856520828,0.01633405782352944,0.02118402839073926,0.012718752199994484,0.012298896773035814
15,compsva13,book,balloon,0.0116409965559988,0.012145784948751438,0.3262803289181053,0.004697528351152039,0.015880021910332,0.02000767643287716,0.012192940461471787,0.012014131114403023
16,compsva13,book,table,0.07195055276599753,0.06247937157493753,0.5121174004036899,0.03250334760524575,0.060760538735328336,0.05933026128186264,0.017367873408237654,0.0161763369986887
17,compsva13,book,pear,0.012154032699920958,0.01269306224155902,0.35497571295336416,0.004532047001344767,0.01658300332448951,0.021555301405116085,0.012922634081234782,0.012677632052339944
18,compsva13,table,balloon,0.011859116104681999,0.012388509670551393,0.3351893561565491,0.0042963042417749325,0.016151284407830657,0.020544414749585488,0.012616808731345013,0.012414935643099928
19,compsva13,table,book,0.012146954197421051,0.012725363904664378,0.34927604646980803,0.0044937194857114565,0.016521647887885158,0.021555913438871085,0.012832662879892105,0.012618060176380994
20,compsva13,table,pear,0.01197617920928473,0.012532911770955226,0.3468927710953436,0.004472779179875758,0.016299126892729172,0.02111939369212209,0.012618567700167258,0.0123952139527757
21,compsva13,pear,balloon,0.011683376047668831,0.012187489295436931,0.32856657867130384,0.004739517534401337,0.015943060765547242,0.020120026192752327,0.012242322406179904,0.012057347221672579
22,compsva13,pear,book,0.015377927142327918,0.015360824574765012,0.4369441762310719,0.03015607987861603,0.02218048219543142,0.025642085593180174,0.017229264339399995,0.01564276367173086
23,compsva13,pear,table,0.0702431697688355,0.06088824930186808,0.4454308427397142,0.03209986709472704,0.06008006704526199,0.05684159184197745,0.08925733807155027,0.08342317274735138
24,compsva14,box,book,0.011752350060047486,0.012342777166686721,0.3670028636648359,0.0048127740613810605,0.016613654041239396,0.021392253386368243,0.013128451616199542,0.013122093438623559
25,compsva14,box,table,0.008342650997301488,0.016404680039977502,0.3728375113035268,0.004501027347351652,0.050074747818453016,0.2866490995995946,0.08309101346880565,0.08036946188549117
26,compsva14,book,box,0.07325285235756758,0.06086352351552232,0.4817461045153969,0.035811931863390906,0.021031173661425682,0.02604883172080641,0.016781201174159276,0.0154122834815957
27,compsva14,book,table,0.00839597347625612,0.016575840339416392,0.4026639108734781,0.00492123953864074,0.05186095848748338,0.3095805652429858,0.08810446910503243,0.08469024036739799
28,compsva14,table,box,0.011568711631820643,0.012423469827125591,0.3302637311755537,0.022678496556170102,0.015916807961441886,0.020734003264168733,0.012508717121014885,0.012267049090097008
29,compsva14,table,book,0.012214388114382285,0.013116621607620005,0.3491207713545075,0.02450046933253635,0.016687884377844776,0.022120943228047696,0.013205936606313938,0.012813712397026174
30,compsva15,balloon,book,0.012102696260275237,0.0129913628196165,0.3621017093831854,0.0249675234335817,0.017163480487773847,0.02262381928211352,0.01372590791500935,0.013281558046907472
31,compsva15,balloon,table,0.01189362088114535,0.012774972587160295,0.34863573385981234,0.004427007217578681,0.01703946357880096,0.02188039830873334,0.013559247543057072,0.013421280700688673
32,compsva15,balloon,pear,0.012072885810641972,0.012934507520664695,0.34325261669113905,0.004553135739182019,0.016726236079107632,0.021959301197911684,0.013038269225600608,0.012556932786867321
33,compsva15,book,balloon,0.011996237708540755,0.012502311887315052,0.3627337155753764,0.005134827544165775,0.016899126048387544,0.021471910198899977,0.013348084806563777,0.01323428999362867
34,compsva15,book,table,0.07195073290483323,0.06247945219458186,0.5121183104783593,0.03250342556826354,0.0607607005156817,0.059330345239427935,0.0173678783195186,0.016176343629512164
35,compsva15,book,pear,0.012154030957148952,0.012693059892767332,0.3549753506149675,0.004532042968176272,0.01658300213246131,0.02155529427825116,0.012922631054058916,0.012677629053092616
36,compsva15,table,balloon,0.011615242093585864,0.012167507543588864,0.3248847217296185,0.004155733573637695,0.015821954698465444,0.019984293683146363,0.012331467552202859,0.012180608729354926
37,compsva15,table,book,0.012146966901629565,0.012725381186962008,0.3492786093466458,0.004493748390014856,0.016521656508685298,0.02155596547515136,0.012832684603113896,0.012618081823904136
38,compsva15,table,pear,0.01197617827210678,0.01253291050339982,0.3468925768289061,0.0044727769822576965,0.016299126253137758,0.02111938989664869,0.01261856609873134,0.012395212359801308
39,compsva15,pear,balloon,0.011940739213552551,0.012430990825131423,0.3425595471402636,0.004999715208716403,0.01632693983652631,0.02083349315765173,0.012543846423593824,0.012313516386597657
40,compsva15,pear,book,0.015383887461401312,0.015368639959080563,0.4378771324044072,0.03024880412246103,0.022185012756168455,0.02566149171149637,0.017240756105878188,0.015651622597555613
41,compsva15,pear,table,0.07016756253414616,0.06079873062216312,0.4446547496190351,0.03201304624468681,0.060055845396072775,0.056752770677467326,0.0892447849477943,0.08334551955951869
