,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Refined Shared Model,Median Distinct Model,Median Shared Model
0,compsva12,box,book,0.4927552793904977,0.4517355288992721,0.512983294270407,0.5716293362693524,0.5625453458042018,0.5566972188107551,0.2967836812403385,0.2976083990392889
1,compsva12,box,table,0.6124838086513075,0.5044215816328135,0.5453990276876943,0.6482420716854342,0.6159112716263629,0.5762319389207667,0.5550894698648177,0.5352411823810044
2,compsva12,box,pear,0.038985128370974335,0.03457262472797012,0.212919154957017,0.015101431839766031,0.06245545372229335,0.01668886131881292,0.04310012675662004,0.04369275908075615
3,compsva12,book,box,0.03341553170841947,0.027459124722232404,0.21506122855452284,0.011843814976056093,0.030485260345630625,0.12656296607034315,0.11708267828902905,0.1376778780100106
4,compsva12,book,table,0.8712692726668018,0.6777629848587788,0.6968093096260561,0.7666826664139369,0.8712692726668018,0.5957381610209276,0.5129088090712212,0.47085699688874505
5,compsva12,book,pear,0.03941346375623776,0.030247656040429106,0.20201000617614032,0.014468497819123348,0.03625029983460521,0.012386552977200212,0.041395194198374535,0.04249090204247735
6,compsva12,table,box,0.03085567462216173,0.025978727367715795,0.18150415845963352,0.012245215546231841,0.027770526823405358,0.011099754619217798,0.03845357973331319,0.038804667455854085
7,compsva12,table,book,0.03333829067131328,0.027513617223668303,0.18544283061068145,0.013017208950340396,0.030178304504166326,0.011494298449435955,0.03933169592472427,0.03960730748747955
8,compsva12,table,pear,0.03135529765201523,0.02608384914445953,0.1801086638096986,0.01227846416717193,0.0284658159534242,0.011117207080673614,0.038270107107972885,0.03850906098738265
9,compsva12,pear,box,0.045399328191827994,0.033378081439507615,0.2300355357315157,0.013881145236974136,0.0426281810372304,0.014021720690191995,0.042826747967152655,0.045235151286982564
10,compsva12,pear,book,0.5643697402820325,0.5240836176038072,0.5378876322069516,0.49573993956405,0.5643697402820325,0.4784406522264271,0.5022934429275551,0.5093382382610625
11,compsva12,pear,table,0.5961926522600816,0.5067120392871457,0.540957912036834,0.6757390380991264,0.6082595584702973,0.5772260586277868,0.5674695237365446,0.5300636116575613
12,compsva13,balloon,book,0.039575884071144055,0.04358973124747663,0.1922137759026644,0.01260027585099416,0.059262489421932026,0.01550257828866606,0.10455980527596934,0.12184795420723706
13,compsva13,balloon,table,0.04711199491445029,0.04907831043833311,0.20654910636273985,0.011365834430588345,0.06460471307441035,0.01592248464423842,0.12295160847493335,0.13816139033601096
