,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Refined Shared Model,Median Distinct Model,Median Shared Model
0,compsva12,box,book,0.033441799579212235,0.03460789673618115,0.26487260817027136,0.010209166779945216,0.02851927003824249,0.030072269827502624,0.025709901056658283,0.026707826224942274
1,compsva12,box,table,0.0299697511666164,0.06435867354478891,0.2495811850807393,0.009279667886622024,0.024974792638846992,0.053632227953990745,0.02981081748138345,0.05645035589612259
2,compsva12,box,pear,0.0506176769928836,0.0450980952797036,0.3203064956155974,0.015601587959759947,0.04115128931360627,0.03793914959993228,0.0326749612503232,0.03041470430935235
3,compsva12,book,box,0.056472884953678464,0.06381453421819022,0.3594867822530474,0.27746512430716314,0.35709882406362564,0.3630894573793104,0.4528779105515209,0.35895803202623966
4,compsva12,book,table,0.02792098403826644,0.0534287027447064,0.20669123313579466,0.008528961860922274,0.02326748669855536,0.04452391895392199,0.027103228432961004,0.04590880667462276
5,compsva12,book,pear,0.07740722348384718,0.06267828556630088,0.4628063278216119,0.3553799734917416,0.05260173754371943,0.05178017335059455,0.2065701013910441,0.1945703271418041
6,compsva12,table,box,0.21194592101777995,0.13309173060024562,0.32123065610385604,0.4631196734116305,0.2990417496291652,0.1518471522268218,0.29260341880505364,0.13712848445505627
7,compsva12,table,book,0.0661460168369365,0.05281581154939657,0.336965161528558,0.4593458261272644,0.2646883368366708,0.1592898847078036,0.2784883067449404,0.142669733609366
8,compsva12,table,pear,0.21029150717098136,0.12988966232678656,0.3065182911275272,0.4378402478363385,0.2994224859040577,0.14770089608423073,0.29797052773904803,0.13338594662062894
9,compsva12,pear,box,0.0645635994539448,0.06855439849003314,0.5338995902670793,0.01874597852554878,0.06859507895978939,0.05984936968477441,0.04467886083078244,0.04453167473069658
10,compsva12,pear,book,0.040541173009998384,0.06936365519812022,0.2473359024268733,0.0089726677205374,0.03378431084166531,0.05780304599843353,0.03888434539609917,0.05880952294181416
11,compsva12,pear,table,0.0301441119699566,0.06484567597370669,0.2521442049350235,0.009387105605037416,0.025120093308297158,0.05403806331142223,0.029906460279062075,0.05651241836170662
12,compsva13,balloon,book,0.03321870474668347,0.03355587289231935,0.25722779780334964,0.012273174981466888,0.030838723678960393,0.02975784903855205,0.02887430701634199,0.027348229743439933
13,compsva13,balloon,table,0.0295343247839734,0.06698657582967013,0.28652687259764964,0.009791438976489576,0.024611937319977826,0.05582214652472508,0.029771495403837205,0.05984250124358397
14,compsva13,balloon,pear,0.034097738043729064,0.03420256144364493,0.26174229808646804,0.012692153634760088,0.03155281059400607,0.03023594819115089,0.029469852995235832,0.0277685580514741
15,compsva13,book,balloon,0.15041288696444327,0.13564511401383375,0.2969195489989692,0.11068334852275208,0.17537193023211595,0.15185357597805574,0.1804517594045625,0.13645973169427333
16,compsva13,book,table,0.026999274192216927,0.05196432419916505,0.20295430760411867,0.008419326479227806,0.02249939516018077,0.043303603499304205,0.026225861655144945,0.044693931054536944
17,compsva13,book,pear,0.2015817602690421,0.13277912898636135,0.3085209070661538,0.4131136299358654,0.28328154781817216,0.15134011561259106,0.2820410473764866,0.13608428729538755
18,compsva13,table,balloon,0.2130360882082632,0.1321007629937338,0.30362214261199044,0.4291371961951906,0.3247472387967506,0.14942267323637115,0.30881043366517363,0.1345647678495889
19,compsva13,table,book,0.066149534623946,0.052833476543969714,0.3370237216214315,0.4597743592655756,0.2647913831403728,0.15929753864945725,0.2786090156863219,0.1426756278199602
20,compsva13,table,pear,0.2119577537639684,0.12964082085968176,0.3072280193408948,0.44371103563556014,0.3020041391639784,0.14723686412175982,0.3010666976051369,0.13307857328633166
21,compsva13,pear,balloon,0.15025747196329256,0.13570106995770467,0.29892766825704803,0.10804760386545426,0.17542364952371506,0.15219579287644494,0.18077769169835012,0.13680644681727183
22,compsva13,pear,book,0.030673568279097695,0.06581544750365156,0.2565570419067633,0.009567270342952641,0.025561306899248074,0.05484620625304296,0.03036187566065325,0.05701029345091245
23,compsva13,pear,table,0.029745009418686668,0.06289931165065933,0.2428325457519933,0.00915687070991802,0.02478750784890556,0.05241609304221608,0.029738147922336918,0.055718833406423536
24,compsva14,box,book,0.1858450240443381,0.1534641071592811,0.3707612798569471,0.3873909330626302,0.24037983293998985,0.1802742390853879,0.22917195587019545,0.16090604579353174
25,compsva14,box,table,0.14969215622696286,0.08548398182855953,0.3668756324379229,0.2790003263850913,0.12474346352246905,0.07123665152379959,0.13323913984856722,0.0756002263793669
26,compsva14,book,box,0.030562809172339805,0.033630083842458344,0.2503708313787444,0.010502490267396277,0.027033054893083164,0.02869993087976254,0.028118419037448984,0.05354278534163082
27,compsva14,book,table,0.20808449486614586,0.09109534140958232,0.3877256618238398,0.3699288476708645,0.17340374572178816,0.07591278450798526,0.18283378828622815,0.08057510737626124
28,compsva14,table,box,0.04169617200470704,0.037331402950257817,0.2774022788525885,0.011608436108515837,0.03316582099422355,0.03294794851715554,0.030685130052248138,0.02800021009628035
29,compsva14,table,book,0.04718453591001788,0.04212679669310755,0.3111627060451655,0.2855593330639513,0.03569628458942185,0.035886272053866936,0.14329722674000767,0.11918623858767763
30,compsva15,balloon,book,0.04034754047787247,0.041548185951784784,0.30580996030163443,0.012866496259391885,0.034956214252209857,0.035384171437339754,0.029581721891139664,0.029739370513095012
31,compsva15,balloon,table,0.029659151850533274,0.06784878947546738,0.2906914911724837,0.010039310121911092,0.02471595987544439,0.056540657896222785,0.02989008134428915,0.06061919711346303
32,compsva15,balloon,pear,0.0356156168410571,0.03503169831258493,0.267268811139757,0.013294692228715082,0.03284531212923806,0.03082384475414297,0.029901038443976506,0.02824451282615236
33,compsva15,book,balloon,0.16285174447305453,0.15524163890459475,0.3696068572025733,0.35286759191556705,0.20431911748670786,0.18189662501978607,0.2031116545250739,0.16214344645254836
34,compsva15,book,table,0.026999226047586127,0.05196413914837608,0.2029532447997225,0.008419284725190386,0.0224993550396551,0.04330344929031338,0.026225829161256483,0.04469382380015809
35,compsva15,book,pear,0.20158177504065625,0.1327791267944536,0.3085208785504119,0.4131136194194301,0.2832815618172729,0.15134011385123747,0.2820411344098997,0.13608427945013588
36,compsva15,table,balloon,0.2180371768219666,0.13237059232521928,0.30236569004250563,0.4164897584380561,0.3277834640692269,0.14862517252908386,0.3063312000712699,0.1339562257234459
37,compsva15,table,book,0.06614961170071236,0.05283353429530476,0.3370239688100683,0.4597744808190966,0.2647913007048049,0.15929755294355566,0.2786084121402753,0.14267569096901445
38,compsva15,table,pear,0.211957763340805,0.12964081968157826,0.30722800337345163,0.44371102745838137,0.3020041489164336,0.14723686317907422,0.3010667615683837,0.13307856904517532
39,compsva15,pear,balloon,0.1484744762852814,0.13562896869602126,0.3071658813703461,0.2871943937958508,0.17494775365282034,0.15416130375594272,0.18192994725734332,0.1385908166374226
40,compsva15,pear,book,0.03067362674863557,0.0657994322960605,0.25646571880030433,0.009566190982055729,0.02556135562386297,0.054832860246717074,0.030362192787917564,0.057000942428972176
41,compsva15,pear,table,0.029671845015733125,0.06258884037357995,0.24109270105039024,0.009094987287668823,0.02472653751311094,0.05215736697798329,0.0296860326983398,0.055530033479100314
42,compsva23,balloon,box,0.0411999603727588,0.0436934622878948,0.3181091568093521,0.01216650228387589,0.03556992953812785,0.036954814968711634,0.029600180774484532,0.030296801237852524
43,compsva23,balloon,book,0.040336790632486866,0.041535224397821216,0.3057332104350713,0.012868194120385566,0.034951898352689366,0.03537480942612157,0.029581249364208882,0.029735363286497788
44,compsva23,balloon,table,0.02965914987832339,0.06784875996213262,0.2906912160334841,0.010039312624098727,0.02471595823193615,0.056540633301777166,0.029890078876509612,0.06061917165491236
45,compsva23,box,balloon,0.1791759605082751,0.15499368683414955,0.3746339803916953,0.4079523172762976,0.24130896884514114,0.1834795371602748,0.2314027610907452,0.16342073596626888
46,compsva23,box,book,0.0329467846882221,0.03397343977357254,0.25909446961376675,0.010254237176733256,0.028249374612588724,0.02932420114881486,0.02532707209991996,0.025884030282836704
47,compsva23,box,table,0.02987262591747767,0.0639269397925203,0.24715393072765485,0.00920244543256568,0.024893854931231384,0.053272449827100235,0.02973978956703484,0.05618983240150444
48,compsva23,book,balloon,0.1628458770342781,0.15522254471516292,0.36952717217314296,0.3528067928214379,0.20429259707777628,0.1818626349355772,0.2031022264817968,0.16211550493738777
49,compsva23,book,box,0.06095715752298043,0.06864746257509365,0.4081784842367653,0.2805970646593485,0.16991128041453105,0.2179135476193089,0.427265076039928,0.3981327266249367
50,compsva23,book,table,0.028112188126968814,0.05307749010401788,0.2037599481978395,0.008387726137508853,0.023426823439140675,0.04423124175334823,0.027260834474217528,0.045630169349552614
