,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model
0,compsva12,box,book,0.10910226366917307,0.10310013269795393,0.30370386400759475,0.021571336720809128
1,compsva12,box,table,0.10844788252096156,0.10201957532445123,0.2980711811974444,0.019813472188681416
2,compsva12,box,pear,0.05323046852856257,0.0455884294841621,0.3617649217761393,0.09015926387382145
3,compsva12,book,box,0.04993359194329452,0.04399955238101915,0.3549010806213656,0.07652228941300093
4,compsva12,book,table,0.024274443731823258,0.08474769497701981,0.31420661448681697,0.018738677191760394
5,compsva12,book,pear,0.0512660151021168,0.044000604340828565,0.43011757914975934,0.09850940301354533
6,compsva12,table,box,0.04508912522707247,0.038037036794936765,0.30724969651227063,0.07049239053471444
7,compsva12,table,book,0.04668820120661752,0.039276552966382994,0.3401548635375677,0.0795381293034287
8,compsva12,table,pear,0.044929759234442826,0.037735457510255366,0.3054095734617127,0.0712964270245636
9,compsva12,pear,box,0.20258729262037284,0.20651842706706355,0.7438437567968307,0.4032180995769038
10,compsva12,pear,book,0.16698327220952555,0.16698327220952555,0.28856349194304104,0.015179603126713091
11,compsva12,pear,table,0.10813390450210847,0.10253280826669836,0.2999711996968107,0.02007703373564296
12,compsva13,balloon,book,0.045576804782325335,0.03791687762924481,0.2823256435621152,0.011445727064738393
13,compsva13,balloon,table,0.041567323497155036,0.037425394894988064,0.267270352067769,0.013927940881704511
14,compsva13,balloon,pear,0.04663501204524741,0.03863113372184595,0.2843349192476021,0.011586483550585358
15,compsva13,book,balloon,0.05142247948395294,0.039959083993769455,0.3372403359067572,0.08063369574922236
16,compsva13,book,table,0.02402180064342015,0.08433043665423078,0.3005414919213469,0.018574577293740013
17,compsva13,book,pear,0.17991172225278104,0.17991172225278104,0.3109051231766883,0.07271817513820918
18,compsva13,table,balloon,0.041791853783169935,0.035572042318572264,0.30083602032328194,0.06981901001036053
19,compsva13,table,book,0.04668626898039258,0.03927003343233622,0.34010638839506085,0.07953025500312956
20,compsva13,table,pear,0.04485229246604089,0.037633758668526585,0.3050316318570959,0.07098429427446741
21,compsva13,pear,balloon,0.0519159398597065,0.04025922683654819,0.3388479089021297,0.08120775590956464
22,compsva13,pear,book,0.12516765286428047,0.11390056070250773,0.2954224674899805,0.018660853251755708
23,compsva13,pear,table,0.10719955960643401,0.10043818082257536,0.2956590239465087,0.01949588323959524
