Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,size_ratio,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,figure_lightsource,figure_container,location_control
compsvi24,cup,table,0,0,0.9969005999999999,0,0.003725354,7.385015e-05,0.13863689999999998,1.0,0.0,0.0,0.028908299999999998,0.01270414,1.0,0,1,1.0
compsvi24,cup,cube,0,0,0.0,0,7.468922,0.0026785470000000003,0.04944194,0.4949418,0.0,0.06059853,0.08143433,0.45372959999999996,0.145903,0,1,0.27538385355
compsvi24,cup,pencil,0,0,0.0,0,7.15988,1.072884e-06,0.01999525,0.0,0.9888861999999999,0.0006141438,0.03262983,0.4098187,0.7957380999999999,0,1,0.00398650025
compsvi24,table,cup,0,1,0.0,0,268.4309,0.01802266,0.0,0.0,1.0,0.0,0.028908299999999998,1.0,0.01270418,0,0,0.0253026876
compsvi24,table,cube,0,0,0.0,0,2004.889,0.06035877,0.0,0.0,0.8066038000000001,1.1736839999999999e-06,0.08529595,1.0,0.004085203,0,0,0.002794850335
compsvi24,table,pencil,0,0,0.0,0,1921.933,0.2601925,0.0,0.0,1.0,0.0,0.04205187,1.0,0.02463851,0,0,0.00017456195000000002
compsvi24,cube,cup,0,1,0.27093779999999995,0,0.1338881,0.001123032,0.25,0.0,0.125,0.4526057,0.08143433,0.145903,0.45372959999999996,0,0,1.0
compsvi24,cube,table,0,0,0.9994213,0,0.0004987807,0.0,0.25,0.875,0.0,0.002353107,0.08529595,0.004085203,1.0,0,0,0.928089825
compsvi24,cube,pencil,0,0,0.0,0,0.9586231,0.1662659,0.0,0.0,1.0,0.0,0.1139212,0.03549059,0.14797149999999998,0,0,0.06457025225
compsvi24,pencil,cup,0,1,1.0,0,0.13966710000000002,0.008601869,0.07575758,0.7424242,0.0,0.004397197,0.03262983,0.7957380999999999,0.4098187,0,0,1.0
compsvi24,pencil,table,0,0,1.0,0,0.0005203095,0.2400455,0.0,1.0,0.0,0.0,0.04205187,0.02308513,1.0,0,0,0.8723998
compsvi24,pencil,cube,0,0,0.00023960110000000002,0,1.0431629999999998,0.1753674,0.0,1.0,0.0,0.0,0.1139212,0.21575439999999999,0.0245077,0,0,0.26571571775
compsvi24a,pear,cup,0,1,0.9892528,0,2.202872,0.0,0.130227,0.8076463,0.0,0.1445556,0.1707981,1.0,0.3977902,0,0,0.9218251
compsvi24a,pear,table,0,0,1.0,0,0.008220541,0.18927979999999997,0.0,1.0,0.0,0.0,0.1421581,0.03057601,1.0,0,0,0.997007
compsvi24a,pear,cube,0,0,0.1022255,0,33.39932,0.11613,0.0,1.0,0.0,0.0,0.20577310000000001,0.9294901,0.07889944,0,0,0.059349105
compsvi24a,cup,pear,0,0,0.0,0,0.4539529000000001,0.0,0.2170031,0.0,0.7260508000000001,0.3184375,0.1707981,0.3977902,1.0,0,1,0.04758437
compsvi24a,cup,table,0,0,0.9971409999999999,0,0.003731738,4.804134e-05,0.13863689999999998,1.0,0.0,0.0,0.02957755,0.01272864,1.0,0,1,1.0
compsvi24a,cup,cube,0,0,0.0,0,15.16172,0.004912142,0.03799573,0.5317976,0.09883638,0.03894097,0.07205191,0.5904119999999999,0.117342,0,1,0.02411777205
compsvi24a,table,pear,0,0,0.0,0,121.6465,0.18480439999999998,0.0,0.0,1.0,0.0,0.1421581,1.0,0.03197284,0,0,0.00424263675
compsvi24a,table,cup,0,1,0.0,0,267.9716,0.0180012,0.0,0.0,1.0,0.0,0.02957755,1.0,0.01272869,0,0,0.032136789250000006
compsvi24a,table,cube,0,0,0.0,0,4062.9109999999996,0.07297919,0.0,0.0,1.0,0.0,0.09127045,1.0,0.00252972,0,0,0.00039805107999999997
compsvi24a,cube,pear,0,0,0.004313803,0,0.02994073,0.08627230000000001,0.0,0.0,1.0,0.0,0.20577310000000001,0.07061398,1.0,0,0,0.838009225
compsvi24a,cube,cup,0,1,0.4031843,0,0.06595558,0.001178046,0.625,0.0,0.0,0.5904119999999999,0.07205191,0.117342,0.5904119999999999,0,0,0.959771675
compsvi24a,cube,table,0,0,1.0,0,0.000246129,0.004493833,0.125,1.0,0.0,0.0,0.09127045,0.00252658,1.0,0,0,0.81932385
compsvi25,jar,pencil,0,0,0.0,0,71.48866,0.001046459,0.006392045,0.0,0.9616476999999999,0.001008637,0.08291919,0.6353420999999999,0.09004588,0,1,0.006643433545
compsvi25,jar,table,0,0,1.0,0,0.006163900999999999,0.0,0.37784090000000004,0.8096591,0.0,0.00618075,0.2977735,0.02379328,1.0,0,1,0.8573929
compsvi25,jar,box,0,1,0.0,0,0.14755810000000005,0.0,0.2478693,0.0,0.19034089999999998,0.15180929999999998,0.2849345,0.04361193,0.1527596,0,1,0.24470668425000003
compsvi25,jar,pencil (1),0,0,0.0,0,11.7448,0.4344229,0.0,0.1505682,0.37784090000000004,0.0,0.5600544,0.0,0.0,0,1,0.00532847505
compsvi25,pencil,jar,0,1,1.0,0,0.01398823,0.0,0.3939394000000001,0.8030303000000001,0.0,0.07210607,0.08291919,0.09004588,0.6353420999999999,0,0,1.0
compsvi25,pencil,table,0,0,1.0,0,8.622208000000001e-05,0.20857689999999998,0.0,1.0,0.0,0.0,0.3793437,0.003183006,1.0,0,0,0.79235155
compsvi25,pencil,box,0,1,0.004873187,0,0.002064077,0.0,0.40909090000000004,0.0,0.0,0.4739217000000001,0.21632039999999997,0.01917607,0.4739217000000001,0,0,0.835066525
compsvi25,pencil,pencil (1),0,0,1.0,0,0.16428910000000002,0.3357171,0.0,1.0,0.0,0.0,0.4771395000000001,0.0,0.0,0,0,0.71607
compsvi25,table,jar,0,1,0.0,0,162.2349,0.02960409,0.0,0.0,0.8066038000000001,3.8097529999999994e-05,0.2977735,1.0,0.02379328,0,0,0.00178583355
compsvi25,table,pencil,0,0,0.0,0,11597.96,0.2450944,0.0,0.0,1.0,0.0,0.3793437,1.0,0.0033687359999999998,0,0,6.984874e-05
compsvi25,table,box,0,1,0.0,0,23.93908,0.08968749,0.0,0.0,1.0,0.0,0.5461004,1.0,0.08334079,0,0,0.0006427269749999999
compsvi25,table,pencil (1),0,0,0.0,0,1905.418,0.22323939999999998,0.0,0.0,1.0,0.0,0.8541470999999999,1.0,0.02462045,0,0,6.3100105e-05
compsvi25,box,jar,0,1,0.00057015,0,6.776992,0.04279318,0.0,0.05479452,0.0,0.02240069,0.2849345,0.1527596,0.04361193,0,1,0.1227457889675
compsvi25,box,pencil,0,0,0.001109983,0,484.478,0.1218224,0.0,0.05479452,0.9452055,0.0009782109,0.21632039999999997,0.4739217000000001,0.01917607,0,1,0.00352304725
compsvi25,box,table,0,0,1.0,0,0.041772699999999996,9.239489e-06,0.25479450000000003,1.0,0.0,0.0,0.5461004,0.08334059,1.0,0,1,0.845239675
compsvi25,box,pencil (1),0,0,0.000102498,0,79.59444,0.0008440966,0.01917808,0.05479452,0.3739726,0.004550557,0.3429145,0.3621991,0.10708630000000001,0,1,0.0029284166499999997
compsvi25,pencil (1),jar,0,1,0.9930403,0,0.08514404,0.4095028,0.0,0.0,0.0,0.0,0.5600544,0.0,0.0,0,0,0.975709375
compsvi25,pencil (1),pencil,0,0,1.0,0,6.086833,0.3376868,0.0,0.0,1.0,0.0,0.4771395000000001,0.0,0.0,0,0,0.3541191925
compsvi25,pencil (1),table,0,0,1.0,0,0.0005248194000000001,0.16375989999999999,0.0,1.0,0.0,0.0,0.8541470999999999,0.02354446,1.0,0,0,0.916776025
compsvi25,pencil (1),box,0,1,1.0,0,0.01256369,0.03319021,0.0,0.0,0.0,0.3621991,0.3429145,0.10708630000000001,0.3621991,0,0,1.0
compsvi26,cup,table,0,0,0.9969229,0,0.003723295,2.3007390000000002e-05,0.13863689999999998,1.0,0.0,6.4542499999999975e-06,0.02852438,0.01270104,1.0,0,1,1.0
compsvi26,cup,cube,0,0,0.0,0,6.952464999999999,0.00452634,0.03904061,0.4949418,0.0,0.06381846,0.08207424,0.44762470000000004,0.150895,0,1,0.2663545192
compsvi26,cup,pencil,0,0,0.0,0,7.246089,0.18063310000000002,0.0,0.8335312,0.0,0.0,0.28419190000000005,0.0,0.0,0,1,0.00249478525
compsvi26,table,cup,0,1,0.0,0,268.5793,0.01797843,0.0,0.0,0.8066038000000001,2.403108e-08,0.02852438,1.0,0.01270104,0,0,0.0080448147
compsvi26,table,cube,0,0,0.0,0,1867.2879999999998,0.06497006,0.0,0.0,0.8066038000000001,4.708813e-06,0.08826608,1.0,0.004281541,0,0,0.000870957075
compsvi26,table,pencil,0,0,0.0,0,1946.149,0.03578426,0.0,0.0,0.8066038000000001,1.9728679999999997e-07,0.28758890000000004,1.0,0.02464589,0,0,0.00017072945
compsvi26,cube,cup,0,1,0.281143,0,0.1438339,0.002564943,0.25,0.0,0.125,0.4436956,0.08207424,0.150895,0.44762470000000004,0,0,0.911588225
compsvi26,cube,table,0,0,1.0,0,0.000535536,0.0,0.25,0.875,0.0,0.008792711,0.08826608,0.004281541,1.0,0,0,0.907847725
compsvi26,cube,pencil,0,0,0.0,0,1.042233,0.2761996,0.0,0.75,0.125,0.0,0.3657988,0.0,0.0,0,0,0.0286193
compsvi26,pencil,cup,0,1,0.0,0,0.1380055,0.1736601,0.0,0.0,0.1742424,0.0,0.28419190000000005,0.0,0.0,0,0,0.0155886352
compsvi26,pencil,table,0,0,1.0,0,0.0005138352,0.0,0.6818181999999999,0.7424242,0.0,0.0003839495,0.28758890000000004,0.02464589,1.0,0,0,0.816951
compsvi26,pencil,cube,0,0,0.0,0,0.9594784,0.2761995,0.0,0.0,0.0,0.0,0.3657988,0.0,0.0,0,0,0.0016247964500000003
compsvi26a,lamp,pencil,0,0,0.0,0,65.93924,0.0005075574,0.0005373455,0.7770911,0.009045316,0.01092422,0.1924026,0.7203345,0.2098908,1,0,0.5845292225000001
compsvi26a,lamp,bowl,0,1,0.0,0,21.8942,0.467153,0.0,0.6816228,0.0,0.0,0.856065,0.0,0.0,1,0,0.50696166025
compsvi26a,lamp,table,0,0,1.0,0,0.05423539,0.0006378293,0.009045316,1.0,0.0,0.09127422,0.7946302,0.06728075,1.0,1,0,0.77957525
compsvi26a,pencil,lamp,1,0,0.3911538,1,0.01516548,0.0,0.22727270000000002,0.0,0.0,0.7203345,0.1924026,0.2098908,0.7203345,0,0,0.333887675
compsvi26a,pencil,bowl,0,1,0.0,0,0.332036,0.48734269999999996,0.0,0.0,0.0,0.0,0.6763180999999999,0.0,0.0,0,0,0.214101866
compsvi26a,pencil,table,0,0,1.0,0,0.0008225055,0.02749997,0.0,1.0,0.0,0.0,0.6209347,0.01947369,1.0,0,0,1.0
compsvi26a,bowl,lamp,1,0,0.0,1,0.0456742,0.4475951,0.0,0.0,0.0,0.0,0.856065,0.0,0.0,0,1,0.0001401976375
compsvi26a,bowl,pencil,0,0,0.0,0,3.0117220000000002,0.4920184,0.0,0.31645409999999996,0.31795450000000003,0.0,0.6763180999999999,0.0,0.0,0,1,0.003140510975
compsvi26a,bowl,table,0,0,0.9981304,0,0.0024771579999999997,5.483647999999998e-06,0.09164792,1.0,0.0,0.00035394370000000003,0.08265256,0.02206678,1.0,0,1,0.6966793600000001
compsvi26a,table,lamp,1,0,0.0,1,18.43815,0.214878,0.0,0.0,0.2295597000000001,0.004950293,0.7946302,1.0,0.06728075,0,0,3.251552300000001e-05
compsvi26a,table,pencil,0,0,0.0,0,1215.797,0.2766255,0.0,0.0,1.0,0.0,0.6209347,1.0,0.01960196,0,0,0.0005291910475000001
compsvi26a,table,bowl,0,1,0.0,0,403.6884,0.02943263,0.0,0.0,0.8066038000000001,8.767746e-07,0.08265256,1.0,0.02206678,0,0,0.00049769705
compsvi3,table,pencil,0,0,0.0,0,1933.08,0.1043317,0.0,0.0,0.8066038000000001,1.0489300000000001e-05,0.1050281,1.0,0.005996871,0,0,0.0008372343924999999
compsvi3,table,pear,0,0,0.0,0,1377.2839999999999,0.02190674,0.0,0.0,0.8066038000000001,2.560826e-06,0.3289979,1.0,0.004469718,0,0,0.0029286903375
compsvi3,table,mug,0,1,0.0,0,352.4244,0.020989599999999997,0.0,0.0,0.8066038000000001,3.684013e-07,0.1901409,1.0,0.01450561,0,0,0.0006943823250000001
compsvi3,pencil,table,0,0,1.0,0,0.0005173091,0.0,0.1439394,0.9772726999999999,0.0,0.02027667,0.1050281,0.005996871,1.0,0,0,0.900820525
compsvi3,pencil,pear,0,0,0.0,0,0.7124815999999999,0.14541199999999999,0.0,0.0,0.0,0.0,0.2456426,0.0,0.0,0,0,0.03200865775
compsvi3,pencil,mug,0,1,0.7636564,0,0.1823124,0.03521821,0.0,0.0,0.02272727,0.4415024,0.09536788,0.1862464,0.45050450000000003,0,0,0.5974561575
compsvi3,pear,table,0,0,0.9991492000000001,0,0.0007260666,0.0,0.06451613,0.990442,0.0,0.003526985,0.3289979,0.004469718,1.0,0,0,0.6717902250000001
compsvi3,pear,pencil,0,0,0.0,0,1.403545,0.14615060000000002,0.0,0.5483871,0.0,0.0,0.2456426,0.0,0.0,0,0,0.028618519024999997
compsvi3,pear,mug,0,1,0.0,0,0.25588360000000004,0.0,0.03106332,0.0,0.007168459,0.01951777,0.1516144,0.006034492,0.01958378,0,0,0.72313806645
compsvi3,mug,table,0,0,1.0,0,0.002837488,0.0,0.20223139999999998,0.9884210999999999,0.0,0.0001298336,0.1901409,0.01450561,1.0,0,1,0.6481089250000001
compsvi3,mug,pencil,0,0,0.0,0,5.485092,0.004136219,0.01809488,0.44004309999999996,0.0,0.08049134,0.09536788,0.45050450000000003,0.1862464,0,1,0.00437712716
compsvi3,mug,pear,0,0,0.0,0,3.9080269999999997,0.0,0.06745734,0.2105757,0.0,0.004994277,0.1516144,0.01958378,0.006034492,0,1,0.155330651225
compsvi34,table,pencil (1),0,0,0.0,0,3477.99,0.1815894,0.0,0.0,1.0,0.0,0.2066,1.0,0.01574264,0,0,0.00015671815
compsvi34,table,pencil,0,0,0.0,0,1789.757,0.10527089999999999,0.0,0.0,0.8066038000000001,1.30095e-05,0.1064185,1.0,0.006441085,0,0,0.0014649262900000002
compsvi34,table,mug,0,1,0.0,0,343.566,0.02099115,0.0,0.0,0.8066038000000001,1.51612e-07,0.1914158,1.0,0.01488145,0,0,0.000532006225
compsvi34,pencil (1),table,0,0,1.0,0,0.0002875224,0.1601358,0.0,1.0,0.0,0.0,0.2066,0.01506919,1.0,0,0,0.92459395
compsvi34,pencil (1),pencil,0,0,0.0,0,0.5145953,0.10353889999999999,0.0,1.0,0.0,0.0,0.107823,0.25539290000000003,0.1224724,0,0,0.01982919825
compsvi34,pencil (1),mug,0,1,0.9507378000000001,0,0.09878293,0.009119259000000001,0.03030303,0.8030303000000001,0.0,0.0034210029999999997,0.01596852,0.6944034,0.6559014,0,0,1.0
compsvi34,pencil,table,0,0,1.0,0,0.000558735,0.0,0.1818182,0.9772726999999999,0.0,0.02328385,0.1064185,0.006441085,1.0,0,0,0.953623425
compsvi34,pencil,pencil (1),0,0,0.0076042509999999985,0,1.9432740000000002,0.1033692,0.0,0.0,1.0,0.0,0.107823,0.14502920000000002,0.2975363,0,0,0.0019580755499999996
compsvi34,pencil,mug,0,1,0.7646373000000001,0,0.19196229999999997,0.03584618,0.0,0.0,0.02272727,0.44787170000000004,0.09475813,0.1984481,0.4584933,0,0,0.64029254
compsvi34,mug,table,0,0,1.0,0,0.0029106490000000004,0.0,0.20223139999999998,0.993859,0.0,5.208872e-05,0.1914158,0.01488145,1.0,0,1,0.8720837
compsvi34,mug,pencil (1),0,0,0.0001953898,0,10.12321,2.455742e-05,0.02301706,0.0,0.9780610999999999,0.00033793669999999997,0.01596852,0.6559014,0.6944034,0,1,0.00055299875
compsvi34,mug,pencil,0,0,0.0,0,5.209355,0.003745118,0.0184699,0.44004309999999996,0.0,0.08597449,0.09475813,0.4584933,0.1984481,0,1,0.0071077370125
compsvi36,table,pencil,0,0,0.0,0,1933.082,0.1043317,0.0,0.0,0.8066038000000001,1.0398959999999999e-05,0.1050281,1.0,0.005996869,0,0,0.0008372343924999999
compsvi36,table,pear,0,0,0.0,0,1377.2839999999999,0.02190674,0.0,0.0,0.8066038000000001,2.494145e-06,0.3289979,1.0,0.0044697159999999994,0,0,0.0029251125375
compsvi36,table,mug,0,1,0.0,0,352.4226,0.020989599999999997,0.0,0.0,0.8066038000000001,9.183688999999999e-08,0.1901409,1.0,0.01450569,0,0,0.0006682488250000001
compsvi36,pencil,table,0,0,1.0,0,0.0005173088,0.0,0.1439394,0.9772726999999999,0.0,0.02010204,0.1050281,0.005996869,1.0,0,0,0.900820525
compsvi36,pencil,pear,0,0,0.0,0,0.7124809,0.14541199999999999,0.0,0.0,0.0,0.0,0.2456426,0.0,0.0,0,0,0.031979196200000004
compsvi36,pencil,mug,0,1,0.7637204000000001,0,0.18231129999999998,0.03521821,0.0,0.0,0.02272727,0.4414831,0.09536788,0.186246,0.45050609999999996,0,0,0.5973107825
compsvi36,pear,table,0,0,0.9996964,0,0.0007260667999999999,0.0,0.06451613,0.9928315000000001,0.0,0.003435145,0.3289979,0.0044697159999999994,1.0,0,0,0.6724785500000001
compsvi36,pear,pencil,0,0,0.0,0,1.403546,0.14615060000000002,0.0,0.5483871,0.0,0.0,0.2456426,0.0,0.0,0,0,0.028618519024999997
compsvi36,pear,mug,0,1,0.0,0,0.2558824,0.0,0.03106332,0.0,0.007168459,0.01883371,0.1516144,0.00582311,0.01889789,0,0,0.72313806645
compsvi36,mug,table,0,0,1.0,0,0.002837502,0.0,0.20223139999999998,1.0,0.0,3.23654e-05,0.1901409,0.01450569,1.0,0,1,0.6460808025
compsvi36,mug,pencil,0,0,0.0,0,5.4851230000000015,0.004136219,0.01809488,0.44004309999999996,0.0,0.08048736,0.09536788,0.45050609999999996,0.186246,0,1,0.00437712716
compsvi36,mug,pear,0,0,0.0,0,3.9080449999999995,0.0,0.06745734,0.2105757,0.0,0.004819215,0.1516144,0.01889789,0.00582311,0,1,0.155327074475
compsvi45,table,pencil,0,0,0.0,0,1789.757,0.10527089999999999,0.0,0.0,0.8066038000000001,1.30095e-05,0.1064185,1.0,0.006441085,0,0,0.0005134770425
compsvi45,table,cup,0,1,0.0,0,105.6884,0.01660985,0.0,0.0,0.5613208000000001,7.096965e-05,0.03815576,1.0,0.02368471,0,0,0.0060006437499999996
compsvi45,table,mug,0,1,0.0,0,343.566,0.02099115,0.0,0.0,0.8066038000000001,1.51612e-07,0.1914158,1.0,0.01488145,0,0,0.0027826175875000003
compsvi45,pencil,table,0,0,1.0,0,0.000558735,0.0,0.1818182,0.9772726999999999,0.0,0.02328385,0.1064185,0.006441085,1.0,0,0,0.93571365
compsvi45,pencil,cup,0,1,0.0029415979999999997,0,0.05905183,0.02442854,0.0,0.0,0.0,0.5349857,0.1080212,0.14549,0.5349857,0,0,0.797529675
compsvi45,pencil,mug,0,1,0.7627583,0,0.19196229999999997,0.03584618,0.0,0.0,0.02272727,0.44787170000000004,0.09475813,0.1984481,0.4584933,0,0,0.604044525
compsvi45,cup,table,0,0,0.9971206,0,0.009461774000000001,0.0,0.13289,0.9801947,0.0,0.007500670999999999,0.03815576,0.02368471,1.0,0,1,0.9412146750000001
compsvi45,cup,pencil,0,0,0.0,0,16.934279999999998,0.01645688,0.0,0.6546189,0.0,0.03159188,0.1080212,0.5349857,0.14549,0,1,0.35362665035
compsvi45,cup,mug,0,1,0.0,0,3.250743,0.0,0.02616956,0.43448109999999995,0.01971028,0.07688502,0.178832,0.2499335,0.1570368,0,1,0.3039904175
compsvi45,mug,table,0,0,0.9999960999999999,0,0.0029106490000000004,0.0,0.20223139999999998,0.993859,0.0,5.208872e-05,0.1914158,0.01488145,1.0,0,1,0.905410475
compsvi45,mug,pencil,0,0,0.0,0,5.209355,0.003745118,0.0184699,0.44004309999999996,0.0,0.08597449,0.09475813,0.4584933,0.1984481,0,1,0.50755869
compsvi45,mug,cup,0,1,3.8763459999999986e-05,0,0.3076219,0.0,0.1016782,0.0,0.0,0.2499335,0.178832,0.1570368,0.2499335,0,1,1.0
compsvi46,bowl,ball,0,0,0.0,0,2.272221,0.007772927,0.00300075,0.0,0.0,0.03927868,0.14830510000000002,0.1234685,0.03927869,0,1,0.008057740899999999
compsvi46,bowl,table,0,0,1.0,0,0.002551812,0.0,0.08714679,0.9958739999999999,0.0,0.009920225,0.10666110000000001,0.02215592,1.0,0,1,0.90263435
compsvi46,bowl,pencil,0,0,0.0,0,4.204338,0.0001199916,0.02300575,0.0,0.9507377,0.02944951,0.05459267,0.5491881,0.6217139,0,1,0.010254517
compsvi46,ball,bowl,0,1,0.24924699999999997,0,0.4400981,0.004501814,0.05631068,0.1553398,0.0,0.08924983,0.14830510000000002,0.03927869,0.1234685,0,0,0.75000152994875
compsvi46,ball,table,0,0,1.0,0,0.001123048,0.01590014,0.0,1.0,0.0,0.03091186,0.11671780000000001,0.007048401,1.0,0,0,0.75145246475
compsvi46,ball,pencil,0,0,0.7815842,0,1.8503209999999999,0.14450770000000002,0.0,0.0,0.7941746999999999,0.0,0.19485639999999999,0.0,0.0,0,0,0.11344153250000001
compsvi46,table,bowl,0,1,0.0,0,391.8784,0.04408098,0.0,0.0,0.8066038000000001,2.531455e-05,0.10666110000000001,1.0,0.02215592,0,0,0.0003550055
compsvi46,table,ball,0,0,0.0,0,890.4343,0.09384406,0.0,0.0,0.5613208000000001,3.471549e-05,0.11671780000000001,1.0,0.007048401,0,0,6.364598424999999e-05
compsvi46,table,pencil,0,0,0.0,0,1647.59,0.1353672,0.0,0.0,1.0,0.0,0.1214973,0.9999998999999999,0.0250709,0,0,0.0001887327725
compsvi46,pencil,bowl,0,1,1.0,0,0.23784960000000002,0.0,0.15151520000000002,0.7424242,0.0,0.12381569999999999,0.05459267,0.6217139,0.5491881,0,0,1.0
compsvi46,pencil,ball,0,0,0.0,0,0.5404466,0.15072370000000002,0.0,0.0,0.0,0.0,0.19485639999999999,0.0,0.0,0,0,0.018045880499999997
compsvi46,pencil,table,0,0,0.9982851,0,0.0006069473,0.08897388,0.0,1.0,0.0,0.0,0.1214973,0.02446595,1.0,0,0,0.7826084249999999
compsvinew1,plate,table,0,0,1.0,0,0.0029222790000000003,3.695488e-06,0.24029299999999998,1.0,0.0,0.002312977,0.41254009999999997,0.0861615,1.0,0,0,0.8329888
compsvinew1,plate,cube,0,0,0.02548526,0,10.724960000000001,0.03259832,0.0,0.0,0.3974359000000001,0.01618839,0.05474871,1.0,0.03573594,0,0,0.025153254
compsvinew1,plate,pencil,0,0,0.10940510000000002,0,5.227886,0.002942901,0.02124542,0.5813187,0.0,0.08898685,0.20742729999999998,0.498949,0.1421137,0,0,0.051000738250000004
compsvinew1,table,plate,0,0,0.0,0,342.1987,0.021793299999999998,0.0,0.0,0.8066038000000001,6.7591639999999994e-06,0.41254009999999997,1.0,0.0861615,0,0,0.0003134987
compsvinew1,table,cube,0,0,0.0,0,3670.0679999999998,0.0832891,0.0,0.0,1.0,0.0,0.3669288,1.0,0.0030788340000000003,0,0,0.00018713131499999998
compsvinew1,table,pencil,0,0,0.0,0,1788.976,0.3325343,0.0,0.0,0.8066038000000001,3.971991e-05,0.6196045,1.0,0.02454104,0,0,0.001352357325
compsvinew1,cube,plate,0,0,0.9999960999999999,0,0.09324043,2.2232529999999996e-05,0.5,0.5,0.0,0.1736199,0.05474871,0.03573594,1.0,0,0,0.72461495
compsvinew1,cube,table,0,0,1.0,0,0.0002724745,0.01513189,0.0,1.0,0.0,0.0,0.3669288,0.0030659909999999997,1.0,0,0,0.646802875
compsvinew1,cube,pencil,0,0,0.002365059,0,0.4874504,0.16060770000000002,0.0,0.5,0.0,0.0,0.2573201,0.0,0.0,0,0,0.04248650075
compsvinew1,pencil,plate,0,0,0.0,0,0.1912819,0.0,0.3712121,0.0,0.22727270000000002,0.46521309999999994,0.20742729999999998,0.1421137,0.498949,0,0,0.3950306475
compsvinew1,pencil,table,0,0,1.0,0,0.0005589791000000001,0.0,0.6818181999999999,0.7424242,0.0,0.07105796,0.6196045,0.02454104,1.0,0,0,0.89207455
compsvinew1,pencil,cube,0,0,0.0,0,2.051491,0.1607924,0.0,0.0,0.7424242,0.0,0.2573201,0.0,0.0,0,0,0.025865933
compsvinew2,mug,table,0,0,0.9842407,0,0.003571421,0.39273,0.0,1.0,0.0,0.0,0.2590898,0.01897459,1.0,0,1,1.0
compsvinew2,mug,box,0,1,0.0,0,1.7553349999999999,0.24686950000000002,0.0,1.0,0.0,0.0,0.1832079,0.06763377,0.009946804,0,1,0.10820235875
compsvinew2,table,mug,0,1,0.0,0,280.0006,0.43295029999999995,0.0,0.0,1.0,0.0,0.2590898,1.0,0.02108067,0,0,0.04017728975
compsvinew2,table,box,0,1,0.0,0,491.4949,0.01989874,0.0,0.0,0.5613208000000001,3.287031e-05,0.39952,1.0,0.0111629,0,0,0.001325165325
compsvinew2,box,mug,0,1,0.0033237059999999996,0,0.5696918000000001,0.25834470000000004,0.0,0.0,1.0,0.0,0.1832079,0.04094823,0.01876378,0,1,0.835027675
compsvinew2,box,table,0,0,1.0,0,0.002034609,0.0,0.25479450000000003,0.9849315000000001,0.0,0.01615559,0.39952,0.0111629,1.0,0,1,0.7451123025
compsvo12,box,book (1),0,0,0.6186085,0,14.068670000000001,0.7610276,0.0,0.0,1.0,0.0,0.5353693,0.0,0.0,0,1,0.33542975500000005
compsvo12,box,book,0,0,0.6060739,0,17.14251,1.274807,0.0,0.0,1.0,0.0,1.189122,0.0,0.0,0,1,0.2036005025
compsvo12,box,table,0,0,1.0,0,0.06612015,0.01036477,0.0,0.0,0.0,1.0,0.20954299999999998,0.09971711,1.0,0,1,1.0
compsvo12,book (1),box,0,1,0.0002494552,0,0.07107994,0.7685696,0.0,1.0,0.0,0.0,0.5353693,0.0,0.0,0,0,0.000213642645
compsvo12,book (1),book,0,0,0.005453405,0,1.218488,0.2938824,0.0,0.0,0.0,0.0,0.6681037,0.0,0.0,0,0,0.00018538293
compsvo12,book (1),table,0,0,0.999124,0,0.004699816,1.969886e-06,0.4024935,0.9964714,0.0,0.0001987368,0.3395757,0.07778896,1.0,0,0,0.61587315
compsvo12,book,box,0,1,0.00023804150000000001,0,0.05833453,1.273873,0.0,1.0,0.0,0.0,1.189122,0.0,0.0,0,0,0.0003819714
compsvo12,book,book (1),0,0,0.005987246,0,0.8206891,0.2938078,0.0,0.02399435,0.02399435,0.0,0.6681037,0.0,0.0,0,0,0.0032071402000000003
compsvo12,book,table,0,0,1.0,0,0.003857088,5.322781999999999e-05,0.2128911,0.9750646999999999,0.0,0.004996795,1.0056049999999999,0.03556893,0.5676455,0,0,0.8123704
compsvo12,table,box,0,1,0.0,0,15.12398,0.05393616,0.0,0.7704403000000001,0.08176101,0.06612015,0.20954299999999998,1.0,0.09971711,0,0,0.0002428040625
compsvo12,table,book (1),0,0,0.0,0,212.7743,0.020989599999999997,0.0,0.0,0.8066038000000001,9.340262e-07,0.3395757,1.0,0.07778896,0,0,0.00019716727
compsvo12,table,book,0,0,0.0,0,259.263,0.0,0.01886792,0.0,0.8066038000000001,1.927308e-05,1.0056049999999999,0.5676455,0.03556893,0,0,0.000197512575
compsvo12v,board,book,0,0,0.0,0,101.1289,0.0,0.19546739999999999,0.0,0.9801700000000001,0.0001063808,0.09546196,0.8773752,0.2527741,0,0,0.00306963065
compsvo12v,board,table,0,0,1.0,0,0.11594639999999999,1.144471e-05,0.07365439,0.9830028000000001,0.0,5.144029e-06,0.5210266,0.09530415,1.0,0,0,0.99883845
compsvo12v,board,clock,0,0,0.0,1,293.6935,0.0,0.3399433,0.09348442,0.1416431,0.0028392820000000003,0.10945739999999997,0.8338785,0.01767303,0,0,0.12167249999999999
