Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
compsva12,box,book,-0.12166736738870315,-0.5968659206925575,1.6509878592065292,-0.3832424471159501,-0.5712252268324237,-0.4495031203312162,1.2692212394067948,-0.7484621051199398,-0.34557358567295404,-0.7129907286563125,1.1166660752779285,0.2816420195996203,0.7294273141541625
compsva12,box,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.4623267235637864,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,0.18918513683206006,-0.6193553219563361,1.5240177774945138,1.372256569857339
compsva12,box,pear,-0.12166736738870315,-0.5968659206925575,-0.6066871421718332,-0.3832424471159501,-0.5346629192588523,-0.4495031203312162,0.7466926677848122,-0.7484621051199398,-0.23530518497761158,-0.38039325256710843,0.39770914784154876,-0.6788622127408289,-0.622318131470173
compsva12,book,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,1.104208009887845,-0.9059561524155018,1.3899895983191202,-0.22732469545570927,-0.7129907286563125,0.2881440561119227,1.1065235115762542,-0.7504095032612085
compsva12,book,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.4159747117804398,1.1604623587271357,-0.7484621051199398,-0.2203332056015019,-0.03360901731835361,-0.7233501671864967,1.5240177774945138,1.360006042021541
compsva12,book,pear,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.36062560236151714,-0.9059561524155018,0.2812457916036627,0.5447032500328305,-0.6065703577967764,1.338712669895213,-0.2895597783409609,-0.7908716390497911
compsva12,table,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.39792833444349185,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,0.18918513683206006,1.536002907966404,-0.6185038306669862,-0.8047864986320118
compsva12,table,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.44680998891780904,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.35651210901705166,-0.03360901731835361,1.536002907966404,-0.7254076963270853,-0.8039198524168236
compsva12,table,pear,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.2860266479684092,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,-0.39079306092595867,1.536002907966404,-0.835549332362697,-0.8047803161988758
compsva12,pear,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.586953655851198,-0.29903776973814583,-0.9059561524155018,-0.7484621051199398,1.541968979006595,-0.38039325256710843,-0.6765992600331141,0.3907256821261345,0.3683303361339117
compsva12,pear,book,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.4845704466035174,1.2428633263776436,-0.7484621051199398,0.8867377279507779,-0.6065703577967764,-0.2855786805286381,1.3275944330716278,-0.6759038050766987
compsva12,pear,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.46153780607623524,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.39079306092595867,-0.8341005013286579,1.5240177774945138,0.7934144615247626
compsva13,balloon,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,1.2108034431575931,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,0.2801710072747028,-0.8740550690873288,-0.875450400627552,-0.8053027946095308
compsva13,balloon,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.7942957900470121,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.5423844029935128,-0.669389137784322,1.5240177774945138,-0.8053027946095308
compsva13,balloon,pear,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,1.045649899513311,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,0.20041823026342748,-0.8740550690873288,-0.875450400627552,-0.8053027946095308
compsva13,book,balloon,-0.12166736738870315,-0.5968659206925575,-0.6272034548478356,2.6050784063451293,1.1719701524134623,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,0.2801710072747028,-0.8740550690873288,-0.875450400627552,-0.8050111619131081
compsva13,book,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.389640767132068,1.2726258660081433,-0.7484621051199398,-0.3021632956254291,-0.0329160389726256,-0.7229458558602662,1.5240177774945138,1.3352127837093921
compsva13,book,pear,-0.12166736738870315,-0.5968659206925575,-0.6250367233732752,-0.3832424471159501,-0.602573893987224,-0.37050086658784454,-0.9059561524155018,1.5603931238381645,-0.34888371140595353,-0.791735293468622,1.536002907966404,-0.7071573413642889,-0.8029138025658132
compsva13,table,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,0.8601495560081319,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,-0.5423844029935128,1.536002907966404,-0.644091735323798,-0.8052923982004802
compsva13,table,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.4431317918664132,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.3568242574534793,-0.0329160389726256,1.536002907966404,-0.7250051615455235,-0.8047707881547586
compsva13,table,pear,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.21598352478199997,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,-0.1487133859550675,1.536002907966404,-0.8649011291845656,-0.8050759242152198
compsva13,pear,balloon,-0.12166736738870315,-0.5968659206925575,-0.6248450082217955,2.6050784063451293,1.117415346554789,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,0.20041823026342748,-0.8740550690873288,-0.875450400627552,-0.8007818787913087
compsva13,pear,book,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.001892861481618648,1.2693591808962448,-0.7484621051199398,-0.3115826986384105,-0.791735293468622,-0.705019266213026,1.5240177774945138,0.014782098484513164
