,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
40,compsvi26,pencil,cup,0.0,0.006559826995579911,0.006369687082664552
41,compsvi26a,pencil,lamp,0.0,0.00798074421196021,0.007749418292772958
42,compsvi26a,bowl,lamp,0.0,0.006664648888318571,0.006471470659671657
43,compsvi3,pencil,mug,0.0,0.019010297830051506,0.016472545925915405
44,compsvi3,pear,mug,0.0,0.006181141517152183,0.006001977994915889
45,compsvi34,pencil (1),mug,0.0,0.08437209562866577,0.10913686185594176
46,compsvi34,pencil,mug,0.3333333333333333,0.01902062879425706,0.01649139830159739
47,compsvi36,pencil,mug,0.0,0.019010512443460092,0.016472753485296025
48,compsvi36,pear,mug,0.0,0.006180049262024821,0.006000917399357435
49,compsvi45,pencil,mug,0.0,0.0190107031461222,0.016479664558292237
50,compsvi45,cup,mug,0.0,0.19034503559463092,0.0062659347037041695
51,compsvi46,ball,bowl,0.0,0.006297259886126749,0.006114730614065104
52,compsvi46,pencil,bowl,0.14285714285714285,0.07805350723843563,0.10070520794310459
53,compsvinew1,cube,plate,0.0,0.07755900341046726,0.016608429126297043
54,compsvinew1,pencil,plate,0.0,0.008527188648667045,0.008280023760299885
55,compsvo12,box,table,0.0,0.006085100786224831,0.0059087210532907785
56,compsvo12,book (1),table,0.6666666666666666,0.2436621388287808,0.25683306525195815
57,compsvo12,book,table,0.3333333333333333,0.23954747031223397,0.2524959822210034
58,compsvo12v,book,board,0.25,0.09817070892435141,0.1265686481823198
59,compsvo12v,clock,board,0.0,0.008281949262077358,0.00804189276172729
60,compsvo13v,jar,board,0.0,0.007156679997403899,0.006949239997479148
61,compsvo13v,book,board,0.5714285714285714,0.09815957564472111,0.12655324855483865
62,compsvo14,book (1),table,0.4,0.24221019664257942,0.2553026397043405
63,compsvo14,book,table,0.2,0.2363500081273785,0.24912568424237197
64,compsvo14a,box,table,0.25,0.2387219577514602,0.25162584735964727
65,compsvo14a,book,table,0.75,0.250887907098375,0.2644494155901791
66,compsvo14v,jar,board,0.0,0.006611590558530353,0.0064199502524859954
67,compsvo14v,book,board,0.75,0.09816195972281502,0.12655655754177814
68,compsvo16,balloon,table,1.0,0.3335357735137428,0.3515647342442154
69,compsvo16,book,table,0.3333333333333333,0.23622514500616154,0.2489940717632514
70,compsvo16a,balloon,table,0.4,0.26200727193170475,0.2761698271712564
71,compsvo16a,book,table,0.2,0.2361380208635931,0.2489022382075711
72,compsvo17,box,table,0.0,0.007161636438031421,0.0069540527731609455
73,compsvo17,book,table,0.3333333333333333,0.31383701688894927,0.33080117996402764
74,compsvo18,box,table,0.0,0.006271521763158127,0.006089738523646298
75,compsvo18,book,table,0.16666666666666666,0.2338213168376841,0.24646030693701837
76,compsvo19,box,table,0.0,0.006283936889871269,0.006101793791614131
77,compsvo19,book,table,0.0,0.23388372236741836,0.24652608573863016
78,compsvo23v,jar,board,0.0,0.007162537530081446,0.006954927746600824
79,compsvo23v,clock,board,0.16666666666666666,0.008176508782045833,0.007939508527493781
80,compsvo24,pear,table,0.4,0.25867283866480856,0.2726551542683118
81,compsvo24,book,table,0.0,0.23811217299304752,0.250983101262942
82,compsvo24v,jar,board,0.0,0.006613530252746863,0.006421833723681737
83,compsvo24v,clock,board,0.0,0.008173343484404042,0.007936434977609723
84,compsvo26,balloon,table,1.0,0.3335357735137428,0.3515647342442154
85,compsvo26,book,table,0.0,0.24246953919106387,0.25557600076895926
86,compsvo27,box,table,0.0,0.007155636109716837,0.0069482263674062045
87,compsvo27,book,table,0.0,0.23696355085253545,0.249772391439159
88,compsvo28,box,table,0.0,0.006286120423263473,0.0061039140341833725
89,compsvo28,book,table,0.25,0.24144843581943085,0.25449970262048116
90,compsvo29,box,table,0.0,0.0063478690365264675,0.006163872832569179
91,compsvo29,book,table,0.16666666666666666,0.23935060438484057,0.2522884748921293
92,compsvo34v,jar,board,0.0,0.007162787095808161,0.00695517007853836
93,compsvo34v,book,board,0.0,0.006659026483331117,0.006466011222944708
94,compsvo67,balloon,table,1.0,0.3335357735137428,0.3515647342442154
95,compsvo67,box,table,0.0,0.007155639802235515,0.006948229952895356
96,compsvo68,balloon,table,1.0,0.33409197550399633,0.35215100120691506
97,compsvo68,box,table,0.0,0.00626467397812519,0.0060830892251360555
98,compsvo68a,balloon,table,1.0,0.26200727193170475,0.2761698271712564
99,compsvo68a,box,table,0.0,0.0062638512942830805,0.006082290387202412
100,compsvo69a,balloon,table,1.0,0.29573213700462625,0.31171765792379524
101,compsvo69a,box,table,0.0,0.006394833214606975,0.006209475730125614
102,compsvo78,box,table,0.0,0.006309746181203116,0.006126854987545055
103,compsvo78,box (1),table,0.0,0.006873295435675259,0.006674069481018005
104,compsvo79,box,table,0.0,0.006271161198456721,0.0060893884100956565
105,compsvo79,box (1),table,0.0,0.006874365058580529,0.006675108100360804
106,compsvo89,box,table,0.0,0.006309746181203116,0.006126854987545055
107,compsvo89,box (1),table,0.0,0.006277625118229708,0.006095664969875224
108,compsvu15,book,balloon,0.0,0.015463449549492725,0.013013362557893104
109,compsvu15,table,balloon,0.0,0.00650494955084041,0.00631640028849721
110,compsvu16,book,balloon,0.0,0.006458257762194335,0.006271061885029281
111,compsvu16,table,balloon,0.0,0.006504949422679639,0.006316400164051244
112,compsvu17,box,table,0.0,0.007175035696149852,0.006967063646986089
113,compsvu17,box (1),table,0.25,0.006998914636056344,0.00679604754515616
114,compsvu23,box,book,0.0,0.006860038924027547,0.006661197216084719
115,compsvu23,pear,book,0.0,0.006407211423625312,0.006221495150476753
116,compsvu25,book (1),book,0.0,0.006909822743252526,0.0067095380260568
117,compsvu25,cube,book,0.0,0.01564839668814204,0.01395624308175694
118,compsvu25,table,book,0.0,0.006543546592125448,0.006353878574962392
119,compsvu25a,box,balloon,0.0,0.006262893558770361,0.006081360412139336
120,compsvu25a,table,balloon,0.0,0.006426172531098906,0.006239906660632272
121,compsvu34,picture,book (1),0.0,0.015707232828594386,0.01306015140651045
122,compsvu34,table,book (1),0.0,0.006464550855884539,0.006277172570206727
123,compsvu53,box,book,0.0,0.0067558076777947985,0.00655998716539495
124,compsvu53,table,book,0.0,0.006505884558764806,0.006317308194742638
125,compsvu56,box,balloon,0.2,0.00671656010235116,0.006521877200833736
126,compsvu56,table,balloon,0.0,0.0065088994106732205,0.006320235659639214
127,compsvu63,box,book,0.0,0.006423432022785978,0.006237245587342907
128,compsvu63,table,book,0.0,0.006500909060922758,0.006312476914229345
129,compsvu67,box,balloon,0.0,0.006407628428064727,0.006221900067830967
130,compsvu67,table,balloon,0.0,0.0064216914981085026,0.006235555512656082
131,compsvu67a,box,balloon,0.0,0.005302351232404496,0.005148659892334801
132,compsvu67a,table,balloon,0.0,0.006514080742390207,0.006325266807828172
133,compsvul,pencil,lamp,0.0,0.008596001818164865,0.008346842345174578
134,compsvul,bowl,lamp,0.0,0.00729435114262901,0.00708292067472672
135,compsvula,pencil,lamp,0.0,0.008563068625070634,0.008314863737387428
136,compsvula,bowl,lamp,0.0,0.006666522647437797,0.006473290106932354
137,compsvinew2,mug,shelf,0.0,0.0077844802608256465,0.007558843151816208
138,compsvinew2,box,shelf,0.0,0.007093159608077192,0.0068875607788575635
