,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
0,compsva12,box,book,0.0,0.021345568847901984,0.023559116633221352
1,compsva12,pear,book,0.0,0.023699927575348636,0.024260781486830047
2,compsva13,balloon,book,0.0,0.015803753300177904,0.015255480096864312
3,compsva13,pear,book,0.0,0.020363056747602366,0.021994385072925737
4,compsva14,book,box,0.0,0.022756796659999416,0.024094927653681774
5,compsva14,table,box,0.0,0.016868286613107086,0.016181224242353208
6,compsva15,balloon,book,0.0,0.01735906579578151,0.01710594538521292
7,compsva15,pear,book,0.0,0.020407992413624863,0.022037300080200776
8,compsva23,balloon,book,0.0,0.017356523801353,0.0171025595163685
9,compsva23,box,book,0.0,0.022612777025942513,0.024672806171539875
10,compsva24,picture,bin,0.0,0.018929287541404542,0.021225342463479655
11,compsva24,table,bin,0.0,0.01784266357349888,0.017341941093082965
12,compsva25,picture,bin,0.0,0.020603542999665624,0.022711831604131386
13,compsva25,table,bin,0.0,0.017540983798219417,0.016634236325202542
14,compsva34,balloon,bin,0.0,0.017070769324614075,0.017090748932520217
15,compsva34,table,bin,0.0,0.019086380298862955,0.018127662716194023
16,compsvi12,pencil,cup,0.8,0.040430481184185595,0.037938749205364
17,compsvi12,pencil,table,0.0,0.021230956105222208,0.02275118303774926
18,compsvi12,cup,table,0.0,0.021581618049487574,0.02307161750045287
19,compsvi12,cube,cup,0.0,0.036786464408279006,0.02716736009181022
20,compsvi12,cube,table,0.0,0.022782520101247563,0.023884127704306098
21,compsvi13,pencil (1),mug,0.8333333333333334,0.04708474901002015,0.0365898789393888
22,compsvi13,pencil,mug,0.2,0.031096593596299987,0.027652463114047437
23,compsvi14,ball,bowl,0.625,0.04444736174107412,0.07996265106471132
24,compsvi14,pencil,bowl,0.0,0.02569866321735063,0.027683428302096497
25,compsvi14a,cube,bowl,0.8571428571428571,0.0385816033866429,0.033673432013944044
26,compsvi14a,pear,bowl,0.42857142857142855,0.0293728263534521,0.03125981481813387
27,compsvi15,pencil,box,0.0,0.028307931267515418,0.021507688201826816
28,compsvi15,pear,box,1.0,0.03282411457846417,0.09845327341011283
29,compsvi16,pear,bowl,0.0,0.023053852073868085,0.020133079176809593
30,compsvi16,pencil,bowl,0.6666666666666666,0.03547109725246576,0.03639032074933534
31,compsvi23,box,table,0.3333333333333333,0.03335729467969682,0.07148433636001927
32,compsvi23,box (1),table,0.0,0.0235734589692391,0.05411638047001639
33,compsvi24,cube,cup,0.0,0.03542061246057373,0.026641259842161303
34,compsvi24,pencil,cup,0.0,0.023145744544979197,0.02499493308104237
35,compsvi24a,pear,cup,1.0,0.02560880614389581,0.027351236425678032
36,compsvi24a,cube,cup,0.0,0.038882521276342,0.026416816684903973
37,compsvi25,pencil,box,0.0,0.034581397491519374,0.0238760036988122
38,compsvi25,pencil (1),box,0.0,0.030094302258469534,0.027504793429158864
39,compsvi26,cube,cup,0.0,0.03503257377763595,0.026674772259687556
40,compsvi26,pencil,cup,0.0,0.01711224103836093,0.015911505923020357
41,compsvi26a,pencil,lamp,0.0,0.03279495527959066,0.06433773991298254
42,compsvi26a,bowl,lamp,0.0,0.016317546147185464,0.015210066689481553
43,compsvi3,pencil,mug,0.0,0.030647961558086443,0.02744210256212089
44,compsvi3,pear,mug,0.0,0.021238763319645238,0.01854186974800442
45,compsvi34,pencil (1),mug,0.0,0.023310799422799237,0.025459231752450073
46,compsvi34,pencil,mug,0.0,0.031227888793702342,0.027813477617014654
47,compsvi36,pencil,mug,0.0,0.030646312165594814,0.0274413871725508
48,compsvi36,pear,mug,0.0,0.021223709640193527,0.018531675895251565
49,compsvi45,pencil,mug,0.3333333333333333,0.030906905958706182,0.027598369983697666
50,compsvi45,cup,mug,0.0,0.02150001800604235,0.019554674610480587
51,compsvi46,ball,bowl,0.0,0.02340958959225099,0.02122338218955261
52,compsvi46,pencil,bowl,0.0,0.02716649133755824,0.029037897195733773
53,compsvinew1,cube,plate,0.0,0.027894202511524642,0.02727001940334544
54,compsvinew1,pencil,plate,0.0,0.030865427456933804,0.022836120928152258
55,compsvo12,box,table,0.3333333333333333,0.03319235757345854,0.06445529366097652
56,compsvo12,book (1),table,0.0,0.02254676575706045,0.023453039114496633
57,compsvo12,book,table,0.0,0.022072734462052435,0.022842388444309893
58,compsvo12v,book,board,0.0,0.02324424448849807,0.025029196924140025
59,compsvo12v,clock,board,0.0,0.03319177155299695,0.08835994799969396
60,compsvo13v,jar,board,0.0,0.02029601838080723,0.01805743509654977
61,compsvo13v,book,board,0.0,0.023204922419456264,0.02499804598454321
