,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
62,compsvo14,book (1),table,0.0,0.021827376577298687,0.023196958247831034
63,compsvo14,book,table,0.0,0.0234113546224948,0.02407385035596079
64,compsvo14a,box,table,0.0,0.022339179142524857,0.023551054267988716
65,compsvo14a,book,table,0.0,0.020676452757394794,0.022169297233241594
66,compsvo14v,jar,board,0.0,0.01693021170006476,0.015749141950310606
67,compsvo14v,book,board,0.0,0.02321334511018381,0.025004826493014106
68,compsvo16,balloon,table,0.0,0.017370155201116153,0.01709520704332814
69,compsvo16,book,table,0.0,0.023331847118374577,0.02408900949653847
70,compsvo16a,balloon,table,0.0,0.02322761936783194,0.02067552006891071
71,compsvo16a,book,table,0.0,0.023337037526206906,0.02409289055490474
72,compsvo17,box,table,0.0,0.023537698272816324,0.0541189006103536
73,compsvo17,book,table,0.0,0.022896300367481637,0.022989201642138916
74,compsvo18,box,table,0.0,0.01999947854330513,0.01742198341646561
75,compsvo18,book,table,0.0,0.023362285827197567,0.024114095518176292
76,compsvo19,box,table,0.0,0.019280926893549682,0.01685694330523124
77,compsvo19,book,table,0.0,0.02335847853599917,0.024111249697363384
78,compsvo23v,jar,board,0.0,0.02019622322953981,0.017994861829906977
79,compsvo23v,clock,board,0.0,0.03330364296060475,0.08879929589478426
80,compsvo24,pear,table,0.0,0.021443406330067347,0.022331305510763483
81,compsvo24,book,table,0.0,0.022246666021559853,0.02303181717092575
82,compsvo24v,jar,board,0.0,0.016940604047953046,0.01575329449171961
83,compsvo24v,clock,board,0.0,0.033306120554271304,0.08881111703960143
84,compsvo26,balloon,table,0.0,0.017370155201116153,0.01709520704332814
85,compsvo26,book,table,0.0,0.022081779783060654,0.022869504043583264
86,compsvo27,box,table,0.0,0.023542814758002083,0.05412443522484942
87,compsvo27,book,table,0.0,0.022324234226557823,0.023168630820208168
88,compsvo28,box,table,0.0,0.019943564023258843,0.017390453949843124
89,compsvo28,book,table,0.0,0.02193964708215346,0.022753265391892534
90,compsvo29,box,table,0.0,0.01902904487449743,0.01670344912684976
91,compsvo29,book,table,0.0,0.02210153118145179,0.022880981150425472
92,compsvo34v,jar,board,0.0,0.020191896125302793,0.01799213084530919
93,compsvo34v,book,board,0.0,0.01642959451771113,0.01530961996781619
94,compsvo67,balloon,table,0.0,0.017370155201116153,0.01709520704332814
95,compsvo67,box,table,0.0,0.023542848506208545,0.054124458728785504
96,compsvo68,balloon,table,0.0,0.017298646101874357,0.01697091985266072
97,compsvo68,box,table,0.0,0.01977359823823692,0.01728270315932933
98,compsvo68a,balloon,table,0.0,0.02322761936783194,0.02067552006891071
99,compsvo68a,box,table,0.0,0.019776237879532477,0.017284147941797525
100,compsvo69a,balloon,table,0.0,0.02206431092216107,0.020022881600961624
101,compsvo69a,box,table,0.0,0.01874076211969918,0.01651729139821384
102,compsvo78,box,table,0.0,0.019870363800788864,0.01735120108970672
103,compsvo78,box (1),table,0.2,0.03184968386988377,0.022520150616652412
104,compsvo79,box,table,0.0,0.01910355990976007,0.016689971679704135
105,compsvo79,box (1),table,0.0,0.031839988677603494,0.022516835057787607
106,compsvo89,box,table,0.0,0.019870363800788864,0.01735120108970672
107,compsvo89,box (1),table,0.0,0.018265624273984017,0.0158886707849891
108,compsvu15,book,balloon,0.0,0.017609651557501525,0.016700584875586143
109,compsvu15,table,balloon,0.0,0.01592100643688916,0.015136386733596326
110,compsvu16,book,balloon,0.0,0.015565560749813976,0.014443799950839078
111,compsvu16,table,balloon,0.0,0.015921008660568337,0.015136388276254555
112,compsvu17,box,table,0.0,0.023468190807296254,0.05410124472701816
113,compsvu17,box (1),table,0.0,0.01857988644782247,0.01646113258285519
114,compsvu23,box,book,0.0,0.018165820024553782,0.017124054737247388
115,compsvu23,pear,book,0.0,0.01664821081223713,0.015324699349103833
116,compsvu25,book (1),book,0.0,0.02987413297268483,0.027033625055583273
117,compsvu25,cube,book,0.0,0.03762952225640439,0.07601659570342141
118,compsvu25,table,book,0.0,0.016811099700230342,0.015911804994937676
119,compsvu25a,box,balloon,0.0,0.01195718481703999,0.011228152658828571
120,compsvu25a,table,balloon,0.0,0.01621615117532252,0.015442255322059171
121,compsvu34,picture,book (1),0.0,0.01766541034191866,0.01717460642404072
122,compsvu34,table,book (1),0.0,0.0168175862395474,0.015850168896764657
123,compsvu53,box,book,0.0,0.01687564821424232,0.01596585935869679
124,compsvu53,table,book,0.0,0.016983650819621804,0.016099060338489964
125,compsvu56,box,balloon,0.0,0.01520867303945311,0.014572209860972565
126,compsvu56,table,balloon,0.0,0.015254986440448055,0.014018380557981557
127,compsvu63,box,book,0.0,0.015866057971766684,0.014711911104856071
128,compsvu63,table,book,0.0,0.016997595029758155,0.016111485098994478
129,compsvu67,box,balloon,0.0,0.014500043207848649,0.013636980797819434
130,compsvu67,table,balloon,0.0,0.013670378666397835,0.012665062541261317
131,compsvu67a,box,balloon,0.0,0.006550724177217113,0.006563781860810433
132,compsvu67a,table,balloon,0.0,0.015661731997124565,0.014379462009423548
133,compsvul,pencil,lamp,0.0,0.03749465398343502,0.07584475287611299
134,compsvul,bowl,lamp,0.0,0.025233787974208537,0.019844982879450152
135,compsvula,pencil,lamp,0.0,0.037846941611737496,0.07616465977584608
136,compsvula,bowl,lamp,0.0,0.015387021613736115,0.014413694947449493
137,compsvinew2,mug,shelf,0.2,0.03844483824202267,0.07851469722067063
138,compsvinew2,box,shelf,0.0,0.028582855728858967,0.06121521555132685
