,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
0,compsva12,box,book,0.0,0.02851927003824249,0.033441799579212235
1,compsva12,pear,book,0.0,0.03378431084166531,0.040541173009998384
2,compsva13,balloon,book,0.0,0.030838723678960393,0.03321870474668347
3,compsva13,pear,book,0.0,0.025561306899248074,0.030673568279097698
4,compsva14,book,box,0.0,0.027033054893083164,0.030562809172339812
5,compsva14,table,box,0.0,0.03316582099422355,0.041696172004707044
6,compsva15,balloon,book,0.0,0.034956214252209857,0.04034754047787247
7,compsva15,pear,book,0.0,0.025561355623862966,0.030673626748635566
8,compsva23,balloon,book,0.0,0.03495189835268937,0.04033679063248687
9,compsva23,box,book,0.0,0.028249374612588724,0.0329467846882221
10,compsva24,picture,bin,0.0,0.027390188048317138,0.03236788020141987
11,compsva24,table,bin,0.0,0.03678740926950208,0.0464512239610409
12,compsva25,picture,bin,0.0,0.03132977675786732,0.03740755811383259
13,compsva25,table,bin,0.0,0.03980951083713305,0.047191501633626995
14,compsva34,balloon,bin,0.0,0.032094601269809966,0.036635344359137255
15,compsva34,table,bin,0.0,0.036497915575778105,0.04598585878018129
16,compsvi12,pencil,cup,0.0,0.02911704043895661,0.03191264103565718
17,compsvi12,pencil,table,0.0,0.02483437352904828,0.029801248234857945
18,compsvi12,cup,table,0.0,0.02482120256422843,0.02978544307707412
19,compsvi12,cube,cup,0.0,0.036875811682247496,0.039970358439357284
20,compsvi12,cube,table,0.0,0.023638222475480367,0.02836586697057645
21,compsvi13,pencil (1),mug,0.0,0.06251663906902657,0.0750199668828319
22,compsvi13,pencil,mug,0.0,0.049434296885771944,0.052224622901641087
23,compsvi14,ball,bowl,0.0,0.06906230614661904,0.08287476737594286
24,compsvi14,pencil,bowl,0.0,0.031457820014737646,0.036013170011543895
25,compsvi14a,cube,bowl,0.0,0.055143099184730586,0.06617171902167672
26,compsvi14a,pear,bowl,0.0,0.027609971483090395,0.029516156086279485
27,compsvi15,pencil,box,0.0,0.05020779457560869,0.05199094521670694
28,compsvi15,pear,box,0.0,0.028016297466566097,0.033619556959879324
29,compsvi16,pear,bowl,0.0,0.045548470680148785,0.04913333223489489
30,compsvi16,pencil,bowl,0.0,0.03251056224304395,0.03518800104939779
31,compsvi23,box,table,1.0,0.13246253078160636,0.15895503693792767
32,compsvi23,box (1),table,1.0,0.17100832400808824,0.20520998880970592
33,compsvi24,cube,cup,0.0,0.04765682545658937,0.05046741882779409
34,compsvi24,pencil,cup,0.0,0.029210606827705078,0.034414799941890506
35,compsvi24a,pear,cup,0.0,0.02857096290544696,0.033122966064743305
36,compsvi24a,cube,cup,0.0,0.031722685438118466,0.03490905059044563
37,compsvi25,pencil,box,0.0,0.045273782927274915,0.046605786184669436
38,compsvi25,pencil (1),box,0.0,0.04056126173018121,0.04291990354810985
39,compsvi26,cube,cup,0.0,0.04924522526866595,0.052214346973870486
40,compsvi26,pencil,cup,0.0,0.052219067342841964,0.06183980964768582
41,compsvi26a,pencil,lamp,0.09090909090909093,0.050831044981894634,0.0539471315178326
42,compsvi26a,bowl,lamp,0.0,0.04701214709895219,0.05322686335020364
43,compsvi3,pencil,mug,0.0,0.04964311128963914,0.052626706613057156
44,compsvi3,pear,mug,0.0,0.04918751229824624,0.05404457214941532
45,compsvi34,pencil (1),mug,0.0,0.02877176789220099,0.03302651602660732
