,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
60,compsvo13v,jar,board,0.2857142857142857,0.08852252129135756,0.06752052254018054
61,compsvo13v,book,board,0.0,0.046585722946980705,0.017608652118350478
62,compsvo14,book (1),table,0.0,0.04744024205089964,0.04430017391169066
63,compsvo14,book,table,0.0,0.04059509229265462,0.03725922319919387
64,compsvo14a,box,table,0.0,0.04774788770615908,0.044384045906665615
65,compsvo14a,book,table,0.0,0.04983341480202604,0.04483225345841549
66,compsvo14v,jar,board,0.0,0.09148873888896734,0.06014642703537127
67,compsvo14v,book,board,0.0,0.04655037124168037,0.01760692757843347
68,compsvo16,balloon,table,0.0,0.05430216119957112,0.0481666304644379
69,compsvo16,book,table,0.0,0.03954259264878197,0.03582004501407026
70,compsvo16a,balloon,table,0.0,0.055270559667983464,0.04846851449873308
71,compsvo16a,book,table,0.0,0.03952831130725044,0.03580339066652347
72,compsvo17,box,table,0.6666666666666666,0.06112718340799736,0.09280605123011908
73,compsvo17,book,table,0.0,0.041171047266716186,0.037042720343495386
74,compsvo18,box,table,0.16666666666666666,0.07528600705187077,0.05733652728337854
75,compsvo18,book,table,0.0,0.039840718003181855,0.03595130079487853
76,compsvo19,box,table,0.5,0.07610396269147192,0.0552432796808063
77,compsvo19,book,table,0.0,0.03985131781587712,0.03596359030262085
78,compsvo23v,jar,board,0.6666666666666666,0.08855926068654486,0.06752710731950513
79,compsvo23v,clock,board,0.0,0.023734481906280313,0.024095814353116203
80,compsvo24,pear,table,0.0,0.04672037475832884,0.043278786680689844
81,compsvo24,book,table,0.0,0.048534287330487196,0.04290794029675016
82,compsvo24v,jar,board,0.25,0.09162697308995595,0.06027611066203248
83,compsvo24v,clock,board,0.0,0.023729654547180526,0.024089177141002845
84,compsvo26,balloon,table,0.0,0.05430216119957112,0.0481666304644379
85,compsvo26,book,table,0.0,0.04854573503548966,0.043089638140951556
86,compsvo27,box,table,0.4,0.05883578499767376,0.09158551925684749
87,compsvo27,book,table,0.0,0.04880415862141595,0.04299227301414462
88,compsvo28,box,table,0.0,0.07497591568202465,0.057491608018758494
89,compsvo28,book,table,0.0,0.0511702284743786,0.04547727386470429
90,compsvo29,box,table,0.16666666666666666,0.07651655448100729,0.05593722007465649
91,compsvo29,book,table,0.0,0.05063917646898798,0.04487544919317575
92,compsvo34v,jar,board,0.75,0.08856073812557644,0.06752728332783216
93,compsvo34v,book,board,0.0,0.08003550147011239,0.05833266888697282
94,compsvo67,balloon,table,0.0,0.05430216119957112,0.0481666304644379
95,compsvo67,box,table,0.75,0.058835797718785714,0.09158584732397697
96,compsvo68,balloon,table,0.0,0.0551062656393724,0.04943726390069039
97,compsvo68,box,table,0.0,0.07551807932408802,0.056877491150162614
98,compsvo68a,balloon,table,0.0,0.055270559667983464,0.04846851449873308
99,compsvo68a,box,table,0.0,0.0755028888169526,0.05686487425323824
100,compsvo69a,balloon,table,0.0,0.05689482369250185,0.05014548207744982
101,compsvo69a,box,table,0.3333333333333333,0.07806424795627416,0.05612485770408473
102,compsvo78,box,table,0.2,0.07598390104736921,0.05792828803816734
103,compsvo78,box (1),table,0.6,0.07586806269244367,0.09787247117765728
104,compsvo79,box,table,0.14285714285714285,0.07560524694548365,0.053948502019661775
105,compsvo79,box (1),table,0.7142857142857143,0.07588384215158811,0.09791827273565157
106,compsvo89,box,table,0.3333333333333333,0.07598390104736921,0.05792828803816734
107,compsvo89,box (1),table,0.3333333333333333,0.07086445534028138,0.04909476079400869
108,compsvu15,book,balloon,1.0,0.0893895779832275,0.9999999999999998
109,compsvu15,table,balloon,0.8,0.11570374249181006,0.4774552949023813
110,compsvu16,book,balloon,0.6666666666666666,0.11655835641640216,0.49034694648796096
111,compsvu16,table,balloon,1.0,0.11570374180294461,0.4774552929054964
112,compsvu17,box,table,0.75,0.06134984342168889,0.09369943127458093
113,compsvu17,box (1),table,1.0,0.0827145409103978,0.07092136417029908
114,compsvu23,box,book,0.3333333333333333,0.11371850431896584,0.05656885879619966
115,compsvu23,pear,book,0.0,0.10989943609430936,0.4743621734444178
116,compsvu25,book (1),book,0.0,0.07179857862651202,0.08094569260805996
117,compsvu25,cube,book,0.3333333333333333,0.05186468378759741,0.022491670669556582
118,compsvu25,table,book,0.3333333333333333,0.11821359870878902,0.05454774857415852
119,compsvu25a,box,balloon,0.6666666666666666,0.07534064880996198,0.4749611994078195
120,compsvu25a,table,balloon,1.0,0.10747994345673755,0.46742190734051586
121,compsvu34,picture,book (1),1.0,0.09717359235525504,0.036357462517010136
122,compsvu34,table,book (1),1.0,0.10711608062100723,0.46100523417308575
123,compsvu53,box,book,1.0,0.12143016354060374,0.48177101170113584
124,compsvu53,table,book,0.5714285714285714,0.11114266999311967,0.053446104401434935
125,compsvu56,box,balloon,0.8,0.10601910832759054,0.4539443422201049
126,compsvu56,table,balloon,0.4,0.1142350473629321,0.4941313574221502
127,compsvu63,box,book,0.6,0.11324680367818223,0.48431443951886605
128,compsvu63,table,book,0.6,0.11013560334803264,0.053300755746581746
129,compsvu67,box,balloon,1.0,0.10838375715321913,0.5049973676342532
130,compsvu67,table,balloon,0.75,0.09519379375478758,0.49022730869173714
131,compsvu67a,box,balloon,0.6,0.02813635027527649,0.374568699463949
132,compsvu67a,table,balloon,0.8,0.11789452887310413,0.501782219987928
133,compsvul,pencil,lamp,0.0,0.04935169333343975,0.05562544143736234
134,compsvul,bowl,lamp,0.5,0.07469644232812511,0.1062072376959054
135,compsvula,pencil,lamp,0.0,0.049233610550542886,0.05542566765682135
136,compsvula,bowl,lamp,0.25,0.07901448257322352,0.05144437183643231
137,compsvinew2,mug,shelf,0.0,0.04767046320468755,0.059053914623155256
138,compsvinew2,box,shelf,0.8,0.05576254657547381,0.0792616327587375
