,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
48,compsvi36,pear,mug,1.0,0.13694897751285187,0.23694265085457605
49,compsvi45,pencil,mug,0.6666666666666666,0.1511709549745996,0.2525365932675592
50,compsvi45,cup,mug,0.6666666666666666,0.10741644621811498,0.16653556630638805
51,compsvi46,ball,bowl,0.14285714285714285,0.1430631908883525,0.23182738588839633
52,compsvi46,pencil,bowl,0.14285714285714285,0.07889195154479187,0.16144609860709552
53,compsvinew1,cube,plate,0.0,0.08803718698856121,0.25926705191641586
54,compsvinew1,pencil,plate,0.3333333333333333,0.13555761307910288,0.024166950917609138
55,compsvo12,box,table,1.0,0.09007677458839251,0.11142798372666629
56,compsvo12,book (1),table,0.0,0.06069401501642398,0.02379200644200864
57,compsvo12,book,table,0.0,0.06610690368220422,0.1069324025057534
58,compsvo12v,book,board,0.0,0.06364953818248047,0.1366110057884645
59,compsvo12v,clock,board,0.5,0.07510281119587679,0.05924813451691389
60,compsvo13v,jar,board,1.0,0.1177917194517888,0.07981224890233427
61,compsvo13v,book,board,0.0,0.06375468385728283,0.1366782247888891
62,compsvo14,book (1),table,0.0,0.060867135486558144,0.108276745389084
63,compsvo14,book,table,0.0,0.06269992909003527,0.02413854618929614
64,compsvo14a,box,table,0.0,0.06418384181459678,0.1113537945512255
65,compsvo14a,book,table,0.0,0.060664900778792774,0.10634813562729391
66,compsvo14v,jar,board,0.0,0.10254774130416422,0.0723782792640518
67,compsvo14v,book,board,0.0,0.06373410799785813,0.13666725424724896
68,compsvo16,balloon,table,0.0,0.05506936282315614,0.042911285967962585
69,compsvo16,book,table,0.0,0.061087857170244717,0.023945420991886426
70,compsvo16a,balloon,table,0.6,0.07678697015145067,0.1315482554415562
71,compsvo16a,book,table,0.0,0.06107905887196511,0.023946631329034317
72,compsvo17,box,table,0.0,0.08069212702143934,0.04548602962158662
73,compsvo17,book,table,0.0,0.0631286351344374,0.023854266176105227
74,compsvo18,box,table,1.0,0.11783804501467972,0.23698881338841135
75,compsvo18,book,table,0.0,0.062395686371572945,0.023991704721602343
76,compsvo19,box,table,0.25,0.10868058437254914,0.22513343416125578
77,compsvo19,book,table,0.0,0.06240240358767415,0.023990816034096717
78,compsvo23v,jar,board,1.0,0.11682236852978665,0.08025410158066312
79,compsvo23v,clock,board,0.6666666666666666,0.07458448545704949,0.05932690811592792
80,compsvo24,pear,table,0.0,0.058978009279358076,0.10726998669904372
81,compsvo24,book,table,0.0,0.06560172688991776,0.10595549170375457
82,compsvo24v,jar,board,0.0,0.10264775039285609,0.07242444497071518
83,compsvo24v,clock,board,0.25,0.07456757830183415,0.0593289937854139
84,compsvo26,balloon,table,0.0,0.05506936282315614,0.042911285967962585
85,compsvo26,book,table,0.0,0.06535124283570572,0.10348377058915222
86,compsvo27,box,table,0.0,0.08071417598950652,0.045390893024621515
87,compsvo27,book,table,0.0,0.06672781649100397,0.10640213169427673
88,compsvo28,box,table,1.0,0.11774777626966378,0.23637379011012394
89,compsvo28,book,table,0.0,0.0678143175151172,0.1096496923733739
90,compsvo29,box,table,0.16666666666666666,0.10739875458626492,0.22025451283637248
91,compsvo29,book,table,0.0,0.06767638737788835,0.1095384031462185
92,compsvo34v,jar,board,1.0,0.11678045994223851,0.0802725987411864
93,compsvo34v,book,board,0.0,0.09942396447498661,0.06364390613670147
94,compsvo67,balloon,table,0.0,0.05506936282315614,0.042911285967962585
95,compsvo67,box,table,0.0,0.08071405315264737,0.045390876249528145
96,compsvo68,balloon,table,0.0,0.05463746531539349,0.04303987680372875
97,compsvo68,box,table,1.0,0.11750679983423887,0.23393863593954414
98,compsvo68a,balloon,table,0.0,0.07678697015145067,0.1315482554415562
99,compsvo68a,box,table,1.0,0.11750911984526169,0.23398387292889974
100,compsvo69a,balloon,table,0.0,0.07379356077202921,0.12856353997240008
101,compsvo69a,box,table,0.0,0.10557778797565633,0.21247578320017227
102,compsvo78,box,table,0.8,0.11766432342958488,0.2343549838076233
103,compsvo78,box (1),table,0.2,0.13783461128916022,0.17560186707496198
104,compsvo79,box,table,0.14285714285714285,0.10505630833188827,0.22122543236539435
105,compsvo79,box (1),table,0.0,0.1378208220161743,0.1755745658986603
106,compsvo89,box,table,1.0,0.11766432342958488,0.2343549838076233
107,compsvo89,box (1),table,0.0,0.08763169270192764,0.2129319626911589
108,compsvu15,book,balloon,0.0,0.06251710697339996,0.17734444631229784
109,compsvu15,table,balloon,0.0,0.06070083398380669,0.040953967929498424
110,compsvu16,book,balloon,0.0,0.06819595389082919,0.05009324503764192
111,compsvu16,table,balloon,0.0,0.06070084226525448,0.04095396760981154
112,compsvu17,box,table,0.25,0.08028167329874271,0.04544842239899894
113,compsvu17,box (1),table,0.25,0.09029741689080256,0.06994029352163166
114,compsvu23,box,book,0.0,0.0691066969420864,0.04566019641941947
115,compsvu23,pear,book,0.0,0.07159911550649493,0.05905922850169974
116,compsvu25,book (1),book,1.0,0.13220071224253593,0.17853652936092504
117,compsvu25,cube,book,0.0,0.09530766160557082,0.1811408084921457
118,compsvu25,table,book,0.0,0.06908750779031306,0.04631168496811303
119,compsvu25a,box,balloon,0.0,0.0452460207973772,0.031811813716182955
120,compsvu25a,table,balloon,0.0,0.061434493792749345,0.04174720099868865
121,compsvu34,picture,book (1),0.0,0.08117572891383862,0.23027400651068508
122,compsvu34,table,book (1),0.0,0.06267884385596935,0.04512524175130101
123,compsvu53,box,book,0.0,0.06393491761291123,0.04624428271893246
124,compsvu53,table,book,0.0,0.06955549363144581,0.04670719289800136
125,compsvu56,box,balloon,0.0,0.05959902735275475,0.037622177729253685
126,compsvu56,table,balloon,0.2,0.06261186176816676,0.05015808651622821
127,compsvu63,box,book,0.0,0.06940889815512616,0.05206741362304792
128,compsvu63,table,book,0.0,0.06956697259792669,0.046726416342761555
129,compsvu67,box,balloon,0.0,0.0649182886343007,0.04144554588230107
130,compsvu67,table,balloon,0.0,0.05360172585902723,0.040234581956151656
131,compsvu67a,box,balloon,0.0,0.02162187666159928,0.013582918358285762
132,compsvu67a,table,balloon,0.0,0.06492349054710536,0.05241349995219524
133,compsvul,pencil,lamp,0.16666666666666666,0.11814592446096332,0.028127016072773504
134,compsvul,bowl,lamp,0.0,0.10552077619357195,0.058235634943696706
135,compsvula,pencil,lamp,0.25,0.11846947545207888,0.02815110840785642
136,compsvula,bowl,lamp,0.0,0.08973133151890868,0.052341593084795995
137,compsvinew2,mug,shelf,0.0,0.10492814967831156,0.025174448230382448
138,compsvinew2,box,shelf,0.0,0.09306599832846717,0.11469223734650684
