,below-canon,below-near1,below-near2,below-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.6120688546387977,1.1352231691164998,-0.6281142207187564,-0.37343174421977227
ground_verticality,,,,
shortest_distance,-0.0382471637056474,-0.4975581924613212,0.9125571156735314,-0.2506979795913487
contact_proportion,0.13355001409789838,-0.4495031203312162,-0.2477226955339868,-0.31536065178469846
above_proportion,-0.9059561524155018,-0.9059561524155018,-0.9059561524155021,-0.9059561524155021
below_proportion,0.46281803486724166,-0.6943065166862483,1.1408276193450337,-0.6599943202425655
bbox_overlap_proportion,1.2414958237574936,1.8356447463774237,-0.15859607044247565,2.0497172563214403
horizontal_distance,-0.8582941049887663,-0.7842121152204825,0.7572988691541379,0.784129929875042
f_covers_g,0.5919063175049889,-0.3957836426511719,0.08728231959329422,-0.7402324151086586
g_covers_f,1.0771482623524127,0.22468968260462174,-0.49932495452896325,0.3062435748724515
location_control,-0.13651937145271645,0.7945467881406945,-0.7274341663355134,0.2544306662944024
