,over-canon,over-near1,over-near2,over-far1
ground_lightsource,,,,
ground_container,,,,
support,0.35791878552194983,-0.6282480394372745,0.5276224139047663,0.4154107001221374
ground_verticality,,,,
shortest_distance,-0.2438727538286272,0.17657270883356974,-0.18462597819081278,-0.02992377435579341
contact_proportion,-0.1466182782501161,-0.4495031203312162,0.3525381828890548,2.361147660116278
above_proportion,0.9242844784263256,-0.9059561524155018,1.173358840739333,-0.684185269055098
below_proportion,-0.7484621051199399,1.403967373993543,-0.7484621051199396,-0.21232171528954802
bbox_overlap_proportion,-0.13356968600408575,-0.35699820688233463,-0.039766103786852205,1.8495768098116734
horizontal_distance,-0.18172346581008111,0.44333774936113673,-0.09016768974656358,-0.3609271353158562
f_covers_g,1.0522703934424424,1.028000524313717,-0.5105454607225319,-0.48809173596143846
g_covers_f,-0.07581074144021126,-0.04877583407077113,0.8862719684725727,0.8147337363181786
location_control,0.17924042976079507,-0.8050143402908831,0.3872118370243704,0.6943608087806712
