,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,,,,,,,,
ground_container,,,,,,,,
support,1.095296627110279,0.9868213366428055,,,,-0.376937153412039,,-0.6282479553147755
ground_verticality,,,,,,,,
shortest_distance,-0.6018836484596962,-0.5723104765373762,,,,-0.463207623143194,,-0.019030005954556894
contact_proportion,5.2155971121565825,0.7643442204256259,,,,0.01608099624573347,,-0.4495031203312162
above_proportion,-0.9059561524155019,-0.26488520756150563,,,,-0.7799444344964105,,-0.47880308764686547
below_proportion,-0.7484621051199398,-0.7057076894362158,,,,-0.5948173189433268,,-0.09112522623452285
bbox_overlap_proportion,3.131837277242995,1.47907134410579,,,,0.608529116299843,,1.0981462890839744
horizontal_distance,-0.7814786169828487,-0.8089796351897224,,,,0.36424911332509813,,1.22153617656598
f_covers_g,-0.723247624039689,-0.16233598464028354,,,,-0.7610517831110774,,-0.6591691845051616
g_covers_f,0.8344777602218562,0.5362113101483217,,,,-0.3414123303875403,,-0.15659198353086268
location_control,1.7260674190845073,1.1259963869195364,,,,0.6769880963272686,,-0.8042960708109745
