,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
ground_lightsource,,,,,,,,
ground_container,,,,,,,,
support,1.683428572575006,1.673518148209149,0.7522668191743811,1.6558628705834708,0.7029569784513684,1.6837178985981087,0.42421818060240196,0.3870047357030842
ground_verticality,,,,,,,,
shortest_distance,-0.6025730695560406,-0.519646895133821,-0.602573893987224,-0.6025630385081807,-0.42862096778761477,-0.571965161798669,-0.602573893987224,-0.43606820282851994
contact_proportion,2.390034777781654,0.30898992085501836,2.366598040816922,4.403483554377986,-0.25116945723339623,0.21305743673800223,2.6484491910975088,-0.02927091458589211
above_proportion,1.2556299157753876,1.2485728466963943,1.2449763593543015,-0.5363380134814955,1.0798324533511434,0.3289043775505564,-0.5749635968960425,-0.7581088968418994
below_proportion,-0.7484621051199399,-0.7484621051199396,-0.7484621051199398,-0.7484621051199398,-0.7484621051199398,-0.7484621051199398,-0.7484621051199398,-0.6329928451318377
bbox_overlap_proportion,-0.1483496062565685,-0.2902357218676509,-0.33778405176235204,2.949995956446609,-0.2137358272925123,0.3494994797879071,2.814561033469496,1.1856116185317163
horizontal_distance,-0.2737232302494525,-0.18523726119575834,-0.2429605322667411,-0.7422634933200992,0.2477383595817799,-0.7339749399761485,-0.8344641933966589,-0.598577819009511
f_covers_g,-0.634488967715708,-0.27939774053163097,-0.6866309817591216,-0.7049793677032158,-0.029220426293450934,0.41909292950600274,-0.18554744074811996,-0.3257959180961701
g_covers_f,1.4959572997198158,0.9621216387722069,1.5240177774945138,1.275691976813169,0.7117900409197521,0.24653726027335432,0.9984549200678128,-0.022824721915836843
location_control,0.9541172350579679,1.1119975335421635,0.9897861572229472,1.39398980835515,1.029219639645267,1.6862964231895567,1.238174385767213,0.3542746936935817
