Scene,Figure,Ground,horizontal_distance_normalized,ground_lightsource,ground_container,support,location_control_x,location_control_z,ground_verticality,figure_volume,ground_volume,size_ratio,shortest_distance,shortest_distance_normalized,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_projection_overlap_proportion,location_control_-x,location_control_-z,horizontal_distance,f_covers_g,g_covers_f
compsvi26,table,pencil,0.02054206,0,0,0,0.0001758837,0.0001572545,0,1.485228,0.0007631626,1946.149,0.03578426,0.002556019,0,0,0.8066038,1.972868E-07,1,0.0001840336,0.000165746,0.2875889,1,0.02464589
compsvi26,cube,cup,0.005862446,0,1,0.281143,0.6463529,1,0,0.0007953932,0.005529943,0.1438339,0.002564943,0,0.25,0,0.125,0.4436956,0.1507809,1,1,0.08207424,0.150895,0.4476247
compsvi26,cube,table,0.00630472,0,0,1,1,1,0,0.0007953932,1.485228,0.000535536,0,0,0.25,0.875,0,0.008792711,0.00404558,0.6313909,1,0.08826608,0.004281541,1
compsvi26,cube,cube,0,0,0,0,1,1,0,0.0007953932,0.0007953932,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi26,cube,pencil,0.02612848,0,0,0,0.03541208,0.0209241,0,0.0007953932,0.0007631626,1.042233,0.2761996,0.01972854,0,0.75,0.125,0,0,0.03595018,0.02219084,0.3657988,0,0
compsvi26,pencil,cup,0.02029942,0,1,0,0.0002772798,0.03400972,0,0.0007631626,0.005529943,0.1380055,0.1736601,0.01124191,0,0,0.1742424,0,0,0.0207427,0.007324841,0.2841919,0,0
compsvi26,pencil,table,0.02054206,0,0,1,0.8547777,0.6139931,0,0.0007631626,1.485228,0.0005138352,0,0,0.6818182,0.7424242,0,0.0003839495,0.02440899,0.7990332,1,0.2875889,0.02464589,1
compsvi26,pencil,cube,0.02612848,0,0,0,0.0001974072,0.005683718,0,0.0007631626,0.0007953932,0.9594784,0.2761995,0.01972854,0,0,0,0,0,0.00036959,0.0002484706,0.3657988,0,0
compsvi26,pencil,pencil,0,0,0,0,1,1,0,0.0007631626,0.0007631626,1,0,0,0.3333333,0,0,1,1,1,1,0,1,1
compsvi26a,lamp,lamp,0,1,0,0,1,1,1,0.0806018,0.0806018,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi26a,lamp,pencil,0.01374304,0,0,0,1,0.3163407,0,0.0806018,0.001222365,65.93924,0.0005075574,3.62541E-05,0.0005373455,0.7770911,0.009045316,0.01092422,0.653412,1,0.02177619,0.1924026,0.7203345,0.2098908
compsvi26a,lamp,bowl,0.0611475,0,1,0,1,0.01995533,0,0.0806018,0.003681423,21.8942,0.467153,0.03269223,0,0.6816228,0,0,0,1,0.007891311,0.856065,0,0
compsvi26a,lamp,table,0.0567593,0,0,1,1,0.118301,0,0.0806018,1.486148,0.05423539,0.0006378293,4.553369E-05,0.009045316,1,0,0.09127422,0.04929058,1,1,0.7946302,0.06728075,1
compsvi26a,pencil,lamp,0.01374304,1,0,0.3911538,0.3364573,0.2723981,1,0.001222365,0.0806018,0.01516548,0,0,0.2272727,0,0,0.7203345,0.2098908,0.3961769,0.3305184,0.1924026,0.2098908,0.7203345
compsvi26a,pencil,pencil,0,0,0,0,1,1,0,0.001222365,0.001222365,1,0,0,0.3409091,0,0,1,1,1,1,0,1,1
compsvi26a,pencil,bowl,0.04830844,0,1,0,0.4177259,0.01624911,0,0.001222365,0.003681423,0.332036,0.4873427,0.03473234,0,0,0,0,0,0.4162333,0.006199154,0.6763181,0,0
compsvi26a,pencil,table,0.04435248,0,0,1,1,1,0,0.001222365,1.486148,0.0008225055,0.02749997,0.001964258,0,1,0,0,0.01934253,1,1,0.6209347,0.01947369,1
compsvi26a,bowl,lamp,0.0611475,1,0,0,0.000116758,0.0002315907,1,0.003681423,0.0806018,0.0456742,0.4475951,0.01868035,0,0,0,0,0,5.102195E-05,0.0001614199,0.856065,0,0
compsvi26a,bowl,pencil,0.04830844,0,0,0,0.005872345,0.001335661,0,0.003681423,0.001222365,3.011722,0.4920184,0.03514417,0,0.3164541,0.3179545,0,0,7.28599E-05,0.005281178,0.6763181,0,0
compsvi26a,bowl,bowl,0,0,1,0,1,1,0,0.003681423,0.003681423,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi26a,bowl,table,0.005903754,0,0,0.9981304,0.9655728,1,0,0.003681423,1.486148,0.002477158,5.483648E-06,3.618869E-07,0.09164792,1,0,0.0003539437,0.02096186,0.7917486,0.02939604,0.08265256,0.02206678,1
compsvi26a,table,lamp,0.0567593,1,0,0,1.155735E-05,6.982008E-05,1,1.486148,0.0806018,18.43815,0.214878,0.01065671,0,0,0.2295597,0.004950293,0.9573047,9.760722E-06,3.892394E-05,0.7946302,1,0.06728075
compsvi26a,table,pencil,0.04435248,0,0,0,0.0008240187,0.0003241517,0,1.486148,0.001222365,1215.797,0.2766255,0.01975896,0,0,1,0,1,2.602139E-05,0.0009425724,0.6209347,1,0.01960196
compsvi26a,table,bowl,0.005903754,0,1,0,0.0002928775,0.000736389,0,1.486148,0.003681423,403.6884,0.02943263,0.00128583,0,0,0.8066038,8.767746E-07,1,0.0003106919,0.0006508298,0.08265256,1,0.02206678
compsvi26a,table,table,0,0,0,0,1,1,0,1.486148,1.486148,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi3,table,table,0,0,0,0,1,1,0,1.485213,1.485213,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi3,table,pencil,0.007502008,0,0,0,0.001608576,0.0001821766,0,1.485213,0.0007683144,1933.08,0.1043317,0.007452261,0,0,0.8066038,1.04893E-05,1,0.001502479,5.570597E-05,0.1050281,1,0.005996871
compsvi3,table,pear,0.02349985,0,0,0,0.0007455605,0.0007877286,0,1.485213,0.001078364,1377.284,0.02190674,0.001564767,0,0,0.8066038,2.560826E-06,1,0.01013133,5.014225E-05,0.3289979,1,0.004469718
compsvi3,table,mug,0.0135815,0,1,0,0.0006167772,0.0001843601,0,1.485213,0.004214275,352.4244,0.0209896,0.001499261,0,0,0.8066038,3.684013E-07,1,0.000845336,0.001131056,0.1901409,1,0.01450561
compsvi3,pencil,table,0.007502008,0,0,1,0.9561216,1,0,0.0007683144,1.485213,0.0005173091,0,0,0.1439394,0.9772727,0,0.02027667,0.005768409,0.6471605,1,0.1050281,0.005996871,1
compsvi3,pencil,pencil,0,0,0,0,1,1,0,0.0007683144,0.0007683144,1,0,0,0.4090909,0,0,1,1,1,1,0,1,1
compsvi3,pencil,pear,0.0175459,0,0,0,0.01311509,0.005628679,0,0.0007683144,0.001078364,0.7124816,0.145412,0.01038657,0,0,0,0,0,0.1085053,0.000785562,0.2456426,0,0
compsvi3,pencil,mug,0.006811991,0,1,0.7636564,0.8838537,0.05455523,0,0.0007683144,0.004214275,0.1823124,0.03521821,0.0006598757,0,0,0.02272727,0.4415024,0.1857755,0.8688591,0.5825566,0.09536788,0.1862464,0.4505045
compsvi3,pear,table,0.02349985,0,0,0.9991492,0.1134934,0.5736675,0,0.001078364,1.485213,0.0007260666,0,0,0.06451613,0.990442,0,0.003526985,0.004152344,1,1,0.3289979,0.004469718,1
compsvi3,pear,pencil,0.0175459,0,0,0,0.07159474,0.002171545,0,0.001078364,0.0007683144,1.403545,0.1461506,0.01043933,0,0.5483871,0,0,0,0.04007852,0.0006292711,0.2456426,0,0
compsvi3,pear,pear,0,0,0,0,1,1,0,0.001078364,0.001078364,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi3,pear,mug,0.0108296,0,1,0,1,0.892303,0,0.001078364,0.004214275,0.2558836,0,0,0.03106332,0,0.007168459,0.01951777,0.006294175,0.0002492658,1,0.1516144,0.006034492,0.01958378
compsvi3,mug,table,0.0135815,0,0,1,0.9559572,0.0571126,0,0.004214275,1.485213,0.002837488,0,0,0.2022314,0.9884211,0,0.0001298336,0.01327552,0.694917,0.8844489,0.1901409,0.01450561,1
compsvi3,mug,pencil,0.006811991,0,0,0,0.01025926,0.0004372238,0,0.004214275,0.0007683144,5.485092,0.004136219,0.0002954442,0.01809488,0.4400431,0,0.08049134,0.4066122,0.006791393,2.063184E-05,0.09536788,0.4505045,0.1862464
compsvi3,mug,pear,0.0108296,0,0,0,0.006264645,0.001059853,0,0.004214275,0.001078364,3.908027,0,0,0.06745734,0.2105757,0,0.004994277,0.06672961,0.6133834,0.0006147069,0.1516144,0.01958378,0.006034492
compsvi3,mug,mug,0,0,1,0,1,1,0,0.004214275,0.004214275,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi34,table,table,0,0,0,0,1,1,0,1.485181,1.485181,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi34,table,pencil (1),0.01475714,0,0,0,0.0001870699,0.0001443268,0,1.485181,0.0004270228,3477.99,0.1815894,0.01297067,0,0,1,0,1,0.0001376871,0.0001577888,0.2066,1,0.01574264
compsvi34,table,pencil,0.007601322,0,0,0,0.003760714,0.0001194569,0,1.485181,0.0008298226,1789.757,0.1052709,0.007519352,0,0,0.8066038,1.30095E-05,1,0.001943468,3.606626E-05,0.1064185,1,0.006441085
compsvi34,table,mug,0.01367255,0,1,0,0.0004557885,0.0004489338,0,1.485181,0.00432284,343.566,0.02099115,0.001499363,0,0,0.8066038,1.51612E-07,1,0.0007562733,0.0004670293,0.1914158,1,0.01488145
compsvi34,pencil (1),table,0.01475714,0,0,1,0.8607028,0.9835985,0,0.0004270228,1.485181,0.0002875224,0.1601358,0.01143824,0,1,0,0,0.01441962,0.8540745,1,0.2066,0.01506919,1
compsvi34,pencil (1),pencil (1),0,0,0,0,1,1,0,0.0004270228,0.0004270228,1,0,0,0.3409091,0,0,1,1,1,1,0,1,1
compsvi34,pencil (1),pencil,0.007701643,0,0,0,0.0582692,0.0036733,0,0.0004270228,0.0008298226,0.5145953,0.1035389,0.007395636,0,1,0,0,0.2279834,0.01557796,0.001796333,0.107823,0.2553929,0.1224724
compsvi34,pencil (1),mug,0.001140609,0,1,0.9507378,1,1,0,0.0004270228,0.00432284,0.09878293,0.009119259,8.557524E-07,0.03030303,0.8030303,0,0.003421003,0.6771848,1,1,0.01596852,0.6944034,0.6559014
compsvi34,pencil,table,0.007601322,0,0,1,1,1,0,0.0008298226,1.485181,0.000558735,0,0,0.1818182,0.9772727,0,0.02328385,0.0061951,0.8144937,1,0.1064185,0.006441085,1
compsvi34,pencil,pencil (1),0.007701643,0,0,0.007604251,0.001873943,0.0009967572,0,0.0008298226,0.0004270228,1.943274,0.1033692,0.007383513,0,0,1,0,0.1417735,0.003492534,0.001469068,0.107823,0.1450292,0.2975363
compsvi34,pencil,pencil,0,0,0,0,1,1,0,0.0008298226,0.0008298226,1,0,0,0.2575758,0,0,1,1,1,1,0,1,1
compsvi34,pencil,mug,0.006768438,0,1,0.7646373,0.9121202,0.06026936,0,0.0008298226,0.00432284,0.1919623,0.03584618,0.0006998419,0,0,0.02272727,0.4478717,0.197868,0.9202659,0.6685147,0.09475813,0.1984481,0.4584933
compsvi34,mug,table,0.01367255,0,0,1,1,0.9817683,0,0.00432284,1.485181,0.002910649,0,0,0.2022314,0.993859,0,5.208872E-05,0.01361953,0.7518385,0.754728,0.1914158,0.01488145,1
compsvi34,mug,pencil (1),0.001140609,0,0,0.0001953898,0.000733141,0.0001984494,0,0.00432284,0.0004270228,10.12321,2.455742E-05,1.754102E-06,0.02301706,0,0.9780611,0.0003379367,0.5161705,0.0007852743,0.0004951303,0.01596852,0.6559014,0.6944034
compsvi34,mug,pencil,0.006768438,0,0,0,0.01694508,0.0004106332,0,0.00432284,0.0008298226,5.209355,0.003745118,0.0002675085,0.0184699,0.4400431,0,0.08597449,0.4139037,0.01105662,1.861485E-05,0.09475813,0.4584933,0.1984481
compsvi34,mug,mug,0,0,1,0,1,1,0,0.00432284,0.00432284,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi36,table,table,0,0,0,0,1,1,0,1.485214,1.485214,1,0,0,1,0.1933962,0,1,1,1,1,0,1,1
compsvi36,table,pencil,0.007502008,0,0,0,0.001608576,0.0001821766,0,1.485214,0.0007683144,1933.082,0.1043317,0.007452261,0,0,0.8066038,1.039896E-05,1,0.001502479,5.570597E-05,0.1050281,1,0.005996869
compsvi36,table,pear,0.02349985,0,0,0,0.0007455605,0.0007734174,0,1.485214,0.001078365,1377.284,0.02190674,0.001564767,0,0,0.8066038,2.494145E-06,1,0.01013133,5.014225E-05,0.3289979,1,0.004469716
compsvi36,table,mug,0.0135815,0,1,0,0.0006167772,0.0001843601,0,1.485214,0.004214299,352.4226,0.0209896,0.001499261,0,0,0.8066038,9.183689E-08,1,0.000845336,0.001026522,0.1901409,1,0.01450569
compsvi36,pencil,table,0.007502008,0,0,1,0.9561216,1,0,0.0007683144,1.485214,0.0005173088,0,0,0.1439394,0.9772727,0,0.02010204,0.005768366,0.6471605,1,0.1050281,0.005996869,1
compsvi36,pencil,pencil,0,0,0,0,1,1,0,0.0007683144,0.0007683144,1,0,0,0.4090909,0,0,1,1,1,1,0,1,1
compsvi36,pencil,pear,0.0175459,0,0,0,0.01311509,0.00562876,0,0.0007683144,0.001078365,0.7124809,0.145412,0.01038657,0,0,0,0,0,0.1085053,0.0006676348,0.2456426,0,0
compsvi36,pencil,mug,0.006811991,0,1,0.7637204,0.8838537,0.05455523,0,0.0007683144,0.004214299,0.1823113,0.03521821,0.0006598757,0,0,0.02272727,0.4414831,0.185774,0.8688591,0.5819751,0.09536788,0.186246,0.4505061
compsvi36,pear,table,0.02349985,0,0,0.9996964,0.1134934,0.5764208,0,0.001078365,1.485214,0.0007260668,0,0,0.06451613,0.9928315,0,0.003435145,0.004152313,1,1,0.3289979,0.004469716,1
compsvi36,pear,pencil,0.0175459,0,0,0,0.07159474,0.002171545,0,0.001078365,0.0007683144,1.403546,0.1461506,0.01043933,0,0.5483871,0,0,0,0.04007852,0.0006292711,0.2456426,0,0
compsvi36,pear,pear,0,0,0,0,1,1,0,0.001078365,0.001078365,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi36,pear,mug,0.0108296,0,1,0,1,0.892303,0,0.001078365,0.004214299,0.2558824,0,0,0.03106332,0,0.007168459,0.01883371,0.006085168,0.0002492658,1,0.1516144,0.00582311,0.01889789
compsvi36,mug,table,0.0135815,0,0,1,0.9559572,0.05704201,0,0.004214299,1.485214,0.002837502,0,0,0.2022314,1,0,3.23654E-05,0.01327548,0.694917,0.876407,0.1901409,0.01450569,1
compsvi36,mug,pencil,0.006811991,0,0,0,0.01025926,0.0004372238,0,0.004214299,0.0007683144,5.485123,0.004136219,0.0002954442,0.01809488,0.4400431,0,0.08048736,0.4066124,0.006791393,2.063184E-05,0.09536788,0.4505061,0.186246
compsvi36,mug,pear,0.0108296,0,0,0,0.006264645,0.001045546,0,0.004214299,0.001078365,3.908045,0,0,0.06745734,0.2105757,0,0.004819215,0.06611624,0.6133834,0.0006147069,0.1516144,0.01889789,0.00582311
compsvi36,mug,mug,0,0,1,0,1,1,0,0.004214299,0.004214299,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi45,table,table,0,0,0,0,1,1,0,1.485181,1.485181,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi45,table,pencil,0.007601322,0,0,0,0.0006927253,0.0001851389,0,1.485181,0.0008298226,1789.757,0.1052709,0.007519352,0,0,0.8066038,1.30095E-05,1,0.001150862,2.518197E-05,0.1064185,1,0.006441085
compsvi45,table,cup,0.002725412,0,1,0,0.001083076,0.01928934,0,1.485181,0.01405245,105.6884,0.01660985,0.001186409,0,0,0.5613208,7.096965E-05,1,0.001296792,0.002333367,0.03815576,1,0.02368471
compsvi45,table,mug,0.01367255,0,1,0,0.0003710475,9.892175E-05,0,1.485181,0.00432284,343.566,0.02099115,0.001499363,0,0,0.8066038,1.51612E-07,1,0.01048713,0.0001733711,0.1914158,1,0.01488145
compsvi45,pencil,table,0.007601322,0,0,1,1,1,0,0.0008298226,1.485181,0.000558735,0,0,0.1818182,0.9772727,0,0.02328385,0.0061951,0.7428546,1,0.1064185,0.006441085,1
compsvi45,pencil,pencil,0,0,0,0,1,1,0,0.0008298226,0.0008298226,1,0,0,0.2575758,0,0,1,1,1,1,0,1,1
compsvi45,pencil,cup,0.007715803,0,1,0.002941598,1,1,0,0.0008298226,0.01405245,0.05905183,0.02442854,0,0,0,0,0.5349857,0.14549,1,0.1901187,0.1080212,0.14549,0.5349857
compsvi45,pencil,mug,0.006768438,0,1,0.7627583,0.9142067,0.1388347,0,0.0008298226,0.00432284,0.1919623,0.03584618,0.0006998419,0,0,0.02272727,0.4478717,0.197868,0.9443658,0.4187709,0.09475813,0.1984481,0.4584933
compsvi45,cup,table,0.002725412,0,0,0.9971206,0.9690994,0.7957593,0,0.01405245,1.485181,0.009461774,0,0,0.13289,0.9801947,0,0.007500671,0.01987802,1,1,0.03815576,0.02368471,1
compsvi45,cup,pencil,0.007715803,0,0,0,0.4860489,0.0004822224,0,0.01405245,0.0008298226,16.93428,0.01645688,0.001175491,0,0.6546189,0,0.03159188,0.5331421,0.9209092,0.007066279,0.1080212,0.5349857,0.14549
compsvi45,cup,cup,0,0,1,0,1,1,0,0.01405245,0.01405245,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi45,cup,mug,0.01277371,0,1,0,0.07833494,0.05180334,0,0.01405245,0.00432284,3.250743,0,0,0.02616956,0.4344811,0.01971028,0.07688502,0.2510181,1,0.08582339,0.178832,0.2499335,0.1570368
compsvi45,mug,table,0.01367255,0,0,0.9999961,1,0.820859,0,0.00432284,1.485181,0.002910649,0,0,0.2022314,0.993859,0,5.208872E-05,0.01361953,0.8007829,1,0.1914158,0.01488145,1
compsvi45,mug,pencil,0.006768438,0,0,0,1,0.01639125,0,0.00432284,0.0008298226,5.209355,0.003745118,0.0002675085,0.0184699,0.4400431,0,0.08597449,0.4139037,1,0.01384351,0.09475813,0.4584933,0.1984481
compsvi45,mug,cup,0.01277371,0,1,3.876346E-05,1,1,0,0.00432284,0.01405245,0.3076219,0,0,0.1016782,0,0,0.2499335,0.1570368,1,1,0.178832,0.1570368,0.2499335
compsvi45,mug,mug,0,0,1,0,1,1,0,0.00432284,0.00432284,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi46,bowl,bowl,0,0,1,0,1,1,0,0.00378954,0.00378954,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi46,bowl,ball,0.01059322,0,0,0,0.0005888403,0.0001408439,0,0.00378954,0.00166777,2.272221,0.007772927,0.000555207,0.00300075,0,0,0.03927868,0.1234685,0.03136481,0.0001364694,0.1483051,0.1234685,0.03927869
compsvi46,bowl,table,0.007618651,0,0,1,0.8860773,1,0,0.00378954,1.485039,0.002551812,0,0,0.08714679,0.995874,0,0.009920225,0.02102879,0.7244601,1,0.1066611,0.02215592,1
compsvi46,bowl,pencil,0.003899477,0,0,0,0.0187327,0.004599871,0,0.00378954,0.0009013404,4.204338,0.0001199916,8.570826E-06,0.02300575,0,0.9507377,0.02944951,0.5000538,0.01227929,0.005406207,0.05459267,0.5491881,0.6217139
compsvi46,ball,bowl,0.01059322,0,1,0.249247,1,1,0,0.00166777,0.00378954,0.4400981,0.004501814,0.0003215603,0.05631068,0.1553398,0,0.08924983,0.04020635,6.119795E-06,1,0.1483051,0.03927869,0.1234685
compsvi46,ball,ball,0,0,0,0,1,1,0,0.00166777,0.00166777,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi46,ball,table,0.008336983,0,0,1,1,1,0,0.00166777,1.485039,0.001123048,0.01590014,0.001135694,0,1,0,0.03091186,0.006569703,0.005809859,1,0.1167178,0.007048401,1
compsvi46,ball,pencil,0.01391831,0,0,0.7815842,0.3195367,0.01458145,0,0.00166777,0.0009013404,1.850321,0.1445077,0.01032198,0,0,0.7941747,0,0,0.1013336,0.01831438,0.1948564,0,0
compsvi46,table,bowl,0.007618651,0,1,0,0.0002948562,0.0004343328,0,1.485039,0.00378954,391.8784,0.04408098,0.001369708,0,0,0.8066038,2.531455E-05,1,0.0001968534,0.0004939796,0.1066611,1,0.02215592
compsvi46,table,ball,0.008336983,0,0,0,4.731023E-06,9.065044E-06,0,1.485039,0.00166777,890.4343,0.09384406,0.006703141,0,0,0.5613208,3.471549E-05,1,0.0002281907,1.259717E-05,0.1167178,1,0.007048401
compsvi46,table,table,0,0,0,0,1,1,0,1.485039,1.485039,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvi46,table,pencil,0.008678378,0,0,0,0.0001165912,0.0002416186,0,1.485039,0.0009013404,1647.59,0.1353672,0.009669088,0,0,1,0,1,8.306999E-05,0.0003136513,0.1214973,0.9999999,0.0250709
compsvi46,pencil,bowl,0.003899477,0,1,1,1,1,0,0.0009013404,0.00378954,0.2378496,0,0,0.1515152,0.7424242,0,0.1238157,0.6100566,1,1,0.05459267,0.6217139,0.5491881
compsvi46,pencil,ball,0.01391831,0,0,0,0.001319697,0.0003866073,0,0.0009013404,0.00166777,0.5404466,0.1507237,0.01076598,0,0,0,0,0,0.06987302,0.0006041977,0.1948564,0,0
compsvi46,pencil,table,0.008678378,0,0,0.9982851,0.8737215,1,0,0.0009013404,1.485039,0.0006069473,0.08897388,0.006355247,0,1,0,0,0.02386455,0.8048486,0.4518636,0.1214973,0.02446595,1
compsvi46,pencil,pencil,0,0,0,0,1,1,0,0.0009013404,0.0009013404,1,0,0,0.2878788,0,0,1,1,1,1,0,1,1
compsvinew1,plate,plate,0,0,0,0,1,1,0,0.004340598,0.004340598,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvinew1,plate,table,0.02946715,0,0,1,0.7088901,1,0,0.004340598,1.485347,0.002922279,3.695488E-06,2.384186E-07,0.240293,1,0,0.002312977,0.08482319,0.6230651,1,0.4125401,0.0861615,1
compsvinew1,plate,cube,0.003910622,0,0,0.02548526,0.05968111,0.02318902,0,0.004340598,0.0004047192,10.72496,0.03259832,0.002328451,0,0,0.3974359,0.01618839,1,0.01306176,0.004681126,0.05474871,1,0.03573594
compsvinew1,plate,pencil,0.01481624,0,0,0.1094051,0.0257996,0.04329685,0,0.004340598,0.0008302778,5.227886,0.002942901,0.0002102114,0.02124542,0.5813187,0,0.08898685,0.4989718,0.1319592,0.002947303,0.2074273,0.498949,0.1421137
compsvinew1,table,plate,0.02946715,0,0,0,0.0003498754,0.000274497,0,1.485347,0.004340598,342.1987,0.0217933,0.001495315,0,0,0.8066038,6.759164E-06,1,0.000363877,0.0002657454,0.4125401,1,0.0861615
compsvinew1,table,table,0,0,0,0,1,1,0,1.485347,1.485347,1,0,0,1,0,0.009433962,1,1,1,1,0,1,1
compsvinew1,table,cube,0.0262092,0,0,0,0.0002621889,0.0002055567,0,1.485347,0.0004047192,3670.068,0.0832891,0.005949222,0,0,1,0,1,0.0002591728,2.160686E-05,0.3669288,1,0.003078834
compsvinew1,table,pencil,0.04425746,0,0,0,0.0004504769,0.002057672,0,1.485347,0.0008302778,1788.976,0.3325343,0.02375245,0,0,0.8066038,3.971991E-05,1,0.00262957,0.0002717104,0.6196045,1,0.02454104
compsvinew1,cube,plate,0.003910622,0,0,0.9999961,0.7516708,0.6566933,0,0.0004047192,0.004340598,0.09324043,2.223253E-05,0,0.5,0.5,0,0.1736199,0.03220238,0.741397,0.7486987,0.05474871,0.03573594,1
compsvinew1,cube,table,0.0262092,0,0,1,0.6152102,0.3201461,0,0.0004047192,1.485347,0.0002724745,0.01513189,0.001080824,0,1,0,0,0.003052806,0.6518552,1,0.3669288,0.003065991,1
compsvinew1,cube,cube,0,0,0,0,1,1,0,0.0004047192,0.0004047192,1,0,0,1,0.125,0.125,1,1,1,1,0,1,1
compsvinew1,cube,pencil,0.01838,0,0,0.002365059,0.02775819,0.01466091,0,0.0004047192,0.0008302778,0.4874504,0.1606077,0.01147198,0,0.5,0,0,0,0.1262476,0.001279303,0.2573201,0,0
compsvinew1,pencil,plate,0.01481624,0,0,0,0.8875908,0.09678616,0,0.0008302778,0.004340598,0.1912819,0,0,0.3712121,0,0.2272727,0.4652131,0.1421774,0.06269553,0.5330501,0.2074273,0.1421137,0.498949
compsvinew1,pencil,table,0.04425746,0,0,1,0.83022,1,0,0.0008302778,1.485347,0.0005589791,0,0,0.6818182,0.7424242,0,0.07105796,0.02430159,0.7380782,1,0.6196045,0.02454104,1
compsvinew1,pencil,cube,0.01838,0,0,0,0.07053458,0.02348069,0,0.0008302778,0.0004047192,2.051491,0.1607924,0.01148517,0,0,0.7424242,0,0,0.007234839,0.002213623,0.2573201,0,0
compsvinew1,pencil,pencil,0,0,0,0,1,1,0,0.0008302778,0.0008302778,1,0,0,0.4621212,0,0,1,1,1,1,0,1,1
compsvinew2,mug,mug,0,0,1,0,1,1,0,0.005305989,0.005305989,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvinew2,mug,table,0.01850642,0,0,0.9842407,1,1,0,0.005305989,1.48568,0.003571421,0.39273,0.02805211,0,1,0,0,0.01712526,1,1,0.2590898,0.01897459,1
compsvinew2,mug,box,0.01308628,0,1,0,0.0584668,0.2719121,0,0.005305989,0.003022778,1.755335,0.2468695,0.01763354,0,1,0,0,0.1001785,0.0979325,0.004498035,0.1832079,0.06763377,0.009946804
compsvinew2,table,mug,0.01850642,0,1,0,0.009821019,0.1059354,0,1.48568,0.005305989,280.0006,0.4329503,0.03036995,0,0,1,0,1,0.03638743,0.00856531,0.2590898,1,0.02108067
compsvinew2,table,table,0,0,0,0,1,1,0,1.48568,1.48568,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvinew2,table,box,0.02853714,0,1,0,0.0006788279,0.003428571,0,1.48568,0.003022778,491.4949,0.01989874,0.001421339,0,0,0.5613208,3.287031E-05,1,0.001045483,0.0001477794,0.39952,1,0.0111629
compsvinew2,box,mug,0.01308628,0,1,0.003323706,0.3401107,1,0,0.003022778,0.005305989,0.5696918,0.2583447,0.01843549,0,0,1,0,0.06628548,1,1,0.1832079,0.04094823,0.01876378
compsvinew2,box,table,0.02853714,0,0,1,0.934465,0.06926931,0,0.003022778,1.48568,0.002034609,0,0,0.2547945,0.9849315,0,0.01615559,0.01029028,0.9767149,1,0.39952,0.0111629,1
compsvinew2,box,box,0,0,1,0,1,1,0,0.003022778,0.003022778,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo12,box,box,0,0,1,0,1,1,0,0.09819815,0.09819815,1,0,0,0.5517241,0,0,1,1,1,1,0,1,1
compsvo12,box,book (1),0.03824067,0,0,0.6186085,0.6361464,0.01433184,0,0.09819815,0.006979919,14.06867,0.7610276,0.05435912,0,0,1,0,0,0.6336666,0.05757418,0.5353693,0,0
compsvo12,box,book,0.0849373,0,0,0.6060739,0.637511,0.01528167,0,0.09819815,0.005728343,17.14251,1.274807,0.09105764,0,0,1,0,0,0.1460677,0.01554164,1.189122,0,0
compsvo12,box,table,0.01496736,0,0,1,1,1,0,0.09819815,1.485147,0.06612015,0.01036477,0,0,0,0,1,0.09971711,1,1,0.209543,0.09971711,1
compsvo12,book (1),box,0.03824067,0,1,0.0002494552,9.403996E-05,0.0006982556,0,0.006979919,0.09819815,0.07107994,0.7685696,0.05489783,0,1,0,0,0,4.14542E-05,2.082082E-05,0.5353693,0,0
compsvo12,book (1),book (1),0,0,0,0,1,1,0,0.006979919,0.006979919,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo12,book (1),book,0.04772169,0,0,0.005453405,0.000388767,7.369422E-05,0,0.006979919,0.005728343,1.218488,0.2938824,0.0209916,0,0,0,0,0,0.0001784122,0.0001006583,0.6681037,0,0
compsvo12,book (1),table,0.02425541,0,0,0.999124,0.6912484,0.1871499,0,0.006979919,1.485147,0.004699816,1.969886E-06,1.110265E-07,0.4024935,0.9964714,0,0.0001987368,0.07565238,0.5850943,1,0.3395757,0.07778896,1
