Location Control Calculations: z dimension
Scene, Figure,Ground, Movement,ground Movement,Normalized Movement,Horizontal Movement,Horizontal Ground Movement,Force used, LocCont
compsva14,box,box,0.00700961,0.00700961,1,-0.00593317,-0.00593317,0:0:1,1
compsva14,book,box,0.00401532,0.00700961,0.572831,0.0038203,-0.00593317,0:0:1,0.643889
compsva14,table,box,1.19952E-05,0.00700961,0.00171125,-5.48363E-06,-0.00593317,0:0:1,0.000924233
compsva14,box,book,0.00362306,0.018231,0.198731,-0.00033927,-0.0182174,0:0:1,0.0186234
compsva14,book,book,0.018231,0.018231,1,-0.0182174,-0.0182174,0:0:1,1
compsva14,table,book,1.19952E-05,0.018231,0.000657958,-5.48363E-06,-0.0182174,0:0:1,0.000301011
compsva14,box,table,0.00351281,0.00172308,2.03868,-0.000155687,-0.00170231,0:0:1,0.0914566
compsva14,book,table,0.000555477,0.00172308,0.322374,-6.31809E-05,-0.00170231,0:0:1,0.0371149
compsva14,table,table,0.00172308,0.00172308,1,-0.00170231,-0.00170231,0:0:1,1
compsva14,box,box,0.00385302,0.00385302,1,0.000947475,0.000947475,0:0:-1,1
compsva14,book,box,0.00337779,0.00385302,0.876661,0.00154501,0.000947475,0:0:-1,1
compsva14,table,box,1.19952E-05,0.00385302,0.0031132,-5.48363E-06,0.000947475,0:0:-1,0.00578762
compsva14,box,book,0.00377446,0.0338826,0.111398,-0.000606298,0.0337654,0:0:-1,0.0179562
compsva14,book,book,0.0338826,0.0338826,1,0.0337654,0.0337654,0:0:-1,1
compsva14,table,book,1.19952E-05,0.0338826,0.000354023,-5.48363E-06,0.0337654,0:0:-1,0.000162404
compsva14,box,table,0.00351281,0.00118554,2.96304,-0.000155687,0.0011493,0:0:-1,0.135463
compsva14,book,table,0.000555477,0.00118554,0.468543,-6.31809E-05,0.0011493,0:0:-1,0.0549736
compsva14,table,table,0.00118554,0.00118554,1,0.0011493,0.0011493,0:0:-1,1
compsva15,book,book,0.0272073,0.0272073,1,-0.0271863,-0.0271863,0:0:1,1
compsva15,table,book,1.26644E-05,0.0272073,0.000465479,-6.91414E-06,-0.0271863,0:0:1,0.000254325
compsva15,balloon,book,0,0.0272073,0,0,-0.0271863,0:0:1,0
compsva15,pear,book,0.0188964,0.0272073,0.694536,0.0129083,-0.0271863,0:0:1,0.474809
compsva15,book,table,0.0153033,0.00173347,8.82814,-0.0152662,-0.00171626,0:0:1,1
compsva15,table,table,0.00173347,0.00173347,1,-0.00171626,-0.00171626,0:0:1,1
compsva15,balloon,table,0,0.00173347,0,0,-0.00171626,0:0:1,0
compsva15,pear,table,0.0888599,0.00173347,51.2614,0.0267606,-0.00171626,0:0:1,1
compsva15,book,balloon,0.000473983,1.1,0.000430894,0.000225246,-1.1,0:0:1,0.000204769
compsva15,table,balloon,1.0976E-05,1.1,9.9782E-06,-3.8147E-06,-1.1,0:0:1,3.46791E-06
compsva15,balloon,balloon,1.1,1.1,1,-1.1,-1.1,0:0:1,1
compsva15,pear,balloon,0.00284412,1.1,0.00258557,0.00210857,-1.1,0:0:1,0.00191689
compsva15,book,pear,0.000290085,0.296449,0.000978533,0.000285208,-0.239621,0:0:1,0.00119025
compsva15,table,pear,1.13109E-05,0.296449,3.81547E-05,-4.41074E-06,-0.239621,0:0:1,1.84072E-05
compsva15,balloon,pear,0,0.296449,0,0,-0.239621,0:0:1,0
compsva15,pear,pear,0.296449,0.296449,1,-0.239621,-0.239621,0:0:1,1
compsva15,book,book,0.0276933,0.0276933,1,0.0276822,0.0276822,0:0:-1,1
compsva15,table,book,1.26048E-05,0.0276933,0.000455158,-6.79493E-06,0.0276822,0:0:-1,0.000245462
compsva15,balloon,book,0,0.0276933,0,0,0.0276822,0:0:-1,0
compsva15,pear,book,0.0543407,0.0276933,1.96224,-0.00743222,0.0276822,0:0:-1,0.268483
compsva15,book,table,0.018184,0.00123253,14.7533,-0.0181537,0.00119102,0:0:-1,1
compsva15,table,table,0.00123253,0.00123253,1,0.00119102,0.00119102,0:0:-1,1
compsva15,balloon,table,0,0.00123253,0,0,0.00119102,0:0:-1,0
compsva15,pear,table,0.182287,0.00123253,147.896,0.108641,0.00119102,0:0:-1,1
compsva15,book,balloon,0.000473983,1.16,0.000408606,0.000225246,1.16,0:0:-1,0.000194178
compsva15,table,balloon,1.0976E-05,1.16,9.46208E-06,-3.8147E-06,1.16,0:0:-1,3.28853E-06
compsva15,balloon,balloon,1.16,1.16,1,1.16,1.16,0:0:-1,1
compsva15,pear,balloon,0.00284412,1.16,0.00245183,0.00210857,1.16,0:0:-1,0.00181774
compsva15,book,pear,0.000389975,0.24711,0.00157814,2.6226E-05,0.230939,0:0:-1,0.000113563
compsva15,table,pear,1.07484E-05,0.24711,4.34963E-05,-3.45707E-06,0.230939,0:0:-1,1.49697E-05
compsva15,balloon,pear,0,0.24711,0,0,0.230939,0:0:-1,0
compsva15,pear,pear,0.24711,0.24711,1,0.230939,0.230939,0:0:-1,1
compsva23,balloon,balloon,1.06,1.06,1,-1.06,-1.06,0:0:1,1
compsva23,box,balloon,0.00276081,1.06,0.00260454,-0.00258833,-1.06,0:0:1,0.00244182
compsva23,book,balloon,0.000659749,1.06,0.000622405,-0.000461102,-1.06,0:0:1,0.000435002
compsva23,table,balloon,1.04545E-05,1.06,9.86271E-06,-6.55651E-06,-1.06,0:0:1,6.18539E-06
compsva23,balloon,box,0,0.0229142,0,0,-0.0228553,0:0:1,0
compsva23,box,box,0.0229142,0.0229142,1,-0.0228553,-0.0228553,0:0:1,1
compsva23,book,box,0.000242609,0.0229142,0.0105877,-0.000186682,-0.0228553,0:0:1,0.00816799
compsva23,table,box,8.75236E-06,0.0229142,0.000381962,-4.29153E-06,-0.0228553,0:0:1,0.00018777
compsva23,balloon,book,0,0.00729916,0,0,-0.00728291,0:0:1,0
compsva23,box,book,0.00757422,0.00729916,1.03768,-0.00752711,-0.00728291,0:0:1,1
compsva23,book,book,0.00729916,0.00729916,1,-0.00728291,-0.00728291,0:0:1,1
compsva23,table,book,1.0215E-05,0.00729916,0.00139948,-6.4373E-06,-0.00728291,0:0:1,0.000883891
compsva23,balloon,table,0,0.00178906,0,0,-0.00174594,0:0:1,0
compsva23,box,table,0.00749982,0.00178906,4.19206,-0.00735545,-0.00174594,0:0:1,1
compsva23,book,table,0.0033137,0.00178906,1.85221,-0.00266939,-0.00174594,0:0:1,1
compsva23,table,table,0.00178906,0.00178906,1,-0.00174594,-0.00174594,0:0:1,1
compsva23,balloon,balloon,1.02,1.02,1,1.02,1.02,0:0:-1,1
compsva23,box,balloon,0.00276081,1.02,0.00270668,-0.00258833,1.02,0:0:-1,0.00253758
compsva23,book,balloon,0.000659749,1.02,0.000646813,-0.000461102,1.02,0:0:-1,0.000452061
compsva23,table,balloon,1.04545E-05,1.02,1.02495E-05,-6.55651E-06,1.02,0:0:-1,6.42795E-06
compsva23,balloon,box,0,0.0238097,0,0,0.0237895,0:0:-1,0
compsva23,box,box,0.0238097,0.0238097,1,0.0237895,0.0237895,0:0:-1,1
compsva23,book,box,0.000842739,0.0238097,0.0353948,-0.000329137,0.0237895,0:0:-1,0.0138354
compsva23,table,box,1.03093E-05,0.0238097,0.000432988,-1.66893E-06,0.0237895,0:0:-1,7.0154E-05
compsva23,balloon,book,0,0.0114867,0,0,0.0114458,0:0:-1,0
compsva23,box,book,0.00780709,0.0114867,0.679665,0.0077613,0.0114458,0:0:-1,0.67809
compsva23,book,book,0.0114867,0.0114867,1,0.0114458,0.0114458,0:0:-1,1
compsva23,table,book,1.04193E-05,0.0114867,0.00090708,-6.31809E-06,0.0114458,0:0:-1,0.000552
compsva23,balloon,table,0,0.00123116,0,0,0.00118756,0:0:-1,0
compsva23,box,table,0.00755222,0.00123116,6.13422,-0.00750887,0.00118756,0:0:-1,1
compsva23,book,table,0.0123362,0.00123116,10.0199,-0.0123245,0.00118756,0:0:-1,1
compsva23,table,table,0.00123116,0.00123116,1,0.00118756,0.00118756,0:0:-1,1
compsva24,picture,picture,0.00677354,0.00677354,1,-6.44922E-05,-6.44922E-05,0:0:1,1
compsva24,bin,picture,0.00161499,0.00677354,0.238426,-0.000500917,-6.44922E-05,0:0:1,1
compsva24,table,picture,2.46768E-05,0.00677354,0.00364311,2.0504E-05,-6.44922E-05,0:0:1,0.31793
compsva24,picture,bin,0.00803715,0.0125726,0.63926,0.00448352,-0.0124865,0:0:1,0.359069
compsva24,bin,bin,0.0125726,0.0125726,1,-0.0124865,-0.0124865,0:0:1,1
compsva24,table,bin,5.77628E-05,0.0125726,0.00459435,5.65052E-05,-0.0124865,0:0:1,0.0045253
compsva24,picture,table,0.00656904,0.00149439,4.3958,-0.000518322,-0.00146067,0:0:1,0.354852
compsva24,bin,table,0.00169246,0.00149439,1.13254,-0.000752866,-0.00146067,0:0:1,0.515425
compsva24,table,table,0.00149439,0.00149439,1,-0.00146067,-0.00146067,0:0:1,1
compsva24,picture,picture,0.0244463,0.0244463,1,0.0235621,0.0235621,0:0:-1,1
compsva24,bin,picture,0.00182699,0.0244463,0.0747349,-0.000926435,0.0235621,0:0:-1,0.0393189
compsva24,table,picture,5.79972E-05,0.0244463,0.00237244,5.67436E-05,0.0235621,0:0:-1,0.00240826
compsva24,picture,bin,0.00694974,0.00840919,0.826447,0.00016737,0.00829279,0:0:-1,0.0201826
compsva24,bin,bin,0.00840919,0.00840919,1,0.00829279,0.00829279,0:0:-1,1
compsva24,table,bin,4.26338E-05,0.00840919,0.00506991,4.08888E-05,0.00829279,0:0:-1,0.00493064
compsva24,picture,table,0.0117246,0.00269743,4.34659,0.00966591,0.0026648,0:0:-1,1
compsva24,bin,table,0.00168949,0.00269743,0.626335,-0.000732839,0.0026648,0:0:-1,0.275007
compsva24,table,table,0.00269743,0.00269743,1,0.0026648,0.0026648,0:0:-1,1
compsva25,picture,picture,0.015664,0.015664,1,-0.0149639,-0.0149639,0:0:1,1
compsva25,bin,picture,0.00170799,0.015664,0.10904,0.000465751,-0.0149639,0:0:1,0.0311249
compsva25,table,picture,1.45123E-05,0.015664,0.000926475,-8.22544E-06,-0.0149639,0:0:1,0.000549685
compsva25,picture,bin,0.00565375,0.00910779,0.620759,-0.00371641,-0.00897563,0:0:1,0.414056
compsva25,bin,bin,0.00910779,0.00910779,1,-0.00897563,-0.00897563,0:0:1,1
compsva25,table,bin,1.38964E-05,0.00910779,0.00152577,-8.22544E-06,-0.00897563,0:0:1,0.00091642
compsva25,picture,table,0.0042005,0.00171167,2.45403,0.000312924,-0.00165701,0:0:1,0.188849
compsva25,bin,table,0.00157414,0.00171167,0.919648,0.000312448,-0.00165701,0:0:1,0.188561
compsva25,table,table,0.00171167,0.00171167,1,-0.00165701,-0.00165701,0:0:1,1
compsva25,picture,picture,0.0165939,0.0165939,1,0.0160959,0.0160959,0:0:-1,1
compsva25,bin,picture,0.00150976,0.0165939,0.0909823,-0.000288487,0.0160959,0:0:-1,0.0179229
compsva25,table,picture,1.36772E-05,0.0165939,0.000824228,-7.03335E-06,0.0160959,0:0:-1,0.000436964
compsva25,picture,bin,0.0066288,0.00869943,0.761981,0.00491357,0.0085718,0:0:-1,0.573225
compsva25,bin,bin,0.00869943,0.00869943,1,0.0085718,0.0085718,0:0:-1,1
compsva25,table,bin,1.4652E-05,0.00869943,0.00168425,-8.10623E-06,0.0085718,0:0:-1,0.000945686
compsva25,picture,table,0.00420928,0.00118059,3.5654,-0.000372231,0.0011456,0:0:-1,0.324922
compsva25,bin,table,0.0014541,0.00118059,1.23167,0.000238955,0.0011456,0:0:-1,0.208585
compsva25,table,table,0.00118059,0.00118059,1,0.0011456,0.0011456,0:0:-1,1
compsva34,balloon,balloon,0.999999,0.999999,1,-0.999999,-0.999999,0:0:1,1
compsva34,bin,balloon,0.00164593,0.999999,0.00164594,0.000306726,-0.999999,0:0:1,0.000306726
compsva34,table,balloon,1.46281E-05,0.999999,1.46281E-05,-8.22544E-06,-0.999999,0:0:1,8.22545E-06
compsva34,balloon,bin,0,0.0104533,0,0,-0.0103257,0:0:1,0
compsva34,bin,bin,0.0104533,0.0104533,1,-0.0103257,-0.0103257,0:0:1,1
compsva34,table,bin,1.38458E-05,0.0104533,0.00132454,-7.15256E-06,-0.0103257,0:0:1,0.000692693
compsva34,balloon,table,0,0.00171248,0,0,-0.00165689,0:0:1,0
compsva34,bin,table,0.00164673,0.00171248,0.961603,0.000280321,-0.00165689,0:0:1,0.169185
compsva34,table,table,0.00171248,0.00171248,1,-0.00165689,-0.00165689,0:0:1,1
compsva34,balloon,balloon,1.08,1.08,1,1.08,1.08,0:0:-1,1
compsva34,bin,balloon,0.00164593,1.08,0.00152401,0.000306726,1.08,0:0:-1,0.000284005
compsva34,table,balloon,1.46281E-05,1.08,1.35446E-05,-8.22544E-06,1.08,0:0:-1,7.61615E-06
compsva34,balloon,bin,0,0.00449973,0,0,0.00414938,0:0:-1,0
compsva34,bin,bin,0.00449973,0.00449973,1,0.00414938,0.00414938,0:0:-1,1
compsva34,table,bin,1.44245E-05,0.00449973,0.00320563,-7.98702E-06,0.00414938,0:0:-1,0.00192487
compsva34,balloon,table,0,0.000589869,0,0,0.000584006,0:0:-1,0
compsva34,bin,table,0.00164863,0.000589869,2.79491,0.00029248,0.000584006,0:0:-1,0.500817
compsva34,table,table,0.000589869,0.000589869,1,0.000584006,0.000584006,0:0:-1,1
compsvi12,cup,cup,0.00441238,0.00441238,1,-0.000782728,-0.000782728,0:0:1,1
compsvi12,table,cup,2.25766E-05,0.00441238,0.00511664,1.9908E-05,-0.000782728,0:0:1,0.0254341
compsvi12,pencil,cup,0.0263619,0.00441238,5.97453,-0.000115275,-0.000782728,0:0:1,0.147274
compsvi12,cube,cup,0.0500519,0.00441238,11.3435,-0.00375629,-0.000782728,0:0:1,1
compsvi12,cup,table,0.00434188,0.00107937,4.02262,-0.000588179,-0.00107169,0:0:1,0.548832
compsvi12,table,table,0.00107937,0.00107937,1,-0.00107169,-0.00107169,0:0:1,1
compsvi12,pencil,table,0.0271157,0.00107937,25.1219,0.000493884,-0.00107169,0:0:1,0.460845
compsvi12,cube,table,0.0509415,0.00107937,47.1958,-0.0059005,-0.00107169,0:0:1,1
compsvi12,cup,pencil,0.00426756,0.0231711,0.184176,0.000154972,-0.0183971,0:0:1,0.00842373
compsvi12,table,pencil,2.34196E-05,0.0231711,0.00101073,2.07424E-05,-0.0183971,0:0:1,0.00112748
compsvi12,pencil,pencil,0.0231711,0.0231711,1,-0.0183971,-0.0183971,0:0:1,1
compsvi12,cube,pencil,0.00832301,0.0231711,0.359198,-0.000857949,-0.0183971,0:0:1,0.0466351
compsvi12,cup,cube,0.00461255,0.0580377,0.079475,-0.00184774,-0.0109844,0:0:1,0.168215
compsvi12,table,cube,2.3111E-05,0.0580377,0.000398207,2.06232E-05,-0.0109844,0:0:1,0.0018775
compsvi12,pencil,cube,0.0305581,0.0580377,0.526521,-0.0157605,-0.0109844,0:0:1,1
compsvi12,cube,cube,0.0580377,0.0580377,1,-0.0109844,-0.0109844,0:0:1,1
compsvi12,cup,cup,0.0045008,0.0045008,1,0.000621557,0.000621557,0:0:-1,1
compsvi12,table,cup,2.25342E-05,0.0045008,0.00500671,1.9908E-05,0.000621557,0:0:-1,0.0320292
compsvi12,pencil,cup,0.0296005,0.0045008,6.57672,0.00991631,0.000621557,0:0:-1,1
compsvi12,cube,cup,0.0596596,0.0045008,13.2553,0.00748456,0.000621557,0:0:-1,1
compsvi12,cup,table,0.00514992,0.00379932,1.35549,0.00284529,0.00379884,0:0:-1,0.748988
compsvi12,table,table,0.00379932,0.00379932,1,0.00379884,0.00379884,0:0:-1,1
compsvi12,pencil,table,0.0286934,0.00379932,7.55225,-0.00890768,0.00379884,0:0:-1,1
compsvi12,cube,table,0.0600024,0.00379932,15.7929,0.0114485,0.00379884,0:0:-1,1
compsvi12,cup,pencil,0.00426315,0.0236534,0.180234,0.000169754,0.0115023,0:0:-1,0.0147583
compsvi12,table,pencil,2.32714E-05,0.0236534,0.000983853,2.06232E-05,0.0115023,0:0:-1,0.00179297
compsvi12,pencil,pencil,0.0236534,0.0236534,1,0.0115023,0.0115023,0:0:-1,1
compsvi12,cube,pencil,0.00832152,0.0236534,0.351811,-0.000842929,0.0115023,0:0:-1,0.0732837
compsvi12,cup,cube,0.00503937,0.0132913,0.379149,0.00278771,0.0104411,0:0:-1,0.266995
compsvi12,table,cube,2.35048E-05,0.0132913,0.00176844,2.09808E-05,0.0104411,0:0:-1,0.00200945
compsvi12,pencil,cube,0.0162036,0.0132913,1.21912,-0.00981081,0.0104411,0:0:-1,0.939637
compsvi12,cube,cube,0.0132913,0.0132913,1,0.0104411,0.0104411,0:0:-1,1
compsvi13,table,table,0.00147942,0.00147942,1,-0.0014683,-0.0014683,0:0:1,1
compsvi13,pencil (1),table,0.012247,0.00147942,8.2783,0.00873566,-0.0014683,0:0:1,1
compsvi13,pencil,table,0.0156694,0.00147942,10.5916,0.0155952,-0.0014683,0:0:1,1
compsvi13,mug,table,0.00178631,0.00147942,1.20744,-0.00167799,-0.0014683,0:0:1,1
compsvi13,table,pencil (1),9.72602E-06,0.00290923,0.00334316,3.57628E-06,-0.00073576,0:0:1,0.00486066
compsvi13,pencil (1),pencil (1),0.00290923,0.00290923,1,-0.00073576,-0.00073576,0:0:1,1
compsvi13,pencil,pencil (1),0.000818212,0.00290923,0.281247,0.000516057,-0.00073576,0:0:1,0.701393
compsvi13,mug,pencil (1),0.0007872,0.00290923,0.270587,0.000609875,-0.00073576,0:0:1,0.828905
compsvi13,table,pencil,9.53008E-06,0.0381174,0.000250019,3.21865E-06,-0.0372458,0:0:1,8.64166E-05
compsvi13,pencil (1),pencil,0.00505033,0.0381174,0.132494,-0.00102413,-0.0372458,0:0:1,0.0274965
compsvi13,pencil,pencil,0.0381174,0.0381174,1,-0.0372458,-0.0372458,0:0:1,1
compsvi13,mug,pencil,0.000787552,0.0381174,0.0206612,0.000603557,-0.0372458,0:0:1,0.0162047
compsvi13,table,mug,9.38731E-06,0.0057771,0.00162492,3.09944E-06,-0.00574899,0:0:1,0.000539128
