Location Control Calculations: z dimension
Scene, Figure,Ground, Movement,ground Movement,Normalized Movement,Horizontal Movement,Horizontal Ground Movement,Force used, LocCont
compsvi13,pencil (1),mug,0.0170736,0.0057771,2.9554,0.0126039,-0.00574899,0:0:1,1
compsvi13,pencil,mug,0.00115408,0.0057771,0.199769,0.000975967,-0.00574899,0:0:1,0.169763
compsvi13,mug,mug,0.0057771,0.0057771,1,-0.00574899,-0.00574899,0:0:1,1
compsvi13,table,table,0.00159388,0.00159388,1,0.00159121,0.00159121,0:0:-1,1
compsvi13,pencil (1),table,0.0218547,0.00159388,13.7116,0.0183018,0.00159121,0:0:-1,1
compsvi13,pencil,table,0.0438546,0.00159388,27.5144,0.0436581,0.00159121,0:0:-1,1
compsvi13,mug,table,0.000629872,0.00159388,0.395181,0.000359535,0.00159121,0:0:-1,0.225951
compsvi13,table,pencil (1),9.40456E-06,0.0272408,0.000345237,3.45707E-06,0.0245241,0:0:-1,0.000140966
compsvi13,pencil (1),pencil (1),0.0272408,0.0272408,1,0.0245241,0.0245241,0:0:-1,1
compsvi13,pencil,pencil (1),0.000988426,0.0272408,0.0362847,0.000676155,0.0245241,0:0:-1,0.0275711
compsvi13,mug,pencil (1),0.000807765,0.0272408,0.0296527,0.000628829,0.0245241,0:0:-1,0.0256413
compsvi13,table,pencil,9.43902E-06,0.103627,9.10864E-05,3.45707E-06,0.102694,0:0:-1,3.36637E-05
compsvi13,pencil (1),pencil,0.0046166,0.103627,0.0445501,-0.000955939,0.102694,0:0:-1,0.00930858
compsvi13,pencil,pencil,0.103627,0.103627,1,0.102694,0.102694,0:0:-1,1
compsvi13,mug,pencil,0.000791355,0.103627,0.00763655,0.000606179,0.102694,0:0:-1,0.00590275
compsvi13,table,mug,9.39506E-06,0.0118724,0.00079134,2.86102E-06,0.0118616,0:0:-1,0.000241201
compsvi13,pencil (1),mug,0.033796,0.0118724,2.84661,0.0317541,0.0118616,0:0:-1,1
compsvi13,pencil,mug,0.00576258,0.0118724,0.485378,0.00553346,0.0118616,0:0:-1,0.466503
compsvi13,mug,mug,0.0118724,0.0118724,1,0.0118616,0.0118616,0:0:-1,1
compsvi14,bowl,bowl,0.00620638,0.00620638,1,-0.00605673,-0.00605673,0:0:1,1
compsvi14,ball,bowl,0.00953119,0.00620638,1.53571,-0.00858527,-0.00605673,0:0:1,1
compsvi14,table,bowl,8.11636E-06,0.00620638,0.00130775,3.93391E-06,-0.00605673,0:0:1,0.00064951
compsvi14,pencil,bowl,0.00123072,0.00620638,0.198299,-0.00031364,-0.00605673,0:0:1,0.0517837
compsvi14,bowl,ball,0.0011682,0.00412994,0.282861,-0.000287592,-0.00232548,0:0:1,0.12367
compsvi14,ball,ball,0.00412994,0.00412994,1,-0.00232548,-0.00232548,0:0:1,1
compsvi14,table,ball,9.29442E-06,0.00412994,0.0022505,6.55651E-06,-0.00232548,0:0:1,0.00281943
compsvi14,pencil,ball,0.000697838,0.00412994,0.168971,-0.000534892,-0.00232548,0:0:1,0.230014
compsvi14,bowl,table,0.00357465,0.00125595,2.84617,-0.00338674,-0.00124919,0:0:1,1
compsvi14,ball,table,0.00642332,0.00125595,5.11431,-0.00553888,-0.00124919,0:0:1,1
compsvi14,table,table,0.00125595,0.00125595,1,-0.00124919,-0.00124919,0:0:1,1
compsvi14,pencil,table,0.110549,0.00125595,88.0202,-0.0385213,-0.00124919,0:0:1,1
compsvi14,bowl,pencil,0.00114232,0.0284315,0.0401782,-0.000113845,-0.0279295,0:0:1,0.00407615
compsvi14,ball,pencil,0.00402518,0.0284315,0.141575,-0.00216061,-0.0279295,0:0:1,0.0773593
compsvi14,table,pencil,9.06208E-06,0.0284315,0.000318734,6.07967E-06,-0.0279295,0:0:1,0.000217679
compsvi14,pencil,pencil,0.0284315,0.0284315,1,-0.0279295,-0.0279295,0:0:1,1
compsvi14,bowl,bowl,0.00728062,0.00728062,1,0.00716865,0.00716865,0:0:-1,1
compsvi14,ball,bowl,0.00786269,0.00728062,1.07995,0.00631291,0.00716865,0:0:-1,0.880627
compsvi14,table,bowl,1.19809E-05,0.00728062,0.00164558,9.77516E-06,0.00716865,0:0:-1,0.0013636
compsvi14,pencil,bowl,0.0102973,0.00728062,1.41435,0.0100578,0.00716865,0:0:-1,1
compsvi14,bowl,ball,0.00107451,0.00330195,0.325415,1.78814E-07,-0.000220835,0:0:-1,0.000809717
compsvi14,ball,ball,0.00330195,0.00330195,1,-0.000220835,-0.000220835,0:0:-1,1
compsvi14,table,ball,9.92683E-06,0.00330195,0.00300635,7.03335E-06,-0.000220835,0:0:-1,0.0318489
compsvi14,pencil,ball,0.000576841,0.00330195,0.174697,-4.14848E-05,-0.000220835,0:0:-1,0.187854
compsvi14,bowl,table,0.00133627,0.00150219,0.889552,0.000666678,0.00150037,0:0:-1,0.444343
compsvi14,ball,table,0.00528915,0.00150219,3.52098,-0.000175118,0.00150037,0:0:-1,0.116717
compsvi14,table,table,0.00150219,0.00150219,1,0.00150037,0.00150037,0:0:-1,1
compsvi14,pencil,table,0.00991398,0.00150219,6.59971,0.00631023,0.00150037,0:0:-1,1
compsvi14,bowl,pencil,0.00110565,0.034597,0.0319581,-0.000133634,0.0345359,0:0:-1,0.00386941
compsvi14,ball,pencil,0.00444844,0.034597,0.128579,-0.00204712,0.0345359,0:0:-1,0.0592752
compsvi14,table,pencil,8.71606E-06,0.034597,0.000251931,5.48363E-06,0.0345359,0:0:-1,0.000158781
compsvi14,pencil,pencil,0.034597,0.034597,1,0.0345359,0.0345359,0:0:-1,1
compsvi14a,bowl,bowl,0.00621566,0.00621566,1,-0.00605238,-0.00605238,0:0:1,1
compsvi14a,cube,bowl,0.0104631,0.00621566,1.68335,-0.00996709,-0.00605238,0:0:1,1
compsvi14a,table,bowl,1.34075E-05,0.00621566,0.00215706,5.126E-06,-0.00605238,0:0:1,0.00084694
compsvi14a,pear,bowl,0.00649554,0.00621566,1.04503,-0.00633174,-0.00605238,0:0:1,1
compsvi14a,bowl,cube,0.00143403,0.00547084,0.262123,-9.39369E-05,-0.00379968,0:0:1,0.0247223
compsvi14a,cube,cube,0.00547084,0.00547084,1,-0.00379968,-0.00379968,0:0:1,1
compsvi14a,table,cube,1.48128E-05,0.00547084,0.00270759,7.03335E-06,-0.00379968,0:0:1,0.00185104
compsvi14a,pear,cube,0.00195871,0.00547084,0.358027,-0.000286639,-0.00379968,0:0:1,0.0754377
compsvi14a,bowl,table,0.00238046,0.00123812,1.92265,-0.000589132,-0.00123107,0:0:1,0.478551
compsvi14a,cube,table,0.0148141,0.00123812,11.965,-0.00103021,-0.00123107,0:0:1,0.836836
compsvi14a,table,table,0.00123812,0.00123812,1,-0.00123107,-0.00123107,0:0:1,1
compsvi14a,pear,table,0.0361283,0.00123812,29.1801,-0.0158968,-0.00123107,0:0:1,1
compsvi14a,bowl,pear,0.00141647,0.0417021,0.0339664,-5.31673E-05,-0.0246101,0:0:1,0.00216039
compsvi14a,cube,pear,0.00958734,0.0417021,0.2299,-0.00179631,-0.0246101,0:0:1,0.0729906
compsvi14a,table,pear,1.33147E-05,0.0417021,0.000319281,3.69549E-06,-0.0246101,0:0:1,0.000150161
compsvi14a,pear,pear,0.0417021,0.0417021,1,-0.0246101,-0.0246101,0:0:1,1
compsvi14a,bowl,bowl,0.00618149,0.00618149,1,0.005983,0.005983,0:0:-1,1
compsvi14a,cube,bowl,0.00576091,0.00618149,0.931961,0.00468332,0.005983,0:0:-1,0.782771
compsvi14a,table,bowl,1.35852E-05,0.00618149,0.00219773,3.33786E-06,0.005983,0:0:-1,0.000557891
compsvi14a,pear,bowl,0.00537713,0.00618149,0.869876,0.00386602,0.005983,0:0:-1,0.646168
compsvi14a,bowl,cube,0.0014664,0.0105642,0.138809,0.000112116,-0.00273597,0:0:-1,0.0409786
compsvi14a,cube,cube,0.0105642,0.0105642,1,-0.00273597,-0.00273597,0:0:-1,1
compsvi14a,table,cube,1.44384E-05,0.0105642,0.00136674,6.4373E-06,-0.00273597,0:0:-1,0.00235284
compsvi14a,pear,cube,0.0115869,0.0105642,1.09681,0.000116527,-0.00273597,0:0:-1,0.0425907
compsvi14a,bowl,table,0.00282686,0.00143357,1.9719,-0.00180793,0.0014323,0:0:-1,1
compsvi14a,cube,table,0.0119779,0.00143357,8.35525,-0.00650549,0.0014323,0:0:-1,1
compsvi14a,table,table,0.00143357,0.00143357,1,0.0014323,0.0014323,0:0:-1,1
compsvi14a,pear,table,0.0242558,0.00143357,16.9198,-0.00165206,0.0014323,0:0:-1,1
compsvi14a,bowl,pear,0.0014894,0.00722499,0.206145,-8.36253E-05,0.00426066,0:0:-1,0.0196273
compsvi14a,cube,pear,0.0115272,0.00722499,1.59546,-0.00128001,0.00426066,0:0:-1,0.300425
compsvi14a,table,pear,1.27749E-05,0.00722499,0.00176815,1.07288E-06,0.00426066,0:0:-1,0.000251812
compsvi14a,pear,pear,0.00722499,0.00722499,1,0.00426066,0.00426066,0:0:-1,1
compsvi15,jar,jar,0.00169818,0.00169818,1,0.00154007,0.00154007,0:0:1,1
compsvi15,pencil,jar,0.017603,0.00169818,10.3658,0.0168607,0.00154007,0:0:1,1
compsvi15,table,jar,1.08512E-05,0.00169818,0.00638987,6.19888E-06,0.00154007,0:0:1,0.00402508
compsvi15,box,jar,7.43435E-06,0.00169818,0.00437783,6.79493E-06,0.00154007,0:0:1,0.00441211
compsvi15,pear,jar,0.000785411,0.00169818,0.462501,0.000539661,0.00154007,0:0:1,0.350414
compsvi15,jar,pencil,3.82827E-05,0.0897654,0.000426475,2.92063E-05,-0.0586807,0:0:1,0.000497715
compsvi15,pencil,pencil,0.0897654,0.0897654,1,-0.0586807,-0.0586807,0:0:1,1
compsvi15,table,pencil,1.11623E-05,0.0897654,0.00012435,6.55651E-06,-0.0586807,0:0:1,0.000111732
compsvi15,box,pencil,2.27542E-05,0.0897654,0.000253485,1.91927E-05,-0.0586807,0:0:1,0.00032707
compsvi15,pear,pencil,0.000420338,0.0897654,0.00468263,0.000317216,-0.0586807,0:0:1,0.0054058
compsvi15,jar,table,0.00120574,0.00175234,0.688074,-0.000970721,-0.00173879,0:0:1,0.558275
compsvi15,pencil,table,0.0414277,0.00175234,23.6414,0.0408593,-0.00173879,0:0:1,1
compsvi15,table,table,0.00175234,0.00175234,1,-0.00173879,-0.00173879,0:0:1,1
compsvi15,box,table,0.00127375,0.00175234,0.726884,-0.00115585,-0.00173879,0:0:1,0.664747
compsvi15,pear,table,0.0408255,0.00175234,23.2977,0.00881004,-0.00173879,0:0:1,1
compsvi15,jar,box,1.95994E-05,0.0058995,0.00332222,1.2517E-05,-0.00588572,0:0:1,0.00212667
compsvi15,pencil,box,3.10098E-05,0.0058995,0.00525635,-1.40071E-05,-0.00588572,0:0:1,0.00237984
compsvi15,table,box,1.19911E-05,0.0058995,0.00203255,7.27177E-06,-0.00588572,0:0:1,0.00123549
compsvi15,box,box,0.0058995,0.0058995,1,-0.00588572,-0.00588572,0:0:1,1
compsvi15,pear,box,0.0137715,0.0058995,2.33434,-0.00597084,-0.00588572,0:0:1,1
compsvi15,jar,pear,1.74393E-05,0.00678487,0.00257033,8.64267E-06,-0.00614417,0:0:1,0.00140665
compsvi15,pencil,pear,3.62303E-05,0.00678487,0.00533986,-2.13385E-05,-0.00614417,0:0:1,0.00347296
compsvi15,table,pear,1.13021E-05,0.00678487,0.00166577,6.07967E-06,-0.00614417,0:0:1,0.000989504
compsvi15,box,pear,1.29088E-05,0.00678487,0.00190258,9.65595E-06,-0.00614417,0:0:1,0.00157156
compsvi15,pear,pear,0.00678487,0.00678487,1,-0.00614417,-0.00614417,0:0:1,1
compsvi15,jar,jar,0.00147531,0.00147531,1,0.00139189,0.00139189,0:0:-1,1
compsvi15,pencil,jar,0.0307333,0.00147531,20.8318,0.0307333,0.00139189,0:0:-1,1
compsvi15,table,jar,1.16716E-05,0.00147531,0.00791134,6.4373E-06,0.00139189,0:0:-1,0.00462487
compsvi15,box,jar,1.81674E-05,0.00147531,0.0123143,1.2517E-05,0.00139189,0:0:-1,0.00899281
compsvi15,pear,jar,0.000898839,0.00147531,0.609256,0.000345111,0.00139189,0:0:-1,0.247945
compsvi15,jar,pencil,2.28053E-05,0.102945,0.00022153,1.99676E-05,0.078096,0:0:-1,0.00025568
compsvi15,pencil,pencil,0.102945,0.102945,1,0.078096,0.078096,0:0:-1,1
compsvi15,table,pencil,1.09349E-05,0.102945,0.000106221,6.55651E-06,0.078096,0:0:-1,8.39545E-05
compsvi15,box,pencil,9.99263E-06,0.102945,9.7068E-05,8.34465E-06,0.078096,0:0:-1,0.000106851
compsvi15,pear,pencil,0.000812715,0.102945,0.00789468,0.000652909,0.078096,0:0:-1,0.00836035
compsvi15,jar,table,0.00569325,0.00357101,1.5943,0.00566781,0.00354278,0:0:-1,1
compsvi15,pencil,table,0.0108551,0.00357101,3.03977,-0.0107824,0.00354278,0:0:-1,1
compsvi15,table,table,0.00357101,0.00357101,1,0.00354278,0.00354278,0:0:-1,1
compsvi15,box,table,0.00171385,0.00357101,0.479934,0.00145912,0.00354278,0:0:-1,0.411858
compsvi15,pear,table,0.00962409,0.00357101,2.69506,0.00605905,0.00354278,0:0:-1,1
compsvi15,jar,box,2.74713E-05,0.0136863,0.00200721,2.3365E-05,0.0136828,0:0:-1,0.00170762
compsvi15,pencil,box,6.75184E-05,0.0136863,0.00493328,6.55651E-05,0.0136828,0:0:-1,0.00479178
compsvi15,table,box,1.11324E-05,0.0136863,0.000813401,6.67572E-06,0.0136828,0:0:-1,0.00048789
compsvi15,box,box,0.0136863,0.0136863,1,0.0136828,0.0136828,0:0:-1,1
compsvi15,pear,box,0.0402311,0.0136863,2.93952,0.0242024,0.0136828,0:0:-1,1
compsvi15,jar,pear,1.73188E-05,0.019872,0.000871519,9.0003E-06,0.0191877,0:0:-1,0.000469067
compsvi15,pencil,pear,3.68962E-05,0.019872,0.0018567,-2.47955E-05,0.0191877,0:0:-1,0.00129226
compsvi15,table,pear,1.13207E-05,0.019872,0.000569683,6.07967E-06,0.0191877,0:0:-1,0.000316853
compsvi15,box,pear,7.91419E-06,0.019872,0.000398258,-2.02656E-06,0.0191877,0:0:-1,0.000105618
compsvi15,pear,pear,0.019872,0.019872,1,0.0191877,0.0191877,0:0:-1,1
compsvi16,table,table,0.00166051,0.00166051,1,-0.0016501,-0.0016501,0:0:1,1
compsvi16,bowl,table,0.00261067,0.00166051,1.57221,-0.00214148,-0.0016501,0:0:1,1
compsvi16,pear,table,0.0551698,0.00166051,33.2246,0.0524916,-0.0016501,0:0:1,1
compsvi16,pencil,table,0.0094173,0.00166051,5.67132,-0.00862002,-0.0016501,0:0:1,1
compsvi16,table,bowl,1.18003E-05,0.0135612,0.000870153,5.72205E-06,-0.0134744,0:0:1,0.000424662
compsvi16,bowl,bowl,0.0135612,0.0135612,1,-0.0134744,-0.0134744,0:0:1,1
compsvi16,pear,bowl,0.0737279,0.0135612,5.43669,0.0559315,-0.0134744,0:0:1,1
compsvi16,pencil,bowl,0.0196125,0.0135612,1.44623,-0.018764,-0.0134744,0:0:1,1
compsvi16,table,pear,1.17366E-05,0.0424151,0.000276708,5.48363E-06,0.0211066,0:0:1,0.000259806
compsvi16,bowl,pear,0.001518,0.0424151,0.0357892,-9.53674E-07,0.0211066,0:0:1,4.51837E-05
compsvi16,pear,pear,0.0424151,0.0424151,1,0.0211066,0.0211066,0:0:1,1
compsvi16,pencil,pear,0.00290463,0.0424151,0.0684811,0.0015316,0.0211066,0:0:1,0.072565
compsvi16,table,pencil,1.10562E-05,0.010712,0.00103213,5.36442E-06,-0.00764394,0:0:1,0.000701787
compsvi16,bowl,pencil,0.00160488,0.010712,0.149821,7.34329E-05,-0.00764394,0:0:1,0.00960669
compsvi16,pear,pencil,0.0026069,0.010712,0.243363,-0.000625014,-0.00764394,0:0:1,0.081766
compsvi16,pencil,pencil,0.010712,0.010712,1,-0.00764394,-0.00764394,0:0:1,1
compsvi16,table,table,0.00368485,0.00368485,1,0.00368393,0.00368393,0:0:-1,1
compsvi16,bowl,table,0.00549981,0.00368485,1.49255,0.0052824,0.00368393,0:0:-1,1
compsvi16,pear,table,0.15478,0.00368485,42.0045,0.0994221,0.00368393,0:0:-1,1
compsvi16,pencil,table,0.0107878,0.00368485,2.92762,-0.0022856,0.00368393,0:0:-1,0.620425
compsvi16,table,bowl,1.12077E-05,0.0139667,0.000802456,5.48363E-06,0.0138817,0:0:-1,0.000395026
compsvi16,bowl,bowl,0.0139667,0.0139667,1,0.0138817,0.0138817,0:0:-1,1
compsvi16,pear,bowl,0.153204,0.0139667,10.9692,0.0989083,0.0138817,0:0:-1,1
compsvi16,pencil,bowl,0.00781008,0.0139667,0.559193,0.00748324,0.0138817,0:0:-1,0.539073
compsvi16,table,pear,1.01456E-05,0.105734,9.59543E-05,1.90735E-06,0.0810868,0:0:-1,2.35223E-05
compsvi16,bowl,pear,0.00149354,0.105734,0.0141256,-3.38554E-05,0.0810868,0:0:-1,0.000417521
compsvi16,pear,pear,0.105734,0.105734,1,0.0810868,0.0810868,0:0:-1,1
compsvi16,pencil,pear,0.00159923,0.105734,0.0151251,0.00111473,0.0810868,0:0:-1,0.0137473
compsvi16,table,pencil,1.13041E-05,0.0284147,0.000397826,5.96046E-06,0.0239443,0:0:-1,0.00024893
compsvi16,bowl,pencil,0.00160991,0.0284147,0.0566578,7.39098E-05,0.0239443,0:0:-1,0.00308674
compsvi16,pear,pencil,0.00257137,0.0284147,0.0904943,-0.000622392,0.0239443,0:0:-1,0.0259933
compsvi16,pencil,pencil,0.0284147,0.0284147,1,0.0239443,0.0239443,0:0:-1,1
compsvi23,table,table,0.00127751,0.00127751,1,-0.00126183,-0.00126183,0:0:1,1
compsvi23,box,table,0.018015,0.00127751,14.1017,-0.00616729,-0.00126183,0:0:1,1
compsvi23,box (1),table,1.95904E-06,0.00127751,0.00153349,-1.43051E-06,-0.00126183,0:0:1,0.00113368
compsvi23,table,box,1.30972E-05,0.0151997,0.000861674,3.93391E-06,-3.09944E-06,0:0:1,1
compsvi23,box,box,0.0151997,0.0151997,1,-3.09944E-06,-3.09944E-06,0:0:1,1
compsvi23,box (1),box,1.95904E-06,0.0151997,0.000128886,-1.43051E-06,-3.09944E-06,0:0:1,0.461539
compsvi23,table,box (1),1.33922E-05,0.0192434,0.000695935,3.21865E-06,-0.0192013,0:0:1,0.000167627
compsvi23,box,box (1),0.0162383,0.0192434,0.843836,-0.000118613,-0.0192013,0:0:1,0.00617736
compsvi23,box (1),box (1),0.0192434,0.0192434,1,-0.0192013,-0.0192013,0:0:1,1
compsvi23,table,table,0.00239365,0.00239365,1,0.00238895,0.00238895,0:0:-1,1
compsvi23,box,table,0.0183002,0.00239365,7.64531,0.00678396,0.00238895,0:0:-1,1
compsvi23,box (1),table,1.95904E-06,0.00239365,0.000818429,-1.43051E-06,0.00238895,0:0:-1,0.000598802
compsvi23,table,box,1.35464E-05,0.0167361,0.00080941,4.29153E-06,-0.000817299,0:0:-1,0.00525088
compsvi23,box,box,0.0167361,0.0167361,1,-0.000817299,-0.000817299,0:0:-1,1
compsvi23,box (1),box,1.95904E-06,0.0167361,0.000117054,-1.43051E-06,-0.000817299,0:0:-1,0.00175029
compsvi23,table,box (1),1.33922E-05,0.0196818,0.000680434,3.21865E-06,0.019661,0:0:-1,0.000163708
compsvi23,box,box (1),0.0162383,0.0196818,0.82504,-0.000118613,0.019661,0:0:-1,0.00603294
compsvi23,box (1),box (1),0.0196818,0.0196818,1,0.019661,0.019661,0:0:-1,1
compsvi24,cup,cup,0.00428761,0.00428761,1,-0.000584602,-0.000584602,0:0:1,1
compsvi24,table,cup,1.3419E-05,0.00428761,0.00312971,3.33786E-06,-0.000584602,0:0:1,0.00570963
compsvi24,cube,cup,0.0416914,0.00428761,9.72369,-0.00115001,-0.000584602,0:0:1,1
compsvi24,pencil,cup,0.0108117,0.00428761,2.52162,0.0072608,-0.000584602,0:0:1,1
compsvi24,cup,table,0.00790362,0.00136047,5.80947,-0.00717557,-0.0013504,0:0:1,1
compsvi24,table,table,0.00136047,0.00136047,1,-0.0013504,-0.0013504,0:0:1,1
compsvi24,cube,table,0.0640577,0.00136047,47.0849,-0.0211124,-0.0013504,0:0:1,1
compsvi24,pencil,table,0.00779727,0.00136047,5.7313,0.00549531,-0.0013504,0:0:1,1
compsvi24,cup,cube,0.00253929,0.0794488,0.0319614,8.34465E-06,-0.0479004,0:0:1,0.000174208
compsvi24,table,cube,1.32399E-05,0.0794488,0.000166647,3.33786E-06,-0.0479004,0:0:1,6.96833E-05
compsvi24,cube,cube,0.0794488,0.0794488,1,-0.0479004,-0.0479004,0:0:1,1
compsvi24,pencil,cube,0.000415434,0.0794488,0.00522895,-0.000378132,-0.0479004,0:0:1,0.00789412
compsvi24,cup,pencil,0.00255046,0.0302931,0.0841928,3.71933E-05,-0.0296062,0:0:1,0.00125627
compsvi24,table,pencil,1.44074E-05,0.0302931,0.000475599,5.126E-06,-0.0296062,0:0:1,0.000173139
compsvi24,cube,pencil,0.00361883,0.0302931,0.11946,-0.000314593,-0.0296062,0:0:1,0.0106259
compsvi24,pencil,pencil,0.0302931,0.0302931,1,-0.0296062,-0.0296062,0:0:1,1
compsvi24,cup,cup,0.00269738,0.00269738,1,-0.000479698,-0.000479698,0:0:-1,1
compsvi24,table,cup,1.36359E-05,0.00269738,0.00505525,3.93391E-06,-0.000479698,0:0:-1,0.0082008
compsvi24,cube,cup,0.0546705,0.00269738,20.268,0.00889266,-0.000479698,0:0:-1,1
compsvi24,pencil,cup,0.0204965,0.00269738,7.59865,0.0111719,-0.000479698,0:0:-1,1
compsvi24,cup,table,0.00614975,0.00347288,1.77079,0.00559247,0.00347221,0:0:-1,1
compsvi24,table,table,0.00347288,0.00347288,1,0.00347221,0.00347221,0:0:-1,1
compsvi24,cube,table,0.0895795,0.00347288,25.794,0.0848454,0.00347221,0:0:-1,1
compsvi24,pencil,table,0.0232729,0.00347288,6.70132,0.0215254,0.00347221,0:0:-1,1
compsvi24,cup,cube,0.00288972,0.0103574,0.279002,0.000687003,0.00688803,0:0:-1,0.0997387
compsvi24,table,cube,1.34243E-05,0.0103574,0.00129611,3.57628E-06,0.00688803,0:0:-1,0.000519202
compsvi24,cube,cube,0.0103574,0.0103574,1,0.00688803,0.00688803,0:0:-1,1
compsvi24,pencil,cube,0.00138088,0.0103574,0.133323,0.000366926,0.00688803,0:0:-1,0.0532701
compsvi24,cup,pencil,0.00254396,0.0429498,0.0592311,4.72069E-05,0.0427625,0:0:-1,0.00110393
compsvi24,table,pencil,1.38238E-05,0.0429498,0.000321859,4.52995E-06,0.0427625,0:0:-1,0.000105933
compsvi24,cube,pencil,0.00347535,0.0429498,0.0809167,-0.000327826,0.0427625,0:0:-1,0.00766619
compsvi24,pencil,pencil,0.0429498,0.0429498,1,0.0427625,0.0427625,0:0:-1,1
compsvi24a,pear,pear,0.0067118,0.0067118,1,-0.0041641,-0.0041641,0:0:1,1
compsvi24a,cup,pear,0.00239809,0.0067118,0.357295,-0.00030148,-0.0041641,0:0:1,0.0723999
compsvi24a,table,pear,1.22824E-05,0.0067118,0.00182997,7.7486E-06,-0.0041641,0:0:1,0.00186081
compsvi24a,cube,pear,0.00418693,0.0067118,0.623816,0.00146592,-0.0041641,0:0:1,0.352037
compsvi24a,pear,cup,0.0199113,0.00282125,7.05763,-0.0017525,-0.00132608,0:0:1,1
compsvi24a,cup,cup,0.00282125,0.00282125,1,-0.00132608,-0.00132608,0:0:1,1
compsvi24a,table,cup,1.09688E-05,0.00282125,0.00388793,6.4373E-06,-0.00132608,0:0:1,0.00485437
compsvi24a,cube,cup,0.0403813,0.00282125,14.3133,-0.0011127,-0.00132608,0:0:1,0.839087
compsvi24a,pear,table,0.0193081,0.00135896,14.208,-0.00781047,-0.00134933,0:0:1,1
compsvi24a,cup,table,0.00674736,0.00135896,4.9651,-0.00567591,-0.00134933,0:0:1,1
compsvi24a,table,table,0.00135896,0.00135896,1,-0.00134933,-0.00134933,0:0:1,1
compsvi24a,cube,table,0.0517603,0.00135896,38.0882,-0.0289252,-0.00134933,0:0:1,1
compsvi24a,pear,cube,0.0118438,0.0466377,0.253954,-0.00121045,-0.0140822,0:0:1,0.0859562
compsvi24a,cup,cube,0.00243212,0.0466377,0.0521493,-0.000421882,-0.0140822,0:0:1,0.0299585
compsvi24a,table,cube,1.12203E-05,0.0466377,0.000240584,6.79493E-06,-0.0140822,0:0:1,0.000482519
compsvi24a,cube,cube,0.0466377,0.0466377,1,-0.0140822,-0.0140822,0:0:1,1
compsvi24a,pear,pear,0.0158771,0.0158771,1,-0.00173426,-0.00173426,0:0:-1,1
compsvi24a,cup,pear,0.00235081,0.0158771,0.148063,-7.73668E-05,-0.00173426,0:0:-1,0.0446109
compsvi24a,table,pear,1.20051E-05,0.0158771,0.000756129,6.67572E-06,-0.00173426,0:0:-1,0.00384933
compsvi24a,cube,pear,0.0108234,0.0158771,0.6817,0.00289834,-0.00173426,0:0:-1,1
compsvi24a,pear,cup,0.015708,0.00277307,5.66449,-0.00100064,0.0014559,0:0:-1,0.6873
compsvi24a,cup,cup,0.00277307,0.00277307,1,0.0014559,0.0014559,0:0:-1,1
compsvi24a,table,cup,1.20125E-05,0.00277307,0.00433185,7.27177E-06,0.0014559,0:0:-1,0.00499468
compsvi24a,cube,cup,0.0429772,0.00277307,15.4981,0.00525475,0.0014559,0:0:-1,1
compsvi24a,pear,table,0.0107333,0.00350279,3.06422,0.00374007,0.00350213,0:0:-1,1
compsvi24a,cup,table,0.00713958,0.00350279,2.03826,0.0065639,0.00350213,0:0:-1,1
compsvi24a,table,table,0.00350279,0.00350279,1,0.00350213,0.00350213,0:0:-1,1
compsvi24a,cube,table,0.0707872,0.00350279,20.2088,0.0673165,0.00350213,0:0:-1,1
compsvi24a,pear,cube,0.0138693,0.0718085,0.193143,-0.000498653,0.0697082,0:0:-1,0.00715343
compsvi24a,cup,cube,0.00239409,0.0718085,0.03334,0.000516057,0.0697082,0:0:-1,0.00740311
compsvi24a,table,cube,1.10634E-05,0.0718085,0.000154068,5.84126E-06,0.0697082,0:0:-1,8.37959E-05
compsvi24a,cube,cube,0.0718085,0.0718085,1,0.0697082,0.0697082,0:0:-1,1
compsvi25,jar,jar,0.00161565,0.00161565,1,-0.00151032,-0.00151032,0:0:1,1
compsvi25,pencil,jar,0.287075,0.00161565,177.684,-0.194516,-0.00151032,0:0:1,1
compsvi25,table,jar,9.6363E-06,0.00161565,0.00596436,4.41074E-06,-0.00151032,0:0:1,0.0029204
compsvi25,box,jar,6.67201E-05,0.00161565,0.0412962,-1.64509E-05,-0.00151032,0:0:1,0.0108923
compsvi25,pencil (1),jar,0.170042,0.00161565,105.247,0.00136358,-0.00151032,0:0:1,0.902838
compsvi25,jar,pencil,0.000656861,0.330983,0.00198458,1.27554E-05,-0.254431,0:0:1,5.01331E-05
compsvi25,pencil,pencil,0.330983,0.330983,1,-0.254431,-0.254431,0:0:1,1
compsvi25,table,pencil,9.9661E-06,0.330983,3.01106E-05,4.05312E-06,-0.254431,0:0:1,1.59301E-05
compsvi25,box,pencil,0.00031408,0.330983,0.00094893,-0.000121236,-0.254431,0:0:1,0.000476499
compsvi25,pencil (1),pencil,0.169939,0.330983,0.513436,0.00120711,-0.254431,0:0:1,0.00474437
compsvi25,jar,table,0.00345305,0.00166771,2.07054,-0.00344938,-0.0016619,0:0:1,1
compsvi25,pencil,table,3.20373,0.00166771,1921.04,-0.216478,-0.0016619,0:0:1,1
compsvi25,table,table,0.00166771,0.00166771,1,-0.0016619,-0.0016619,0:0:1,1
compsvi25,box,table,0.00471056,0.00166771,2.82457,-0.00469911,-0.0016619,0:0:1,1
