,Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control,selection_ratio,selected_atleast_once
38,compsvi25,pencil (1),box,-0.12166736738870315,1.672698320953217,1.6837178985981087,-0.3832424471159501,-0.5053391764540857,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,1.4162092088765017,-0.3124233888433996,-0.6159708775391596,-0.006365186033100055,1.843259548953181,0.3333333333333333,1
41,compsvi26a,pencil,lamp,8.205788000549202,-0.5968659206925575,0.2760862226958302,2.6050784063451293,-0.602573893987224,1.1406416009307978,-0.9059561524155018,-0.7484621051199398,3.1695669218104805,-0.5985728743697831,-0.3682060722371392,0.8529693097259172,0.07901952837517426,0.2727272727272727,1
44,compsvi3,pear,mug,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.2321643272299209,-0.9059561524155018,-0.7313807699966368,-0.2614885362611585,-0.6761183870205916,-0.8595115935052617,-0.8284597437102087,1.1099734573866893,0.5,1
48,compsvi36,pear,mug,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.2321643272299209,-0.9059561524155018,-0.7313807699966368,-0.26483755419434696,-0.6761183870205916,-0.8600210363805673,-0.8301055149389008,1.1099734573866893,1.0,1
50,compsvi45,cup,mug,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.26640419251564684,0.05759642108849745,-0.7014955397738679,0.01936979345802529,-0.624372961992651,-0.27170084367936964,-0.4986455962334328,-0.00016522201512359362,0.6666666666666666,1
51,compsvi46,ball,bowl,-0.12166736738870315,1.672698320953217,-0.05199746527976937,-0.3832424471159501,-0.5893852876880554,-0.05551769862119792,-0.5614577057452173,-0.7484621051199398,0.0799053757614312,-0.6824099459767436,-0.7793911489246079,-0.5791916638770878,1.18112301522715,0.14285714285714285,1
55,compsvo12,box,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.5722090519676662,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,4.538752044159563,-0.5659859716616489,-0.6337310526830842,1.5240177774945138,1.843259548953181,1.0,1
70,compsvo16a,balloon,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,0.20284734841869745,0.9027490683005109,-0.7484621051199398,-0.04307886993121034,0.962680531985478,-0.7561498753257893,0.3392417331090761,1.843259548953181,0.6,1
74,compsvo18,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5321416879105415,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.2996010320439984,1.2949755311067659,-0.8722506581978969,-0.8472408610340056,0.9692346377180721,1.0,1
76,compsvo19,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.017104987182035025,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.3570435486078057,1.6524439905182695,-0.8740550690873288,-0.875450400627552,0.9149904917845016,0.25,1
88,compsvo28,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5362527656777476,-0.4495031203312162,-0.9059561524155018,-0.6252114358610876,-0.3007185463460035,1.2988216084549349,-0.8722800936820057,-0.8478039202366837,0.9234633155570232,1.0,1
90,compsvo29,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.009912476046504023,-0.4495031203312162,-0.9059561524155018,-0.6252114358610876,-0.3570435486078057,1.6933895999337492,-0.8740550690873288,-0.875450400627552,0.7176808077323447,0.16666666666666666,1
97,compsvo68,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.4451655343739631,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.3511002975479657,1.2628951014611884,-0.8738683120799481,-0.8725312556314122,0.943275747118521,1.0,1
99,compsvo68a,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.4451655343739631,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.3511002975479657,1.2628951014611884,-0.8738683120799481,-0.8725312556314122,0.9456960696021272,1.0,1
102,compsvo78,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5321416879105415,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.2996010320439984,1.2949755311067659,-0.8722506581978969,-0.8472408610340056,0.8564393928173526,0.8,1
103,compsvo78,box (1),table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.28299185415744577,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,2.7113395479302667,0.16263484549115556,-0.6914783795695294,0.631395939594045,0.8255726433597153,0.2,1
104,compsvo79,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.1917027482299301,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.3570435486078057,1.809321359999985,-0.8740550690873288,-0.875450400627552,0.9526864201954924,0.14285714285714285,1
106,compsvo89,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5321416879105415,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.2996010320439984,1.2949755311067659,-0.8722506581978969,-0.8472408610340056,0.8564393928173526,1.0,1
116,compsvu25,book (1),book,-0.12166736738870315,-0.5968659206925575,0.9304840199180572,-0.3832424471159501,-0.602573893987224,-0.2454139298443181,-0.9059561524155018,-0.7484621051199398,1.845684064819952,-0.6803734071456222,0.4571722673035975,0.2041238408499376,0.2709485255982665,1.0,1
