,Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control,selection_ratio,selected_atleast_once
12,compsva25,picture,bin,-0.12166736738870315,1.672698320953217,1.3738814017884535,-0.3832424471159501,-0.2327942727751177,-0.4495031203312162,0.8682109144677286,-0.7484621051199398,-0.1009716038577286,-0.9147647107587432,1.536002907966404,0.31796276941185403,0.06328040692011759,1.0,1
15,compsva34,table,bin,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.3720802933254971,-0.4495031203312162,0.8026561066590434,-0.7484621051199398,-0.1705665621578149,0.41778414909773,1.536002907966404,-0.6976828253108379,-0.14088258634233616,0.16666666666666666,1
24,compsvi14,pencil,bowl,-0.12166736738870315,1.672698320953217,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.6105938269526342,0.7405245542059091,-0.7484621051199398,0.06817167142220154,-0.8605737851110681,0.6243112340470605,0.4423087291789491,1.2154070458986843,1.0,1
34,compsvi24,pencil,cup,-0.12166736738870315,1.672698320953217,1.6837178985981087,-0.3832424471159501,-0.5773736827661422,0.0805452133779567,0.7405245542059091,-0.7484621051199398,-0.33551577091467577,-0.9023288958978164,1.043719886463252,0.10789652882180144,1.843259548953181,0.6666666666666666,1
38,compsvi25,pencil (1),box,-0.12166736738870315,1.672698320953217,1.6837178985981087,-0.3832424471159501,-0.5053391764540857,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,1.4162092088765017,-0.3124233888433996,-0.6159708775391596,-0.006365186033100055,1.843259548953181,0.3333333333333333,1
39,compsvi26,cube,cup,-0.12166736738870315,1.672698320953217,0.02174500027980724,-0.3832424471159501,-0.5950595845540027,1.2996562829561276,-0.9059561524155018,-0.4506063329919444,1.815199414402468,-0.8083264118174508,-0.5103893706398057,0.1986108227638844,1.6090954509606419,0.16666666666666666,1
41,compsvi26a,pencil,lamp,8.205788000549202,-0.5968659206925575,0.2760862226958302,2.6050784063451293,-0.602573893987224,1.1406416009307978,-0.9059561524155018,-0.7484621051199398,3.1695669218104805,-0.5985728743697831,-0.3682060722371392,0.8529693097259172,0.07901952837517426,0.2727272727272727,1
45,compsvi34,pencil (1),mug,-0.12166736738870315,1.672698320953217,1.5698253701654223,-0.3832424471159501,-0.5758579264481054,-0.2374838008408223,0.8749312375461991,-0.7484621051199398,-0.3402950171975617,-0.9340049645986672,0.7994973843759052,0.6983641366581603,1.843259548953181,0.6666666666666666,1
46,compsvi34,pencil,mug,-0.12166736738870315,1.672698320953217,1.1395673531140684,-0.3832424471159501,-0.4975581924613212,-0.4495031203312162,-0.9059561524155018,-0.6943065166862483,1.8356447463774237,-0.7842121152204825,-0.3957836426511719,0.22468968260462174,0.8905519156985907,0.3333333333333333,1
52,compsvi46,pencil,bowl,-0.12166736738870315,1.672698320953217,1.6837178985981087,-0.3832424471159501,-0.602573893987224,0.6105938269526342,0.7405245542059091,-0.7484621051199398,0.2491328097676009,-0.8605736900523099,0.6243114750528579,0.4423089691257669,1.843259548953181,1.0,1
93,compsvo34v,book,board,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,0.6014579191946573,-0.4495031203312162,-0.9059561524155018,-0.7473410296076891,-0.3570435486078057,0.5616609026020611,-0.8740550690873288,-0.875450400627552,-0.8048462758895374,0.25,1
98,compsvo68a,balloon,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,0.20284734841869745,0.9027490683005109,-0.7484621051199398,-0.04307886993121034,0.962680531985478,-0.7561498753257893,0.3392417331090761,1.843259548953181,0.3333333333333333,1
100,compsvo69a,balloon,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5946032346488692,0.14549786896224368,1.0595337643971656,-0.7484621051199398,-0.18319232941200267,0.9777758627538724,-0.7606005293920143,0.29338957585288816,1.1811189630625032,0.3333333333333333,1
