,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
ground_lightsource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground_container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
support,0.2016094960510244,0.26303467818813664,0.05815820729557637,0.1763080479646205,0.09431867096355097,0.07038248062412326,0.048464656623866634,0.10480265088711907
ground_verticality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shortest_distance,0.07654954458078288,0.06513933825505956,0.02896566516571746,0.036987038102660574,0.016926560355123,0.007756194646030943,0.00026535547342091976,0.020911256551626775
contact_proportion,0.07791658230496645,0.01810975522824201,0.03271560836311667,0.09379478098667979,0.00847667403435269,0.016165243703666468,0.058141684595514574,0.0007258287198134948
above_proportion,0.015952001760410214,0.04962534712559809,0.017894880317451095,0.029098720574553483,0.02101550728262304,0.024888540175741696,0.03175630542133454,0.080425641170911
below_proportion,0.02239498279203671,0.027075755486343563,0.016178392951330552,0.010092622112160513,0.0008509636918700488,0.01342393807616896,0.027256551704692936,0.06241662040115757
bbox_overlap_proportion,0.07619356268357741,0.057670379882890005,0.030023280912325145,0.035294711138818574,0.025775310141445084,0.008890537395933535,0.005930417402619295,0.01504481055699548
horizontal_distance,0.05369685042636803,0.04192656102648912,0.0199870295849288,0.032345450444732006,0.015552567730129157,0.00901056460141729,0.0006064360619820055,0.03699452377802853
f_covers_g,0.07136545158159446,0.025234905036076345,0.02563303917147719,0.041802448815789636,0.0006842826228453786,0.004597358000973317,0.003528645353185565,0.002891486646415414
g_covers_f,0.08341175194923281,0.044840198678291476,0.04177161480773794,0.0232874491388015,0.034305208713242254,0.0014428510472257205,0.000757669615175865,0.003988620526706006
location_control,0.0921186750752388,0.03588364327894532,0.020592150519529333,0.09346705825444754,0.004442708063232598,0.004804466348636914,0.04152002683409257,0.034385811641176246
