,under-canon,under-near1,under-near2,under-far1
ground_lightsource,0.0,0.0,0.0,0.0
ground_container,0.0,0.0,0.0,0.0
support,0.02203031911110572,0.04236444224183603,0.02358729289701552,0.03087954966366195
ground_verticality,0.0,0.0,0.0,0.0
shortest_distance,0.009629603156566503,0.103530394416055,0.008510684099248527,0.0891190192650595
contact_proportion,0.0010359774744626796,0.09004821579406955,0.012659857730352898,0.013016291965819927
above_proportion,0.07495043931754554,0.008941227791776016,0.07216055365561784,0.14198450027533904
below_proportion,0.04689969178641374,0.08890004605459575,0.1183255319878048,0.06243264077335781
bbox_overlap_proportion,0.04493248756341158,0.12367433287039054,0.056179058305917795,0.07584323801379372
horizontal_distance,0.0069204921213664155,0.09431439191532881,0.010972627253683616,0.036068659967634545
f_covers_g,0.05995907476223158,0.027348909732641282,0.09505580376841706,0.11580966680796974
g_covers_f,0.09616261431046709,0.14204045489397563,0.07185723245616944,0.1299334795447852
location_control,0.00016361050603878706,0.02977306170702062,0.005478855624055978,0.050929612425457564
