,0
ground_lightsource,0.0136986301369863
ground_container,0.1643835616438356
support,0.3584290010456163
ground_verticality,0.0273972602739726
size_ratio,124.37137836769173
shortest_distance,0.061984422719178076
contact_proportion,0.07042330879452055
above_proportion,0.3592272117602741
below_proportion,0.27237129249315056
bbox_overlap_proportion,0.17944211714383562
horizontal_distance,0.37366994479452054
f_covers_g,0.5106734889041096
g_covers_f,0.5112366136917806
figure_lightsource,0.0136986301369863
figure_container,0.1643835616438356
location_control,0.4832884197874385
