,0
ground_lightsource,0.0004015008581309878
ground_container,0.00255600157856034
support,0.004935872903302334
ground_verticality,0.002090295138988617
shortest_distance,0.0022316786213042498
contact_proportion,0.0005195935043718678
above_proportion,0.0024470778299379528
below_proportion,0.0014282159949504398
bbox_overlap_proportion,0.002239416248038733
horizontal_distance,0.0008149116004423695
f_covers_g,0.0007217502569640388
g_covers_f,0.002727623496965763
location_control,0.0015090497557591542
