,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model
28,compsva14,table,box,0.0416961720047086,0.037331402950258635,0.2774022788525898,0.011734614761867412
29,compsva14,table,book,0.04718453591002097,0.04212679669310897,0.31116270604517154,0.20535745496943392
30,compsva15,balloon,book,0.040347540477875116,0.041548185951786235,0.30580996030164137,0.013006349479601683
31,compsva15,balloon,table,0.029659151850534776,0.06784878947547086,0.2906914911724862,0.010148433058018581
32,compsva15,balloon,pear,0.0356156168410583,0.03503169831258573,0.2672688111397643,0.013439199752938965
33,compsva15,book,balloon,0.1628517444730587,0.1552416389046111,0.3696068572025473,0.29171875156900906
34,compsva15,book,table,0.026999226047587508,0.05196413914837879,0.2029532447997277,0.00851079868959485
35,compsva15,book,pear,0.20158177504065813,0.13277912679447115,0.30852087855039906,0.2715554940342985
36,compsva15,table,balloon,0.21803717682196685,0.132370592325236,0.3023656900424914,0.34191588666652994
37,compsva15,table,book,0.06614961170071347,0.05283353429530517,0.33702396881005664,0.3034496483703782
38,compsva15,table,pear,0.21195776334080724,0.12964081968159544,0.3072280033734394,0.30488384816603625
39,compsva15,pear,balloon,0.14847447628528765,0.1356289686960382,0.3071658813703326,0.23919771457415137
40,compsva15,pear,book,0.030673626748636936,0.06579943229606272,0.25646571880030544,0.009670171318817145
41,compsva15,pear,table,0.02967184501573468,0.06258884037358321,0.24109270105039154,0.00919384584514319
42,compsva23,balloon,box,0.0411999603727622,0.043693462287896216,0.3181091568093569,0.012298746873917634
43,compsva23,balloon,book,0.040336790632489516,0.04153522439782268,0.3057332104350782,0.013008065795606162
44,compsva23,balloon,table,0.02965914987832488,0.0678487599621361,0.29069121603348663,0.010148435587403904
45,compsva23,box,balloon,0.1791759605082788,0.15499368683416648,0.3746339803916693,0.3057265138597258
46,compsva23,box,book,0.0329467846882243,0.033973439773573165,0.25909446961376764,0.010365696276479413
47,compsva23,box,table,0.0298726259174791,0.06392693979252304,0.24715393072765615,0.0093024720133541
48,compsva23,book,balloon,0.16284587703428227,0.15522254471517927,0.3695271721731171,0.29172883315710235
49,compsva23,book,box,0.0609571575229853,0.06864746257509555,0.4081784842367552,0.20262456958032052
50,compsva23,book,table,0.02811218812697028,0.053077490104020734,0.20375994819784496,0.008478897073786362
51,compsva23,table,balloon,0.21803732496848705,0.13237033923353722,0.3023644883201943,0.3419138089422769
52,compsva23,table,box,0.21211463477874354,0.13312890956030027,0.32151132745912875,0.3135350777843047
53,compsva23,table,book,0.06614920646741401,0.052834357539980316,0.3370665064954901,0.30347535621873467
54,compsva24,picture,bin,0.03236788020142232,0.03371262611199312,0.2601560710225447,0.00946093270205034
55,compsva24,picture,table,0.0567102174573599,0.0661527746327367,0.47810321601226,0.66176144226112
56,compsva24,bin,picture,0.3859828294394832,0.3361521128098072,0.26333478436904834,0.14195745121574513
57,compsva24,bin,table,0.1988294198934641,0.09996081517720104,0.4212226332811532,0.8064100023221639
58,compsva24,table,picture,0.05130742287788626,0.046045731462863886,0.3319809148977351,0.014144110788167998
59,compsva24,table,bin,0.04645122396104348,0.04071632191300526,0.3014815715734518,0.012835287429183545
60,compsva25,picture,bin,0.03740755811383532,0.03866419022382565,0.294281707519462,0.010481574046139634
61,compsva25,picture,table,0.0666177530885111,0.06776733518176897,0.5251138541818235,0.021347263080755158
62,compsva25,bin,picture,0.02721029527619033,0.057758163993505175,0.2694241608461191,0.009527960671280762
63,compsva25,bin,table,0.06719472574388162,0.0641981933318546,0.4763667502325959,0.023900026357917072
64,compsva25,table,picture,0.050441718624508816,0.04649306508120212,0.33321903068175523,0.01635649372741913
65,compsva25,table,bin,0.04719150163362847,0.04306883377657948,0.30662762165182905,0.01663919288216714
66,compsva34,balloon,bin,0.0366353443591398,0.04037863958475665,0.2974870249341745,0.010850374483334426
67,compsva34,balloon,table,0.030183724439954544,0.06908247477183754,0.30528322180234124,0.011453476134306737
68,compsva34,bin,balloon,0.16126110222941767,0.1562637360907805,0.34979178276499306,0.2608619642570947
69,compsva34,bin,table,0.21055130767866104,0.0915564218418263,0.3941669676648126,0.7803618621424895
70,compsva34,table,balloon,0.21630582884316155,0.1368858931069687,0.3265402127899566,0.34884824339942927
71,compsva34,table,bin,0.045985858780183436,0.04049709410478527,0.3013595849804418,0.012955650842791776
72,compsvi12,pencil,cup,0.03191264103565989,0.03578897781867885,0.27837305782457555,0.063458639199097
73,compsvi12,pencil,table,0.02980124823485932,0.06358371861464089,0.2479418790849399,0.009244039404864514
74,compsvi12,pencil,cube,0.04059558311241026,0.03793493864566165,0.27790231126309545,0.015086084856343576
75,compsvi12,cup,pencil,0.07614786460278553,0.072193641430486,0.5791882692284118,0.2070516067871657
76,compsvi12,cup,table,0.029785443077075518,0.06275684871061311,0.2431156066396496,0.009346023358339414
77,compsvi12,cup,cube,0.0572355638065695,0.05088340413399902,0.3480444532870177,0.017767975260594798
78,compsvi12,table,pencil,0.20711903041619453,0.12902068183848162,0.298735269158677,0.2810614521197142
79,compsvi12,table,cup,0.20524737549516686,0.12904810929885566,0.29566840609953804,0.2639498383553734
80,compsvi12,table,cube,0.20653438233969304,0.12891787362373947,0.29748409449567315,0.27233087788957777
81,compsvi12,cube,pencil,0.061933541870224734,0.05599864079550466,0.3573514142502546,0.015246629277078086
82,compsvi12,cube,cup,0.039970358439359616,0.041235484223422894,0.2791855326058588,0.011076953938555224
83,compsvi12,cube,table,0.02836586697057795,0.05692809044376877,0.21995856253107576,0.008957701090465644
84,compsvi13,table,pencil (1),0.2077055255841386,0.12931595628937884,0.3002254637968607,0.27509585678138654
85,compsvi13,table,pencil,0.06131688603708081,0.04935016202664458,0.32062825127827593,0.28403149665027416
86,compsvi13,table,mug,0.06265996979315726,0.04958294652081688,0.32184564936909216,0.27629935826915264
87,compsvi13,pencil (1),table,0.029626957715217037,0.06225796566212846,0.2391220652073476,0.00907830333248608
88,compsvi13,pencil (1),pencil,0.05389680063736396,0.05112958720417133,0.3506697584886209,0.017652082773387832
89,compsvi13,pencil (1),mug,0.07501996688283742,0.08653658610416654,0.280714742823078,0.07695206137082863
90,compsvi13,pencil,table,0.030053992471342238,0.06129121000487664,0.2320855668115292,0.009150430524977068
91,compsvi13,pencil,pencil (1),0.07222862553547876,0.06701147253119365,0.483337403151951,0.021214725225720203
92,compsvi13,pencil,mug,0.052224622901642224,0.05590056367852314,0.4603720107347933,0.014840945120778872
93,compsvi13,mug,table,0.02929902701606931,0.060179755847256676,0.23299752179941186,0.009383786224304537
94,compsvi13,mug,pencil (1),0.06588013751753427,0.06282770445182778,0.5382465754887726,0.37813422770491856
95,compsvi13,mug,pencil,0.060916371878736324,0.05436890746181732,0.3712375376031293,0.017721841249343697
96,compsvi14,bowl,ball,0.0627828204474476,0.054392871325274365,0.4157363967468504,0.014067167043932596
97,compsvi14,bowl,table,0.030225828055927783,0.06292099993843306,0.2404281875775233,0.009306601460695604
98,compsvi14,bowl,pencil,0.16595147276059494,0.16158610348773764,0.3851777682106732,0.25423262464639673
99,compsvi14,ball,bowl,0.0828747673759488,0.07848800430591707,0.2888281001735583,0.07927613884891445
100,compsvi14,ball,table,0.03159455048684414,0.06626072969061207,0.25026677796861724,0.009297270142336993
101,compsvi14,ball,pencil,0.060716088402208476,0.07157035851240892,0.4516246239671014,0.21084860151494797
102,compsvi14,table,bowl,0.0620450924252074,0.0495002976105756,0.3211311163563692,0.27592615189337955
103,compsvi14,table,ball,0.06464201361748552,0.05099917991145514,0.3353917924785134,0.26026597576233046
104,compsvi14,table,pencil,0.20829807042382525,0.1297928223135309,0.3034617711922959,0.2907003136395468
105,compsvi14,pencil,bowl,0.03601317001154659,0.03821819886029317,0.28967842503825564,0.011704928676085356
106,compsvi14,pencil,ball,0.07168207546468341,0.0601153462112961,0.43279303065280217,0.016339665715354282
107,compsvi14,pencil,table,0.029504897248954918,0.062158227409718166,0.2385728049557293,0.008932937765612948
108,compsvi14a,bowl,cube,0.06948701864948137,0.056436894830223634,0.3983214600242093,0.24609808019272952
109,compsvi14a,bowl,table,0.029622403694211943,0.06166367002647195,0.2368304438710788,0.00921821373565189
110,compsvi14a,bowl,pear,0.07665729248395813,0.06996297167724604,0.4851117089563762,0.25112302439874457
111,compsvi14a,cube,bowl,0.06617171902168036,0.08832871746817729,0.2817853434046765,0.07137610774461069
112,compsvi14a,cube,table,0.02960955962709831,0.06235373032861227,0.2393605688325967,0.009025362214709648
113,compsvi14a,cube,pear,0.06220113013810007,0.062155020546186025,0.4598127647603031,0.018974283592625707
114,compsvi14a,table,bowl,0.06197249798615575,0.049414645144921984,0.3206629704691013,0.27421495802808815
115,compsvi14a,table,cube,0.20747498410063667,0.12902736648472413,0.2993481591666253,0.2801340728557994
116,compsvi14a,table,pear,0.20726190181089044,0.12933956622193998,0.3001336507585649,0.27798480227863753
117,compsvi14a,pear,bowl,0.029516156086281806,0.03306010777085732,0.2837701542312146,0.010344396332730495
118,compsvi14a,pear,cube,0.046816690955892686,0.04447923039402833,0.31377336187014016,0.015208480069077159
119,compsvi14a,pear,table,0.02954238460163928,0.062277241878390725,0.2391696389060526,0.008966362937156264
120,compsvi15,jar,pencil,0.19241413643972505,0.14656639560910584,0.33381422171916864,0.27594307997221473
121,compsvi15,jar,table,0.027562824487106244,0.05447057184210733,0.2142115336862476,0.00900367925424772
122,compsvi15,jar,box,0.06347637039000698,0.05671760383298448,0.3822809286091325,0.02326030598550138
123,compsvi15,jar,pear,0.0586871918774433,0.05296370752942944,0.3308756823918461,0.01923751451117562
124,compsvi15,pencil,jar,0.031435414466391705,0.033941257698860264,0.22793625966258202,0.010998465827310755
125,compsvi15,pencil,table,0.02976374386958379,0.06377946276870491,0.24586980977914244,0.009147309175049871
126,compsvi15,pencil,box,0.05199094521670913,0.053175166433410366,0.3647581835322678,0.014485026300338568
127,compsvi15,pencil,pear,0.06014175713193379,0.05275261389588234,0.32987822886874696,0.019863661295194082
128,compsvi15,table,jar,0.06386929821327278,0.05052941941196228,0.3265088449555484,0.28492448552500166
129,compsvi15,table,pencil,0.21294600427796725,0.12955178925943495,0.3064686731028242,0.32000108813405787
130,compsvi15,table,box,0.0667883731886203,0.054009411266585726,0.3421054207664108,0.3167675734850841
131,compsvi15,table,pear,0.06704270918409685,0.05414760166874327,0.3510227667855869,0.2960307522427372
132,compsvi15,box,jar,0.06462768402530182,0.05535889013919066,0.3463654528295417,0.02045724858136156
133,compsvi15,box,pencil,0.18210966515272128,0.14667231950617265,0.3372871784680156,0.28811094359861894
134,compsvi15,box,table,0.02900057740517025,0.0597860326436385,0.23497947234790775,0.009587258478635013
135,compsvi15,box,pear,0.0669106774306991,0.058607796312747,0.4493527781830001,0.014129605465927288
136,compsvi15,pear,jar,0.05101383577267049,0.0474636142002733,0.3140886717827875,0.01857503065383241
137,compsvi15,pear,pencil,0.056614899480939625,0.05147421889555653,0.34428939395540226,0.016493625219568982
138,compsvi15,pear,table,0.030449312210101907,0.06447391215525848,0.2454074700820787,0.009343044685558922
139,compsvi15,pear,box,0.03361955695988101,0.0250170393821364,0.10717530849011876,0.031152132852048483
140,compsvi16,table,bowl,0.061411821425948615,0.048876734289751235,0.3179464484135533,0.26778727170922434
141,compsvi16,table,pear,0.06579340065490905,0.051014440851737904,0.3357740004447323,0.25571988124978023
142,compsvi16,table,pencil,0.2060819315468188,0.1290421592386498,0.2972572837273034,0.27420446116101904
143,compsvi16,bowl,table,0.02950169547502475,0.061023920352171364,0.2332623794890188,0.009073073725636717
144,compsvi16,bowl,pear,0.062406928309723275,0.05297425396286444,0.33639102945924165,0.019935843170250364
145,compsvi16,bowl,pencil,0.08192715975855051,0.07413052905953174,0.5388180682433422,0.23755279864064122
146,compsvi16,pear,table,0.03171710224369868,0.06633578198655793,0.2506423448216941,0.009569355823343149
147,compsvi16,pear,bowl,0.04913333223489538,0.045475660147308035,0.3193341454816932,0.01871912667029591
148,compsvi16,pear,pencil,0.062056591735854975,0.05394254992611317,0.34315797293217754,0.019791738932762714
149,compsvi16,pencil,table,0.029486166375936845,0.06198459243376354,0.2383281162350427,0.008937951492584703
150,compsvi16,pencil,bowl,0.03518800104940024,0.039219401361749874,0.3265490698437695,0.062465390617724936
151,compsvi16,pencil,pear,0.058777161558061085,0.051357236768109736,0.3236791273152823,0.019529563093226888
152,compsvi23,table,box,0.04721871691938884,0.04080021420033887,0.306323970363661,0.01295914952742865
153,compsvi23,table,box (1),0.04577779942614543,0.040977886719342056,0.3029917343239393,0.012592595613230784
154,compsvi23,box,table,0.15895503693793436,0.0783383671245342,0.28836923963404565,0.1326932157124608
155,compsvi23,box,box (1),0.03204529799996942,0.033131807487192216,0.24294536046970966,0.010815907235384645
156,compsvi23,box (1),table,0.20520998880971286,0.091820002348959,0.39804106306812176,0.7755554087408729
157,compsvi23,box (1),box,0.04075035630977173,0.04181495825358885,0.2842314759982314,0.19743501166691468
158,compsvi24,cup,table,0.02896971826407312,0.059044864369247364,0.2250295968464648,0.008893911082240915
159,compsvi24,cup,cube,0.057988839580056524,0.05143636669429389,0.3506186962783631,0.017892244841238972
160,compsvi24,cup,pencil,0.15005565493151635,0.15582215729785945,0.36531546979942464,0.22045454948116439
161,compsvi24,table,cup,0.2050905070835409,0.1290365294635825,0.2953893183658171,0.2627162585024265
162,compsvi24,table,cube,0.06119198518943383,0.0488493748658975,0.3181452648211987,0.2747820943155035
163,compsvi24,table,pencil,0.20856895580114704,0.12953888864370744,0.3003846159444512,0.298419509126722
164,compsvi24,cube,cup,0.0504674188277962,0.052056107875378614,0.4095018220761221,0.015168633627058791
165,compsvi24,cube,table,0.028862237722406182,0.058223880863622575,0.2239120469535148,0.009136594805275932
166,compsvi24,cube,pencil,0.14893667569021704,0.14199314759761636,0.33547058758122833,0.24068904574497504
167,compsvi24,pencil,cup,0.03441479994189268,0.034997293292407736,0.2571495361858023,0.010628117687014021
168,compsvi24,pencil,table,0.029301735457862733,0.06212952488456624,0.2392113002715897,0.00876587943151196
169,compsvi24,pencil,cube,0.03938915147731257,0.037152267163943,0.2798452843474831,0.014371636279020958
170,compsvi24a,pear,cup,0.033122966064745483,0.0332239054067932,0.27272087199982536,0.010363362900527138
171,compsvi24a,pear,table,0.0292941439763952,0.061754327411801785,0.2363704498592465,0.008752181913007275
172,compsvi24a,pear,cube,0.039819639135129536,0.03616583272585284,0.27510718220241703,0.01177218340747682
173,compsvi24a,cup,pear,0.0555405188490488,0.12233055185161938,0.464637509233569,0.011111226476860333
174,compsvi24a,cup,table,0.028970656299671632,0.059047988263572576,0.22503365703454545,0.008894208799209461
175,compsvi24a,cup,cube,0.0582930367977644,0.05055148524291531,0.3472392841097972,0.01641232357084172
176,compsvi24a,table,pear,0.20919561037305115,0.13009338987149852,0.30549083705866265,0.30057322514442936
177,compsvi24a,table,cup,0.2050604774714692,0.1290431922388127,0.29546327539101264,0.2627442227128188
178,compsvi24a,table,cube,0.20692675535033814,0.12889982719125692,0.29793409707531954,0.2750098667608996
179,compsvi24a,cube,pear,0.36601465106624426,0.33134448797011234,0.31881663989087483,0.16267136342138835
180,compsvi24a,cube,cup,0.03490905059044811,0.036975092223769115,0.2310460581463974,0.05408992106329115
181,compsvi24a,cube,table,0.02945667186314805,0.06099329080806446,0.2344546541696972,0.009240685569511535
182,compsvi25,jar,pencil,0.19282689991481608,0.14654874686520375,0.33401225112053623,0.27637534285794263
183,compsvi25,jar,table,0.02773827902496437,0.05439697335364803,0.21207111372471374,0.008897593236812839
184,compsvi25,jar,box,0.06301066236753165,0.05656585426967145,0.3816907150944046,0.02299484021044562
185,compsvi25,jar,pencil (1),0.05615591315623907,0.053397207389768366,0.3479207801618873,0.01693964461571752
186,compsvi25,pencil,jar,0.02849681154710305,0.03140484289714133,0.22289552059525014,0.010161169469862754
187,compsvi25,pencil,table,0.029841728593372814,0.06413957927114537,0.2479013369718973,0.009214562909605909
188,compsvi25,pencil,box,0.04660578618467112,0.04782086915573568,0.3372386994452365,0.013596867715421576
189,compsvi25,pencil,pencil (1),0.029184427467695964,0.02974006163586529,0.2341548195758025,0.011751099635469026
190,compsvi25,table,jar,0.0638687153747927,0.050533312013200535,0.32653345134026995,0.2849136612611494
191,compsvi25,table,pencil,0.21291121502152416,0.12955017238902494,0.3064453501210249,0.31979588975162376
192,compsvi25,table,box,0.2121261063055893,0.13235277822306432,0.31854425586175483,0.3129751876016863
193,compsvi25,table,pencil (1),0.21577013270552714,0.13025284337700374,0.3092865714260737,0.3229401335833929
194,compsvi25,box,jar,0.06512823316269528,0.05564794718553673,0.3480498360047443,0.020383044166549718
195,compsvi25,box,pencil,0.1819567447510788,0.1467190743595898,0.3374664095044534,0.2881110114038055
196,compsvi25,box,table,0.028647959379767836,0.05825108697390459,0.2265120580672708,0.009266392945386889
197,compsvi25,box,pencil (1),0.08082192908858181,0.06478094451030007,0.3912020276061745,0.01914884992705062
198,compsvi25,pencil (1),jar,0.0373886395797627,0.03769326737778285,0.2601361669209581,0.013144274443620544
199,compsvi25,pencil (1),pencil,0.1319516568449479,0.12667022560422392,0.27667365433498936,0.1954668645840376
200,compsvi25,pencil (1),table,0.029562389355258168,0.06319692604249134,0.2430172554496604,0.009162054266830756
201,compsvi25,pencil (1),box,0.04291990354811,0.04504761439797508,0.3738350818547821,0.014216640470549016
202,compsvi26,cup,table,0.02896939140111552,0.05904288996693556,0.2250192816068986,0.008893407728973122
203,compsvi26,cup,cube,0.05816556558310921,0.0517075456874215,0.3532706426062782,0.017881849578907823
204,compsvi26,cup,pencil,0.04175511618878488,0.03938877421106695,0.28694243561105104,0.01569946889519434
205,compsvi26,table,cup,0.06080106655949642,0.04837209241624907,0.3154911798850401,0.26455145488056686
206,compsvi26,table,cube,0.06121738820653065,0.04890690565205137,0.3184363984768228,0.2758028356870209
207,compsvi26,table,pencil,0.0638255966148745,0.0505741303192576,0.3266882634337158,0.28579030654177295
208,compsvi26,cube,cup,0.05221434697387282,0.05377311252395653,0.4199440669284816,0.01569601817839987
209,compsvi26,cube,table,0.029245384173317405,0.05891583489312454,0.2258126850831721,0.009188722599896502
210,compsvi26,cube,pencil,0.04431973664725845,0.04224486172161218,0.3050899319638948,0.016228232516735577
211,compsvi26,pencil,cup,0.061839809647684686,0.05464431879459574,0.3462261431027975,0.019533851562945636
212,compsvi26,pencil,table,0.0212169846160862,0.03717209215453071,0.14978065455202053,0.006453957502923859
213,compsvi26,pencil,cube,0.057775745251491935,0.05249034044137302,0.3286547675226785,0.01870157995258407
214,compsvi26a,lamp,pencil,0.04753570078044495,0.04360164462846508,0.3100484828338041,0.014036066560475636
215,compsvi26a,lamp,bowl,0.04065935952677124,0.0401295522097746,0.2845502556271968,0.015151836160254875
216,compsvi26a,lamp,table,0.0354813541899593,0.0732737124289757,0.265080072638741,0.009691248544343592
217,compsvi26a,pencil,lamp,0.05394713151783487,0.061882987761787564,0.4480514324772467,0.0966533523489441
218,compsvi26a,pencil,bowl,0.05254357184974523,0.05029798798484138,0.3187925335503079,0.017147592500274252
219,compsvi26a,pencil,table,0.02963193177934975,0.06250328327860408,0.2381970124236571,0.009110457527743242
220,compsvi26a,bowl,lamp,0.05322686335020148,0.05050131471861546,0.3195850215479173,0.01725077126867653
221,compsvi26a,bowl,pencil,0.05136723497510468,0.04990399726101249,0.33421348852660226,0.016289841067098756
222,compsvi26a,bowl,table,0.029768866478989606,0.0624421111424334,0.2414834918629445,0.009377764035156782
223,compsvi26a,table,lamp,0.06676518448098599,0.054709379252111584,0.3519594774308122,0.23436340394354013
224,compsvi26a,table,pencil,0.21544141764360256,0.13024411658705012,0.3099218053959677,0.33459539128018234
225,compsvi26a,table,bowl,0.061757409151988726,0.049192261450647895,0.3195554750629687,0.2715875217590259
226,compsvi3,table,pencil,0.06129793136204064,0.04932750364103655,0.320521330502647,0.2838095312306817
227,compsvi3,table,pear,0.06337136224650065,0.04988116683076002,0.32371643914303805,0.28193100800232546
228,compsvi3,table,mug,0.06262860068829505,0.04955042291993054,0.32169058651277593,0.276027372781329
229,compsvi3,pencil,table,0.03046234521162847,0.06220089682874835,0.23495999576300275,0.009244262133814381
230,compsvi3,pencil,pear,0.05908902905005976,0.052174416618361766,0.327013147214342,0.019208893954678712
231,compsvi3,pencil,mug,0.052626706613058384,0.056151819147323055,0.4633264534742453,0.015162442602725755
232,compsvi3,pear,table,0.030360354282304488,0.0644619101891515,0.2486652322904128,0.009649472946877496
233,compsvi3,pear,pencil,0.04890970506178436,0.045013830706164736,0.30603499116112065,0.017484810303527446
234,compsvi3,pear,mug,0.05404457214941416,0.04771420885257655,0.31255005617241605,0.018907248755912032
235,compsvi3,mug,table,0.029311191469910163,0.06049936325239474,0.23533016385375485,0.00947856320690143
236,compsvi3,mug,pencil,0.061226187818657775,0.05440777913031765,0.3699994523142535,0.01782484312198868
237,compsvi3,mug,pear,0.05636687770873437,0.049210011840907855,0.3163912079040116,0.019930519076297865
238,compsvi34,table,pencil (1),0.2100663873528255,0.12969049367064742,0.3050160898045062,0.30250110428501864
239,compsvi34,table,pencil,0.061324119864499885,0.049359305856143,0.320674064704839,0.28413642234368214
240,compsvi34,table,mug,0.06265310586700742,0.049570895967597686,0.3217876929010011,0.276154280479816
241,compsvi34,pencil (1),table,0.029542545302996832,0.06258266091404305,0.2402953732454265,0.008954680596826112
242,compsvi34,pencil (1),pencil,0.041140003713735135,0.039084741517266576,0.2914136589526532,0.01447668555253196
243,compsvi34,pencil (1),mug,0.033026516026609526,0.035686269518372636,0.26351678571937404,0.010105318031430737
244,compsvi34,pencil,table,0.030247657927216762,0.06096239786609772,0.2295637126768261,0.009120957376145907
245,compsvi34,pencil,pencil (1),0.15583793041859284,0.14956110564110145,0.3572090913929816,0.2535984670672289
246,compsvi34,pencil,mug,0.0521755761314871,0.055773644559764975,0.4611624382151852,0.01493414645951478
247,compsvi34,mug,table,0.028988634414841237,0.05909160818603011,0.22752934232923866,0.009189003859830243
248,compsvi34,mug,pencil (1),0.16694110736140402,0.15462445743458286,0.3658780059824607,0.2454626122471558
249,compsvi34,mug,pencil,0.061448087993530985,0.054774440209373464,0.3736008206467902,0.01782074441343798
250,compsvi36,table,pencil,0.06129793114773895,0.04932750340535993,0.3205213021413816,0.28380953072329235
251,compsvi36,table,pear,0.06337135078207054,0.04988115822470668,0.3237163798709163,0.28193100303412777
252,compsvi36,table,mug,0.06262852103275646,0.04955036351578751,0.3216902340445663,0.2760273422108448
253,compsvi36,pencil,table,0.030452517240092538,0.062185307804643965,0.23492996933155946,0.009243799939584834
254,compsvi36,pencil,pear,0.05908897779399192,0.05217435992755465,0.3270129115720171,0.019208814174306383
255,compsvi36,pencil,mug,0.052627084840908736,0.056152413634416885,0.4633290604133944,0.015162656263282606
256,compsvi36,pear,table,0.030342687382977244,0.06440600858523728,0.2484265165275888,0.00964041428386047
257,compsvi36,pear,pencil,0.04890970506178436,0.045013830706164736,0.30603499116112065,0.017484810303527446
258,compsvi36,pear,mug,0.054022557307020665,0.047687802728393985,0.31224034573216763,0.018894241809577467
259,compsvi36,mug,table,0.02925619770740605,0.0603227319117331,0.23462851534767834,0.009448856257755935
260,compsvi36,mug,pencil,0.061226184904299735,0.054407756655971175,0.3699979981325983,0.017824804813715733
261,compsvi36,mug,pear,0.05634358417794876,0.04919230453415272,0.31626572715904955,0.0199257398161639
262,compsvi45,table,pencil,0.06132130387232774,0.049357082561889455,0.32066400460133115,0.2841348560582698
263,compsvi45,table,cup,0.06440566075745925,0.05045496235553204,0.3322171698024182,0.24795087494051105
264,compsvi45,table,mug,0.062660092107011,0.049576173757848584,0.3218115077702306,0.2761574386692457
265,compsvi45,pencil,table,0.030283049564990037,0.061103650599192816,0.2303252845427112,0.009150028296716989
266,compsvi45,pencil,cup,0.057876868038846674,0.06128611037838664,0.4998395533629317,0.4646379222281485
267,compsvi45,pencil,mug,0.05266620226448992,0.056311764651564136,0.4650536864138067,0.015026660216334087
268,compsvi45,cup,table,0.029628519349902568,0.0606811682487105,0.23105193260244455,0.00907396304980602
269,compsvi45,cup,pencil,0.05269058085492491,0.04743214040382336,0.329421661827512,0.015925144459321975
270,compsvi45,cup,mug,0.0593589414768023,0.05363991635693847,0.3669836192508652,0.01990106008361447
271,compsvi45,mug,table,0.028932402373435032,0.05886042112938415,0.2262373278142073,0.009139041562512131
272,compsvi45,mug,pencil,0.05872692469339527,0.05301145341864481,0.3649706100913832,0.017821752886999574
273,compsvi45,mug,cup,0.05493845985003641,0.05176214930064052,0.3905286501024776,0.01897730727573508
274,compsvi46,bowl,ball,0.06347053547827779,0.05395998354299469,0.3454558959319119,0.019711263683183586
275,compsvi46,bowl,table,0.030060944494307525,0.062201957560256524,0.23647606502520366,0.009165575732631907
276,compsvi46,bowl,pencil,0.16461777056594118,0.1638932034942705,0.39124089375156745,0.25431458736766044
277,compsvi46,ball,bowl,0.05296905346535838,0.04932531704158262,0.34040152538059804,0.019704902612796022
278,compsvi46,ball,table,0.03153108493179898,0.06593513166725339,0.2484270054871028,0.009242981039460436
