,Distinct Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Median Distinct Model
0,0.8666666666666667,0.8533333333333334,0.7866666666666666,0.88,0.8266666666666667
1,0.8661971830985915,0.8591549295774648,0.8169014084507042,0.9014084507042254,0.795774647887324
2,0.8735632183908046,0.9080459770114943,0.8620689655172413,0.8505747126436781,0.8850574712643678
3,0.7699115044247787,0.8230088495575221,0.8584070796460177,0.8761061946902655,0.8230088495575221
4,0.8527131782945736,0.8449612403100775,0.8527131782945736,0.8914728682170543,0.8372093023255814
5,0.9823008849557522,0.9026548672566371,0.8849557522123894,0.9469026548672567,0.9292035398230089
6,0.8625,0.875,0.8875,0.95,0.8625
7,0.9734513274336283,0.9469026548672567,0.9380530973451328,0.9469026548672567,0.8938053097345132
8,0.8928571428571429,0.8571428571428571,0.9821428571428571,0.9107142857142857,0.8571428571428571
9,0.9393939393939394,0.9242424242424242,0.8636363636363636,0.9696969696969697,0.7727272727272727
10,0.9183673469387755,0.9183673469387755,0.7959183673469388,0.8979591836734694,0.7755102040816326
11,0.8532110091743119,0.908256880733945,0.8715596330275229,0.8073394495412844,0.8623853211009175
12,0.8376623376623377,0.8441558441558441,0.8376623376623377,0.8636363636363636,0.8311688311688312
13,0.8571428571428571,0.8181818181818182,0.8311688311688312,0.8701298701298701,0.7792207792207793
14,0.9136690647482014,0.935251798561151,0.9424460431654677,0.9568345323741008,0.9640287769784173
15,0.8727272727272727,0.8909090909090909,0.6909090909090909,0.8181818181818182,0.7818181818181819
16,0.8617021276595744,0.851063829787234,0.925531914893617,0.8723404255319149,0.776595744680851
17,0.8712871287128713,0.9306930693069307,0.8811881188118812,0.9207920792079208,0.8514851485148515
18,0.9080459770114943,0.9425287356321839,0.9770114942528736,0.9080459770114943,0.9425287356321839
19,0.926605504587156,0.8348623853211009,0.8623853211009175,0.8807339449541285,0.908256880733945
20,0.8782608695652174,0.8608695652173913,0.9043478260869565,0.8434782608695652,0.8434782608695652
21,0.8026315789473685,0.881578947368421,0.8552631578947368,0.8947368421052632,0.8552631578947368
22,0.8144329896907216,0.9381443298969072,0.865979381443299,0.9587628865979382,0.9278350515463918
23,0.927710843373494,0.8674698795180723,0.9036144578313253,0.8795180722891566,0.7831325301204819
24,0.9807692307692307,0.9423076923076923,0.9134615384615384,0.9807692307692307,0.8942307692307693
25,0.8266666666666667,0.9733333333333334,0.9333333333333333,0.8133333333333334,0.8
26,0.9326923076923077,0.8365384615384616,0.8557692307692307,0.8846153846153846,0.8173076923076923
27,0.9072164948453608,0.8041237113402062,0.9072164948453608,0.8556701030927835,0.8144329896907216
28,0.8833333333333333,0.9083333333333333,0.9083333333333333,0.9416666666666667,0.8833333333333333
29,0.8252427184466019,0.7864077669902912,0.941747572815534,0.912621359223301,0.883495145631068
30,0.8181818181818182,0.8787878787878788,0.8484848484848485,0.797979797979798,0.8484848484848485
31,0.8735632183908046,0.7931034482758621,0.9080459770114943,0.8390804597701149,0.7241379310344828
32,0.8617021276595744,0.7659574468085106,0.7978723404255319,0.8829787234042553,0.8191489361702128
33,0.8,0.8923076923076924,0.8769230769230769,0.9076923076923077,0.8153846153846154
34,0.967479674796748,0.8617886178861789,0.9105691056910569,0.9349593495934959,0.943089430894309
