,support,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
0,1.6509878592065301,-0.5712252268324239,-0.44950312033121603,1.2692212394067899,-0.7484621051199399,-0.34557358567295393,-0.7129907286563121,1.1166660752779298,0.28164201959962,0.729427314154163
1,1.68371789859811,-0.602573893987224,2.48457044660352,1.2428633263776399,-0.7484621051199399,0.886737727950778,-0.606570357796776,-0.285578680528638,1.3275944330716298,-0.675903805076699
2,1.68371789859811,-0.602573893987224,0.001892861481619,1.2693591808962401,-0.7484621051199399,-0.31158269863841,-0.7917352934686221,-0.7050192662130259,1.52401777749451,0.014782098484513001
3,1.68371789859811,-0.593021014031972,0.9840589501397992,1.31175268118854,-0.7484621051199399,-0.357043548607806,0.9620683535840391,0.40320769511619703,0.753918543492585,1.21166503121299
4,1.68371789859811,-0.602573893987224,0.001892861481619,1.2693591808962401,-0.7484621051199399,-0.31158269863841,-0.7917352934686221,-0.7050192662130259,1.52401777749451,0.034552583439895
5,1.68371789859811,-0.580259757325228,-0.39199651038724603,1.11732348649587,-0.7484621051199399,-0.316408778101937,-0.676804901370776,0.999008249867153,0.203624751468888,1.57628704707035
6,1.68371789859811,-0.21085932567517898,-0.44950312033121603,1.31175268118854,-0.7484621051199399,-0.357043548607806,-0.897709173341891,1.5360029079663997,0.33425875754357,-0.18791057664594799
7,1.37388140178845,-0.23279427277511802,-0.44950312033121603,0.868210914467729,-0.7484621051199399,-0.100971603857729,-0.914764710758743,1.5360029079663997,0.317962769411854,0.063280406920118
8,1.67881260046738,-0.583057254810394,0.024028543696596,1.31175268118854,-0.7484621051199399,-0.357043548607806,-0.908033657140912,-0.842946233524157,1.52401777749451,0.8751344621401601
9,1.6802376962715802,-0.579880933965726,1.29965628295613,1.31175268118854,-0.7484621051199399,-0.357043548607806,-0.810052108509953,-0.8646490851742511,1.52401777749451,1.42789862699584
11,1.68371789859811,-0.602573893987224,0.610593826952634,0.7405245542059091,-0.7484621051199399,0.068171671422202,-0.8605737851110681,0.6243112340470601,0.442308729178949,1.2154070458986799
12,1.68371789859811,-0.600036154813673,0.812733684234133,1.26141046889484,-0.7484621051199399,0.690259169642278,-0.879601164368355,0.196300602699168,0.956182433407838,1.4842107704072698
13,1.68371789859811,-0.5773736827661421,0.080545213377957,0.7405245542059091,-0.7484621051199399,-0.33551577091467605,-0.902328895897816,1.04371988646325,0.10789652882180101,1.84325954895318
18,1.56982537016542,-0.575857926448105,-0.23748380084082196,0.8749312375461991,-0.7484621051199399,-0.340295017197562,-0.934004964598667,0.7994973843759051,0.6983641366581601,1.84325954895318
19,1.68371789859811,-0.602573893987224,0.610593826952634,0.7405245542059091,-0.7484621051199399,0.249132809767601,-0.8605736900523101,0.6243114750528579,0.44230896912576706,1.84325954895318
20,1.68370888193095,-0.602508761112964,3.0488156862434703,0.202898264386517,-0.7484621051199399,0.492963992628906,-0.860277030680383,-0.7879293818228149,1.52401777749451,1.11388507554305
21,1.68169261643639,-0.6025681229689389,2.36659804081692,1.30392727379828,-0.7484621051199399,-0.35607057385824503,-0.31877103246676397,-0.686579165512615,1.52401777749451,0.8258756388918191
22,1.68371789859811,-0.6024179566779211,1.04001875743353,1.25645344610997,-0.7484621051199399,-0.332580261668844,0.9474673283571791,-0.7883318856055629,0.486596913076637,1.34631085585545
