,in-canon,in-near1,in-near2,in-far1
ground_lightsource,-0.12166736738870321,-0.152133667515305,-0.31684210257474815,-0.1971763079771286
ground_container,1.6726983209532145,1.5896654828442216,2.5592468528460954,2.0156850316032653
support,0.48885309562261614,0.9470316694944804,2.3783416079358632,1.8346398986943995
ground_verticality,-0.3832424471159495,-0.43790685297194565,-0.7334362971309205,-0.5187249755795174
shortest_distance,-0.602573893987224,-0.6410442395113285,-0.8490245450010193,-0.6717065781743006
contact_proportion,4.267926615888889,2.5878018611438427,0.5194046437478481,1.239155094899995
above_proportion,-0.2507239869519946,-0.25873020292641924,1.3625852505626566,0.4231283912575734
below_proportion,-0.7484621051199398,-0.7811116126204414,-0.9576230125450269,-0.823425585734427
bbox_overlap_proportion,3.5434916330605963,2.928608832720815,0.2622418360890658,1.6761770995110141
horizontal_distance,-0.7640150626614379,-0.9781914794312483,-1.0246990220322185,-1.0474258498302345
f_covers_g,0.21914421673177326,-0.27941127661992193,2.4675110181422824,0.1867554162190363
g_covers_f,1.5157075793798147,1.591919595468455,-0.024620425319577477,0.8865611492073752
location_control,1.8128552119951067,1.2096992499953185,2.271415937674087,1.483351920267787
