,inside-canon,inside-far1
ground_lightsource,-0.3094634660612981,-0.2637696056340923
ground_container,1.5067608085530446,2.298809659891646
support,0.7573215115188425,2.111655612149029
ground_verticality,-0.7201971187811052,-0.6382105394741234
shortest_distance,-0.8082831162480227,-0.7632723888797736
contact_proportion,4.1436801754461605,1.5001852790075922
above_proportion,-0.7596225716415981,0.5625238659428633
below_proportion,-0.9375095293884401,-0.8946990359727328
bbox_overlap_proportion,5.2095033130084145,1.7239837384582741
horizontal_distance,-0.9066142316380301,-1.1606094783974357
f_covers_g,-0.01748720196720943,0.5692376533039587
g_covers_f,2.0140076674938143,0.9456992301744502
location_control,2.2041471502584082,1.6753713055485082
