,over-canon,over-near1,over-near2,over-far1
ground_lightsource,-0.27524748687936196,-2.8974858233680036,-0.5227993302246384,-1.803380245817746
ground_container,1.856402803627412,-4.127299185474886,-0.5310638010472711,3.1591155806162883
support,-0.5539297056418241,-6.080512593090845,-0.059175436553302485,-0.68761045336004
ground_verticality,-0.6312485835199944,-4.865723727307568,-0.8374467125959171,1.2990843597696369
shortest_distance,-0.4709696338826609,-2.420671417600831,0.1510837353409904,0.8690245085005545
contact_proportion,-0.7515742382787256,-5.909158881752881,-0.19514917818594502,7.341130848642183
above_proportion,1.2434965529163828,-4.5809021295520775,2.5106336681253656,-2.504819948450615
below_proportion,-0.8917421880560369,10.115972530974572,-1.1226916674751672,1.1497325833486236
bbox_overlap_proportion,-0.5366967719480316,-7.342398991826163,-1.052166380049678,4.142302612582997
horizontal_distance,0.5388907279546504,-2.3078902881276657,-0.13019640556372697,-1.0494856039647122
f_covers_g,2.0576315696722034,12.932226978417487,-0.4610156771447079,-0.5295631958610441
g_covers_f,-0.8560209387169775,-6.45664220588445,1.2512550704787255,2.2251039402496007
location_control,-0.639838338833215,-8.543866386112606,-0.22052623853164044,-0.22441646930533748
