,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
ground_lightsource,-0.13109260061553238,-0.16522885833140738,-0.18459524170561484,-0.1365481572847506,-0.1903441186010792,-0.12166736738870282,7.488822901043581,2.2575827163491717
ground_container,-0.49475800640340384,0.0429874604940781,-0.028045663655392954,-0.43565543574293486,0.582024851802771,1.6726983209532182,-0.14201177018297118,1.038001127463511
support,1.746391911048413,1.9643871185445456,1.1601781434181426,1.7508153209249846,1.3823687759565528,1.6837178985981085,0.37154430559123763,1.0534049132329624
ground_verticality,-0.40353600841841786,-0.10654978051639807,-0.5187330651570077,1.314431144061557,-0.5311110278971082,-0.38324244711594924,2.257894452883341,0.9424191497051113
shortest_distance,-0.6248713833813058,-0.6593890391936905,-0.7515016539762829,-0.6377788317964976,-0.4863861822478151,-0.5053391764540855,-0.7211526042435077,-0.9947007424034157
contact_proportion,2.53138218755604,0.42550545038177023,2.7304946561628136,4.8585951842335735,-0.4285524503940189,-0.44950312033121675,3.226855208293514,0.341182648392208
above_proportion,1.1233741686025378,1.407558099581674,1.334511595212868,-0.6214175744737327,1.396601170621556,-0.9059561524155022,-0.956513344298664,-1.2301818788562686
below_proportion,-0.7681610582193455,-0.8395066179048141,-0.8799828022720777,-0.779563296484617,-0.8919980865215602,-0.7484621051199399,-0.8531810281834005,-1.046039246808351
bbox_overlap_proportion,0.022396570306051355,-0.3977524770651899,0.33868746730926536,3.1520220826770746,-0.40155616616119605,1.416209208876503,3.3427673839038725,2.453351085554393
horizontal_distance,-0.39996594246334505,-0.3264267833431883,-0.5807588270676659,-0.7746583025169008,-0.11445722167864752,-0.31242338884339965,-0.9334173422299147,-1.3940482402493122
f_covers_g,-0.6525656847792035,-0.13380817650331375,-0.43342428508362385,-0.7588995862227674,0.3965949451331584,-0.6159708775391591,-0.40061996312223763,-0.4966089326501242
g_covers_f,1.5461919208295678,0.986133407788039,1.8273671295918223,1.3094509251833577,0.9387862012970223,-0.006365186033100035,0.9202220405894602,0.2611822908702539
location_control,1.0089248082437423,1.3524701533484644,1.4425634431197438,1.494307637946223,1.1022113450202748,1.8432595489531804,0.9960661618487314,0.8121910943369132
