,under-canon,under-near1,under-near2,under-far1
ground_lightsource,-0.31801329608948503,0.7771737225836618,-0.22762941059237507,-0.252984087949491
ground_container,-1.2746859671593322,-0.641585119634529,-0.9626651889701345,-1.0501939128813922
support,-1.5880953242032028,-0.2774756517265583,-1.1465412983196903,-1.270505917096679
ground_verticality,3.2130257904250707,-0.08083553161064226,3.0029734167580657,0.20399448467460907
shortest_distance,2.4937270670664997,-0.4912445479409473,1.7650950525770086,-0.5209821079609247
contact_proportion,-1.343419050992146,-0.21553877292845458,-0.9319228939008148,-0.43209369267387965
above_proportion,-1.82069676727443,-0.9663061933288802,-1.3996143871097722,-1.5177373006260604
below_proportion,3.406034321857587,-0.5243533458611336,2.5904908858805946,0.7141398898070593
bbox_overlap_proportion,-0.9534205118867114,3.891307133293407,-0.6788904133061642,-0.03531118656138521
horizontal_distance,0.7829187170556045,0.12210547372028796,0.5794655959627307,-0.030931540029310915
f_covers_g,0.8079755514907666,-0.47192654092598046,1.4370488280600682,0.873773263024054
g_covers_f,1.635092886901272,1.3016105235452193,-1.184816140180653,-0.814279120000902
location_control,-2.005314088182399,0.022608274680228302,-1.4528611116513792,-1.114254234665333
