,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,-0.7355328526216104,-0.846900302411562,0.023868850524488727,0.8244026807781807,0.023868850524488727,-0.0518117933227448,0.023868850524488727,-0.8818014195250123
ground_container,5.799502363532751,6.548186974511595,0.5748417970664367,0.95007422325081,0.5748417970664367,0.4274680383320256,0.5748417970664367,1.0552507940995475
support,4.103682032405596,4.971922546341363,0.1192238355968861,0.6978203653996917,0.1192238355968861,0.005282450475186884,0.1192238355968861,-3.2096546811030855
ground_verticality,-1.8518199414322032,-2.118249206955846,0.14486622276673486,1.0653344163290925,0.14486622276673486,0.038557276445719824,0.14486622276673486,-0.06003469340983958
shortest_distance,-2.0111758802671384,-2.196131827177019,-0.6692748288505173,-0.890581859799086,-0.6692748288505173,-0.6210741247995415,-0.6692748288505173,-0.48638784557112724
contact_proportion,5.981397208800054,-0.5352258776466621,0.6551143334209255,5.893063392405894,0.6551143334209255,-0.17572649888536562,0.6551143334209255,-2.5223951034692256
above_proportion,0.5536280038009105,3.047143802552582,-0.9698853493698024,-1.408962757341246,-0.9698853493698024,-0.9354000904827362,-0.9698853493698024,-1.8647598639167
below_proportion,-1.8978760982985514,-2.106402735245112,-0.7041528999183428,-0.9269848058659319,-0.7041528999183428,-0.6607568113457546,-0.7041528999183428,-0.24127459199993906
bbox_overlap_proportion,6.806351762510085,-1.0645761596627397,1.3521320319656962,3.830506110871422,1.3521320319656962,0.9150983909673457,1.3521320319656962,2.953941862117117
horizontal_distance,-3.357256802623965,-3.711266387200267,-0.20953018920363517,-1.1645726074588663,-0.20953018920363517,-0.06197110329037783,-0.20953018920363517,3.9004830679181457
f_covers_g,0.5512716258991692,2.691407620591125,-0.6920924615452281,-0.8614213019861292,-0.6920924615452281,-0.6876234750563177,-0.6920924615452281,-1.8229401532524876
g_covers_f,3.849996334161724,1.599574742716726,-0.14600969365463617,0.7391057097020035,-0.14600969365463617,-0.3138830737737033,-0.14600969365463617,-1.9179804455644673
location_control,4.263850409370547,5.648844786685142,0.9974624357013253,1.92807160155116,0.9974624357013253,0.8566969705238614,0.9974624357013253,-3.661064073624542
