,above-canon,above-near1,above-near2,above-far1
ground_lightsource,-0.600636718558702,-1.5306511389703874,-0.2766151752142829,-1.56815221844372
ground_container,0.1785522187478054,3.198869502970983,-0.1458090019672276,1.2510192690267348
support,2.3928083283605015,4.511321934386801,0.06535627954765655,-2.471338903823111
ground_verticality,0.6648164225129376,1.062301045989949,-0.614922746831724,0.2287968435104854
shortest_distance,-0.48958384214894124,-1.6880757882431479,-0.06718066484977005,0.8469420704732018
contact_proportion,-0.2416336453440623,5.451181889598018,0.07002208683465394,1.7726037294717125
above_proportion,2.798586854901565,-1.7420828136717426,1.6610141367798374,-1.7643369041772243
below_proportion,-1.2377304620997966,-2.057463609102694,-0.9067416676165071,0.13052336132015974
bbox_overlap_proportion,-1.2130182780207497,6.263145717606803,-0.5992951318460233,0.7149832260583351
horizontal_distance,-1.561290202719308,-3.0618562992024003,0.32670397485590474,2.417008368352228
f_covers_g,0.2851681479009475,-1.1944596592389787,-0.22460510748458878,-1.3854073284953101
g_covers_f,1.7347062665605735,1.6035471202567264,0.7480536326406214,0.5048856231101587
location_control,1.0048718448859257,3.2021568799932076,0.009947933146463805,-2.9187652249083635
