Scene,Figure,Ground,horizontal_distance_normalized,ground_lightsource,ground_container,support,location_control_x,location_control_z,ground_verticality,figure_volume,ground_volume,size_ratio,shortest_distance,shortest_distance_normalized,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_projection_overlap_proportion,location_control_-x,location_control_-z,horizontal_distance,f_covers_g,g_covers_f,figure_lightsource,figure_container
sv_modtypo2,table,mug,0.01776047,0,1,0.00030447060000000003,0.0001797819,0.00012984770000000001,0.0,1.486769,0.01087808,136.6756,0.1043107,?,0.0,0.0,0.5613208,0.000135329,?,0.0001515464,0.00021732099999999997,0.2486466,1.0,0.02598682,0,0
sv_modtypo2,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.486769,1.486769,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo3,pear,pear,0.0,0,0,0.0,1.0,1.0,0.0,0.01190878,0.01190878,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo3,pear,bowl,0.002375753,0,1,0.0,1.0,1.0,0.0,0.01190878,0.007941206,1.499619,9.793e-05,?,0.1182796,0.609319,0.0,0.434501,?,1.0,1.0,0.03326055,0.6515859,0.9869833,0,0
sv_modtypo3,pear,table,0.006899954,0,0,1.0,0.3617754,1.0,0.0,0.01190878,1.48743,0.008006283000000001,0.02029997,?,0.0,1.0,0.0,0.07402264,?,1.0,1.0,0.09659936,0.02427477,1.0,0,0
sv_modtypo3,bowl,pear,0.002375753,0,0,0.0,0.01685044,0.004556779,0.0,0.007941206,0.01190878,0.6668361,0.0,?,0.4163541,0.0,0.0,0.6515859,?,0.03003698,0.0005364716,0.03326055,0.9869833,0.6515859,0,1
sv_modtypo3,bowl,bowl,0.0,0,1,0.0,1.0,1.0,0.0,0.007941206,0.007941206,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypo3,bowl,table,0.009231864000000001,0,0,0.9958521,0.9806277,1.0,0.0,0.007941206,1.48743,0.005338878000000001,0.0,?,0.06739185,0.9969993,0.0,0.000208496,?,1.0,1.0,0.1292461,0.03676996,1.0,0,1
sv_modtypo3,table,pear,0.006899954,0,0,0.0002844053,0.0033290190000000003,0.002884868,0.0,1.48743,0.01190878,124.9019,0.04973936,?,0.0,0.0,0.5424528,0.000592646,?,0.007079037,0.0005944686,0.09659936,1.0,0.02427477,0,0
sv_modtypo3,table,bowl,0.009231864000000001,0,1,0.0006470376,0.31812690000000005,0.2077494,0.0,1.48743,0.007941206,187.3053,0.05344633,?,0.0,0.0,0.8066038,1.113e-06,?,0.03782801,0.11588789999999999,0.1292461,1.0,0.03676996,0,0
sv_modtypo3,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.48743,1.48743,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo4,clock,clock,0.0,0,0,0.0,1.0,1.0,1.0,0.000586385,0.000586385,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo4,clock,board,0.03094297,0,0,0.9759568999999999,1.0,1.0,1.0,0.000586385,0.1729494,0.003390498,0.0,?,0.9622541,0.0,0.0,0.8224689,?,1.0,0.7434221999999999,0.4332016,0.0173582,0.8224689,0,0
sv_modtypo4,clock,table,0.01159184,0,0,0.9837445,0.9825835999999999,1.0,0.0,0.000586385,1.487324,0.000394255,0.8337846,?,0.0,1.0,0.0,0.0,?,0.8962111999999999,1.0,0.1622857,0.001618672,1.0,0,0
sv_modtypo4,board,clock,0.03094297,0,0,0.005399778,0.5553745,0.09242237,1.0,0.1729494,0.000586385,294.9419,0.0,?,0.3342776,0.09348442,0.1416431,0.0027885790000000002,?,0.8876965,0.131639,0.4332016,0.8224689,0.0173582,0,0
sv_modtypo4,board,board,0.0,0,0,0.0,1.0,1.0,1.0,0.1729494,0.1729494,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo4,board,table,0.02369866,0,0,1.0,0.7366284000000001,1.0,0.0,0.1729494,1.487324,0.1162823,1.967e-06,?,0.07365439,0.9830028,0.0,7.811399999999999e-05,?,0.9619006,1.0,0.3317812,0.09557767,1.0,0,0
sv_modtypo4,table,clock,0.01159184,0,0,0.0003752911,0.002574094,0.0062773230000000005,1.0,1.487324,0.000586385,2536.43,0.8671003,?,0.0,0.0,1.0,0.0,?,0.01027526,0.01759216,0.1622857,1.0,0.002008959,0,0
sv_modtypo4,table,board,0.02369866,0,0,6.040977e-05,1.249845e-05,0.04476554,1.0,1.487324,0.1729494,8.59976,0.08460994,?,0.0,0.0,0.8066038,9.083e-06,?,0.008841853,0.0001093584,0.3317812,1.0,0.09557767,0,0
sv_modtypo4,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.487324,1.487324,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov1,bin,bin,0.0,0,1,0.0,1.0,1.0,0.0,0.05617156,0.05617156,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypov1,bin,picture,0.00275235,0,0,0.09507325,0.04127189,0.3834092,0.0,0.05617156,0.01259665,4.459245,1.98e-07,?,0.729927,0.0,0.9416059,9.1797e-05,?,0.09923638,0.1785547,0.03853291,0.3941182,1.0,0,1
sv_modtypov1,bin,table,0.03827054,0,0,0.01805523,0.004811524,0.02956782,0.0,0.05617156,1.488449,0.03773832,0.1852761,?,0.0,0.0,0.05352798,0.7944798,?,0.00017668939999999998,0.02233021,0.5357876,0.05836833,0.7945113,0,1
sv_modtypov1,picture,bin,0.00275235,0,1,0.6623252,0.9926464,1.0,0.0,0.01259665,0.05617156,0.2242532,0.1683985,?,0.0,0.7,0.0,0.000409348,?,0.9297308000000001,1.0,0.03853291,1.0,0.3941182,0,0
sv_modtypov1,picture,picture,0.0,0,0,0.0,1.0,1.0,0.0,0.01259665,0.01259665,1.0,4.2e-08,?,0.6,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov1,picture,table,0.03617415,0,0,4.6471459999999994e-05,0.03896284,0.04256383,0.0,0.01259665,1.488449,0.008462939000000001,0.01718646,?,0.0,0.0,0.0,0.7657998,?,0.006400485,0.03173088,0.5064381,0.1427466,0.7657998,0,0
sv_modtypov1,table,bin,0.03827054,0,1,8.861766e-05,0.0015274820000000001,0.001353048,0.0,1.488449,0.05617156,26.49826,0.3276279,?,0.0,0.7704403,0.0,0.02998233,?,0.0009387697,0.0014867220000000002,0.5357876,0.7945113,0.05836833,0,0
sv_modtypov1,table,picture,0.03617415,0,0,0.0002830166,0.001103055,0.0001621176,0.0,1.488449,0.01259665,118.1622,0.2158089,?,0.0,0.7704403,0.2295597,0.006480916999999999,?,0.001577979,0.001507256,0.5064381,0.7657998,0.1427466,0,0
sv_modtypov1,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.488449,1.488449,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov2,pan,pan,0.0,0,1,0.0,1.0,1.0,0.0,0.01624919,0.01624919,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypov2,pan,lid,0.01181488,0,0,0.0,0.14434029999999998,1.0,0.0,0.01624919,0.0050531429999999995,3.215661,0.0013444879999999998,?,0.01858794,0.0,0.8500469,0.07251306,?,0.7123089,0.6409746000000001,0.1654083,0.8186391,0.5148934,0,1
sv_modtypov2,pan,table,0.01674331,0,0,0.9999475,0.6944276,1.0,0.0,0.01624919,1.488465,0.01091674,1.1205999999999999e-05,?,0.2343018,1.0,0.0,0.0,?,0.6853994999999999,1.0,0.2344063,0.09350532,1.0,0,1
sv_modtypov2,lid,pan,0.01181488,0,1,0.9772815999999999,1.0,1.0,0.0,0.0050531429999999995,0.01624919,0.3109781,0.001376157,?,0.04523059,0.7400048,0.0,0.2331774,?,0.9161391999999999,1.0,0.1654083,0.5148934,0.8186391,0,0
sv_modtypov2,lid,lid,0.0,0,0,0.0,1.0,1.0,0.0,0.0050531429999999995,0.0050531429999999995,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov2,lid,table,0.02220824,0,0,0.9984309000000001,0.8335945,1.0,0.0,0.0050531429999999995,1.488465,0.003394867,0.08222109,?,0.0,1.0,0.0,0.0,?,0.7298666,1.0,0.3109153,0.05747719,1.0,0,0
sv_modtypov2,table,pan,0.01674331,0,1,0.0007554549,0.0015841310000000001,0.05761099,0.0,1.488465,0.01624919,91.60242,0.01796395,?,0.0,0.0,1.0,0.0,?,0.001132867,0.0019951829999999998,0.2344063,1.0,0.09350561,0,0
sv_modtypov2,table,lid,0.02220824,0,0,0.001529191,0.0027639390000000004,0.03511547,0.0,1.488465,0.0050531429999999995,294.5623,0.1025133,?,0.0,0.0,1.0,0.0,?,0.008376802,0.004565641,0.3109153,1.0,0.05878789,0,0
sv_modtypov2,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.488465,1.488465,1.0,0.0,?,1.0,0.04402516,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov3,pencil,pencil,0.0,0,0,0.0,1.0,1.0,0.0,0.004548111,0.004548111,1.0,0.0,?,0.3863636,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov3,pencil,shelf,0.02985996,0,0,0.0,0.0024100370000000003,5.753963000000001e-05,0.0,0.004548111,0.1998198,0.02276107,0.1013834,?,0.0,0.0,0.09848485,0.5759959,?,0.02540218,0.0038153659999999997,0.4180394,0.303261,0.6911951,0,0
sv_modtypov3,pencil,table,0.02117647,0,0,1.0,0.6754953,1.0,0.0,0.004548111,1.487156,0.00305826,0.0,?,0.3181818,0.8030303,0.0,0.1666811,?,0.6841079999999999,1.0,0.2964706,0.06067547,1.0,0,0
sv_modtypov3,shelf,pencil,0.02985996,0,0,0.0,0.0004413413,0.0002869226,0.0,0.1998198,0.004548111,43.93467,0.1018729,?,0.0,0.9305364,0.0,0.01311028,?,0.0004492462,0.0002794206,0.4180394,0.6911951,0.303261,0,0
sv_modtypov3,shelf,shelf,0.0,0,0,0.0,1.0,1.0,0.0,0.1998198,0.1998198,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov3,shelf,table,0.01883276,0,0,0.9999809000000001,1.0,1.0,0.0,0.1998198,1.487156,0.1343637,1.1900000000000001e-07,?,0.06946355,0.9470426,0.0,7.49e-07,?,0.929615,0.8087364,0.2636586,0.1382921,1.0,0,0
sv_modtypov3,table,pencil,0.02117647,0,0,0.001850919,0.00042847809999999997,0.0002724559,0.0,1.487156,0.004548111,326.9833,0.05482863,?,0.0,0.0,0.5613208,0.0005097540000000001,?,0.00043445059999999995,0.0002609465,0.2964706,1.0,0.06067547,0,0
sv_modtypov3,table,shelf,0.01883276,0,0,9.602066999999998e-05,0.0020176079999999997,1.3478410000000002e-05,0.0,1.487156,0.1998198,7.442489,0.03110315,?,0.0,0.0,0.8066038,1.0099999999999999e-07,?,0.0216324,9.603043e-06,0.2636586,1.0,0.1382921,0,0
sv_modtypov3,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.487156,1.487156,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov4,sink,sink,0.0,0,0,0.0,1.0,1.0,0.0,0.03004703,0.03004703,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov4,sink,cabinet,0.1169281,0,0,1.0,1.0,1.0,0.0,0.03004703,1.594253,0.01884709,0.0,?,0.2238059,0.5105026,0.0,0.4117263,?,1.0,1.0,1.636994,0.1369137,1.0,0,0
sv_modtypov4,sink,tap,0.0582614,0,0,0.119717,0.08730125,0.23670729999999998,0.0,0.03004703,0.03766062,0.7978368,0.0016855,?,0.004876219,0.0,0.0,0.2937608,?,0.1672809,0.9110655000000001,0.8156596,0.6554981,0.2937608,0,0
sv_modtypov4,cabinet,sink,0.1169281,0,0,0.0,4.154029e-06,0.0003858186,0.0,1.594253,0.03004703,53.05858,0.1022238,?,0.0,0.0,0.9853076,0.007759844,?,5.6077519999999994e-05,0.0008271233,1.636994,1.0,0.1369137,0,0
sv_modtypov4,cabinet,cabinet,0.0,0,0,0.0,1.0,1.0,0.0,1.594253,1.594253,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypov4,cabinet,tap,0.1325642,0,0,0.0,7.35826e-06,0.001371072,0.0,1.594253,0.03766062,42.33209,0.06875838,?,0.0,0.0,0.9853076,0.003662655,?,4.758412999999999e-05,0.005398693,1.855899,1.0,0.06135774,0,0
sv_modtypov4,tap,sink,0.0582614,0,0,1.0,0.9796333,0.9514233,0.0,0.03766062,0.03004703,1.253389,0.01443024,?,0.0,0.1320662,0.007543841999999999,0.2343732,?,1.0,1.0,0.8156596,0.2937608,0.6554981,0,0
sv_modtypov4,tap,cabinet,0.1325642,0,0,0.9996174999999999,1.0,1.0,0.0,0.03766062,1.594253,0.02362274,0.0,?,0.01322622,0.954541,0.0,0.1550478,?,1.0,1.0,1.855899,0.06135774,1.0,0,0
sv_modtypov4,tap,tap,0.0,0,0,0.0,1.0,1.0,0.0,0.03766062,0.03766062,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu1,lamp,lamp,0.0,1,0,0.0,1.0,1.0,0.0,0.3746644,0.3746644,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,1,0
sv_modtypu1,lamp,notepad,0.07268111,0,0,0.0,1.0,1.0,0.0,0.3746644,0.003820975,98.05466,0.2403586,?,0.0,0.9909547,0.0,0.003020708,?,1.0,0.9596325000000001,1.017536,0.2961945,0.1027191,1,0
sv_modtypu1,lamp,table,0.08039569,0,0,1.0,1.0,1.0,0.0,0.3746644,1.488674,0.2516766,0.000146568,?,0.009045316,1.0,0.0,0.08010834,?,1.0,1.0,1.12554,0.2153575,0.8530809,1,0
sv_modtypu1,notepad,lamp,0.07268111,1,0,0.0014792529999999998,0.002803877,3.1041459999999995e-05,0.0,0.003820975,0.3746644,0.01019839,0.2333901,?,0.0,0.0,0.0,0.2961945,?,0.00400698,0.003859159,1.017536,0.1027191,0.2961945,0,0
sv_modtypu1,notepad,notepad,0.0,0,0,0.0,1.0,1.0,0.0,0.003820975,0.003820975,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu1,notepad,table,0.01108766,0,0,1.0,1.0,1.0,0.0,0.003820975,1.488674,0.002566697,0.0,?,0.4375,0.90625,0.0,4.4679e-05,?,1.0,1.0,0.1552272,0.08754759,1.0,0,0
sv_modtypu1,table,lamp,0.08039569,1,0,9.343256e-05,3.063623e-05,6.626158000000001e-05,0.0,1.488674,0.3746644,3.973354,0.1667137,?,0.0,0.0,0.2295597,0.02016139,?,3.01527e-05,4.1597070000000007e-05,1.12554,0.8530809,0.2153575,0,0
sv_modtypu1,table,notepad,0.01108766,0,0,0.0031771670000000003,0.0005065845,0.0003973325,0.0,1.488674,0.003820975,389.6058,0.02098894,?,0.0,0.0,0.8066038,1.15e-07,?,0.0004207196,0.00046506300000000004,0.1552272,1.0,0.08754759,0,0
sv_modtypu1,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.488674,1.488674,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu2,bin,bin,0.0,0,1,0.0,1.0,1.0,0.0,0.05617156,0.05617156,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypu2,bin,picture,0.00275235,0,0,0.09507325,0.04126506,0.3834092,0.0,0.05617156,0.01259665,4.459245,1.98e-07,?,0.729927,0.0,0.9416059,9.1797e-05,?,0.09923638,0.1785547,0.03853291,0.3941182,1.0,0,1
sv_modtypu2,bin,table,0.03827054,0,0,0.01805523,0.004811524,0.02956782,0.0,0.05617156,1.488449,0.03773832,0.1852761,?,0.0,0.0,0.05352798,0.7944798,?,0.00017668939999999998,0.02233021,0.5357876,0.05836833,0.7945113,0,1
sv_modtypu2,picture,bin,0.00275235,0,1,0.6623252,0.9926464,1.0,0.0,0.01259665,0.05617156,0.2242532,0.1683985,?,0.0,0.7,0.0,0.000409348,?,0.9297308000000001,1.0,0.03853291,1.0,0.3941182,0,0
sv_modtypu2,picture,picture,0.0,0,0,0.0,1.0,1.0,0.0,0.01259665,0.01259665,1.0,4.2e-08,?,0.6,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu2,picture,table,0.03617415,0,0,4.6471459999999994e-05,0.03896284,0.04256383,0.0,0.01259665,1.488449,0.008462939000000001,0.01718646,?,0.0,0.0,0.0,0.7657998,?,0.006400485,0.03173088,0.5064381,0.1427466,0.7657998,0,0
sv_modtypu2,table,bin,0.03827054,0,1,8.861766e-05,0.0015274820000000001,0.001353048,0.0,1.488449,0.05617156,26.49826,0.3276279,?,0.0,0.7704403,0.0,0.02998233,?,0.0009387697,0.0014867220000000002,0.5357876,0.7945113,0.05836833,0,0
sv_modtypu2,table,picture,0.03617415,0,0,0.0002830166,0.001103035,0.0001621176,0.0,1.488449,0.01259665,118.1622,0.2158089,?,0.0,0.7704403,0.2295597,0.006480916999999999,?,0.001577979,0.001507256,0.5064381,0.7657998,0.1427466,0,0
sv_modtypu2,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.488449,1.488449,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu3,pencil,pencil,0.0,0,0,0.0,1.0,1.0,0.0,0.004548111,0.004548111,1.0,0.0,?,0.3863636,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu3,pencil,shelf,0.02985996,0,0,0.0,0.0024100370000000003,5.753963000000001e-05,0.0,0.004548111,0.1998198,0.02276107,0.1013834,?,0.0,0.0,0.09848485,0.5759959,?,0.02540218,0.0038153659999999997,0.4180394,0.303261,0.6911951,0,0
sv_modtypu3,pencil,table,0.02117647,0,0,1.0,0.6754953,1.0,0.0,0.004548111,1.487156,0.00305826,0.0,?,0.3181818,0.8030303,0.0,0.1666811,?,0.6841079999999999,1.0,0.2964706,0.06067547,1.0,0,0
sv_modtypu3,shelf,pencil,0.02985996,0,0,0.0,0.0004413413,0.0002869226,0.0,0.1998198,0.004548111,43.93467,0.1018729,?,0.0,0.9305364,0.0,0.01311028,?,0.0004492462,0.0002794206,0.4180394,0.6911951,0.303261,0,0
sv_modtypu3,shelf,shelf,0.0,0,0,0.0,1.0,1.0,0.0,0.1998198,0.1998198,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu3,shelf,table,0.01883276,0,0,0.9999809000000001,1.0,1.0,0.0,0.1998198,1.487156,0.1343637,1.1900000000000001e-07,?,0.06946355,0.9470426,0.0,7.49e-07,?,0.929615,0.8087364,0.2636586,0.1382921,1.0,0,0
sv_modtypu3,table,pencil,0.02117647,0,0,0.001850919,0.00042847809999999997,0.0002724559,0.0,1.487156,0.004548111,326.9833,0.05482863,?,0.0,0.0,0.5613208,0.0005097540000000001,?,0.00043445059999999995,0.0002609465,0.2964706,1.0,0.06067547,0,0
sv_modtypu3,table,shelf,0.01883276,0,0,9.602066999999998e-05,0.0020176079999999997,1.3478410000000002e-05,0.0,1.487156,0.1998198,7.442489,0.03110315,?,0.0,0.0,0.8066038,1.0099999999999999e-07,?,0.0216324,9.603043e-06,0.2636586,1.0,0.1382921,0,0
sv_modtypu3,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.487156,1.487156,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu4,sink,sink,0.0,0,0,0.0,1.0,1.0,0.0,0.03004703,0.03004703,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu4,sink,cabinet,0.1169281,0,0,1.0,1.0,1.0,0.0,0.03004703,1.594253,0.01884709,0.0,?,0.2238059,0.5105026,0.0,0.4117263,?,1.0,1.0,1.636994,0.1369137,1.0,0,0
sv_modtypu4,sink,tap,0.0582614,0,0,0.119717,0.08535609,0.23670729999999998,0.0,0.03004703,0.03766062,0.7978368,0.0016855,?,0.004876219,0.0,0.0,0.2937608,?,0.1672809,0.9110655000000001,0.8156596,0.6554981,0.2937608,0,0
sv_modtypu4,cabinet,sink,0.1169281,0,0,0.0,4.154029e-06,0.0010650969999999999,0.0,1.594253,0.03004703,53.05858,0.1022238,?,0.0,0.0,0.9853076,0.007759844,?,0.00039404089999999994,0.0008271233,1.636994,1.0,0.1369137,0,0
sv_modtypu4,cabinet,cabinet,0.0,0,0,0.0,1.0,1.0,0.0,1.594253,1.594253,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypu4,cabinet,tap,0.1325642,0,0,0.0,1.2215e-05,0.001371072,0.0,1.594253,0.03766062,42.33209,0.06875838,?,0.0,0.0,0.9853076,0.003662655,?,4.758412999999999e-05,0.005398693,1.855899,1.0,0.06135774,0,0
sv_modtypu4,tap,sink,0.0582614,0,0,0.5771242,0.9796333,1.0,0.0,0.03766062,0.03004703,1.253389,0.01443024,?,0.0,0.1320662,0.007543841999999999,0.2343732,?,1.0,1.0,0.8156596,0.2937608,0.6554981,0,0
sv_modtypu4,tap,cabinet,0.1325642,0,0,0.9996174999999999,1.0,1.0,0.0,0.03766062,1.594253,0.02362274,0.0,?,0.01322622,0.954541,0.0,0.1550478,?,1.0,1.0,1.855899,0.06135774,1.0,0,0
sv_modtypu4,tap,tap,0.0,0,0,0.0,1.0,1.0,0.0,0.03766062,0.03766062,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
