,support,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
values,-0.6280652498614949,-0.602573893987224,0.19152406007195302,-0.9059561524155021,-0.29490901922363894,0.393967089106675,-0.46635945023546993,-0.822539935224327,-0.5073597448159191,-0.659781751034879
