,under-canon,under-near1,under-near2,under-far1
ground_lightsource,-0.2849508059757212,-0.12810612153917064,-0.21517903039113342,1.9400528731724562
ground_container,-1.1605485428006574,-0.6190936117189852,-0.9196843268642771,-0.9207081561121881
support,-1.4255597591783347,-0.09917515793973375,-1.0856426224002058,-1.031740218245318
ground_verticality,4.284788167114102,-0.395565419707542,1.4431440112956107,0.865030043339406
shortest_distance,1.2234712598112796,-0.5147220552008861,0.9126766192970418,-0.46255860691880124
contact_proportion,-1.1928934617141835,-0.1796890042767869,-0.855007456754871,-0.22583437329000722
above_proportion,-1.666664530723598,-0.9359531580549707,-1.3416102893631499,-1.3429919808616924
below_proportion,3.107707948289624,-0.6814744981427328,2.2420952393658133,-0.3752749817010511
bbox_overlap_proportion,-0.852997205007076,4.6253242889832125,-0.6354687391808562,1.8480032513151101
horizontal_distance,-1.5017499266681622,0.050078175188497796,0.6134685867320224,0.02553508265295071
f_covers_g,0.6741040962689577,-0.6387382250769269,1.5686588960801668,-0.33174706360867007
g_covers_f,2.2948688854773693,1.5534280626580896,-0.6173143793037827,0.08617980767945163
location_control,-1.8032498902564964,0.031139940687569423,-1.3327246414329277,-0.3330501524494207
