,against-canon,against-near1,against-near2,against-near3,against-not far1,against-not far2,against-not far3,against-far1
ground_lightsource,-0.18753085131672378,0.20066490265804288,0.155914478209227,0.155914478209227,0.155914478209227,0.0017486716507426892,0.155914478209227,-0.8818014195250123
ground_container,0.9566965920574745,1.703570561165725,-0.19338783328886433,-0.19338783328886433,-0.19338783328886433,-0.15300847350517077,-0.19338783328886433,1.0552507940995475
support,0.97188076592025,0.9633714581777083,0.31441687894933074,0.31441687894933074,0.31441687894933074,-0.5313549070299097,0.31441687894933074,-3.2096546811030855
ground_verticality,0.9849464145258575,-0.4150999020475146,0.2808288536531786,0.2808288536531786,0.2808288536531786,0.29336692075627596,0.2808288536531786,-0.06003469340983958
shortest_distance,-0.7524530520145741,-0.7128955316332819,0.034377276049869565,0.034377276049869565,0.034377276049869565,-0.6344301801661455,0.034377276049869565,-0.48638784557112724
contact_proportion,5.712040874696686,0.6643458236886823,0.30746491811869237,0.30746491811869237,0.30746491811869237,-0.18663915403101966,0.30746491811869237,-2.5223951034692256
above_proportion,-1.1688767431959777,-0.8871781999511394,0.20212344620247436,0.20212344620247436,0.20212344620247436,-0.9682426834521977,0.20212344620247436,-1.8647598639167
below_proportion,-0.8717862076920835,-0.7875028490670005,-0.2287123142328498,-0.2287123142328498,-0.2287123142328498,-0.638454645054354,-0.2287123142328498,-0.24127459199993906
bbox_overlap_proportion,3.4455751235695824,2.0958103095745106,0.359841478918413,0.359841478918413,0.359841478918413,0.4490622645477734,0.359841478918413,2.953941862117117
horizontal_distance,-1.0174179231091052,-1.0419271898445932,0.1513140224799108,0.1513140224799108,0.1513140224799108,0.37441250996419606,0.1513140224799108,3.9004830679181457
f_covers_g,-0.7912972882879195,-0.2974044377384916,-0.1721684583986622,-0.1721684583986622,-0.1721684583986622,-0.8989107945197059,-0.1721684583986622,-1.8229401532524876
g_covers_f,0.7549226918224048,0.34211138115523054,0.45923059752292983,0.45923059752292983,0.45923059752292983,-0.5955794320151517,0.45923059752292983,-1.9179804455644673
location_control,2.1019766956494923,1.3429882126968589,0.23933088319869947,0.23933088319869947,0.23933088319869947,0.7088432457429475,0.23933088319869947,-3.661064073624542
