,over-canon,over-near1,over-near2,over-far1
ground_lightsource,-0.3379158893323348,-2.897485823368009,-0.5138885565960671,-1.708288716500726
ground_container,2.147770045087177,-4.1272991854748735,-0.9502271141084417,3.8001701689153076
support,-0.49853248614225926,-6.080512593090845,-0.02361716803068248,-0.20771936099305954
ground_verticality,-0.7324475435059645,-4.865723727307565,-0.8015944879222603,1.8448900269226993
shortest_distance,-0.13728256731403968,2.1376311755373223,-0.0031140758876526398,0.3568813754006326
contact_proportion,-0.7636874926488906,-5.9091588817528775,-0.12417347630672165,8.513173196613543
above_proportion,1.4996112933247967,-4.580902129552084,2.491467950429986,-2.321753622449705
below_proportion,-0.9502076582660725,11.728889416347934,-1.114378505662552,0.07783790931919338
bbox_overlap_proportion,-0.6735688089879422,-7.342716383904467,-1.0240174557835497,5.156482675772902
horizontal_distance,0.1668706814437641,2.4961976832674777,0.026436697952928405,-1.7858874650092886
f_covers_g,1.9816899690335226,9.376210292848674,-0.6684180327021183,-1.087615031359725
g_covers_f,-0.6239948117770453,-1.9761240589306461,1.327606623461345,2.2041242076467955
location_control,-0.6660260581027255,-8.545843671792525,-0.1464987037389327,0.5125547063011918
