,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
ground_lightsource,-0.12166736738870312,-0.16748541612225326,-0.12166736738870304,-0.1365481572847506,-0.1903441186010792,-0.14260577040166408,7.0968952801999015,1.6460095161683066
ground_container,-0.5968659206925574,-0.22981717055900078,-0.5968659206925573,-0.43565543574293486,0.582024851802771,1.786829345751859,0.1074094405546872,1.2011465640955845
support,1.6834285725750076,1.9779025280487925,0.7522668191743811,1.7508153209249846,1.3823687759565528,1.8235021407283414,0.5859671907974668,1.1357816390039217
ground_verticality,-0.38324244711594996,-0.05476816397345052,-0.38324244711594985,1.314431144061557,-0.5311110278971082,-0.4283251262277793,2.0678381000772523,0.6016650983903223
shortest_distance,-0.6025730695560405,-0.659057521099797,-0.6025738939872245,-0.6377788317964976,-0.4863861822478151,-0.617142583561989,-0.786328112615607,-0.798856858209013
contact_proportion,2.3900347777816533,0.4205656556818286,2.3665980408169207,4.8585951842335735,-0.4285524503940189,0.1985629440337044,3.35732127307319,0.13794120302217783
above_proportion,1.2556299157753887,1.4926665326364312,1.2449763593543008,-0.6214175744737327,1.396601170621556,0.34991749959232193,-0.8074822651329316,-0.6908015066032253
below_proportion,-0.7484621051199398,-0.8442228753191601,-0.7484621051199396,-0.779563296484617,-0.8919980865215602,-0.7922238465010086,-0.9107386541019882,-0.9695486727039493
bbox_overlap_proportion,-0.14834960625656834,-0.4451822268655228,-0.3377840517623517,3.1520220826770746,-0.40155616616119605,0.3422626726052827,3.4899753752263902,1.7967764311556562
horizontal_distance,-0.27372323024945255,-0.22494481573141695,-0.2429605322667412,-0.7746583025169008,-0.11445722167864752,-0.7993038864264788,-1.0614601053111183,-1.2708510345717858
f_covers_g,-0.634488967715708,-0.2874976562450493,-0.6866309817591216,-0.7588995862227674,0.3965949451331584,0.44825053178458035,-0.2922509194022134,0.025862806066148825
g_covers_f,1.4959572997198156,1.0832112288672424,1.5240177774945143,1.3094509251833577,0.9387862012970223,0.2495107504963222,1.0940651009554807,0.2757774018284651
location_control,0.9541172350579676,1.2852412837711726,0.9897861572229472,1.494307637946223,1.1022113450202748,1.8087464372787263,1.2119355206075602,0.619687704767378
