,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model
0,compsva12,box,book,0.07397682103170676,0.07942627397166521,0.4884439738362286
1,compsva12,box,table,0.07429851043975756,0.07863428213801163,0.46264244985753794
2,compsva12,box,pear,0.07182151845316945,0.09425021120507043,0.590741532477777
3,compsva12,book,box,0.017666567146496972,0.023819698845959626,0.2882852668981548
4,compsva12,book,table,0.07090358702464987,0.07638961866794496,0.4240395297764964
5,compsva12,book,pear,0.008157481635234734,0.018102716286079845,0.2986120306508254
6,compsva12,table,box,0.008521978035994452,0.01727888224317253,0.27672228098976936
7,compsva12,table,book,0.00843477358816887,0.01756911034473854,0.2851465648250912
8,compsva12,table,pear,0.008535369295269114,0.0172643237181444,0.2753637007480118
9,compsva12,pear,box,0.01680300277115707,0.02336568080979237,0.2944890860322779
10,compsva12,pear,book,0.07042391265592866,0.07608676379560599,0.43948894013536405
11,compsva12,pear,table,0.0750221016811462,0.07929563606983797,0.4679863211072035
12,compsva13,balloon,book,0.08508156642562241,0.10799806827806313,0.6295791552738257
13,compsva13,balloon,table,0.08862694437451805,0.11179865550195403,0.6740608429990237
14,compsva13,balloon,pear,0.0857289104688893,0.10950118751642607,0.6332013605221606
15,compsva13,book,balloon,0.014639857244170888,0.02316145211568496,0.272431919541447
16,compsva13,book,table,0.07316324707497056,0.0777850326317813,0.43184589570656307
17,compsva13,book,pear,0.008541601405962558,0.017246502115683945,0.27733468318352233
18,compsva13,table,balloon,0.00843744582349917,0.017154534289957078,0.2755614299610996
19,compsva13,table,book,0.008434599079005524,0.017569699132139203,0.28515327977496735
20,compsva13,table,pear,0.008525779516138483,0.017277712600046017,0.2752375500744883
21,compsva13,pear,balloon,0.014644617685218181,0.023175959590830544,0.2726448777855191
22,compsva13,pear,book,0.07404900245273867,0.07874298189346014,0.4771403678906293
23,compsva13,pear,table,0.0761355370847333,0.08103588259565876,0.4639309603381189
24,compsva14,box,book,0.015624732175127956,0.02422132054805666,0.2859738305757844
25,compsva14,box,table,0.01770513544129001,0.01912764428848056,0.23606485353184498
26,compsva14,book,box,0.07324846107604838,0.07834228521169241,0.47948439409361204
27,compsva14,book,table,0.017871797113704315,0.01916498491417244,0.23558419738885958
28,compsva14,table,box,0.4916218552517006,0.32322530944116074,0.5654007743484535
29,compsva14,table,book,0.4963955266724355,0.3294872666396857,0.5599453274652649
30,compsva15,balloon,book,0.0879846306382098,0.1134317250756029,0.7299558854372162
31,compsva15,balloon,table,0.08848788271288807,0.11273278204517408,0.6745906320025241
32,compsva15,balloon,pear,0.08679848484587524,0.11153311855256152,0.6395921827107348
33,compsva15,book,balloon,0.015490074305432066,0.024167212781991892,0.284315116712934
34,compsva15,book,table,0.07316311738963834,0.07778486317795981,0.4318439483992499
35,compsva15,book,pear,0.008541602055359306,0.01724650176120768,0.27733466814246793
36,compsva15,table,balloon,0.008395948546391238,0.017113747744467497,0.2750779144380265
37,compsva15,table,book,0.008434594468710557,0.017569702106543114,0.2851533956161454
38,compsva15,table,pear,0.008525779878464663,0.017277712397829874,0.27523754171514114
39,compsva15,pear,balloon,0.014667490390291582,0.023238439806484202,0.2737133126863659
40,compsva15,pear,book,0.07404496707974788,0.07873432618455779,0.47701944554900283
41,compsva15,pear,table,0.0759549604601681,0.0808042888599828,0.46112349585522955
42,compsva23,balloon,box,0.08855672065425814,0.11448641574073068,0.7530948802224536
43,compsva23,balloon,book,0.08798000003077247,0.11342182312571887,0.7297950349029628
44,compsva23,balloon,table,0.08848787068702423,0.11273276468461273,0.674589441765933
45,compsva23,box,balloon,0.015620626362662244,0.024245873659747872,0.2867727292790553
46,compsva23,box,book,0.06965913634476635,0.07568794707706894,0.4566315333861657
47,compsva23,box,table,0.07404885338455915,0.07833776643652726,0.4590623694013931
48,compsva23,book,balloon,0.015488799868747127,0.0241664080596581,0.284308813249916
49,compsva23,book,box,0.017890772722907566,0.023865440612204303,0.2934007045365906
50,compsva23,book,table,0.07087706997780979,0.0762480277408989,0.4202668552256951
51,compsva23,table,balloon,0.008395947708884171,0.01711374429283584,0.2750777844675081
52,compsva23,table,box,0.008520037813505852,0.01728002796034498,0.2767510999813202
53,compsva23,table,book,0.00843448149885576,0.017569809995864872,0.28515416126633103
54,compsva24,picture,bin,0.3051585514204705,0.3430744590751779,0.48565462508595725
55,compsva24,picture,table,0.01906614771161106,0.02091319424535557,0.2618968056371727
56,compsva24,bin,picture,0.019107870999548904,0.022581015157379508,0.27456362210565183
57,compsva24,bin,table,0.017901488873597615,0.01957303785449336,0.24172633290638448
58,compsva24,table,picture,0.0728449568676243,0.09558420424637433,0.5870646583208912
59,compsva24,table,bin,0.4860141388799896,0.33616575190500786,0.5729247440689208
60,compsva25,picture,bin,0.3203356280580353,0.3309633331135313,0.4807351341761549
61,compsva25,picture,table,0.0162670571634408,0.023389402042197367,0.29575906512331224
62,compsva25,bin,picture,0.0196737963668478,0.022388688260324988,0.2920094449351725
63,compsva25,bin,table,0.015804034165845433,0.02370479808926376,0.30024648539094434
64,compsva25,table,picture,0.07229515862914973,0.09516155430946643,0.5870135964433693
65,compsva25,table,bin,0.0726954519176272,0.0957898436287112,0.5879328823453895
66,compsva34,balloon,bin,0.08692099115567083,0.10944469563472273,0.7297358212561124
67,compsva34,balloon,table,0.0887696685735474,0.11523782532753522,0.6890066233011786
68,compsva34,bin,balloon,0.01579818102821084,0.024084385800978773,0.2845716736025287
69,compsva34,bin,table,0.01787679324615789,0.019171221236904144,0.23604764749877
70,compsva34,table,balloon,0.01477140695310458,0.023551886603606315,0.2790819084819423
71,compsva34,table,bin,0.5060922910972295,0.33313669929748635,0.5684336714018079
72,compsvi12,pencil,cup,0.018979789269983057,0.024097408453132255,0.3464965326403277
73,compsvi12,pencil,table,0.07566819084273246,0.07995640225775713,0.47295469064370116
74,compsvi12,pencil,cube,0.07571656119105544,0.09728814356555238,0.5741347252479255
75,compsvi12,cup,pencil,0.016565344263479713,0.02352958118097952,0.29620279049199977
76,compsvi12,cup,table,0.07438421323506415,0.07838370186824531,0.46610530634995834
77,compsvi12,cup,cube,0.014604770197493481,0.027512596242467848,0.48397749695398695
78,compsvi12,table,pencil,0.00854161996080487,0.01722780985566831,0.2751166860652921
79,compsvi12,table,cup,0.008557069616280428,0.017190073933593862,0.2749415651583923
80,compsvi12,table,cube,0.008550959103515795,0.017214004336922155,0.27494042796279666
81,compsvi12,cube,pencil,0.014905936231673338,0.02363451397421915,0.2868514834120129
82,compsvi12,cube,cup,0.020757971538700168,0.020924640347230947,0.2603714842611272
83,compsvi12,cube,table,0.07373400643212376,0.07758563576635083,0.44536831724823933
84,compsvi13,table,pencil (1),0.008554145996630104,0.017220661469345973,0.2749292477944001
85,compsvi13,table,pencil,0.00844454885256345,0.017531568168621045,0.2841767154911485
86,compsvi13,table,mug,0.008455995539487416,0.017513923526985182,0.28408529118740866
87,compsvi13,pencil (1),table,0.07471480640005433,0.07894639465066262,0.4573417720870793
88,compsvi13,pencil (1),pencil,0.014196144761569104,0.028464988655120562,0.5187194009038045
89,compsvi13,pencil (1),mug,0.018954904541660333,0.023082519477491528,0.3455716235805399
90,compsvi13,pencil,table,0.07336182127048438,0.0772026196013791,0.4466369331442361
91,compsvi13,pencil,pencil (1),0.015807937341263796,0.023794346706741503,0.3057369257699829
92,compsvi13,pencil,mug,0.016646296239723985,0.022825411019442986,0.2679148293053771
93,compsvi13,mug,table,0.0740352264548058,0.0782118088145409,0.4551938792361531
94,compsvi13,mug,pencil (1),0.007991573090976737,0.0180558484463984,0.28209200511005483
95,compsvi13,mug,pencil,0.014621497144963285,0.02733859581328884,0.46509913634752614
96,compsvi14,bowl,ball,0.007937020215512606,0.0181844734558099,0.296266458165707
97,compsvi14,bowl,table,0.0736790960511821,0.07769558222516264,0.45614689925715196
98,compsvi14,bowl,pencil,0.01585373758679159,0.02423113231324257,0.28837010092061827
99,compsvi14,ball,bowl,0.021902165402700503,0.02037542339205485,0.28111813081211423
100,compsvi14,ball,table,0.07412043315108262,0.07821212798596396,0.4612087981322333
101,compsvi14,ball,pencil,0.016251351282972278,0.024092959747948305,0.2918492119383657
102,compsvi14,table,bowl,0.008454470882851898,0.017510802822420738,0.28426092199715947
103,compsvi14,table,ball,0.008315809218700653,0.017865057122311703,0.29369720484288836
104,compsvi14,table,pencil,0.008536028441772923,0.017245683877462115,0.275467612080624
105,compsvi14,pencil,bowl,0.06243293952981351,0.07028555913133334,0.4309354274699421
106,compsvi14,pencil,ball,0.015634919037966974,0.023772694411091727,0.3076385238049139
107,compsvi14,pencil,table,0.07389448654294037,0.07764844686782017,0.45110458861857855
108,compsvi14a,bowl,cube,0.008281988078392238,0.017875245282558374,0.2958789763046304
