,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model
0,compsva12,box,book,0.015244976937661425,0.015330160601821925,0.44383219843001265
1,compsva12,box,table,0.0712060118782137,0.061283959558492265,0.44885523867926563
2,compsva12,box,pear,0.01261686410360508,0.013514325793574693,0.3932245484953666
3,compsva12,book,box,0.012477981405548549,0.013196222527513731,0.4261520003078717
4,compsva12,book,table,0.07327197189505052,0.06395109037521479,0.5228771066340308
5,compsva12,book,pear,0.01279540825889764,0.013408613397110974,0.4021741000773938
6,compsva12,table,box,0.011916163900105636,0.0124833689320163,0.3475143199865167
7,compsva12,table,book,0.012147569567511616,0.012726011107793584,0.3493411676796833
8,compsva12,table,pear,0.012030406330158677,0.012578119185565992,0.349094658872904
9,compsva12,pear,box,0.013386383539781513,0.014110045728760796,0.5270483661595563
10,compsva12,pear,book,0.01569997210453357,0.016189812538421604,0.5099252054916084
11,compsva12,pear,table,0.01519165924942506,0.015226439714483382,0.4403366346456427
12,compsva13,balloon,book,0.011741889188226287,0.012587612151291649,0.3250396193608515
13,compsva13,balloon,table,0.012095779014665084,0.012962083000584292,0.35536089763201995
14,compsva13,balloon,pear,0.011815820318691515,0.012670631997460055,0.32987811760673513
15,compsva13,book,balloon,0.011640996555997473,0.01214578494875036,0.3262803289180896
16,compsva13,book,table,0.07195055276600447,0.062479371574943876,0.5121174004036869
17,compsva13,book,pear,0.01215403269991951,0.01269306224155782,0.35497571295334784
18,compsva13,table,balloon,0.01185911610468062,0.01238850967055025,0.33518935615653483
19,compsva13,table,book,0.012146954197419593,0.01272536390466318,0.3492760464697938
20,compsva13,table,pear,0.011976179209283344,0.012532911770954093,0.3468927710953277
21,compsva13,pear,balloon,0.011683376047667495,0.012187489295435843,0.32856657867128786
22,compsva13,pear,book,0.015377927142325776,0.015360824574763178,0.4369441762310657
23,compsva13,pear,table,0.07024316976884225,0.0608882493018745,0.4454308427397095
24,compsva14,box,book,0.011752350060046086,0.012342777166685527,0.3670028636648248
25,compsva14,box,table,0.008342650997301488,0.01640468003997744,0.3728375113035072
26,compsva14,book,box,0.07325285235757635,0.060863523515529226,0.4817461045154025
27,compsva14,book,table,0.008395973476256119,0.016575840339416316,0.40266391087345066
28,compsva14,table,box,0.011568711631819415,0.012423469827124478,0.3302637311755487
29,compsva14,table,book,0.012214388114380886,0.013116621607618754,0.3491207713544986
30,compsva15,balloon,book,0.01210269626027385,0.012991362819615226,0.36210170938317654
31,compsva15,balloon,table,0.011893620881143988,0.012774972587159036,0.348635733859804
32,compsva15,balloon,pear,0.012072885810640636,0.012934507520663493,0.343252616691126
33,compsva15,book,balloon,0.011996237708539276,0.012502311887313832,0.36273371557536205
34,compsva15,book,table,0.07195073290484016,0.0624794521945882,0.5121183104783562
35,compsva15,book,pear,0.0121540309571475,0.012693059892766131,0.3549753506149512
36,compsva15,table,balloon,0.011615242093584548,0.012167507543587777,0.3248847217296058
37,compsva15,table,book,0.012146966901628108,0.012725381186960807,0.3492786093466315
38,compsva15,table,pear,0.011976178272105396,0.012532910503398687,0.3468925768288902
39,compsva15,pear,balloon,0.01194073921355115,0.012430990825130292,0.3425595471402457
40,compsva15,pear,book,0.01538388746139917,0.015368639959078731,0.437877132404401
41,compsva15,pear,table,0.07016756253415285,0.06079873062216951,0.44465474961903034
42,compsva23,balloon,box,0.012311781626159837,0.013222059052402828,0.38125108563981963
43,compsva23,balloon,book,0.012102179689572327,0.012990743462852,0.36204691117905013
44,compsva23,balloon,table,0.01189361794346195,0.012774969265112159,0.34863535392981987
45,compsva23,box,balloon,0.012109880257935928,0.012625609336686426,0.37405192160758743
46,compsva23,box,book,0.07705100977064347,0.06222372098782144,0.4649484552901157
