,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model
83,compsvi12,cube,table,0.10622608618611903,0.21318749919272253,0.21995856253107576
84,compsvi13,table,pencil (1),0.1985474336271751,0.12361419454823028,0.3002254637968607
85,compsvi13,table,pencil,0.17166204761739698,0.13816014496595647,0.32062825127827593
86,compsvi13,table,mug,0.17542212942504656,0.1388118457535508,0.32184564936909216
87,compsvi13,pencil (1),table,0.110948689386208,0.23314711420797976,0.23912206520734758
88,compsvi13,pencil (1),pencil,0.1508888620312754,0.14314180318929595,0.35066975848862086
89,compsvi13,pencil (1),mug,0.2809389706312127,0.32406705084277604,0.280714742823078
90,compsvi13,pencil,table,0.11254787304083327,0.2295267535162135,0.2320855668115292
91,compsvi13,pencil,pencil (1),0.20221042778513515,0.18760454634968127,0.483337403151951
92,compsvi13,pencil,mug,0.14620745251024028,0.1564985739526772,0.46037201073479334
93,compsvi13,mug,table,0.10972063615071644,0.2253645177819164,0.23299752179941186
94,compsvi13,mug,pencil (1),0.1844372738813994,0.17589171744271548,0.5382465754887726
95,compsvi13,mug,pencil,0.17054077279467367,0.15221056685710102,0.37123753760312933
96,compsvi14,bowl,ball,0.17576606070123466,0.1522776558131086,0.41573639674685037
97,compsvi14,bowl,table,0.11319137255512488,0.2356300820739765,0.24042818757752327
98,compsvi14,bowl,pencil,0.15863438842371536,0.1544614957501902,0.38517776821067323
99,compsvi14,ball,bowl,0.31035406712805064,0.2939262712690835,0.2888281001735583
100,compsvi14,ball,table,0.11831704091781595,0.2481368889648531,0.25026677796861724
101,compsvi14,ball,pencil,0.16998006148157946,0.20036755101231854,0.4516246239671014
102,compsvi14,table,bowl,0.17370072583074075,0.13858046281677244,0.3211311163563692
103,compsvi14,table,ball,0.18097103647727109,0.14277671643524315,0.3353917924785134
104,compsvi14,table,pencil,0.19911385215117894,0.1240700347335749,0.3034617711922959
105,compsvi14,pencil,bowl,0.10082205579776116,0.10699522915497248,0.28967842503825564
106,compsvi14,pencil,ball,0.20068031250463272,0.16829823056603332,0.43279303065280217
107,compsvi14,pencil,table,0.11049159052078192,0.2327736088182951,0.23857280495572933
108,compsvi14a,bowl,cube,0.19453505673762864,0.15800008046503053,0.39832146002420926
109,compsvi14a,bowl,table,0.11093163523347288,0.2309215626505829,0.23683044387107877
110,compsvi14a,bowl,pear,0.2146088727441912,0.1958675293499262,0.4851117089563762
111,compsvi14a,cube,bowl,0.2478035568301705,0.33077832467507995,0.2817853434046765
112,compsvi14a,cube,table,0.11088353605210084,0.2335057390906969,0.23936056883259668
113,compsvi14a,cube,pear,0.17413756721378967,0.17400847933157104,0.4598127647603031
114,compsvi14a,table,bowl,0.17349749127565087,0.13834067116087054,0.3206629704691013
115,compsvi14a,table,cube,0.19832705711208154,0.12333832916177018,0.2993481591666253
116,compsvi14a,table,pear,0.19812336998502253,0.12363676347847387,0.3001336507585649
117,compsvi14a,pear,bowl,0.08263309047530115,0.0925546967757818,0.2837701542312146
118,compsvi14a,pear,cube,0.13106746854853848,0.1245235408932448,0.31377336187014016
119,compsvi14a,pear,table,0.11063197525717194,0.23321930086147216,0.2391696389060526
120,compsvi15,jar,pencil,0.18393026799001014,0.14010403248701764,0.33381422171916864
121,compsvi15,jar,table,0.1032188077500726,0.20398444599308466,0.21421153368624762
122,compsvi15,jar,box,0.17770771512890196,0.15878595015465272,0.38228092860913254
123,compsvi15,jar,pear,0.16429998614907826,0.14827658531799195,0.3308756823918461
124,compsvi15,pencil,jar,0.08800622412134564,0.09502155396105104,0.227936259662582
125,compsvi15,pencil,table,0.111460933832602,0.23884490172643502,0.24586980977914244
126,compsvi15,pencil,box,0.14555325115608395,0.1488685832290135,0.3647581835322678
127,compsvi15,pencil,pear,0.16837217027512724,0.1476856100138681,0.32987822886874696
128,compsvi15,table,jar,0.17880775133535354,0.1414615803537411,0.3265088449555484
129,compsvi15,table,pencil,0.20355685065020027,0.1238396292391834,0.3064686731028242
130,compsvi15,table,box,0.1869799600009049,0.15120412545127362,0.34210542076641076
131,compsvi15,table,pear,0.18769199612322066,0.1515910017088365,0.3510227667855869
132,compsvi15,box,jar,0.18093091951610826,0.15498211095346773,0.3463654528295417
133,compsvi15,box,pencil,0.17408013847051051,0.1402052860182526,0.3372871784680156
134,compsvi15,box,table,0.10860298534446887,0.22389008109346967,0.23497947234790778
135,compsvi15,box,pear,0.1873223615477618,0.16407771124100046,0.44935277818300007
136,compsvi15,pear,jar,0.14281774681542758,0.1328785874092469,0.3140886717827875
137,compsvi15,pear,pencil,0.15849842023409266,0.14410663010143324,0.34428939395540226
138,compsvi15,pear,table,0.11402828852343128,0.241445514655504,0.24540747008207872
139,compsvi15,pear,box,0.1259003984917403,0.09368520920882717,0.10717530849011876
140,compsvi16,table,bowl,0.17192782763816558,0.13683474212888425,0.31794644841355335
141,compsvi16,table,pear,0.1841944463602309,0.14281944078781256,0.33577400044473227
142,compsvi16,table,pencil,0.1969954266285378,0.12335246967786845,0.2972572837273034
143,compsvi16,bowl,table,0.11047960033857428,0.22852579226534184,0.23326237948901876
144,compsvi16,bowl,pear,0.17471371740372907,0.1483061109915139,0.33639102945924165
145,compsvi16,bowl,pencil,0.22936233244339,0.2075349749761363,0.5388180682433422
146,compsvi16,pear,table,0.11877597959574862,0.2484179490031689,0.2506423448216941
147,compsvi16,pear,bowl,0.1375531107794257,0.1273131341490316,0.3193341454816932
148,compsvi16,pear,pencil,0.17373291916832734,0.1510169412129054,0.34315797293217754
149,compsvi16,pencil,table,0.1104214460991916,0.2321233708424979,0.23832811623504271
150,compsvi16,pencil,bowl,0.09851192227945588,0.10979818414156103,0.32654906984376947
151,compsvi16,pencil,pear,0.1645518642302481,0.14377912828537534,0.3236791273152823
152,compsvi23,table,box,0.13219297580354442,0.11422380954934755,0.306323970363661
153,compsvi23,table,box (1),0.12815899979262454,0.11472121948629352,0.30299173432393933
154,compsvi23,box,table,0.5952637185741804,0.293365901577485,0.28836923963404565
155,compsvi23,box,box (1),0.08971364703448527,0.09275542647546343,0.24294536046970963
156,compsvi23,box (1),table,0.7684818510981316,0.3438526836936457,0.39804106306812176
157,compsvi23,box (1),box,0.11408422797341,0.11706467530830225,0.2842314759982314
158,compsvi24,cup,table,0.10848742230579236,0.22111451265850687,0.22502959684646476
159,compsvi24,cup,cube,0.16234488710417186,0.14400065951493538,0.3506186962783631
160,compsvi24,cup,pencil,0.14343944439662362,0.1489516918085427,0.36531546979942464
161,compsvi24,table,cup,0.19604771576593347,0.12334708812921502,0.2953893183658171
162,compsvi24,table,cube,0.17131237664351118,0.13675814700111594,0.3181452648211987
163,compsvi24,table,pencil,0.1993727937287952,0.12382729743367313,0.3003846159444512
164,compsvi24,cube,cup,0.14128800423271975,0.1457356797844496,0.40950182207612207
165,compsvi24,cube,table,0.10808492315798618,0.21804004767859492,0.2239120469535148
166,compsvi24,cube,pencil,0.14236980286437628,0.1357324268040769,0.33547058758122833
167,compsvi24,pencil,cup,0.09634727736819086,0.09797801904043532,0.2571495361858023
168,compsvi24,pencil,table,0.10973077887512804,0.2326661219957097,0.23921130027158968
169,compsvi24,pencil,cube,0.11027341460912196,0.10401105906021096,0.2798452843474831
170,compsvi24a,pear,cup,0.09273067413105804,0.09301326274996778,0.27272087199982536
171,compsvi24a,pear,table,0.10970234987045538,0.231261061500995,0.23637044985924646
172,compsvi24a,pear,cube,0.1114786028955948,0.1012494485736564,0.27510718220241703
173,compsvi24a,cup,pear,0.20799124342648706,0.4581102970575223,0.46463750923356895
174,compsvi24a,cup,table,0.10849093511400082,0.22112621119281115,0.22503365703454542
175,compsvi24a,cup,cube,0.16319651412971375,0.1415233555998207,0.3472392841097972
176,compsvi24a,table,pear,0.1999718180285696,0.12435734975371328,0.30549083705866265
177,compsvi24a,table,cup,0.19601901021083126,0.12335345713128693,0.29546327539101264
178,compsvi24a,table,cube,0.19780300070527052,0.12321641329394085,0.29793409707531954
179,compsvi24a,cube,pear,0.21960879063974656,0.19880669278206745,0.31881663989087483
180,compsvi24a,cube,cup,0.09773097578881744,0.1035150421392221,0.2310460581463974
181,compsvi24a,cube,table,0.11031099339697843,0.2284110890343243,0.2344546541696972
182,compsvi25,jar,pencil,0.1843248320173459,0.14008716190642695,0.33401225112053623
183,compsvi25,jar,table,0.10387585972312162,0.20370883025440992,0.21207111372471377
184,compsvi25,jar,box,0.17640392431536306,0.15836111382575624,0.3816907150944046
185,compsvi25,jar,pencil (1),0.15721344740819224,0.1494902065319368,0.3479207801618873
186,compsvi25,pencil,jar,0.07977934524894999,0.08792063630833727,0.22289552059525017
187,compsvi25,pencil,table,0.1117529753908243,0.2401934861594425,0.24790133697189726
188,compsvi25,pencil,box,0.13047702198120498,0.13387875426604146,0.3372386994452365
189,compsvi25,pencil,pencil (1),0.08170438685709555,0.08325993387193346,0.2341548195758025
190,compsvi25,table,jar,0.1788061196274606,0.1414724780353147,0.32653345134026995
191,compsvi25,table,pencil,0.2035235953115898,0.1238380836593558,0.30644535012102486
192,compsvi25,table,box,0.20277310338207172,0.1265171178075911,0.31854425586175483
193,compsvi25,table,pencil (1),0.2062564584239878,0.12450977268137435,0.30928657142607374
194,compsvi25,box,jar,0.18233225111351056,0.15579135172971972,0.3480498360047443
195,compsvi25,box,pencil,0.17393396059098626,0.14024997937019634,0.3374664095044534
196,compsvi25,box,table,0.1072824816279413,0.2181419306430256,0.22651205806727082
197,compsvi25,box,pencil (1),0.2262681413949137,0.18135998580394488,0.39120202760617445
198,compsvi25,pencil (1),jar,0.10467280455190704,0.10552563702512974,0.2601361669209581
199,compsvi25,pencil (1),pencil,0.12613368255725754,0.12108511865518964,0.27667365433498936
200,compsvi25,pencil (1),table,0.11070689017813157,0.23666338559123185,0.24301725544966038
201,compsvi25,pencil (1),box,0.12015806742296382,0.12611478220141345,0.37383508185478204
202,compsvi26,cup,table,0.1084861982510952,0.2211071188062281,0.2250192816068986
203,compsvi26,cup,cube,0.16283964718596922,0.14475984909939926,0.3532706426062782
204,compsvi26,cup,pencil,0.1168971421532152,0.1102723584188878,0.286942435611051
205,compsvi26,table,cup,0.1702179653515506,0.13542195255463102,0.3154911798850401
206,compsvi26,table,cube,0.1713834946374658,0.13691920952712616,0.31843639847682276
207,compsvi26,table,pencil,0.17868540484403525,0.14158675249461766,0.3266882634337158
208,compsvi26,cube,cup,0.1461786841412628,0.15054258621419278,0.4199440669284816
209,compsvi26,cube,table,0.10951975143094596,0.22063131585491927,0.2258126850831721
210,compsvi26,cube,pencil,0.12407702403757585,0.11826822810376016,0.3050899319638948
211,compsvi26,pencil,cup,0.1731260185321864,0.15298160525088364,0.3462261431027975
212,compsvi26,pencil,table,0.07945455144295957,0.13920413111368,0.14978065455202053
213,compsvi26,pencil,cube,0.16174831067733034,0.14695135227270475,0.32865476752267847
214,compsvi26a,lamp,pencil,0.1330804001684682,0.12206666189607318,0.31004848283380415
215,compsvi26a,lamp,bowl,0.11382947442824445,0.11234623196835623,0.2845502556271968
216,compsvi26a,lamp,table,0.1328725609582889,0.2743994992196315,0.265080072638741
217,compsvi26a,pencil,lamp,0.15102976778429747,0.17324689948290325,0.4480514324772467
218,compsvi26a,pencil,bowl,0.14710037831021758,0.140813667597073,0.3187925335503079
219,compsvi26a,pencil,table,0.110967316539956,0.2340657933478679,0.2381970124236571
220,compsvi26a,bowl,lamp,0.14901331332157725,0.1413828987780874,0.31958502154791735
221,compsvi26a,bowl,pencil,0.14380711915047273,0.13971065570645236,0.33421348852660226
222,compsvi26a,bowl,table,0.11148011726700237,0.2338367125087102,0.24148349186294452
223,compsvi26a,table,lamp,0.18691504116220686,0.15316374775807715,0.3519594774308122
224,compsvi26a,table,pencil,0.2059422369714955,0.12450143067051925,0.30992180539596775
225,compsvi26a,table,bowl,0.1728953310539067,0.13771808833282667,0.3195554750629687
226,compsvi3,table,pencil,0.17160898232756228,0.13809671081069252,0.320521330502647
227,compsvi3,table,pear,0.17741373554031206,0.1396467398969842,0.32371643914303805
228,compsvi3,table,mug,0.17533430884052895,0.13872079305526694,0.32169058651277593
229,compsvi3,pencil,table,0.11407709523696695,0.232933399646762,0.23495999576300275
230,compsvi3,pencil,pear,0.16542496486731273,0.1460668955780769,0.327013147214342
231,compsvi3,pencil,mug,0.14733312143565766,0.1572019858680047,0.46332645347424534
232,compsvi3,pear,table,0.11369515389670018,0.2414005690211116,0.2486652322904128
233,compsvi3,pear,pencil,0.13692704672235806,0.1260202017670983,0.30603499116112065
234,compsvi3,pear,mug,0.1513025614536941,0.13358014931032475,0.31255005617241605
235,compsvi3,mug,table,0.1097661902782686,0.2265614014801701,0.23533016385375483
236,compsvi3,mug,pencil,0.17140812993018226,0.15231939153233054,0.3699994523142535
237,compsvi3,mug,pear,0.15780406133849084,0.1377677821208672,0.3163912079040116
238,compsvi34,table,pencil (1),0.20080420096161666,0.12397221793561575,0.3050160898045062
239,compsvi34,table,pencil,0.17168229935728668,0.13818574392565927,0.320674064704839
240,compsvi34,table,mug,0.17540291325648796,0.1387781091636125,0.3217876929010011
241,compsvi34,pencil (1),table,0.11063257706060968,0.2343630511595941,0.2402953732454265
242,compsvi34,pencil (1),pencil,0.11517508035578168,0.10942119199258164,0.2914136589526532
243,compsvi34,pencil (1),mug,0.09246065371565107,0.099906868943826,0.26351678571937404
244,compsvi34,pencil,table,0.11327312227888195,0.22829539941625954,0.22956371267682607
245,compsvi34,pencil,pencil (1),0.14896676946539894,0.14296670063047745,0.35720909139298157
246,compsvi34,pencil,mug,0.14607014173766195,0.15614325265024434,0.4611624382151852
247,compsvi34,mug,table,0.10855826056587052,0.22128956151970974,0.22752934232923863
248,compsvi34,mug,pencil (1),0.1595803883419491,0.14780680058121295,0.3658780059824607
249,compsvi34,mug,pencil,0.1720293591028828,0.15334589166435394,0.3736008206467902
250,compsvi36,table,pencil,0.17160898172760575,0.13809671015089495,0.3205213021413816
251,compsvi36,table,pear,0.1774137034446256,0.13964671580357646,0.3237163798709163
252,compsvi36,table,mug,0.17533408583780094,0.1387206267481126,0.3216902340445663
253,compsvi36,pencil,table,0.11404029089911635,0.2328750209968238,0.23492996933155944
254,compsvi36,pencil,pear,0.16542482137141584,0.14606673686714655,0.3270129115720171
255,compsvi36,pencil,mug,0.1473341803179893,0.15720365018722254,0.4633290604133944
256,compsvi36,pear,table,0.1136289939033348,0.24119122556612416,0.2484265165275888
257,compsvi36,pear,pencil,0.13692704672235806,0.1260202017670983,0.30603499116112065
258,compsvi36,pear,mug,0.15124092895459826,0.13350622302933132,0.31224034573216763
259,compsvi36,mug,table,0.109560246558603,0.2258999425501203,0.23462851534767834
260,compsvi36,mug,pencil,0.17140812177117906,0.15231932861340916,0.36999799813259826
261,compsvi36,mug,pear,0.15773884903810625,0.13771820894891032,0.31626572715904955
262,compsvi45,table,pencil,0.1716744157380492,0.13817951961668526,0.32066400460133115
263,compsvi45,table,cup,0.1803093457337489,0.14125313123650038,0.3322171698024182
264,compsvi45,table,mug,0.17542247185350207,0.13879288480438484,0.3218115077702306
265,compsvi45,pencil,table,0.11340565886478185,0.2288243705566568,0.2303252845427112
266,compsvi45,pencil,cup,0.16203141286760786,0.17157588843793334,0.4998395533629317
267,compsvi45,pencil,mug,0.14744369300631147,0.15764976745868464,0.46505368641380673
268,compsvi45,cup,table,0.1109545374831785,0.22724223500546786,0.23105193260244458
269,compsvi45,cup,pencil,0.1475119430271877,0.1327904737313667,0.329421661827512
270,compsvi45,cup,mug,0.16618060858711914,0.15016969175977965,0.3669836192508652
271,compsvi45,mug,table,0.1083476796700695,0.22042379929111786,0.22623732781420733
272,compsvi45,mug,pencil,0.16441122168279068,0.14841025415928094,0.3649706100913832
273,compsvi45,mug,cup,0.1538050791604157,0.1449127167457898,0.3905286501024776
274,compsvi46,bowl,ball,0.1776913797772585,0.1510657481658457,0.3454558959319119
275,compsvi46,bowl,table,0.11257390736551813,0.23293737193347985,0.23647606502520363
276,compsvi46,bowl,pencil,0.157359491440466,0.15666687177054442,0.39124089375156745
277,compsvi46,ball,bowl,0.14829155173861935,0.1380905892320567,0.340401525380598
278,compsvi46,ball,table,0.11807937155530113,0.24691757126420946,0.2484270054871028
279,compsvi46,ball,pencil,0.1384191315302509,0.13164003981111047,0.3108450336030508
280,compsvi46,table,bowl,0.17369515213389056,0.13857616914967266,0.3211242008295445
281,compsvi46,table,ball,0.1811175353409584,0.1430187023492854,0.3358553267210058
282,compsvi46,table,pencil,0.19910019632199533,0.12406974986515368,0.3034469040509484
283,compsvi46,pencil,bowl,0.09539156181085544,0.10119302384539493,0.28351516977234675
284,compsvi46,pencil,ball,0.1641511950267213,0.1451699401389829,0.32547127135372517
285,compsvi46,pencil,table,0.11131372183281177,0.236445388602852,0.24410541306452055
286,compsvinew1,plate,table,0.10835262465815304,0.2208121061618601,0.2288814436309774
287,compsvinew1,plate,cube,0.1832009341443238,0.1438629044311961,0.34252053450050246
288,compsvinew1,plate,pencil,0.15719751490786812,0.1406183140578104,0.358685174274383
289,compsvinew1,table,plate,0.18654773140521705,0.1488558425376942,0.3381463042665126
290,compsvinew1,table,cube,0.20133627090922387,0.1237910632604287,0.3051158635965846
291,compsvinew1,table,pencil,0.16941497005760586,0.14395710902123876,0.3310243813534536
292,compsvinew1,cube,plate,0.12955698584053255,0.22397031496971212,0.2170347466123646
293,compsvinew1,cube,table,0.11288668158754347,0.24197196165018225,0.25016353776746375
294,compsvinew1,cube,pencil,0.1400952006683132,0.1288190854779865,0.30942835742325697
295,compsvinew1,pencil,plate,0.16264423889708288,0.1672637909752571,0.42386437847870967
296,compsvinew1,pencil,table,0.08880116659368731,0.14974433329341658,0.15523945812963552
297,compsvinew1,pencil,cube,0.17130282801101765,0.15239266142358024,0.3450055171670715
298,compsvinew2,mug,table,0.1086656174043275,0.23114642894764664,0.23521029887119593
299,compsvinew2,mug,box,0.10621673894850983,0.10181460892232608,0.2756372360515433
300,compsvinew2,table,mug,0.20380559142529675,0.12411846229399165,0.29974443387704247
301,compsvinew2,table,box,0.1890690067064743,0.1459134487567804,0.34146135610414424
302,compsvinew2,box,mug,0.1397001516926226,0.12994324184488654,0.29689461913295284
303,compsvinew2,box,table,0.11114440325260863,0.22466470015518414,0.23063070081447315
304,compsvo12,box,book (1),0.13491156148818975,0.12557360563791958,0.26493484123389055
305,compsvo12,box,book,0.13562478207501338,0.12262902745295674,0.19298759925579545
306,compsvo12,box,table,0.6074816674009927,0.29882273735080445,0.29303949382370054
307,compsvo12,book (1),box,0.0861073114518206,0.08839160850515122,0.2432827968036551
308,compsvo12,book (1),book,0.161601724339718,0.14776930021949342,0.3301068077744681
309,compsvo12,book (1),table,0.09973366944050427,0.19427891675546347,0.20563870455154762
310,compsvo12,book,box,0.05966939487596596,0.06397613984743711,0.17964123717562833
311,compsvo12,book,book (1),0.16220925419134274,0.14845548130121172,0.33271600833791
312,compsvo12,book,table,0.08295439187286628,0.0914401848081724,0.24433673708937861
313,compsvo12,table,box,0.13075073383526595,0.1147584434377024,0.31465052598109655
314,compsvo12,table,book (1),0.1846411535748005,0.1472225960508785,0.3354784879995389
315,compsvo12,table,book,0.19886110647550456,0.1596276031000491,0.35030005614757165
316,compsvo12v,board,book,0.1837419868336332,0.1348418742017999,0.3175877245240028
317,compsvo12v,board,table,0.11136699692431884,0.2340062713121169,0.23933223817524105
318,compsvo12v,board,clock,0.1584508891798926,0.1289141858349827,0.2782680493328297
319,compsvo12v,book,board,0.07962190081075929,0.0919657180763293,0.25346342907583136
320,compsvo12v,book,table,0.0984948756205514,0.20735791929918,0.19426467842440173
321,compsvo12v,book,clock,0.10566694735700302,0.09971568802453072,0.2712045859576723
322,compsvo12v,table,board,0.19658582285145704,0.12893123883534074,0.32566344700804384
323,compsvo12v,table,book,0.2077505898164429,0.12287109859363535,0.23759127553220025
324,compsvo12v,table,clock,0.209423713106542,0.1226661007466194,0.25418411097557164
325,compsvo12v,clock,board,0.0565372879255665,0.06246611603811472,0.11171770717901046
326,compsvo12v,clock,book,0.14001485213444353,0.12972446665608806,0.31402310468290723
327,compsvo12v,clock,table,0.10197063967841524,0.2163485018720349,0.20823324828193876
328,compsvo13v,jar,board,0.18997933273925646,0.16892740877280746,0.4250132360791833
329,compsvo13v,jar,book,0.15344075188728312,0.13923281776121935,0.2979072371541586
330,compsvo13v,jar,table,0.10300295448562632,0.20250278284320855,0.21091151450308238
331,compsvo13v,board,jar,0.11961532272798575,0.10949405406611676,0.28785556888655217
332,compsvo13v,board,book,0.18371029646180026,0.13484754369035426,0.3176595177981356
333,compsvo13v,board,table,0.11145486736503246,0.23437484390852265,0.23987777601320034
334,compsvo13v,book,jar,0.08991017927573046,0.09316283137386414,0.2528196330630255
335,compsvo13v,book,board,0.07992419528071301,0.09234067045856396,0.2543402581198107
336,compsvo13v,book,table,0.0993225768222413,0.21090091354246845,0.19884360009190927
337,compsvo13v,table,jar,0.17425904697974362,0.13822867596781513,0.31880239620404044
338,compsvo13v,table,board,0.19658898578491665,0.12893077838370318,0.32565673384782207
339,compsvo13v,table,book,0.2077501142107275,0.12287115175453665,0.23759176251435946
340,compsvo14,book (1),book,0.09997613409901722,0.10681702617157073,0.28749185081574163
