,Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control,selection_ratio,selected_atleast_once
109,compsvu15,table,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,1.0518123561030994,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,0.3450187611510743,1.536002907966404,-0.6440917833131616,-0.8052897331786458,0.8,1
111,compsvu16,table,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,1.0518123561030994,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,0.3450187611510743,1.536002907966404,-0.6440917833131616,-0.8052886531075027,0.6666666666666666,1
114,compsvu23,box,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.3288714325206148,-0.9059561524155018,1.2235485077078494,-0.32415837700788863,1.1242766182136863,1.2303914090875443,0.7681593871297393,-0.5447078918004704,1.0,1
118,compsvu25,table,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.12833103907127433,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.35643824712810274,0.10309365172067092,1.536002907966404,-0.7249718329325295,-0.8032106468780879,0.6666666666666666,1
119,compsvu25a,box,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,3.3558794372986758,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,3.390036335995516,-0.8740550690873288,-0.875450400627552,-0.8051969391475471,0.16666666666666666,1
120,compsvu25a,table,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,0.8754864119592612,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,-0.4385500105862653,1.536002907966404,-0.6440917593184798,-0.8052890873293671,0.8333333333333334,1
122,compsvu34,table,book (1),-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.4374760717236588,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,0.0563416632498069,1.536002907966404,-0.6891015832707381,-0.8050303876550033,0.6666666666666666,1
123,compsvu53,box,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,0.8277587935675917,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,1.1296360309890146,0.5199981406610299,0.5912981869226291,-0.8052968096737295,0.42857142857142855,1
124,compsvu53,table,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.4746133759004523,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.35695286515686364,-0.2429605322667411,1.536002907966404,-0.6888498550641714,-0.8047318709080369,0.7142857142857143,1
125,compsvu56,box,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,2.2531623947367074,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,1.248946179314122,0.13675698730068556,0.9594879407700188,-0.8052035324521594,0.6,1
128,compsvu63,table,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5414654393217744,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.35695286515686364,-0.2664936586291263,1.536002907966404,-0.6888498790588531,-0.8047241167120637,0.8,1
129,compsvu67,box,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,2.321114354854997,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,0.3719778051513242,-0.7322364124565903,-0.875450400627552,-0.8052059696923349,0.75,1
130,compsvu67,table,balloon,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,2.6050784063451293,2.2653308661849345,-0.4495031203312162,-0.9059561524155018,1.6343840719040237,-0.3570435486078057,2.619619323660761,-0.8740550690873288,-0.875450400627552,-0.8052904898358276,0.25,1
