,Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control,selection_ratio,selected_atleast_once
27,compsvi15,pencil,box,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,2.412757657805914,-0.9059561524155018,-0.7484621051199398,1.9722149227559056,-0.5538496299118855,-0.8282629793995372,0.2661376160198666,-0.13761440224089333,0.3333333333333333,1
38,compsvi25,pencil (1),box,-0.12166736738870315,1.672698320953217,1.6837178985981087,-0.3832424471159501,-0.5053391764540857,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,1.4162092088765017,-0.3124233888433996,-0.6159708775391596,-0.006365186033100055,1.843259548953181,0.3333333333333333,1
41,compsvi26a,pencil,lamp,8.205788000549202,-0.5968659206925575,0.2760862226958302,2.6050784063451293,-0.602573893987224,1.1406416009307978,-0.9059561524155018,-0.7484621051199398,3.1695669218104805,-0.5985728743697831,-0.3682060722371392,0.8529693097259172,0.07901952837517426,0.2727272727272727,1
44,compsvi3,pear,mug,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.2321643272299209,-0.9059561524155018,-0.7313807699966368,-0.2614885362611585,-0.6761183870205916,-0.8595115935052617,-0.8284597437102087,1.1099734573866893,0.5,1
48,compsvi36,pear,mug,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.2321643272299209,-0.9059561524155018,-0.7313807699966368,-0.26483755419434696,-0.6761183870205916,-0.8600210363805673,-0.8301055149389008,1.1099734573866893,1.0,1
50,compsvi45,cup,mug,-0.12166736738870315,1.672698320953217,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.26640419251564684,0.05759642108849745,-0.7014955397738679,0.01936979345802529,-0.624372961992651,-0.27170084367936964,-0.4986455962334328,-0.00016522201512359362,0.6666666666666666,1
54,compsvinew1,pencil,plate,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,2.147733420984951,-0.9059561524155018,-0.2069062207830256,1.9205446960698391,-0.5700082879471264,-0.5315528127537077,0.3217618473782746,0.24096050291216475,0.3333333333333333,1
55,compsvo12,box,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.5722090519676662,-0.4495031203312162,-0.9059561524155018,-0.7484621051199398,4.538752044159563,-0.5659859716616489,-0.6337310526830842,1.5240177774945138,1.843259548953181,1.0,1
60,compsvo13v,jar,board,-0.12166736738870315,-0.5968659206925575,-0.6280494694686262,2.6050784063451293,-0.602573893987224,0.19152406007195266,-0.9059561524155018,-0.2949090192236393,0.3939670891066752,-0.4663594502354702,-0.8225399352243266,-0.5073597448159186,-0.6255244724672451,1.0,1
70,compsvo16a,balloon,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,0.20284734841869745,0.9027490683005109,-0.7484621051199398,-0.04307886993121034,0.962680531985478,-0.7561498753257893,0.3392417331090761,1.843259548953181,0.6,1
74,compsvo18,box,table,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.5321416879105415,-0.4495031203312162,-0.9059561524155018,-0.6046696576512788,-0.2996010320439984,1.2949755311067659,-0.8722506581978969,-0.8472408610340056,0.9692346377180721,1.0,1
