Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
compsva34,balloon,table,0,0,0.0,0,0.2038083,0.0,1.0,0.0,0.0,96.2552,0.1106963,0.9342533000000002,0.0
compsva34,bin,balloon,0,0,0.001613474,1,0.6022938,0.0,0.0,1.0,0.0,95.63110999999999,0.858326,0.6961407,0.00019191146750000002
compsva34,bin,table,0,0,0.008106593,0,0.07642455,0.0,0.0,0.02919708,0.9996751,0.9951224,0.07408624,1.0,0.1690663605
compsva34,table,balloon,0,0,0.0,1,0.24414879999999997,0.0,0.0,1.0,0.0,96.2552,1.0,0.09053788,7.276844e-06
compsva34,table,bin,0,1,0.0,0,0.07867695,0.0,0.7704403000000001,0.0,0.03808921,0.9951224,1.0,0.07408624,0.25086070180000003
compsvi12,pencil,cup,0,1,1.0,0,0.0,0.40909090000000004,0.5909091,0.0,0.47941300000000003,0.03371593,0.4959229,0.7925608000000001,0.78681845
compsvi12,pencil,table,0,0,0.9717703999999999,0,0.09187269,0.0,1.0,0.0,0.0,0.04619983,0.012717299999999999,1.0,0.6528343750000001
compsvi12,pencil,cube,0,0,0.0,0,0.0179968,0.0,0.8333333,0.0,0.0038626209999999997,0.1051408,0.1131333,0.05469501,0.7415970625
compsvi12,cup,pencil,0,0,0.1014953,1,0.0009394649000000001,0.00693422,0.0,0.45585370000000003,0.3333041,0.03371593,0.7925608000000001,0.4959229,0.05206954899999999
compsvi12,cup,table,0,0,0.9978783000000001,0,0.0066618319999999995,0.06767989,1.0,0.0,0.0,0.07119094,0.01328566,1.0,0.634471475
compsvi12,cup,cube,0,0,0.03552997,0,1.440411e-06,0.05803847,0.5034909000000001,0.0195203,0.05685853,0.07844094,0.4710924,0.1425099,0.36077114750000006
compsvi12,table,pencil,0,0,0.0,1,0.1234792,0.0,0.0,1.0,0.0,0.04619983,1.0,0.008161755,0.00123768495
compsvi12,table,cup,0,1,0.0,0,0.02480259,0.0,0.0,1.0,0.0,0.07119094,1.0,0.01293563,0.01715861975
compsvi12,table,cube,0,0,0.0,0,0.0598739,0.0,0.0,1.0,0.0,0.14872929999999998,1.0,0.003915714,0.0117907803575
compsvi12,cube,pencil,0,0,0.02280801,1,0.03776265,0.0,0.0,0.75,0.02224966,0.1051408,0.05469501,0.1131333,0.5299796925
compsvi12,cube,cup,0,1,0.39654490000000003,0,0.0,0.5,0.0,0.0,0.47109229999999996,0.07844094,0.1425099,0.4710924,1.0
compsvi12,cube,table,0,0,0.9984947,0,0.0077460409999999995,0.25,1.0,0.0,0.0,0.14872929999999998,0.004171019000000001,1.0,0.84317495
compsvi13,table,pencil (1),0,0,0.0,1,0.03329038,0.0,0.0,1.0,0.0,0.2668374,1.0,0.008311838,0.001461892375
compsvi13,table,pencil,0,0,0.0,0,0.10488110000000002,0.0,0.0,0.8066038000000001,8.270531999999999e-06,0.1834058,1.0,0.0064058909999999995,0.00028203908749999996
compsvi13,table,mug,0,1,0.0,0,0.0216148,0.0,0.0,0.8066038000000001,5.267249000000001e-06,0.2610655,1.0,0.01505456,0.00029047809999999997
compsvi13,pencil (1),table,0,0,0.9696690999999998,0,0.01188529,0.0,1.0,0.0,0.0,0.2668374,0.008575237,1.0,0.91232335
compsvi13,pencil (1),pencil,0,0,0.0,0,0.1129652,0.0,0.5909091,0.0,0.04853788,0.08694086,0.2580461,0.1989851,0.27682566574999995
compsvi13,pencil (1),mug,0,1,0.8480363999999999,0,0.0,0.3484848,0.5909091,0.0,0.6044941,0.01154384,0.5479859,0.9930733,1.0
compsvi13,pencil,table,0,0,0.9995696,0,0.00019061569999999998,0.1439394,1.0,0.0,0.01535742,0.1834058,0.0064058909999999995,1.0,0.9166700249999999
compsvi13,pencil,pencil (1),0,0,0.0,1,0.09951549,0.0,0.0,0.08333334,0.2344964,0.08694086,0.1989851,0.2580461,0.21264937
compsvi13,pencil,mug,0,1,0.764895,0,0.03596878,0.0,0.0,0.0,0.4577454000000001,0.08416927,0.1969813,0.4629282,0.6051997499999999
compsvi13,mug,table,0,0,1.0,0,0.0,0.2003563,0.9947497,0.0,0.0017726439999999999,0.2610655,0.01505456,1.0,0.7303660750000001
compsvi13,mug,pencil (1),0,0,0.0073673459999999994,1,0.0001983867,0.01851678,0.0,0.1875586,0.5292981,0.01154384,0.9930733,0.5479859,0.22145489599999996
compsvi13,mug,pencil,0,0,0.006757406,0,0.003038942,0.01870429,0.45452840000000005,0.0,0.08296155,0.08416927,0.4629282,0.1969813,0.013199167250000001
compsvi14,bowl,ball,0,0,0.0,0,0.002854406,0.1624156,0.0,0.0,0.3181272,0.003579471,1.0,0.31812729999999995,0.09359290415
compsvi14,bowl,table,0,0,0.999944,0,0.0,0.08714679,0.9958739999999999,0.0,0.009920225,0.05494486,0.02215592,1.0,0.80450405
compsvi14,bowl,pencil,0,0,0.0,0,3.093633e-05,0.0183796,0.0,0.963866,0.02065798,0.05743312,0.549188,0.6217138000000001,0.015724777000000002
compsvi14,ball,bowl,0,1,0.24923879999999998,0,0.0,0.4563107,0.1553398,0.0,0.7228551,0.003579471,0.31812729999999995,1.0,0.765098725
compsvi14,ball,table,0,0,1.0,0,0.01590121,0.0,1.0,0.0,0.030911400000000002,0.05556796,0.007048403000000001,1.0,0.6939094
compsvi14,ball,pencil,0,0,0.03419478,0,0.02537423,0.0,0.0,0.807767,0.1167962,0.05564174,0.2161106,0.7690325,0.10888879
compsvi14,table,bowl,0,1,0.0,0,0.04408098,0.0,0.0,0.8066038000000001,2.531455e-05,0.05494486,1.0,0.02215592,0.00100554035
compsvi14,table,ball,0,0,0.0,0,0.08762909,0.0,0.0,0.5613208000000001,3.471498e-05,0.05556796,1.0,0.007048403000000001,0.009098153125
compsvi14,table,pencil,0,0,0.0,0,0.1364445,0.0,0.0,1.0,0.0,0.03830474,1.0,0.02521456,0.00016618695
compsvi14,pencil,bowl,0,1,1.0,0,0.0,0.15151520000000002,0.7424242,0.0,0.08685314,0.05743312,0.6217138000000001,0.549188,0.7629459225
compsvi14,pencil,ball,0,0,0.0002047879,0,0.05306659,0.0,0.0,0.0,0.2161106,0.05564174,0.7690325,0.2161106,0.1282302325
compsvi14,pencil,table,0,0,0.9998040000000001,0,0.09030789,0.0,1.0,0.0,0.0,0.03830474,0.03331392,1.0,0.9166295
compsvi14a,bowl,cube,0,0,0.0,0,0.004303715,0.01350338,0.0,0.5141285,0.1066483,0.0188011,1.0,0.19375209999999998,0.01976201
compsvi14a,bowl,table,0,0,0.9983789000000001,0,9.715569e-06,0.09164792,1.0,0.0,0.0008749891,0.05990152,0.02331634,1.0,0.8393872000000001
compsvi14a,bowl,pear,0,0,0.0,0,0.0,0.07739435,0.0,0.6594148,0.1826014,0.04210773,0.7633495,0.44412029999999997,0.007043841
compsvi14a,cube,bowl,0,1,1.0,0,0.0,0.375,0.5,0.0,0.5002459,0.0188011,0.19375209999999998,1.0,0.7126927675
compsvi14a,cube,table,0,0,1.0,0,0.04132503,0.0,1.0,0.0,0.0,0.05439407,0.006095998,1.0,0.84833845
compsvi14a,cube,pear,0,0,0.3159795,0,0.001779929,0.25,0.0,0.25,0.32750559999999995,0.05681971,0.1248724,0.3749706,0.19626601999999999
compsvi14a,table,bowl,0,1,0.0,0,0.03753309,0.0,0.0,0.8066038000000001,2.294021e-06,0.05990152,1.0,0.02331634,0.0010969966
compsvi14a,table,cube,0,0,0.0,0,0.09591486,0.0,0.0,1.0,0.0,0.05439407,1.0,0.0045428709999999995,0.0019520368
compsvi14a,table,pear,0,0,0.0,0,0.07296778,0.0,0.0,1.0,0.0,0.1007607,1.0,0.01362313,0.000620415825
compsvi14a,pear,bowl,0,1,1.0,0,0.0008662348,0.18040620000000002,0.9772999,0.0,0.21391880000000002,0.04210773,0.44412029999999997,0.7633495,0.8644363500000001
compsvi14a,pear,cube,0,0,1.0,0,9.134279000000001e-05,0.05615293,0.17801670000000003,0.0,0.08179636,0.05681971,0.3749706,0.1248724,0.5194009
compsvi14a,pear,table,0,0,1.0,0,0.08625048,0.0,1.0,0.0,0.0,0.1007607,0.01709552,1.0,0.88662335
compsvi15,jar,pencil,0,0,6.961167e-05,0,0.0009534518,0.006392045,0.0,0.9616476999999999,1.638442e-05,0.08432933,0.6261827,0.08891699,0.000272834625
compsvi15,jar,table,0,0,1.0,0,0.0,0.37784090000000004,0.8125,0.0,4.663534000000001e-05,0.3622913,0.02347524,1.0,0.755155125
compsvi15,jar,box,0,1,8.531772e-06,0,0.00034427970000000004,0.2365057,0.0,0.1875,0.1442156,0.6420020000000001,0.04056109,0.1442197,0.19036946715000003
compsvi15,jar,pear,0,0,1.594457e-05,0,0.2462833,0.0,0.0,0.0,0.0,0.4750187,0.0,0.0,0.003894300475
compsvi15,pencil,jar,0,1,0.3262691,0,4.887581e-06,0.39393940000000005,0.9015151,0.0,0.001412305,0.08432933,0.08891699,0.6261827,1.0
compsvi15,pencil,table,0,0,0.9999935999999999,0,0.2095702,0.0,1.0,0.0,0.0,0.4465673,0.01934054,1.0,0.842887375
compsvi15,pencil,box,0,1,0.0,0,0.0,0.40909090000000004,0.0,0.0,0.47576709999999994,0.6706727,0.01900041,0.47576709999999994,0.25209464825
compsvi15,pencil,pear,0,0,0.0,0,0.11908039999999999,0.0,0.0,0.0,0.0,0.41354480000000005,0.0,0.0,0.007498035750000001
compsvi15,table,jar,0,1,0.0,0,0.02959409,0.0,0.0,0.8066038000000001,2.801653e-07,0.3622913,1.0,0.02347524,0.0028817787500000002
compsvi15,table,pencil,0,0,0.0,0,0.2457467,0.0,0.0,1.0,0.0,0.4465673,1.0,0.0035588559999999996,0.0001103487
compsvi15,table,box,0,1,0.0,0,0.09205052,0.0,0.0,0.8066038000000001,3.8874559999999996e-07,0.6283088000000001,1.0,0.08346897,0.0008127522
compsvi15,table,pear,0,0,0.0,0,0.19664920000000002,0.0,0.0,0.5613208000000001,0.0001324896,0.7831056,1.0,0.02998302,0.001942963445
compsvi15,box,jar,0,1,0.0,0,0.04466079,0.0,0.05479452,0.0,0.02071141,0.6420020000000001,0.1442197,0.04056109,0.18829041149999995
compsvi15,box,pencil,0,0,0.0,0,0.1210472,0.0,0.05479452,0.9452055,0.0007926739,0.6706727,0.47576709999999994,0.01900041,0.00011997643500000001
compsvi15,box,table,0,0,0.9999943000000001,0,0.0,0.25479450000000003,0.9849315000000001,0.0,9.293168e-06,0.6283088000000001,0.08346897,1.0,0.606216125
compsvi15,box,pear,0,0,0.0,0,0.01636798,0.0,0.05479452,0.0,0.2825989,0.6303368,1.0,0.3592116,0.0006903160999999999
compsvi15,pear,jar,0,1,0.0049853070000000005,0,0.2250779,0.0,0.40740740000000003,0.0,0.0,0.4750187,0.0,0.0,0.42303772500000003
compsvi15,pear,pencil,0,0,0.01845405,0,0.1425411,0.0,0.3751493,0.5925925999999999,0.0,0.41354480000000005,0.0,0.0,0.007035174
compsvi15,pear,table,0,0,1.0,0,0.01029468,0.0,1.0,0.0,0.01108344,0.7831056,0.02998302,1.0,0.88032215
compsvi15,pear,box,0,1,0.11832830000000001,0,0.0,1.0,0.0,0.0,0.9889283000000001,0.6303368,0.3592116,1.0,0.977040875
compsvi16,table,bowl,0,1,0.0,0,0.01875905,0.0,0.0,0.8066038000000001,4.7189339999999995e-06,0.13201179999999998,1.0,0.02138015,0.000425295575
compsvi16,table,pear,0,0,0.0,0,0.02076101,0.0,0.0,0.5613208000000001,2.647772e-05,0.28855759999999997,1.0,0.0051270000000000005,0.0007310518050000001
compsvi16,table,pencil,0,0,0.0,0,0.09694713,0.0,0.0,1.0,0.0,0.08822417,1.0,0.01320046,0.0005332790250000001
compsvi16,bowl,table,0,0,0.9984122,0,1.40667e-05,0.09164792,1.0,0.0,0.001956032,0.13201179999999998,0.02138015,1.0,0.908693125
compsvi16,bowl,pear,0,0,0.0,0,0.0,0.02813203,0.0,0.0,0.02403341,0.1567522,0.10022189999999999,0.02403341,0.018316026225000004
compsvi16,bowl,pencil,0,0,0.0,0,0.0021927970000000002,0.007126782,0.0,0.5383846,0.2313552,0.06593756,0.7048753000000001,0.43361239999999995,0.00832143625
compsvi16,pear,table,0,0,1.0,0,0.0,0.06212664,0.9964158000000001,0.0,0.02985771,0.28855759999999997,0.0051270000000000005,1.0,0.6969312
compsvi16,pear,bowl,0,1,0.0,0,0.0,0.06451613,0.3918757,0.0035842290000000004,0.06538215,0.1567522,0.02403341,0.10022189999999999,0.8056847
compsvi16,pear,pencil,0,0,0.03472636,0,0.07885417,0.0,0.0,0.1827957,0.0,0.2110731,0.0,0.0,0.11359792499999999
compsvi16,pencil,table,0,0,1.0,0,0.05061805,0.0,1.0,0.0,0.0,0.08822417,0.01606722,1.0,0.8315477499999999
compsvi16,pencil,bowl,0,1,1.0,0,0.0,0.22727270000000002,0.5909091,0.0,0.3597485,0.06593756,0.43361239999999995,0.7048753000000001,0.8847683
compsvi16,pencil,pear,0,0,0.00019590150000000001,0,0.06842723,0.0,0.04545455,0.0,0.0,0.2110731,0.0,0.0,0.16818416249999998
compsvi23,table,box,0,1,0.0,0,0.001158327,0.009433961999999999,0.7704403000000001,0.22012579999999998,0.01828006,0.7335721,1.0,0.04792222,0.2516110353
compsvi23,table,box (1),0,1,0.0,0,0.1993603,0.0,0.7704403000000001,0.0,0.03241254,0.5304566999999999,1.0,0.08028479,0.00016517420000000002
compsvi23,box,table,0,0,1.0,0,0.0,0.139726,0.0,0.0,1.0,0.7335721,0.04792222,1.0,0.956343975
compsvi23,box,box (1),0,1,0.0,0,0.8834506999999999,0.0,0.7452055000000001,0.0,0.0,0.2218719,0.0,0.0,0.05499674949999999
compsvi23,box (1),table,0,0,0.0,0,0.07052559,0.0,0.0,0.05172414,0.9999985,0.5304566999999999,0.08028479,1.0,0.000437395802
compsvi23,box (1),box,0,1,0.0,0,0.8830811,0.0,0.0,0.637931,0.0,0.2218719,0.0,0.0,0.1158371093175
compsvi24,cup,table,0,0,0.9969005999999999,0,7.385015e-05,0.13863689999999998,1.0,0.0,0.0,0.07504205,0.01270491,1.0,1.0
compsvi24,cup,cube,0,0,0.0,0,0.0026785470000000003,0.04944194,0.4949418,0.0,0.06059853,0.07913645,0.45372959999999996,0.145903,0.27538385355
compsvi24,cup,pencil,0,0,0.0,0,1.072884e-06,0.01999525,0.0,0.9888861999999999,0.0006141438,0.03480321,0.4098187,0.7957380999999999,0.00398650025
compsvi24,table,cup,0,1,0.0,0,0.01802266,0.0,0.0,1.0,0.0,0.07504205,1.0,0.01270419,0.0253026876
compsvi24,table,cube,0,0,0.0,0,0.06035877,0.0,0.0,0.8066038000000001,1.1736839999999999e-06,0.15329790000000001,1.0,0.004085203,0.002794850335
compsvi24,table,pencil,0,0,0.0,0,0.2601925,0.0,0.0,1.0,0.0,0.04225447,1.0,0.02501952,0.00017456195000000002
compsvi24,cube,cup,0,1,0.27093779999999995,0,0.001123032,0.25,0.0,0.125,0.4526057,0.07913645,0.145903,0.45372959999999996,1.0
compsvi24,cube,table,0,0,0.9994213,0,0.0,0.25,0.875,0.0,0.002353107,0.15329790000000001,0.004085203,1.0,0.928089825
compsvi24,cube,pencil,0,0,0.0,0,0.1662659,0.0,0.0,1.0,0.0,0.1139212,0.1085826,0.1507207,0.06457025225
compsvi24,pencil,cup,0,1,1.0,0,0.008601869,0.07575758,0.7424242,0.0,0.004397197,0.03480321,0.7957380999999999,0.4098187,1.0
compsvi24,pencil,table,0,0,1.0,0,0.2400455,0.0,1.0,0.0,0.0,0.04225447,0.04892709,1.0,0.8723998
compsvi24,pencil,cube,0,0,0.00023960110000000002,0,0.1753674,0.0,1.0,0.0,0.0,0.1139212,0.3920783,0.02525087,0.26571571775
compsvi24a,pear,cup,0,1,0.9892528,0,0.0,0.130227,0.8076463,0.0,0.1445556,0.1697592,1.0,0.3977902,0.9218251
compsvi24a,pear,table,0,0,1.0,0,0.18927979999999997,0.0,1.0,0.0,0.0,0.1889284,0.04927334,1.0,0.997007
compsvi24a,pear,cube,0,0,0.1022255,0,0.11613,0.0,1.0,0.0,0.0,0.2057732,1.0,0.08019782,0.059349105
compsvi24a,cup,pear,0,0,0.0,0,0.0,0.2170031,0.0,0.7260508000000001,0.3184375,0.1697592,0.3977902,1.0,0.04758437
compsvi24a,cup,table,0,0,0.9971409999999999,0,4.804134e-05,0.13863689999999998,1.0,0.0,0.0,0.08885066,0.01272941,1.0,1.0
compsvi24a,cup,cube,0,0,0.0,0,0.004912142,0.03799573,0.5317976,0.09883638,0.03894097,0.06998511,0.5904119999999999,0.117342,0.02411777205
compsvi24a,table,pear,0,0,0.0,0,0.18480439999999998,0.0,0.0,1.0,0.0,0.1889284,1.0,0.03226574,0.00424263675
compsvi24a,table,cup,0,1,0.0,0,0.0180012,0.0,0.0,1.0,0.0,0.08885066,1.0,0.0127287,0.032136789250000006
compsvi24a,table,cube,0,0,0.0,0,0.07297919,0.0,0.0,1.0,0.0,0.1566082,1.0,0.00253183,0.0003980510800000001
compsvi24a,cube,pear,0,0,0.004313803,0,0.08627230000000001,0.0,0.0,1.0,0.0,0.2057732,0.1376842,1.0,0.838009225
compsvi24a,cube,cup,0,1,0.4031843,0,0.001178046,0.625,0.0,0.0,0.5904119999999999,0.06998511,0.117342,0.5904119999999999,0.959771675
compsvi24a,cube,table,0,0,1.0,0,0.004493833,0.125,1.0,0.0,0.0,0.1566082,0.002649925,1.0,0.81932385
compsvi25,jar,pencil,0,0,0.0,0,0.001046459,0.006392045,0.0,0.9616476999999999,0.001008637,0.08291919,0.6353420999999999,0.09004588,0.006643433545
compsvi25,jar,table,0,0,1.0,0,0.0,0.37784090000000004,0.8096591,0.0,0.00618075,0.36102629999999997,0.02379328,1.0,0.8573929
compsvi25,jar,box,0,1,0.0,0,0.0,0.2478693,0.0,0.19034089999999998,0.15180929999999998,0.2849345,0.04361193,0.1527596,0.24470668425000003
