Scene,Figure,Ground,ground_lightsource,ground_container,support,ground_verticality,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
compsva12,box,book,-0.12166736738870315,-0.5968659206925575,1.6509878592065292,-0.3832424471159501,-0.5712252268324237,-0.4495031203312162,1.2692212394067948,-0.7484621051199398,-0.34557358567295404,-0.3997373282396083,1.062287941446371,0.2808844582450832,0.7294273141541625
compsva12,box,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.4623267235637864,-0.4495031203312162,1.311752681188536,-0.7484621051199398,-0.3570435486078057,-0.39251918345663533,-0.6350450529523565,1.5231088579503727,1.372256569857339
compsva12,box,pear,-0.12166736738870315,-0.5968659206925575,-0.6066871421718332,-0.3832424471159501,-0.5346629192588523,-0.4495031203312162,0.7466926677848122,-0.7484621051199398,-0.23530518497761158,-0.39651175285683754,0.3496576230884077,-0.6795027562118552,-0.622318131470173
compsva12,book,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,1.104208009887845,-0.9059561524155018,1.3899895983191202,-0.22732469545570927,-0.3997373282396083,0.24105667187619184,1.1056654552076521,-0.7504095032612085
compsva12,book,table,-0.12166736738870315,-0.5968659206925575,1.6837178985981087,-0.3832424471159501,-0.602573893987224,2.4159747117804398,1.1604623587271357,-0.7484621051199398,-0.2203332056015019,-0.3946916426754439,-0.7615367003535776,1.5231088579503727,1.360006042021541
compsva12,book,pear,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.602573893987224,-0.36062560236151714,-0.9059561524155018,0.2812457916036627,0.5447032500328305,-0.3987052496553391,1.2823805914701372,-0.29024775038688067,-0.7908716390497911
compsva12,table,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.39792833444349185,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,-0.39251918345663533,1.4779347335894955,-0.618750825293055,-0.8047864986320118
compsva12,table,book,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.44680998891780904,-0.4495031203312162,-0.9059561524155018,1.173550676083062,-0.35651210901705166,-0.3946916426754439,1.4779347335894955,-0.7260425691786673,-0.8039198524168236
compsva12,table,pear,-0.12166736738870315,-0.5968659206925575,-0.6282480394372745,-0.3832424471159501,-0.2860266479684092,-0.4495031203312162,-0.9059561524155018,1.6343840719040235,-0.3570435486078057,-0.3981546403281079,1.4779347335894955,-0.8361375581130175,-0.8047803161988758
compsva12,pear,box,-0.12166736738870315,1.6726983209532167,-0.6282480394372745,-0.3832424471159501,-0.586953655851198,-0.29903776973814583,-0.9059561524155018,-0.7484621051199398,1.541968979006595,-0.39651175285683754,-0.7151971874052351,0.38995483114841334,0.3683303361339117
