,Our Prototype,Exemplar,Conceptual Space,Proximity,Simple,Best Guess
p_value,0,1.0632325075261215e-32,1.146887415130619e-34,7.1805297953695e-35,8.908538525177443e-20,3.5177192695003816e-18
Our model wins,0,190.0,197.0,200.0,156.0,153.0
Other model wins,0,9.0,2.0,0.0,43.0,42.0
