,Our Prototype
in,0.6811342592592593
inside,0.6748251748251748
against,0.7824561403508772
on,0.9365576951783848
on top of,0.9843146718146718
under,0.731990231990232
below,0.8722960151802657
over,0.7726763717805151
above,0.887719298245614
Average,0.8137744287361105
Overall,0.8374325782092773
