,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
Number,13.0,9.0,4.0,3.0,4.0,5.0,10.0,12.0
Rank,0.9285714285714286,0.7680776014109347,0.95,0.48571428571428577,0.26666666666666666,0.6284013605442177,0.43729946524064167,0.08240740740740742
