scene,preposition,ground,f1,f2,weight,parity,weak,lhs,rhs
compsvinew2,below,shelf,table,mug,2,False,False,"[-0.6282480394372745, -0.24699883042724388, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.020405242199608556, 1.4779347335894955, -0.5548535748325699, -0.782103731795455]","[1.6837178985981087, -0.602573893987224, 2.0920751687723476, -0.9059561524155018, -0.7484621051199398, 3.938588212351634, -0.023493765402384677, -0.580255340829974, 1.228999648302576, 1.117380118411612]"
compsvinew2,below,shelf,box,mug,1,False,False,"[-0.5505560193460927, -0.602573893987224, -0.06612572070475049, -0.9059561524155018, -0.712556211329916, 4.456150670497951, -0.02225400479015457, -0.7117401389829123, 1.5231088579503727, 0.07144747403429257]","[1.6837178985981087, -0.602573893987224, 2.0920751687723476, -0.9059561524155018, -0.7484621051199398, 3.938588212351634, -0.023493765402384677, -0.580255340829974, 1.228999648302576, 1.117380118411612]"
compsvinew2,below,shelf,table,box,1,False,False,"[-0.6282480394372745, -0.24699883042724388, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.020405242199608556, 1.4779347335894955, -0.5548535748325699, -0.782103731795455]","[-0.5505560193460927, -0.602573893987224, -0.06612572070475049, -0.9059561524155018, -0.712556211329916, 4.456150670497951, -0.02225400479015457, -0.7117401389829123, 1.5231088579503727, 0.07144747403429257]"
compsvo12,below,table,box,book (1),1,False,False,"[1.6837178985981087, -0.5722090519676662, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39684905476998655, -0.6727062076462421, 1.5231088579503727, 1.8432595489531811]","[1.68169261643639, -0.6025681229689394, 2.366598040816922, 1.3039272737982808, -0.7484621051199398, -0.356070573858245, -0.3974507221740677, -0.7250892726576835, 1.5231088579503727, 0.8258756388918188]"
compsvo12,below,table,box,book,1,False,False,"[1.6837178985981087, -0.5722090519676662, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39684905476998655, -0.6727062076462421, 1.5231088579503727, 1.8432595489531811]","[1.6837178985981087, -0.602417956677921, 1.0400187574335287, 1.256453446109969, -0.7484621051199398, -0.3325802616688437, -0.38515296619447204, -0.8259465988012484, 0.4858143821414961, 1.346310855855447]"
compsvo13v,below,board,table,jar,3,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8051878050015944]","[-0.6280494694686262, -0.602573893987224, 0.19152406007195266, -0.9059561524155018, -0.2949090192236393, 0.3939670891066752, 0.007057372897036776, -0.8598536276647846, -0.5080211823706331, -0.6255244724672451]"
compsvo13v,below,board,table,book,3,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8051878050015944]","[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4015129205746253]"
compsvo14v,below,board,jar,book,1,False,False,"[-0.6278995561178445, -0.020700299750659467, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.0074447519937493834, -0.910915443531762, -0.8760669938306926, -0.8034765626035956]","[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4123098511822174]"
compsvo14v,below,board,jar,table,1,False,False,"[-0.6278995561178445, -0.020700299750659467, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.0074447519937493834, -0.910915443531762, -0.8760669938306926, -0.8034765626035956]","[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8048334981872176]"
compsvo17,below,table,box,book,3,False,False,"[-0.6282480394372745, -0.45506712412024225, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538751554580004, -0.39130484125576775, -0.7191769162463121, 1.5231088579503727, -0.8052941218451248]","[0.7522668191743811, -0.602573893987224, 2.366598040816922, 1.2449763593543017, -0.7484621051199398, -0.33778405176235204, -0.39400296155546005, -0.7251406329364917, 1.5231088579503727, 0.9897861572229473]"
compsvo18,below,table,box,book,1,False,False,"[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.969234637718072]","[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.349324191447777]"
compsvo19,below,table,box,book,1,False,False,"[-0.6282480394372745, 0.017104987182035025, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37824317037864297, -0.910915443531762, -0.8760669938306926, 0.9149904917845016]","[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.3450310705310375]"
compsvo23v,below,board,jar,clock,1,False,False,"[-0.628056044630395, -0.602573893987224, 0.19152406007195266, -0.9059561524155018, -0.2949090192236393, 0.3939670891066752, 0.007057372897036776, -0.8598536276647846, -0.5080211823706331, -0.6583605446647098]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7232180957153025]"
compsvo23v,below,board,table,clock,1,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8011961257345657]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7232180957153025]"
compsvo24v,below,board,jar,clock,1,False,False,"[-0.6280626200002406, -0.026471944974116514, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.00855028510364408, -0.910915443531762, -0.8760669938306926, -0.7979214166408924]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]"
compsvo24v,below,board,table,clock,1,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8042583709405097]","[1.62808668060732, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.7269097281238188]"
compsvo27,below,table,box,book,3,False,False,"[-0.6282480394372745, -0.45504723199747316, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130507172881435, -0.7191915598978978, 1.5231088579503727, -0.805294103915682]","[1.6837178985981087, -0.602573893987224, 1.0581232569213144, 1.249149865608261, -0.7484621051199398, -0.3458062045047488, -0.3843038942719036, -0.803793644460718, 0.5074499100552726, 1.5070861385123828]"
compsvo28,below,table,box,book,2,False,False,"[-0.6282480394372745, -0.5362527656777476, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, -0.3007185463460035, -0.37878684707663274, -0.9091560873869047, -0.8484238816005394, 0.9234633155570232]","[1.6837178985981087, -0.602573893987224, 0.956078696661053, 1.2157615938057023, -0.7484621051199398, -0.30701468635217005, -0.3823332925662225, -0.8080627825007531, 0.426245005000039, 1.0890616898342396]"
compsvo34v,below,board,table,jar,2,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8050316565481151]","[-0.6280652498614951, -0.602573893987224, 0.19152406007195266, -0.9059561524155018, -0.2949090192236393, 0.3939670891066752, 0.007057372897036776, -0.8598536276647846, -0.5080211823706331, -0.6597817510348787]"
compsvo34v,below,board,table,book,2,False,False,"[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8050316565481151]","[-0.6282480394372745, 0.6014579191946573, -0.4495031203312162, -0.9059561524155018, -0.747341029607689, -0.3570435486078057, 0.008254173333382037, -0.910915443531762, -0.8760669938306926, -0.8048462758895374]"
compsvo67,below,table,box,balloon,1,False,False,"[-0.6282480394372745, -0.4550842331035958, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130465872111486, -0.7191638731243449, 1.5231088579503727, -0.805294334274392]","[-0.6282480394372745, 0.42808884095815125, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3742894927640308, -0.5229547082864197, 1.5231088579503727, -0.8053027946095308]"
compsvo68a,below,table,box,balloon,1,False,False,"[-0.6282480394372745, -0.44516553437396306, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.35110029754796573, -0.38202158238016715, -0.9107303299310072, -0.8731482044729328, 0.9456960696021273]","[-0.6282480394372745, -0.602573893987224, 0.20284734841869745, 0.902749068300511, -0.7484621051199398, -0.043078869931210344, 1.3743348498596004, -0.7940477807276111, 0.338477154402258, 1.8432595489531811]"
compsvo69a,below,table,box,balloon,1,False,False,"[-0.6282480394372745, 0.13407037610190933, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.3774859650124462, -0.910915443531762, -0.8760669938306926, 0.5723295603112634]","[-0.6282480394372745, -0.5946032346488692, 0.14549786896224368, 1.0595337643971656, -0.7484621051199398, -0.18319232941200267, 1.3743359561302237, -0.7984592703497009, 0.2926305832978181, 1.1811189630625032]"
compsvo78,below,table,box (1),box,3,False,False,"[-0.6282480394372745, -0.28299185415744577, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, 2.7113395479302667, -0.3910193662775521, -0.7299453750747392, 0.6305957678458319, 0.8255726433597153]","[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.8564393928173526]"
compsvo79,below,table,box (1),box,2,False,False,"[-0.6282480394372745, -0.28299185415744577, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, 2.7113395479302667, -0.3910193662775521, -0.7299453750747392, 0.6305957678458319, 0.8229064018625091]","[-0.6282480394372745, 0.1917027482299301, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37383519820304684, -0.910915443531762, -0.8760669938306926, 0.9526864201954924]"
compsvu15,below,balloon,book,table,2,False,False,"[-0.6274330686697578, 0.6464938023285673, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3764467204801365, 1.4264882172899949, 1.5231088579503727, -0.805255454696186]","[-0.6282480394372745, 1.0518123561030994, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374577123126178, 1.4779347335894955, -0.6409667618288944, -0.8052897331786458]"
compsvu17,below,table,box,box (1),2,False,False,"[-0.6282480394372745, -0.4551055314441747, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538752044159563, -0.39002858661944795, -0.7191769162463121, 1.5231088579503727, -0.8052967507147453]","[-0.6282477029472784, -0.45570780281366785, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 0.519055645661, -0.37436364524211774, -0.8766498960336436, -0.44673615457756727, -0.805285729309209]"
compsvu25,below,book,cube,book (1),1,False,False,"[-0.5805254558093608, -0.602573893987224, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 4.376559231966772, -0.4005591409164964, -0.05793253294735792, 1.5105995550591864, 1.200524979353787]","[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]"
compsvu25,below,book,table,book (1),1,False,False,"[-0.6282480394372745, -0.12833103907127433, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35643824712810274, -0.3933557047389786, 1.4779347335894955, -0.7256067588851913, -0.8032106468780879]","[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]"
compsvu25a,below,balloon,table,box,3,False,False,"[-0.6282480394372745, 0.8754864119592612, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3745631103649452, 1.4779347335894955, -0.6409667618288944, -0.805289087329367]","[-0.6282480394372745, 3.3558794372986753, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3714967125746422, -0.910915443531762, -0.8760669938306926, -0.805196939147547]"
compsvu34,below,book (1),picture,table,2,False,False,"[-0.6282480394372745, -0.1586613994582855, -0.4495031203312162, -0.9059561524155018, 0.20467636568964565, -0.2950282120864859, -0.40118893008858747, 1.4779347335894955, 0.1951729412698637, -0.8048276390157506]","[-0.6282480394372745, -0.4374760717236588, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39381379665395444, 1.4779347335894955, -0.6894975068845485, -0.8050303876550033]"
compsvu53,below,book,box,table,3,False,False,"[-0.6282480394372745, 0.8277587935675917, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.38186729450385626, 1.110975335791297, 0.619006308976218, -0.8052968096737295]","[-0.6282480394372745, -0.47461337590045233, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35695286515686364, -0.39400296155546005, 1.4779347335894955, -0.6894891817443427, -0.8047318709080369]"
compsvu56,below,balloon,box,table,2,False,False,"[-0.6282480394372745, 2.2531623947367074, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3710761453592197, 1.4779347335894955, 1.0043144306074276, -0.8052035324521594]","[-0.6282480394372745, 1.1711293513479668, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3746789000235533, -0.910915443531762, -0.8760669938306926, -0.805290321676618]"
compsvu63,below,book,box,table,2,False,False,"[-0.6282480394372745, 1.1050280324598987, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39355564840392715, -0.910915443531762, -0.8760669938306926, -0.8052968080958485]","[-0.6282480394372745, -0.5414654393217744, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35695286515686364, -0.39694606548475825, 1.4779347335894955, -0.6894892057361013, -0.8047241167120637]"
compsvu67,below,balloon,box,table,1,False,False,"[-0.6282480394372745, 2.321114354854997, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3709732621912214, -0.06536018480308114, -0.8760669938306926, -0.805205969692335]","[-0.6282480394372745, 2.2653308661849345, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3748035398471508, -0.910915443531762, -0.8760669938306926, -0.8052904898358276]"
compsvu67a,below,balloon,table,box,2,False,False,"[-0.6282480394372745, 0.9365265185799095, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374789711464355, -0.5596402804564709, -0.8760669938306926, -0.8052892697464499]","[-0.6282480394372745, 7.074399784392956, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3724261642769398, -0.910915443531762, -0.8760669938306926, -0.8051948833069703]"
compsvula,below,lamp,table,pencil,1,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051076036230612]","[0.27609755132892666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6662722788578508]"
compsvula,below,lamp,table,bowl,1,False,False,"[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051076036230612]","[-0.6282480394372745, 1.5070900201563664, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, -0.3570435486078057, -0.12852586408768515, -0.910915443531762, -0.8760669938306926, -0.8037459947524914]"
compsva13,over,book,balloon,table,3,False,False,"[-0.6282480394372745, 1.2108034431575931, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3772712608516253, -0.910915443531762, -0.8760669938306926, -0.8053027946095308]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]"
compsva13,over,book,balloon,pear,3,False,False,"[-0.6282480394372745, 1.2108034431575931, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3772712608516253, -0.910915443531762, -0.8760669938306926, -0.8053027946095308]","[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.014782098484513164]"
compsva14,over,box,table,book,3,False,False,"[-0.6282480394372745, -0.3336080490040548, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.20001154142321942, -0.3761119031465057, 1.4779347335894955, -0.6834457777324988, -0.7882001674365253]","[1.6837178985981087, -0.5930210140319722, 0.9840589501397987, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.38349238761214527, 0.3594263481177093, 0.7532070892566141, 1.211665031212988]"
compsva15,over,book,balloon,table,1,False,False,"[-0.6282480394372745, 0.6621464713628337, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3771991688826513, 0.6350719478954483, -0.15437666387847482, -0.8053027946095308]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047148313159854]"
compsva15,over,book,balloon,pear,1,False,False,"[-0.6282480394372745, 0.6621464713628337, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3771991688826513, 0.6350719478954483, -0.15437666387847482, -0.8053027946095308]","[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.034552583439894924]"
compsva23,over,book,balloon,box,2,False,False,"[-0.6282480394372745, 0.6636801276617424, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.37720599088483, 0.6328949887290373, -0.1561765256024808, -0.8053027946095308]","[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]"
compsva23,over,book,balloon,table,2,False,False,"[-0.6282480394372745, 0.6636801276617424, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.37720599088483, 0.6328949887290373, -0.1561765256024808, -0.8053027946095308]","[-0.6282480394372745, -0.4426857864510439, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.356254668012022, -0.39468834598898545, 1.4779347335894955, -0.7257420004279561, -0.8036539827100867]"
compsva24,over,bin,table,picture,2,False,False,"[-0.6282480394372745, -0.387744065621221, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.1790970453566087, -0.3917525637274314, 1.359682111006657, -0.7066944874972544, -0.7990253522920698]","[1.6837178985981087, -0.2108593256751787, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.38666351972995766, 1.4779347335894955, 0.3336526516819114, -0.1879105766459476]"
compsva34,over,bin,table,balloon,3,False,False,"[-0.6282480394372745, -0.37208029332549714, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.1705665621578149, -0.3838272667926285, 1.4779347335894955, -0.6983210758734363, -0.14088258634233614]","[-0.6282480394372745, 1.1626961459572545, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3610562835640034, 1.4319374234290263, 0.417344062589931, -0.8053027946095308]"
compsvi14a,over,bowl,pear,cube,2,False,False,"[1.6837178985981087, -0.6000361548136733, 0.8127336842341327, 1.261410468894841, -0.7484621051199398, 0.6902591696422785, -0.4013988023480048, 0.15002141378638398, 0.9553426930384576, 1.484210770407266]","[1.6837178985981087, -0.602573893987224, 2.1742359845997994, 0.20289826438651715, -0.7484621051199398, 2.0920581239121403, -0.4018285263497571, -0.44807070512914643, 1.5231088579503727, 1.082308431920464]"
compsvi14a,over,bowl,pear,table,2,False,False,"[1.6837178985981087, -0.6000361548136733, 0.8127336842341327, 1.261410468894841, -0.7484621051199398, 0.6902591696422785, -0.4013988023480048, 0.15002141378638398, 0.9553426930384576, 1.484210770407266]","[-0.6282480394372745, -0.49261618644949345, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570323175499042, -0.4010707232286667, 1.4779347335894955, -0.8201269939507758, -0.8023973307237545]"
compsvi15,over,box,pencil,jar,1,False,False,"[-0.6282480394372745, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9722149227559058, -0.38980941965862914, -0.8655263107378854, 0.2653819435612145, -0.13761440224089333]","[-0.6282283142710193, -0.6015652851419684, 1.205241556013006, -0.9059561524155018, -0.30167844692794665, 0.34900655028049604, -0.3903380455447842, -0.8140210765010307, -0.530058572239583, -0.30109739255194207]"
compsvi15,over,box,pencil,table,1,False,False,"[-0.6282480394372745, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9722149227559058, -0.38980941965862914, -0.8655263107378854, 0.2653819435612145, -0.13761440224089333]","[-0.6282480394372745, -0.3329008093342945, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570416453888105, -0.39059051862651223, 1.4779347335894955, -0.6758102566336546, -0.8031501697379632]"
compsvi15,over,box,pencil,pear,1,False,False,"[-0.6282480394372745, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9722149227559058, -0.38980941965862914, -0.8655263107378854, 0.2653819435612145, -0.13761440224089333]","[-0.3546770403316422, -0.602573893987224, 6.5471344928181585, -0.9059561524155018, -0.7484621051199398, 4.484547264095121, -0.3905531266794331, -0.05281274924775162, 1.5231088579503727, 1.782450875037032]"
compsvi16,over,bowl,pencil,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 1.140641600930798, 0.4045081785115099, -0.7484621051199398, 1.404211572196866, -0.40095943166641446, 0.1249196150102115, 0.8150528044462415, 1.5380612075484656]","[-0.6282480394372745, -0.547616997723536, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570204456715259, -0.3997411651548879, 1.4779347335894955, -0.8247722542432357, -0.804176372764702]"
compsvi16,over,bowl,pencil,pear,1,False,False,"[1.6837178985981087, -0.602573893987224, 1.140641600930798, 0.4045081785115099, -0.7484621051199398, 1.404211572196866, -0.40095943166641446, 0.1249196150102115, 0.8150528044462415, 1.5380612075484656]","[-0.6282480394372745, -0.602573893987224, 0.001892861481618648, -0.03688995085073594, -0.7399214387497114, -0.036945906792150686, -0.39928500552593466, -0.8535032277964343, -0.635617031531076, 1.3286033625950897]"
compsvi24,over,cup,pencil,table,1,False,False,"[1.6837178985981087, -0.5773736827661422, 0.0805452133779567, 0.7405245542059091, -0.7484621051199398, -0.33551577091467577, -0.4015334819462685, 0.9899836575953708, 0.10716013481761615, 1.8432595489531811]","[-0.6282480394372745, -0.5497743409173341, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40079156450257675, 1.4779347335894955, -0.8455874079662542, -0.7382870490412398]"
compsvi24,over,cup,pencil,cube,1,False,False,"[1.6837178985981087, -0.5773736827661422, 0.0805452133779567, 0.7405245542059091, -0.7484621051199398, -0.33551577091467577, -0.4015334819462685, 0.9899836575953708, 0.10716013481761615, 1.8432595489531811]","[-0.0018490745110315144, -0.5992838364883207, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.858821442713584, -0.4007160725952193, -0.5623750361392391, 0.21251010572758927, 1.8432595489531811]"
compsvi24a,over,cup,pear,table,3,False,False,"[1.658870738268855, -0.602573893987224, 0.46164800611638757, 0.8851681815221152, -0.7484621051199398, 0.350671120782037, -0.39904518449257237, 1.4779347335894955, 0.0783016480844676, 1.6362084526014005]","[-0.6282480394372745, -0.5498372105719178, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40053696350930423, 1.4779347335894955, -0.8455286041661271, -0.7201865047589698]"
compsvi24a,over,cup,pear,cube,3,False,False,"[1.658870738268855, -0.602573893987224, 0.46164800611638757, 0.8851681815221152, -0.7484621051199398, 0.350671120782037, -0.39904518449257237, 1.4779347335894955, 0.0783016480844676, 1.6362084526014005]","[0.3039003289133649, -0.599122666349585, 3.923395387887143, -0.9059561524155018, -0.7484621051199398, 2.533492918909162, -0.40088480357203554, -0.6306029860479994, 0.5404352191710695, 1.7367123222135787]"
compsvi25,over,box,pencil,jar,1,False,False,"[-0.6169813970835976, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9631802215690135, -0.3981866963632123, -0.8651066853157724, 0.26095450444433793, 1.4064229578752392]","[-0.6282480394372745, -0.602573893987224, 1.28474854719379, -0.9059561524155018, -0.2949090192236393, 0.3861837532732935, -0.3969216003099164, -0.8067330768266621, -0.5095698503829579, -0.1571818854868902]"
compsvi25,over,box,pencil,table,1,False,False,"[-0.6169813970835976, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9631802215690135, -0.3981866963632123, -0.8651066853157724, 0.26095450444433793, 1.4064229578752392]","[-0.6282480394372745, -0.3398235903161663, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.39069916362067586, 1.4779347335894955, -0.6761177829943358, -0.8036004921463539]"
compsvi25,over,box,pencil,pencil (1),1,False,False,"[-0.6169813970835976, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9631802215690135, -0.3981866963632123, -0.8651066853157724, 0.26095450444433793, 1.4064229578752392]","[1.6837178985981087, -0.5053391764540857, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 1.4162092088765017, -0.39585257413060193, -0.6551023168095018, -0.00708765957385744, 1.8432595489531811]"
compsvi3,over,mug,pencil,table,1,False,False,"[1.1372995457254493, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8044619555084103, -0.4006176982175255, -0.4660006979035654, 0.20477252368801033, 0.777097086074642]","[-0.6282480394372745, -0.5410823328571932, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570417449903448, -0.3973835918288406, 1.4779347335894955, -0.8412654846033387, -0.8034636797315002]"
