Annotation ID,Clean User ID,Task,Scene,Preposition,Prepositions,Figure,Ground,Time
e192c619-6203-47b6-a241-efd05067a1f9,25,comp,compsvo24v,on top of,,none,board,20190625-140606
ae42cacd-6569-4b47-948c-af47d289b206,25,comp,compsvo24v,below,,jar,board,20190625-140609
5cf4b613-e376-4c7b-8c5a-044bcad5f87e,25,comp,compsvo24v,in,,none,board,20190625-140610
13a9f21f-8564-41e2-8970-34b0dc6e135b,25,comp,compsvo24v,above,,none,board,20190625-140613
9f5e3805-a52d-4f6c-85f0-1ef14845b87b,25,comp,compsvo23v,in,,none,board,20190625-140617
c07c4275-606d-4561-baeb-16a3645e2213,25,comp,compsvo23v,on top of,,none,board,20190625-140619
e817a4d2-66b5-403f-bada-1d1fd7126144,25,comp,compsvo23v,under,,jar,board,20190625-140621
b262bcd7-6fa8-4d61-8849-e3bbdbd83d66,25,comp,compsvo23v,inside,,none,board,20190625-140624
0f08373c-f42b-4a99-804c-354dd0a9bd17,25,comp,compsvo23v,below,,jar,board,20190625-140627
99fa291f-4bc8-4ed4-a2c7-fd87aebf1401,25,comp,compsva14,inside,,none,box,20190625-140637
0ef7ba71-4def-4c64-a008-eca150f3d88c,25,comp,compsva14,over,,table,box,20190625-140643
bac4c477-4d30-4937-a4c1-32d1a1d9654a,25,comp,compsva14,on top of,,book,box,20190625-140646
05c02aed-771b-4835-975e-9579501c6fd8,25,comp,compsva14,in,,none,box,20190625-140647
9682588d-72e9-470a-858e-a3efd38155ba,25,comp,compsva14,on,,book,box,20190625-140650
8eb5dd60-2878-4cbd-805f-28156a477ec3,25,comp,compsva34,on top of,,none,bin,20190625-140657
a60153de-6d4b-4ed6-8c12-bfcb0fe6262d,25,comp,compsva34,above,,table,bin,20190625-140606
cc864669-4b15-4d74-a5b8-b88ca44a2d0c,25,comp,compsva34,in,,none,bin,20190625-140608
60bb6cfb-c3b8-43b1-b917-898f7f0b69e7,25,comp,compsva34,over,,table,bin,20190625-140611
78b44f79-c84c-453b-9602-c4247800b2b8,25,comp,compsva34,against,,table,bin,20190625-140622
83372b37-b5d7-46cf-974a-ab1387bbc220,25,comp,compsvu16,in,,none,balloon,20190625-140631
a52b752f-b02c-4187-963e-94c03ffca2d5,25,comp,compsvu16,under,,table,balloon,20190625-140635
69638460-0297-4489-abb0-98ca16fdcf37,25,comp,compsvu16,inside,,none,balloon,20190625-140636
bcb3b233-a86a-4315-8861-c5fc4974be71,25,comp,compsvu16,on,,none,balloon,20190625-140639
443c245d-1731-4390-8de8-397256fa9b34,25,comp,compsvu16,on top of,,none,balloon,20190625-140640
f4c870bb-4d70-40b4-ba3f-8076275b82b6,26,sv,compsvi16,,none;,pear,bowl,20190625-170652
620f9f2d-7797-4996-8dd6-9c3a93f95100,26,sv,compsvi16,,in;,pencil,bowl,20190625-170634
e0e6752b-7675-446c-a43f-65928b811852,26,sv,compsvo69a,,none;,box,table,20190625-170658
1b76ba14-2066-473b-947a-258d4e560c6b,26,sv,compsvo69a,,on;over;on top of;above;,balloon,table,20190625-170651
00ab163c-7038-407c-a99b-6ebb4505fa4c,26,sv,compsvu63,,none;,box,book,20190625-170654
6d0b511d-e632-438d-8224-1a1564228172,26,sv,compsvu63,,under;,table,book,20190625-170620
71695b04-da62-4dc6-9f63-504a1d9de6e3,26,sv,compsvo12v,,on top of;,book,board,20190625-170653
f0f11e5a-b8e8-4c41-a8a8-2d9e0e257e12,26,sv,compsvo12v,,against;on;,clock,board,20190625-170605
6381a52a-5d68-4bab-9c95-53e5dec02134,26,sv,compsvul,,on;,pencil,lamp,20190625-170620
c9f1647a-e55e-45de-bf98-461c58823921,26,sv,compsvul,,under;below;,bowl,lamp,20190625-170630
1a2f429c-623b-4a1a-b768-464b52281657,26,sv,compsvo89,,against;,box,table,20190625-170645
5c5deee7-aa5a-4a4e-b220-2486a5e20cc5,26,sv,compsvo89,,none;,box (1),table,20190625-170657
65033e07-1f9b-41ce-839a-3803237bb226,26,sv,compsvu15,,under;below;,book,balloon,20190625-170615
e0c10e90-0a68-44fb-aceb-feb2872e4faf,26,sv,compsvu15,,under;below;,table,balloon,20190625-170629
520d71d4-a87e-4a60-8873-1aaf24d73337,26,sv,compsvo79,,none;,box,table,20190625-170641
385c5b76-b0cf-4cd9-996e-d0400094d110,26,sv,compsvo79,,under;,box (1),table,20190625-170657
d636cf67-3fd6-4c9f-8000-5082c726845c,26,sv,compsvo24,,on;,pear,table,20190625-170612
5eb8d824-5647-4d5a-b90c-01e3256026c7,26,sv,compsvo24,,on top of;,book,table,20190625-170619
3f8c0d45-95d8-42dc-b962-47c2248014d4,26,sv,compsvi26a,,on;,pencil,lamp,20190625-170636
2a144bc0-17cb-4193-af21-26a769239449,26,sv,compsvi26a,,none;,bowl,lamp,20190625-170649
f656a668-af75-4439-90b7-1137068efde3,26,comp,compsvo16,below,,none,table,20190625-170653
a4df0f5c-2954-4c5c-a685-b69407cafbad,26,comp,compsvo16,on top of,,book,table,20190625-170603
c0b08d49-262b-42d1-a505-c60d5498b21d,26,comp,compsvo16,under,,none,table,20190625-170606
b6da4df0-50df-4acd-945c-1ddf303548b2,26,comp,compsvo16,inside,,none,table,20190625-170609
af6dbf4e-18e2-49f8-8a73-8a3a37f8bc6a,26,comp,compsvo16,above,,balloon,table,20190625-170615
e7f2e25b-adb6-4c8f-92c2-bd02d0f586de,26,comp,compsvo68,inside,,none,table,20190625-170620
06c76d51-43b9-4b13-a8b9-084c7b436bd2,26,comp,compsvo68,on,,none,table,20190625-170623
f566ed3c-6426-4dce-b977-a070ba59d69b,26,comp,compsvo68,over,,balloon,table,20190625-170633
072fbe3f-6913-4222-adcc-c992422a160a,26,comp,compsvo68,against,,box,table,20190625-170641
0282caef-7e28-4160-83d3-a667db07dc81,26,comp,compsvo68,above,,balloon,table,20190625-170645
e5ab512d-ec4c-485a-822d-97c2311d8c51,26,comp,compsvo29,below,,none,table,20190625-170650
0a12ddec-4697-40d1-9f88-780914305f8d,26,comp,compsvo29,inside,,none,table,20190625-170652
c3415016-3b4c-48f9-b68a-93b738851d78,26,comp,compsvo29,on top of,,book,table,20190625-170655
990f176b-004e-4607-9e18-7c210f47f591,26,comp,compsvo29,under,,none,table,20190625-170657
0a47d1f6-b932-4464-b23c-7e734c2609c5,26,comp,compsvo29,against,,none,table,20190625-170659
19e73da6-f963-4298-996f-3d2ae4287e93,26,comp,compsvo13v,inside,,none,board,20190625-170618
a8672c0c-af79-4333-b312-8315f13e3bee,26,comp,compsvo13v,over,,none,board,20190625-170623
4d0ccbbc-6465-4346-b699-754c5226438f,26,comp,compsvo13v,below,,table,board,20190625-170631
26d43213-cb59-43ee-8b86-660b4bcaaceb,26,comp,compsvo13v,in,,none,board,20190625-170634
1b4e0f23-f70a-4b04-9347-03050d899f7e,26,comp,compsvo13v,on top of,,book,board,20190625-170637
511db5e2-7751-4f36-a386-072779ff3ef7,26,comp,compsvu56,inside,,none,balloon,20190625-170646
fb2037e6-9acd-41d3-be56-5fdd8b21d54e,26,comp,compsvu56,on,,none,balloon,20190625-170601
48fad5f2-3789-440b-91ec-abb51c148560,26,comp,compsvu56,in,,none,balloon,20190625-170604
780e00f3-8af7-4d3d-9359-7db449905611,26,comp,compsvu56,below,,box,balloon,20190625-170607
a87eecae-d2ba-44ad-9f90-a9ed8502d366,26,comp,compsvu56,over,,none,balloon,20190625-170609
f417806c-fc36-4c25-a5c0-551ecea87f07,26,comp,compsvo69a,in,,none,table,20190625-170614
c3e8c268-4ad5-4633-872f-3e6bb5ffd242,26,comp,compsvo69a,on,,none,table,20190625-170623
d3959078-0478-49ac-b684-3dde2ba6bf14,26,comp,compsvo69a,against,,none,table,20190625-170627
a964d428-c91a-4036-8ddc-b325c2b49926,26,comp,compsvo69a,inside,,none,table,20190625-170629
49757e8d-68df-4113-8ba4-53cdc1f0f18b,26,comp,compsvo69a,below,,none,table,20190625-170637
b3556b3f-ac1b-4e5b-acc1-bdcae4f97307,26,comp,compsva34,under,,none,bin,20190625-170645
eaa0f522-3e7c-480c-8a96-a129ca165852,26,comp,compsva34,above,,balloon,bin,20190625-170658
ba133c7c-b390-4c5f-aad5-e7d968af252a,26,comp,compsva34,below,,none,bin,20190625-170601
fedf471d-5850-4303-80f5-5893f4f327f7,26,comp,compsva34,inside,,none,bin,20190625-170603
e47cacf8-b65c-4580-a095-c890e0195117,26,comp,compsva34,in,,none,bin,20190625-170604
4409f641-df7f-4a7d-b049-9f18a9869d12,26,comp,compsvi36,below,,table,mug,20190625-170614
8e4f1974-f378-4215-b40b-78c8ea59a58f,26,comp,compsvi36,inside,,none,mug,20190625-170618
f8505d49-1238-44c5-9d63-a379632c0193,26,comp,compsvi36,in,,none,mug,20190625-170620
f57a99b3-e316-4eda-a286-1964ffc24c1d,26,comp,compsvi36,under,,table,mug,20190625-170629
65bf5edf-bc0b-4866-b726-fbc2b3c9b338,26,comp,compsvi36,on,,pencil,mug,20190625-170638
33331822-abce-4a7a-9b0a-3ba6f0d9d3e1,26,comp,compsvo27,in,,none,table,20190625-170643
644082c7-85f9-4d9a-858f-61da2ce4a335,26,comp,compsvo27,on top of,,book,table,20190625-170647
b476fe73-25af-442b-8a7d-3bfe139d4dd1,26,comp,compsvo27,on,,book,table,20190625-170651
a8ae813c-2a41-48fe-85b3-9239eba7baad,26,comp,compsvo27,over,,none,table,20190625-170654
3ffde978-9fb9-411c-b023-47960f4d7421,26,comp,compsvo27,inside,,none,table,20190625-170655
0735691a-6d0a-46d4-9828-065248915b1a,26,comp,compsvo19,against,,none,table,20190625-170659
babecc82-0b7c-49e7-939f-6c5eb9b4a544,26,comp,compsvo19,above,,none,table,20190625-170601
dcc4a931-5c20-4ad8-a41f-810da088ed42,26,comp,compsvo19,on top of,,book,table,20190625-170604
c538cede-c922-4d4b-a0e4-cce167a8c167,26,comp,compsvo19,on,,book,table,20190625-170607
cf651a82-0fa8-4e61-a878-baf68f6e9c9c,26,comp,compsvo19,in,,none,table,20190625-170609
f13b495e-6b95-413a-a02e-fac3e682f533,27,sv,compsvi13,,in;against;on;inside;on top of;,pencil (1),mug,20190712-120711
4ef7b2a0-8619-4b04-91c0-ab0d6a795d64,28,sv,compsvo18,,against;,box,table,20190712-120759
f5fa3a16-d1ff-4d33-b8b7-e163dab89080,28,sv,compsvo18,,on;on top of;,book,table,20190712-120709
10ca9212-ab35-4179-b1ee-d501035c70e8,28,sv,compsva34,,over;above;,balloon,bin,20190712-120727
50a55090-dda3-4ec2-832b-0cc62ab82f0c,28,sv,compsva34,,over;above;,table,bin,20190712-120737
b24d613f-f17d-457a-8e89-a98414f6de0b,28,sv,compsvu63,,below;,box,book,20190712-120758
10cf0227-14c8-4243-a69d-0f10de294892,28,sv,compsvu63,,under;below;,table,book,20190712-120708
2052114c-3306-425a-b6ac-cebf3d708aec,28,sv,compsvo26,,over;on top of;above;,balloon,table,20190712-120718
a8a8dac6-e99d-4aca-8bdc-6714b825b15f,28,sv,compsvo26,,on;on top of;,book,table,20190712-120729
2a5debc2-9e41-47fa-b04f-1c13c782dce2,28,sv,compsvi15,,none;,pencil,box,20190712-120744
cdd70305-8b8c-4d87-b1ce-309fa510c1be,28,sv,compsvi15,,in;inside;,pear,box,20190712-120753
f0f2ab60-1d81-47ca-a357-94e245049108,28,sv,compsvul,,on;on top of;,pencil,lamp,20190712-120710
ebbd7f19-717a-4d5a-a412-d7e44f7a0978,28,sv,compsvul,,under;below;,bowl,lamp,20190712-120724
3732a347-09e6-4449-b96a-22b304545505,28,sv,compsvu25a,,none;,box,balloon,20190712-120732
6f78cd9b-4048-4edd-b97e-aa738e1bb930,28,sv,compsvu25a,,under;below;,table,balloon,20190712-120738
f1a240af-1a02-49bb-be48-bb599382f4c4,28,sv,compsvo27,,under;below;,box,table,20190712-120746
a84cbabf-e3f8-4785-9fc7-940f28cb9ca7,28,sv,compsvo27,,on;on top of;,book,table,20190712-120752
27c6fbdb-ea9b-435d-862b-6ad7396d9a7f,28,sv,compsvo23v,,against;under;below;,jar,board,20190712-120708
864758c1-6289-442a-b9b2-dcc7ab7e94ee,28,sv,compsvo23v,,against;on;,clock,board,20190712-120715
ffef9727-9841-49a0-a7c1-25b1c31713c0,28,sv,compsvo14,,on;on top of;,book (1),table,20190712-120726
7f4cd708-27ec-48dd-8f52-ab5b0a225f38,28,sv,compsvo14,,on;on top of;,book,table,20190712-120731
bbd3622b-740a-415b-a0d2-863a158b97f2,28,comp,compsvo12,over,,none,table,20190712-120703
834ef9fc-fff8-45bc-a813-7ac43db118f5,28,comp,compsvo12,inside,,none,table,20190712-120709
4ec7c135-7102-4695-8b42-ad7b37ae27c2,28,comp,compsvo12,in,,box,table,20190712-120717
1d26221d-df7a-4580-aaf1-1235cacb3a6c,28,comp,compsvo12,on,,book (1),table,20190712-120721
af3865a4-1181-4fee-be7e-61a361d6a20d,28,comp,compsvo12,under,,box,table,20190712-120724
4c32320e-7cba-4a61-bab3-36f63bc6a35e,28,comp,compsvo89,on top of,,none,table,20190712-120729
767894f9-b720-4e1e-8a46-3230e84cd5e7,28,comp,compsvo89,inside,,none,table,20190712-120732
00637a07-8f3f-43ec-adfa-7aed1cece0bf,28,comp,compsvo89,on,,none,table,20190712-120733
bd99f4fa-9f35-4289-8552-0b8418b346f4,28,comp,compsvo89,above,,none,table,20190712-120735
8deff11a-7c46-4284-9b48-10f0a60bbcf6,28,comp,compsvo89,against,,box,table,20190712-120738
cc37e545-6010-4873-b5e8-8f0c2cc49a71,28,comp,compsvo18,above,,none,table,20190712-120743
c7ef02ce-165e-4c41-bfca-ed77f291d4e5,28,comp,compsvo18,against,,box,table,20190712-120745
247ba8ad-740d-44f7-b0a7-579907dcc474,28,comp,compsvo18,on,,book,table,20190712-120748
7720435a-efb6-4b61-941f-933fa59af8a4,28,comp,compsvo18,under,,none,table,20190712-120750
a12df117-9408-4459-be65-860daf846343,28,comp,compsvo18,inside,,none,table,20190712-120751
91131669-b419-40e9-a175-2ebb3ea3e824,28,comp,compsvo69a,under,,none,table,20190712-120755
bb4a8379-9eab-49f6-bc76-f12267965db7,28,comp,compsvo69a,on top of,,none,table,20190712-120759
da08802a-a451-4c33-9031-886b180eab60,28,comp,compsvo69a,over,,balloon,table,20190712-120703
b8e8ad35-15e5-42d6-8f53-eef96c728ad0,28,comp,compsvo69a,below,,none,table,20190712-120705
d0cb82eb-a82e-46d4-b085-7ab632bf7921,28,comp,compsvo69a,inside,,none,table,20190712-120706
3e26e3b8-2689-4712-8ee1-b4daa7193223,28,comp,compsvo28,under,,none,table,20190712-120710
e93b7a93-5880-4a03-b407-837f0f5964bb,28,comp,compsvo28,against,,box,table,20190712-120713
8a0a24bb-3592-4ec1-b654-1b03d0719ea2,28,comp,compsvo28,above,,none,table,20190712-120715
a2396fc7-5146-4d16-b728-af9e263bb153,28,comp,compsvo28,on,,book,table,20190712-120718
3eb89605-8ece-4ef7-aec6-466227db29b1,28,comp,compsvo28,in,,none,table,20190712-120720
45b32d92-9a12-423e-ab26-1714061e54fd,28,comp,compsvi45,on,,pencil,mug,20190712-120726
1a22e012-4b48-4f4f-933f-cb868537bd9f,28,comp,compsvi45,above,,none,mug,20190712-120730
d7f56471-a1ff-4bf5-b44a-4c13ca717c6c,28,comp,compsvi45,against,,pencil,mug,20190712-120737
b9abac2b-b78c-4ed5-a2fe-71b7ef2706a8,28,comp,compsvi45,on top of,,none,mug,20190712-120739
7865030f-3fcf-4d80-8ba3-113eeee5ebe1,28,comp,compsvi45,below,,table,mug,20190712-120742
a108d798-b338-4a5c-95d8-67b86870ea1f,28,comp,compsvo13v,in,,none,board,20190712-120747
877aeda2-55ca-4772-be55-aa9b0c0974c5,28,comp,compsvo13v,on,,book,board,20190712-120750
6add474c-9e99-4ece-85fa-021bad22b83e,28,comp,compsvo13v,above,,none,board,20190712-120700
a40e1f46-fd97-4f95-aeae-dfd24ee4bd73,28,comp,compsvo13v,inside,,none,board,20190712-120701
a49ec22f-17ff-42f3-8249-8477b92feb97,28,comp,compsvo13v,over,,none,board,20190712-120702
48da137e-1a0f-4051-bafd-a73592831f5c,28,comp,compsva25,below,,none,bin,20190712-120708
b3547aa3-d929-48ac-b5e5-38527b9acf58,28,comp,compsva25,above,,picture,bin,20190712-120713
e5be563d-17e8-4cab-9606-d5f0b38fcf04,28,comp,compsva25,inside,,none,bin,20190712-120715
c8f05a26-4624-4e34-bd23-9272f00f9bc6,28,comp,compsva25,on top of,,picture,bin,20190712-120718
b0ae48ca-6afe-4f74-994d-dd45c7be11d6,28,comp,compsva25,under,,none,bin,20190712-120720
14e51a23-84fe-409e-9749-be7a19ec96cb,28,comp,compsvu17,above,,none,table,20190712-120725
ab304eea-5762-4e58-9f1e-02f246322fb5,28,comp,compsvu17,below,,box,table,20190712-120727
8124076b-c047-421f-99bc-4d2bd2a60a63,28,comp,compsvu17,inside,,none,table,20190712-120730
20a006c5-19c5-491a-9e2a-3bd16ada867a,28,comp,compsvu17,on,,none,table,20190712-120731
13b6b712-ca79-449a-9d8b-6c4ecac68dc9,28,comp,compsvu17,over,,none,table,20190712-120732
5c9a56b3-a279-475a-87d9-d54eafb2f10a,28,comp,compsva14,on,,book,box,20190712-120735
4bf6bbcf-fa97-47da-8488-817240d15a93,28,comp,compsva14,against,,none,box,20190712-120739
a2c1e807-8427-4cb7-8ca2-0f68430e7d56,28,comp,compsva14,below,,none,box,20190712-120740
f78fed92-477b-43f5-826b-17007bcc5b36,28,comp,compsva14,under,,none,box,20190712-120741
d176e7fb-59ac-4382-adb9-e98ecff8ab12,28,comp,compsva14,inside,,none,box,20190712-120742
38726c0d-c025-4ed1-a0a5-5b61fc7f78f2,29,sv,compsva34,,over;on top of;above;,balloon,bin,20190712-150734
3b5cc019-ede3-45cf-a286-35400d3144b4,29,sv,compsva34,,over;above;,table,bin,20190712-150756
05d5dafb-74d2-460a-8758-9a55a90f85bb,29,sv,compsvo34v,,against;below;,jar,board,20190712-150721
7edf0289-0ca0-4cc9-81e9-079595bdfe9c,29,sv,compsvo34v,,on;on top of;,book,board,20190712-150734
bc67f36c-bb9d-4cad-80c3-3de62fb27d2d,29,sv,compsvo16a,,on;on top of;,book,table,20190712-150742
11294eac-a29e-48f5-a3a9-71568ef241da,29,sv,compsvo16a,,against;,balloon,table,20190712-150751
76b62ccc-5574-47a9-80f4-71859c3eaeeb,29,sv,compsvo13v,,against;under;,jar,board,20190712-150759
50fa16f7-5cf4-4beb-b6e1-ff2ab9c9b57b,29,sv,compsvo13v,,on;over;on top of;,book,board,20190712-150708
87bb6ec0-5d09-41c3-9839-1f850087cf1c,29,sv,compsva12,,on;over;on top of;above;,box,book,20190712-150720
02d0567c-65ec-485e-a7ec-01c37b01f98b,29,sv,compsva12,,on;over;on top of;above;,pear,book,20190712-150725
acdaee7b-972b-475c-9ce4-aaa0dd97c585,29,sv,compsvo14,,on;over;on top of;,book (1),table,20190712-150735
e9f97009-41f8-4b7e-afa8-d9e0df4bcb24,29,sv,compsvo14,,on;on top of;,book,table,20190712-150740
096181c9-9f7b-4463-8009-d2707b2df59b,29,sv,compsvu16,,below;,book,balloon,20190712-150757
3bf73105-e419-40c4-a336-a890a7eb4cf9,29,sv,compsvu16,,below;,table,balloon,20190712-150702
7020d3e8-68d9-49b9-ab99-aad1871edc5f,29,sv,compsvi24,,against;,cube,cup,20190712-150709
a54bb505-9519-48bd-a8e6-81074c8554c2,29,sv,compsvi24,,on;on top of;,pencil,cup,20190712-150713
4e090d48-d3c3-473b-a683-d67f5585d810,29,sv,compsvo14a,,on;on top of;,box,table,20190712-150720
42bad374-ff20-4a5c-b2f0-9bbe36776047,29,sv,compsvo14a,,above;,book,table,20190712-150735
c60d2701-195c-4881-ba1a-e0821cb59838,29,sv,compsvu63,,none;,box,book,20190712-150755
a54a1eaa-dd59-409d-922f-dd56d181b627,29,sv,compsvu63,,below;,table,book,20190712-150759
8f5c2b79-2fa7-4035-b6f0-ddbfa67b212f,29,comp,compsvi24a,above,,pear,cup,20190712-150717
d4e5a221-fbea-4713-8487-22130ef32728,29,comp,compsvi24a,below,,table,cup,20190712-150722
9ece6354-8c99-47a3-b5a2-98350797cd71,29,comp,compsvi24a,over,,pear,cup,20190712-150728
b6a34cf0-612e-4320-99f7-bf9bc6f120fc,29,comp,compsvi24a,against,,cube,cup,20190712-150730
73652d62-51c1-4086-9b79-62c4a976e4da,29,comp,compsvi24a,inside,,pear,cup,20190712-150733
91ad9a5a-57e0-41d0-979c-60298d6a320e,29,comp,compsva24,on,,picture,bin,20190712-150738
abfd6d19-12e2-448c-ab2a-89b74e7f2464,29,comp,compsva24,on top of,,picture,bin,20190712-150742
2efe0a5f-b49a-4d6d-8a7c-8b643fa83d22,29,comp,compsva24,inside,,picture,bin,20190712-150745
e97af83d-e38b-4e36-9490-a6e28fbca053,29,comp,compsva24,over,,none,bin,20190712-150749
1157245a-ceaa-458e-92b1-e075f1a9e73e,29,comp,compsva24,above,,picture,bin,20190712-150753
92ddc630-1647-4e77-886a-768b61c69264,29,comp,compsvi12,on,,cup,table,20190712-150733
6264ae98-dba7-45c5-b0af-3f0e78289065,29,comp,compsvi12,inside,,none,table,20190712-150736
cb0011c6-8efb-4610-9d86-a60bde946cc5,29,comp,compsvi12,over,,none,table,20190712-150738
1ef2d018-819b-419d-bbad-6af4cca8daa4,29,comp,compsvi12,against,,none,table,20190712-150740
e6dbf90c-dd7f-4b37-877d-c1217a3f486a,29,comp,compsvi12,above,,cup,table,20190712-150743
f55e7249-5d6a-4b48-a8d0-c7db6a8861d9,29,comp,compsvi12,under,,table,cup,20190712-150748
e93be55f-5513-4a26-902c-08201600a560,29,comp,compsvi12,on top of,,none,cup,20190712-150758
072cd6b7-8492-42a1-8b8a-e702fec608f3,29,comp,compsvi12,in,,pencil,cup,20190712-150701
760ac12e-e71e-49b1-9bde-7a65c5ee1bfd,29,comp,compsvi12,below,,table,cup,20190712-150704
c0ff7aa6-f466-4612-82d2-fa1fa496e18d,29,comp,compsvo24v,on top of,,clock,board,20190712-150709
2c4b29f5-739f-4538-ae47-d2976dbe7556,29,comp,compsvo24v,on,,clock,board,20190712-150713
4d37a097-b5e9-4e38-937b-6c9e451dfeeb,29,comp,compsvo24v,in,,none,board,20190712-150715
49e5ec6d-d38b-40bd-8369-0a728cdce77e,29,comp,compsvo24v,under,,table,board,20190712-150717
e26abd92-a607-41df-8522-77888af1a0d7,29,comp,compsvo24v,below,,table,board,20190712-150719
d2bd136d-8b1b-4bc1-a8fc-bcf401bdc7c6,29,comp,compsvo14v,on,,book,board,20190712-150724
26528f43-c08f-46b3-8ffa-dd19cd4fa9bc,29,comp,compsvo14v,under,,table,board,20190712-150726
e689dff0-4eb6-4eff-8561-ad14484043a9,29,comp,compsvo14v,on top of,,book,board,20190712-150729
afdf8ef7-aa81-49cf-83dd-4979117cb77e,29,comp,compsvo14v,over,,book,board,20190712-150731
892f4559-eb63-4dc6-9750-17304181a932,29,comp,compsvo14v,inside,,none,board,20190712-150733
5aa189c1-3b89-4c8f-886c-e4ba943201df,29,comp,compsvu53,in,,none,book,20190712-150739
187bfba8-521d-4d13-a703-5badc02352bb,29,comp,compsvu53,over,,none,book,20190712-150740
dbb89c82-38ec-48b5-a183-a870009d0bf9,29,comp,compsvu53,on top of,,none,book,20190712-150741
085c03cc-b956-4584-9222-46e86a9b6731,29,comp,compsvu53,below,,box,book,20190712-150745
4d12cd8d-3e21-45ec-bbe6-4e240e5b0c81,29,comp,compsvu53,under,,box,book,20190712-150747
fc13514b-96e1-42fd-a37e-8ba33f1dedf3,29,comp,compsvi14a,above,,none,bowl,20190712-150756
4857a53b-0d15-4af7-b945-9072985f50b2,29,comp,compsvi14a,against,,none,bowl,20190712-150757
40f0944c-00b6-4d0b-bc74-83627b14e3a7,29,comp,compsvi14a,in,,cube,bowl,20190712-150701
4efc6423-87da-475f-963d-44a03c5cfb29,29,comp,compsvi14a,over,,pear,bowl,20190712-150705
df4b04cd-7121-483f-98e7-254b7057c516,29,comp,compsvi14a,under,,table,bowl,20190712-150707
3ef81b81-6d39-419e-81f7-483538ead3a5,29,comp,compsvul,on top of,,pencil,lamp,20190712-150714
ac8f4c84-479b-4a06-b74d-f9fb6b7b2c63,29,comp,compsvul,in,,none,lamp,20190712-150719
fbb093a9-b0bf-464b-a75e-673e0a6761e0,29,comp,compsvul,against,,pencil,lamp,20190712-150723
98c7095c-9a9e-4382-94c0-fac867d4229c,29,comp,compsvul,on,,pencil,lamp,20190712-150726
70bdb139-da32-4eea-ae47-e034604de4fe,29,comp,compsvul,above,,none,lamp,20190712-150727
328380d6-a262-4251-9e84-dfdbc62c3a60,29,comp,compsvi36,against,,pencil,mug,20190712-150734
469eade1-2e9e-4908-aeb8-236979c08436,29,comp,compsvi36,on,,pencil,mug,20190712-150737
dee9fc82-b78a-4550-8b23-7a984a6ec2a0,29,comp,compsvi36,under,,table,mug,20190712-150739
18ee1630-dc93-4a44-8e6d-40f310a71025,29,comp,compsvi36,on top of,,none,mug,20190712-150741
e3130436-6efb-4e40-bbed-57c5b448a614,29,comp,compsvi36,above,,none,mug,20190712-150742
b0706766-d3c1-4af4-9893-91b67174bd14,29,comp,compsvi25,in,,pencil,box,20190712-150749
c264d2f8-2d9d-4bed-9633-a1db640ca9f6,29,comp,compsvi25,over,,none,box,20190712-150751
786d0d63-8651-4d91-af2a-142ed9770198,29,comp,compsvi25,inside,,pencil,box,20190712-150754
a681c131-6170-4600-a40e-a3e16d4730d5,29,comp,compsvi25,under,,table,box,20190712-150757
b0d357ce-f457-4c7d-b707-688e4742b029,29,comp,compsvi25,above,,none,box,20190712-150759
e9eb9b1f-c351-4f6b-a6f8-39634ad29ef1,30,sv,compsvo78,,against;,box,table,20190712-150708
9eb73a26-78e9-4821-9d24-efb7b73ebbe2,30,sv,compsvo78,,under;inside;below;,box (1),table,20190712-150721
7f0d73de-a053-4994-a68c-dc298210e651,30,sv,compsvu67,,under;below;,box,balloon,20190712-150733
c8c36c76-40b4-437f-bebc-624e49386c7f,30,sv,compsvu67,,none;,table,balloon,20190712-150748
d4666435-ba06-4523-a8f6-857461897d58,30,sv,compsva15,,above;,balloon,book,20190712-150700
953d04a7-ec4f-42e5-849f-2a557fc7e957,30,sv,compsva15,,on;on top of;above;,pear,book,20190712-150712
3860c609-5315-4c3a-93bd-5a7d266fb503,30,sv,compsvu25a,,none;,box,balloon,20190712-150729
aca65eae-10b2-4958-863e-a7e4beb0013c,30,sv,compsvu25a,,under;below;,table,balloon,20190712-150739
afea11f5-02bc-4184-a820-5dde938f6676,30,sv,compsvo24,,on top of;above;,pear,table,20190712-150751
32d6f4bc-f485-47eb-8e2d-bacb8a0e302d,30,sv,compsvo24,,on;on top of;,book,table,20190712-150702
70b39a16-56aa-4348-b9f7-8b8f565a7eb5,30,sv,compsvu16,,none;,book,balloon,20190712-150726
7d51796a-a070-4d8f-b276-6faa39dfb17e,30,sv,compsvu16,,under;below;,table,balloon,20190712-150735
2a2e0693-a3e3-4576-8c3d-b562e0a56743,30,sv,compsva25,,on;on top of;,picture,bin,20190712-150745
12bbe592-92d1-44ce-878b-26a794f825ba,30,sv,compsva25,,above;,table,bin,20190712-150759
c10770da-1173-4200-ba9f-6f8a4a8a1bb9,30,sv,compsvu34,,under;below;,picture,book (1),20190712-150717
06b5ae9d-2f63-4c3d-bce7-a227732b07da,30,sv,compsvu34,,under;below;,table,book (1),20190712-150725
db555074-2f36-48af-8deb-adcc54eaddd7,30,sv,compsvo18,,against;,box,table,20190712-150735
0c17c69e-552f-4604-a2d9-9d8b94ade727,30,sv,compsvo18,,on;on top of;,book,table,20190712-150742
