,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Median Distinct Model
99,compsvi14,ball,bowl,0.047866011333711295,0.06887244493968055,0.2619031584345287,0.026113741584837275,0.047866011333711295,0.09959680915793236
100,compsvi14,ball,table,0.4613386411003557,0.469512646363294,0.8281410210769488,0.5757835820633339,0.4305100148620163,0.3948297961194027
101,compsvi14,ball,pencil,0.02925029859613425,0.02670414598329867,0.2533921337047183,0.01669147652532747,0.008779264566887197,0.03485780324369144
102,compsvi14,table,bowl,0.028216421254256142,0.02426593024567586,0.23365798899654164,0.014006062121977915,0.008553394096639166,0.032752205289086456
103,compsvi14,table,ball,0.028701578531721183,0.02459720450526253,0.2341975000895134,0.014055165815028615,0.008917299635434792,0.03273057965116386
104,compsvi14,table,pencil,0.027712326214948537,0.023906747790194062,0.23201773090126385,0.013881219522355126,0.008206037011548982,0.03274149904822234
105,compsvi14,pencil,bowl,0.06949632098618233,0.060110649167055386,0.7286146099878322,0.5846365621721762,0.3789045781332636,0.08624174744142081
106,compsvi14,pencil,ball,0.030218816505594773,0.025934844055869228,0.2394296356567207,0.01713254057026462,0.009882000738068731,0.03357012922541704
107,compsvi14,pencil,table,0.4593356691658047,0.4639611036387837,0.8158673047837569,0.5578030104015003,0.4305281567539709,0.38913448712837895
108,compsvi14a,bowl,cube,0.02916943211740012,0.02500112656852104,0.2381757145465133,0.015561674933990162,0.009141336682300006,0.03334935104377752
109,compsvi14a,bowl,table,0.4696573938441839,0.4895616139049141,0.8460594936179615,0.6241369984004035,0.44230252849972057,0.3927589375638962
110,compsvi14a,bowl,pear,0.029195962551521813,0.02572254985022647,0.2407679341321141,0.0168096478816712,0.008970083072220653,0.033703967757436525
111,compsvi14a,cube,bowl,0.049010062889679865,0.0882461445342485,0.4982725376332705,0.0213969344312818,0.049010062889679865,0.17065428620154097
112,compsvi14a,cube,table,0.4624413152064621,0.4683597646112577,0.8270751130620242,0.5652737522528413,0.4318318061383789,0.39274008411580447
113,compsvi14a,cube,pear,0.03382871117584624,0.03146382572456472,0.29853495426134496,0.02368302025329262,0.010538169594322043,0.09820284169444063
114,compsvi14a,table,bowl,0.02822074296295505,0.02426803097603725,0.233687789712568,0.014009124848376266,0.008557627129023401,0.03275722574775579
115,compsvi14a,table,cube,0.027709621222902242,0.023887759621656263,0.2319060612003488,0.013875087361358672,0.008221957004831224,0.03267599949733174
116,compsvi14a,table,pear,0.027724193566243945,0.023905431327928408,0.2322807546541685,0.013899713660916184,0.00822723472623883,0.03270858283723423
117,compsvi14a,pear,bowl,0.4259796281013215,0.4653324267068515,0.7654695956748567,0.5460481913704085,0.40383910661548295,0.3468567350956367
118,compsvi14a,pear,cube,0.05074120378777827,0.04415225518889021,0.4715346575585586,0.3824337164529011,0.012619811322809971,0.05971923026703654
119,compsvi14a,pear,table,0.4593880681717663,0.4641975899411516,0.81816477339975,0.5608730756138787,0.4299203922822615,0.39044747366167637
120,compsvi15,jar,pencil,0.02815522688213605,0.02483107903740927,0.2355866796477676,0.01417318897945597,0.008321983418966882,0.03319725554491202
121,compsvi15,jar,table,0.04211451051413277,0.10339030946487576,0.7816058082460559,0.6645633879432276,0.6565835003420799,0.23227764056783246
122,compsvi15,jar,box,0.028978235291922907,0.02698563461570003,0.2432008466651637,0.01665295724088937,0.00946665002521426,0.08257971057575673
123,compsvi15,jar,pear,0.02806637859840938,0.02563854480778014,0.2338902270259907,0.013996198363773927,0.009369278408351549,0.032294879340151954
124,compsvi15,pencil,jar,0.40242440521245576,0.4140327791589655,0.4485109936801034,0.17202035211487454,0.40242440521245576,0.1492084809126239
125,compsvi15,pencil,table,0.4529993395456258,0.4470648818781377,0.7901837104779921,0.5418923723851298,0.4199541905318208,0.382085741971551
126,compsvi15,pencil,box,0.038368306451662185,0.06739892920008636,0.2298650359965449,0.020530354748915583,0.038368306451662185,0.08702012483467286
127,compsvi15,pencil,pear,0.028188363800003825,0.025724164854336918,0.23597984202047625,0.014171136790877153,0.009463638445429272,0.03235138049565822
128,compsvi15,table,jar,0.02819745317843857,0.02428602619218173,0.23405550374882386,0.013990185288773969,0.00850111704956745,0.032761129568463096
129,compsvi15,table,pencil,0.027556832699781368,0.023822714112475347,0.2300277061308496,0.01367466308075418,0.008091784290559758,0.03261365574163685
130,compsvi15,table,box,0.02816109090742209,0.02434449806167888,0.2344238076431215,0.013950259715016095,0.008392878222412655,0.032927294692199384
131,compsvi15,table,pear,0.028429371403748037,0.02452340601854835,0.23206723452678674,0.013741585554340123,0.008640519402142065,0.03268310770710724
132,compsvi15,box,jar,0.029977923905612,0.02693086231466296,0.2471108124887537,0.014871000845311887,0.009592151915431441,0.034041091901546625
133,compsvi15,box,pencil,0.028285858835914064,0.025201541414897333,0.2388361176585071,0.01406978897798569,0.008262828724715204,0.03342972642365692
134,compsvi15,box,table,0.4646534604179937,0.4869002904266912,0.8289154082802168,0.6673122509399914,0.4232442819398872,0.6520041713124864
135,compsvi15,box,pear,0.029639482793120626,0.02537404935794612,0.2409402383287081,0.017648760583677942,0.00982206338907706,0.03326950129005039
136,compsvi15,pear,jar,0.03223044277637981,0.02961621830135351,0.2794962116060439,0.014185346966631415,0.00918158711695295,0.03755427535642914
137,compsvi15,pear,pencil,0.029908713719906395,0.02790831026899202,0.2710528335630916,0.013942611604141996,0.008567211577111622,0.03596616253971218
138,compsvi15,pear,table,0.4610968099067965,0.4508016962532672,0.7981951889191491,0.5878683506827671,0.4222628981844852,0.37985604647411425
139,compsvi15,pear,box,0.05998091781282663,0.0472710585764003,0.18408227360138515,0.01850589232238126,0.05998091781282663,0.06638065385550015
140,compsvi16,table,bowl,0.028220452552832027,0.02425939848299756,0.23355276820160545,0.01400454972324445,0.008572028718071797,0.032746120052645725
141,compsvi16,table,pear,0.02866252266197605,0.024588697042966026,0.23454077507923,0.014052171895192377,0.008904185875128841,0.03269170024207369
142,compsvi16,table,pencil,0.027719128270513645,0.023884624473116626,0.2317208705519215,0.013878558718880184,0.0082423552904743,0.032698641730797895
143,compsvi16,bowl,table,0.4640060106292533,0.4846988278984836,0.8363402612605206,0.6133847462593892,0.4392904694396048,0.3889240869731233
144,compsvi16,bowl,pear,0.0287666415955725,0.0260725845457848,0.237933494629768,0.014640574029380227,0.009645656174666957,0.03273069175660612
145,compsvi16,bowl,pencil,0.029231403730020394,0.02556712855294953,0.23904409725239376,0.017281459027669258,0.009193800757461571,0.03340136971268621
146,compsvi16,pear,table,0.4733977231802008,0.4876740107191853,0.8467636209598741,0.6346587433526704,0.4424082637385967,0.3938047991333818
147,compsvi16,pear,bowl,0.033588880383267836,0.03058059713545853,0.2865762724588013,0.01545739490355264,0.009521210435184772,0.03870910276817768
148,compsvi16,pear,pencil,0.029188061157815245,0.026509077154163417,0.244927968153392,0.014695278911220909,0.00951018047548419,0.03354566250705787
149,compsvi16,pencil,table,0.4543135226768098,0.4623713033968443,0.8175253994251941,0.5655146106413402,0.4262307287331041,0.3940448596938096
150,compsvi16,pencil,bowl,0.0564197929471825,0.05296744559445432,0.585668425541352,0.4457217760358648,0.012048559410890535,0.1701257801198605
151,compsvi16,pencil,pear,0.02928177030367473,0.02657536950437533,0.2443667616236088,0.014530558142512248,0.009591268781359736,0.03347705939810189
152,compsvi23,table,box,0.03355568100167892,0.029635773241611468,0.2967793094258045,0.12438829747529435,0.16576527162400828,0.03908153023909589
153,compsvi23,table,box (1),0.032429830858775086,0.028840344049185937,0.2905529965634917,0.11973270330845695,0.16661582376660095,0.03795015022601803
154,compsvi23,box,table,0.03107284614400121,0.029260627846527543,0.258798004017594,0.018863388292333846,0.012711824527486785,0.03180276128156381
155,compsvi23,box,box (1),0.03010109564292744,0.02863903647806372,0.25649033112292696,0.10284105409426564,0.14744466344267196,0.036808994272499534
156,compsvi23,box (1),table,0.02247166262248033,0.020707978118962942,0.17112456704507858,0.017001853575461003,0.009708191652708198,0.02296453670513205
157,compsvi23,box (1),box,0.02688879140476697,0.024600580129938324,0.21139588495692144,0.012249443320175692,0.008249838802469633,0.03229352111543324
158,compsvi24,cup,table,0.456586204337468,0.4826909001431005,0.8235013497091156,0.6064637233920976,0.4350129692066657,0.3778702326894376
159,compsvi24,cup,cube,0.03401675631235528,0.03056452296895575,0.29040540783730995,0.014972848050755971,0.009347291300246792,0.03896875125320583
160,compsvi24,cup,pencil,0.02814575672993478,0.025675542423675004,0.2445130023507925,0.014709205358009144,0.008293018769887904,0.03389786188784816
161,compsvi24,table,cup,0.027850453633966227,0.023972943134488545,0.2327812985561665,0.013944556995694132,0.008264358373154389,0.032813270458963956
162,compsvi24,table,cube,0.028195185253776112,0.0242339944926208,0.23310016305816755,0.013971332871969638,0.008554377585137024,0.032687593502567565
163,compsvi24,table,pencil,0.0276337420303192,0.0238352836833078,0.2298763240563704,0.013734990292413998,0.008177100860198615,0.03270268224873093
164,compsvi24,cube,cup,0.034269188093802125,0.030993411930052037,0.2852325549276332,0.025543663839071484,0.0108197680535703,0.10000281447929868
165,compsvi24,cube,table,0.053877164030561836,0.0640036506935237,0.8051719461591214,0.6356247322394996,0.4019086876175829,0.21375474800481295
166,compsvi24,cube,pencil,0.027340314931376977,0.025049157198093096,0.2369952727552516,0.014299847689037538,0.00822115186994552,0.03315842027576198
167,compsvi24,pencil,cup,0.07058743769083241,0.05498838080319137,0.6964689212468531,0.5449059132669434,0.3747421250124002,0.08745662836678521
168,compsvi24,pencil,table,0.4334823087472369,0.4361305056026445,0.7713389233499588,0.542948594815525,0.4088684992229349,0.3822091707968469
169,compsvi24,pencil,cube,0.1867636793403986,0.18893955618920602,0.3055267630438912,0.1217919027503126,0.17384143028120913,0.1652778879987611
170,compsvi24a,pear,cup,0.06674240466267872,0.053188038729782484,0.6981530256855603,0.5421528514120012,0.3713028053582765,0.08185887961321074
171,compsvi24a,pear,table,0.4452797686454781,0.44718971481405856,0.7834005692626514,0.5385618625819233,0.4205300362267329,0.3790420863566298
172,compsvi24a,pear,cube,0.20050705969463745,0.20282413074490768,0.3301859377523668,0.13032532889418055,0.19102659232738095,0.17550859337888977
173,compsvi24a,cup,pear,0.02800817755083973,0.02608015336372712,0.2384820114376326,0.01841594159929168,0.008850504993084688,0.08015690130758538
174,compsvi24a,cup,table,0.4566997203644196,0.4828074421024344,0.8236888307311502,0.6064891777186626,0.4351095837631142,0.37790204641058006
175,compsvi24a,cup,cube,0.03278540642371952,0.029504835830209682,0.2850731392189152,0.014193953233781368,0.009137643801060046,0.03785690975006819
176,compsvi24a,table,pear,0.027711204743682424,0.023912714755987326,0.2317188537379859,0.013854538136606526,0.008185220059174467,0.03277503830575541
177,compsvi24a,table,cup,0.027880824809921604,0.02399265411965379,0.23293603463152124,0.013955396610552577,0.008265604564214744,0.03284281016129471
178,compsvi24a,table,cube,0.027708610522188426,0.023883392794916542,0.2319438494518339,0.01387936881793982,0.008231661060946355,0.032663728231519945
179,compsvi24a,cube,pear,0.02931370652009685,0.026875392986195963,0.2547543164914293,0.015104203444803543,0.008326962075056461,0.03523712048220587
180,compsvi24a,cube,cup,0.05019747863922618,0.06755178263580225,0.2866061309308177,0.02896510813489035,0.05019747863922618,0.10440639985575816
181,compsvi24a,cube,table,0.4688526800824293,0.4928583987517597,0.8494845245762557,0.632402420832835,0.4407337403411055,0.3894834319343038
182,compsvi25,jar,pencil,0.028189577891019287,0.02484088894039764,0.2357298093747807,0.014193690632861846,0.008324219539927074,0.0332290135969866
183,compsvi25,jar,table,0.042422610354372316,0.10326771479579576,0.7794491265801201,0.6533448558066582,0.6479152484539573,0.23326384445588255
184,compsvi25,jar,box,0.02913106607761803,0.02712031000659717,0.24413896499323146,0.016849011425795254,0.009471642542826354,0.08348616524852492
185,compsvi25,jar,pencil (1),0.028467372214299482,0.02627135035984293,0.2416033643797963,0.013569977030673535,0.00874452546016329,0.033593007418674756
186,compsvi25,pencil,jar,0.042444715477878266,0.10040849550008517,0.748944866875144,0.5392335590116476,0.5210031252100056,0.21398732478702834
187,compsvi25,pencil,table,0.4537678815367404,0.4476291562784551,0.7916202051849369,0.5453063690274131,0.4201793356540012,0.38404524998870543
188,compsvi25,pencil,box,0.03992679512865537,0.06899687691890448,0.2349543699477641,0.02095915229455407,0.03992679512865537,0.09047026377193663
189,compsvi25,pencil,pencil (1),0.37748291112767984,0.3681428429683927,0.6265270095317897,0.4644256255676954,0.3654973757171465,0.2927285991630858
190,compsvi25,table,jar,0.028193134815661373,0.024283280746784614,0.2340384001508202,0.01398964133266576,0.0085012947272915,0.032757631420202375
191,compsvi25,table,pencil,0.027558027808479248,0.023823212122458786,0.2300438482276529,0.013676530483528923,0.008092860094740336,0.03261416702718668
192,compsvi25,table,box,0.027693814535725763,0.024002905825723408,0.2334327079287568,0.013871765967532423,0.008089578517027176,0.0329207593703844
193,compsvi25,table,pencil (1),0.027360323921346925,0.023767667002248603,0.2282357840542779,0.0134030980798274,0.007916265528817912,0.032582242144502345
194,compsvi25,box,jar,0.02973375623004948,0.026758299490718826,0.2459847746232275,0.0148095098476316,0.009580214124049531,0.03382219498857199
195,compsvi25,box,pencil,0.028317038164442043,0.025228773742334603,0.2391179744948911,0.01408597467741426,0.00826565432423072,0.03346967422910775
196,compsvi25,box,table,0.4695779830580335,0.4932040533247728,0.8442900738538618,0.6555689492631805,0.4256587553340654,0.6695735311567077
197,compsvi25,box,pencil (1),0.02943928200656185,0.026407476253023563,0.2444425760246605,0.014492685987500585,0.009109287676395806,0.03376735273069129
198,compsvi25,pencil (1),jar,0.043160508671420496,0.038660638959402,0.3931100317674179,0.31210803863114994,0.011873527169351946,0.05206591436629933
199,compsvi25,pencil (1),pencil,0.038340354371380565,0.03567306662989988,0.38582394610061777,0.31063046105117365,0.009726648975075,0.05037039414293451
200,compsvi25,pencil (1),table,0.4347179630109537,0.4205842076019049,0.7485597735541605,0.2422616901115093,0.4004680769226288,0.3693611339606348
201,compsvi25,pencil (1),box,0.04419832523660969,0.038805735728063916,0.4006089320233801,0.020831373981350643,0.013251925165561368,0.0512104369811269
202,compsvi26,cup,table,0.4565536148839391,0.482663665931101,0.8234696988525304,0.6064281604173458,0.43498889128065255,0.37787152968146037
203,compsvi26,cup,cube,0.03395566992618769,0.03049158504751189,0.29023104374704817,0.014994860375785185,0.009348779966657578,0.038932661409261514
204,compsvi26,cup,pencil,0.031248787108319773,0.029896841232703975,0.29330634814480144,0.11908784515558925,0.1698302399276962,0.03727417217071487
