,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Refined Shared Model,Median Distinct Model,Median Shared Model
0,compsva12,box,book,0.033441799579212235,0.03460789673618115,0.2648726081702715,0.010789233074260284,0.028152998825595986,0.030072269827502624,0.025709901056658276,0.026707826224942274
1,compsva12,box,table,0.029969751166616408,0.06435867354478891,0.24958118508073945,0.00980692174381645,0.03916484590420784,0.053632227953990745,0.029810817481383443,0.056450355896122587
2,compsva12,box,pear,0.05061767699288359,0.0450980952797036,0.32030649561559743,0.016488041821109942,0.0421194275395364,0.03793914959993228,0.03267496125032321,0.03041470430935235
3,compsva12,book,box,0.05647288495367848,0.06381453421819022,0.3594867822530477,0.2004440994459011,0.03705555810082455,0.3630894573793104,0.4528779105515209,0.3589580320262397
4,compsva12,book,table,0.02792098403826644,0.0534287027447064,0.20669123313579474,0.00901356196665649,0.03393941889995685,0.044523918953921986,0.02710322843296099,0.04590880667462277
5,compsva12,book,pear,0.07740722348384718,0.06267828556630088,0.4628063278216121,0.2388336458319361,0.07188982038034625,0.05178017335059455,0.2065701013910441,0.1945703271418041
6,compsva12,table,box,0.21194592101778004,0.13309173060024562,0.3212306561038564,0.3122687084534254,0.20136919975709075,0.1518471522268218,0.29260341880505364,0.13712848445505627
7,compsva12,table,book,0.0661460168369365,0.05281581154939657,0.3369651615285583,0.30312374773806416,0.07533646141366546,0.1592898847078036,0.27848830674494046,0.142669733609366
8,compsva12,table,pear,0.21029150717098147,0.12988966232678656,0.30651829112752743,0.29683507596802416,0.20352964682231373,0.14770089608423073,0.297970527739048,0.13338594662062894
9,compsva12,pear,box,0.0645635994539448,0.06855439849003314,0.5338995902670794,0.019811090941773142,0.07643493928653493,0.05984936968477441,0.04467886083078243,0.04453167473069658
10,compsva12,pear,book,0.040541173009998384,0.06936365519812022,0.2473359024268733,0.00948247838647702,0.04564921362020575,0.05780304599843353,0.038884345396099154,0.058809522941814164
11,compsva12,pear,table,0.0301441119699566,0.06484567597370669,0.2521442049350236,0.009920463878050902,0.03927825529684373,0.05403806331142223,0.02990646027906206,0.05651241836170664
12,compsva13,balloon,book,0.03321870474668345,0.03355587289231935,0.25722779780334964,0.012970514469050228,0.027540020127193598,0.02975784903855205,0.028874307016341985,0.027348229743439933
13,compsva13,balloon,table,0.02953432478397341,0.06698657582967013,0.28652687259764964,0.010347770736517384,0.038905099166211925,0.05582214652472508,0.029771495403837212,0.05984250124358397
14,compsva13,balloon,pear,0.03409773804372905,0.03420256144364493,0.26174229808646804,0.013413298727644178,0.028045747886919815,0.03023594819115089,0.029469852995235826,0.0277685580514741
15,compsva13,book,balloon,0.15041288696444324,0.13564511401383375,0.2969195489989694,0.2375434563310448,0.14095111017480874,0.15185357597805574,0.1804517594045624,0.13645973169427333
16,compsva13,book,table,0.026999274192216927,0.05196432419916505,0.2029543076041188,0.0088976973019112,0.033224726648659816,0.043303603499304205,0.026225861655144945,0.044693931054536944
17,compsva13,book,pear,0.20158176026904207,0.13277912898636135,0.30852090706615404,0.27155549826064423,0.19330149314103545,0.15134011561259106,0.2820410473764866,0.13608428729538755
18,compsva13,table,balloon,0.2130360882082632,0.1321007629937338,0.3036221426119906,0.33029894876350385,0.20659551201863974,0.14942267323637115,0.30881043366517363,0.1345647678495889
19,compsva13,table,book,0.066149534623946,0.052833476543969714,0.3370237216214317,0.3034496020614036,0.07533175956402395,0.15929753864945725,0.27860901568632196,0.1426756278199602
20,compsva13,table,pear,0.21195775376396844,0.12964082085968176,0.307228019340895,0.3048838518246024,0.2054590707798638,0.14723686412175982,0.3010666976051369,0.13307857328633166
21,compsva13,pear,balloon,0.15025747196329256,0.13570106995770467,0.29892766825704825,0.2389355810269513,0.14084223858890849,0.15219579287644494,0.18077769169834998,0.13680644681727186
22,compsva13,pear,book,0.030673568279097695,0.06581544750365156,0.2565570419067635,0.010110865248802215,0.039459440520912235,0.05484620625304296,0.030361875660653237,0.05701029345091245
23,compsva13,pear,table,0.0297450094186867,0.06289931165065933,0.2428325457519933,0.009677147454799723,0.03893046328100978,0.05241609304221608,0.02973814792233691,0.055718833406423536
24,compsva14,box,book,0.18584502404433825,0.1534641071592811,0.37076127985694746,0.2826472632241613,0.2702170683142739,0.1802742390853879,0.22917195587019543,0.16090604579353174
25,compsva14,box,table,0.1496921562269629,0.08548398182855953,0.3668756324379232,0.6144952561539195,0.10465672195477464,0.07123665152379959,0.13323913984856725,0.0756002263793669
26,compsva14,book,box,0.030562809172339826,0.033630083842458344,0.2503708313787445,0.011099222668952885,0.036421229235702186,0.02869993087976254,0.028118419037448973,0.053542785341630816
27,compsva14,book,table,0.2080844948661459,0.09109534140958232,0.38772566182384,0.9046411446912036,0.14114246098446018,0.07591278450798526,0.1828337882862282,0.08057510737626124
28,compsva14,table,box,0.04169617200470704,0.037331402950257817,0.2774022788525886,0.012268006341954234,0.0385031658261414,0.03294794851715554,0.030685130052248155,0.02800021009628035
29,compsva14,table,book,0.04718453591001786,0.04212679669310755,0.3111627060451656,0.20535745496941407,0.04212344233657549,0.035886272053866936,0.14329722674000767,0.11918623858767766
