,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Median Distinct Model
0,compsva12,box,book,0.02355911663322136,0.01791701934193494,0.37986718772763817,0.025331070554106987,0.02247896178382628,0.02267274593713512
1,compsva12,box,table,0.023210597473641657,0.01837074705308389,0.38869648492214376,0.02599299645023664,0.021674979488448282,0.021861832759900418
2,compsva12,box,pear,0.017943497603650715,0.015016846300545944,0.33456517047047163,0.02270203152991226,0.016273147962638422,0.016413433720937027
3,compsva12,book,box,0.018032787763919863,0.015897120970567686,0.34705427437989106,0.02281804627878946,0.0166342441332853,0.01677764278960672
4,compsva12,book,table,0.024429069852460808,0.019896928287716616,0.4243575823405456,0.0271941711610866,0.02260471039553021,0.022799578588595118
5,compsva12,book,pear,0.01845827363085484,0.016266027097826114,0.3580901820000392,0.02313681576680019,0.01666951812759643,0.01681322087007571
6,compsva12,table,box,0.015870171674983728,0.013606299781558749,0.29927191098738964,0.019618556942993075,0.014881857837264537,0.015010149715171986
7,compsva12,table,book,0.016013803926307166,0.013698836143113171,0.3011975121398302,0.019754753439888903,0.014928740388545556,0.015057436426377843
8,compsva12,table,pear,0.015783344807867004,0.013506585347570738,0.298605079692388,0.01955948327433672,0.014781547591591088,0.014908974726001353
9,compsva12,pear,box,0.022269949160281338,0.021205226152976518,0.4946351122038145,0.03234837405916933,0.018620158988452984,0.018780677600422402
10,compsva12,pear,book,0.024260781486830047,0.020799090825815054,0.4217655149668808,0.0267065078295824,0.023229177946058856,0.0234294294800766
11,compsva12,pear,table,0.022577757720354967,0.017964351665142698,0.3749444576721067,0.025322600513782267,0.02128975156287721,0.021473283903936487
12,compsva13,balloon,book,0.015255480096864312,0.013016473479171209,0.2812446632112134,0.01896004392292507,0.014173858362501597,0.014296046796661093
13,compsva13,balloon,table,0.01694488824312472,0.014514954530768315,0.3051085753423444,0.020515012099346815,0.015606109821921853,0.01574064525142118
14,compsva13,balloon,pear,0.01540769485295129,0.013129332947382524,0.2843609681961139,0.019200830327947886,0.014295623515278187,0.014418861649030583
