,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Refined Shared Model,Median Distinct Model,Median Shared Model
0,compsva12,box,book,0.4927552793904978,0.4517355288992721,0.5129832942704071,0.5716293362693523,0.5051917557901222,0.5566972188107551,0.2967836812403386,0.2976083990392889
1,compsva12,box,table,0.6124838086513076,0.5044215816328135,0.5453990276876944,0.6482420716854342,0.6045744103757948,0.5762319389207667,0.5550894698648177,0.5352411823810044
2,compsva12,box,pear,0.038985128370974335,0.03457262472797012,0.21291915495701694,0.015101431839766028,0.03537934171953568,0.01668886131881292,0.04310012675662003,0.04369275908075615
3,compsva12,book,box,0.03341553170841946,0.027459124722232404,0.21506122855452256,0.011843814976056095,0.030651316118841462,0.12656296607034315,0.11708267828902896,0.1376778780100106
4,compsva12,book,table,0.8712692726668019,0.6777629848587788,0.6968093096260564,0.7666826664139368,0.8712692726668019,0.5957381610209276,0.5129088090712212,0.470856996888745
5,compsva12,book,pear,0.03941346375623776,0.030247656040429106,0.20201000617614007,0.014468497819123353,0.036686072347175344,0.012386552977200212,0.041395194198374535,0.04249090204247735
6,compsva12,table,box,0.030855674622161725,0.025978727367715795,0.18150415845963336,0.012245215546231841,0.027732347211646104,0.011099754619217798,0.038453579733313176,0.038804667455854085
7,compsva12,table,book,0.03333829067131328,0.027513617223668303,0.1854428306106813,0.0130172089503404,0.03030414265714508,0.011494298449435955,0.03933169592472425,0.03960730748747955
8,compsva12,table,pear,0.031355297652015224,0.02608384914445953,0.18010866380969848,0.01227846416717193,0.02830010898260151,0.011117207080673614,0.03827010710797287,0.03850906098738265
9,compsva12,pear,box,0.045399328191828,0.033378081439507615,0.2300355357315156,0.013881145236974141,0.04305271009515985,0.014021720690191995,0.04282674796715264,0.045235151286982564
10,compsva12,pear,book,0.5643697402820326,0.5240836176038072,0.5378876322069512,0.4957399395640498,0.5643697402820326,0.4784406522264271,0.5022934429275552,0.5093382382610625
11,compsva12,pear,table,0.5961926522600817,0.5067120392871457,0.5409579120368341,0.6757390380991264,0.5910333524917772,0.5772260586277868,0.5674695237365446,0.5300636116575613
12,compsva13,balloon,book,0.03957588407114406,0.04358973124747663,0.19221377590266425,0.01260027585099415,0.07749710155175722,0.01550257828866606,0.10455980527596934,0.12184795420723706
13,compsva13,balloon,table,0.04711199491445029,0.04907831043833311,0.20654910636273968,0.011365834430588345,0.08448308632807505,0.01592248464423842,0.12295160847493337,0.13816139033601094
14,compsva13,balloon,pear,0.03982961244132457,0.04401286340740585,0.19411877265577526,0.012892287852251594,0.07801276692473276,0.015634995152506992,0.10589899856239561,0.12354109954085248
15,compsva13,book,balloon,0.03021474950167287,0.025733824657521345,0.17535288804273086,0.012583175125337472,0.02680403871389298,0.01135731002987612,0.03730072923409098,0.03791950166802752
