,on-canon,on-near1,on-near2,on-near3,on-not far1,on-not far2,on-not far3,on-far1
ground_lightsource,-0.12166736738870312,-0.1704690456676629,-0.12166736738870304,-0.1365481572847506,-0.20072548797039175,-0.13795241855355667,7.0968952801999015,1.5858392198852542
ground_container,-0.5968659206925574,-0.3537072441866695,-0.5968659206925573,-0.43565543574293486,-0.7333270618041707,1.7614648604640144,0.1074094405546872,1.1244152227132425
support,1.6834285725750076,2.0044761403854547,0.7522668191743811,1.7508153209249846,1.8109074793558766,1.7671250011542174,0.5859671907974668,1.0789455872216605
ground_verticality,-0.38324244711594996,-0.033378218238515056,-0.38324244711594985,1.314431144061557,-0.5534632552244918,-0.418305949118961,2.0678381000772523,0.5389804824369503
shortest_distance,-0.6025730695560405,-0.6644754028217463,-0.6025738939872245,-0.6377788317964976,-0.6095405521725137,-0.6079674790728617,-0.786328112615607,-0.8316078119830539
contact_proportion,2.3900347777816533,0.4634172361199134,2.3665980408169207,4.8585951842335735,-0.5546497601042999,0.10165589124332744,3.35732127307319,0.14792166500379367
above_proportion,1.2556299157753887,1.5328928916503635,1.2449763593543008,-0.6214175744737327,1.7561080529943118,0.4665965818641309,-0.8074822651329316,-0.5636626838797474
below_proportion,-0.7484621051199398,-0.850458729336408,-0.7484621051199396,-0.779563296484617,-0.9136953860357588,-0.7824982346668135,-0.9107386541019882,-0.9977217329006902
bbox_overlap_proportion,-0.14834960625656834,-0.45201238629725315,-0.3377840517623517,3.1520220826770746,-0.6145700788397289,0.19057101372766544,3.4899753752263902,1.7004827929952366
horizontal_distance,-0.27372323024945255,-0.1787714655318947,-0.2429605322667412,-0.7746583025169008,0.7503899377745012,-0.829239861518115,-1.0614601053111183,-1.1805713259902846
f_covers_g,-0.634488967715708,-0.358281781901971,-0.6866309817591216,-0.7588995862227674,-1.0140310198595943,0.5263116518058203,-0.2922509194022134,-0.019452985880560658
g_covers_f,1.4959572997198156,1.1082721205140587,1.5240177774945143,1.3094509251833577,1.9113570488103846,0.34926395195742055,1.0940651009554807,0.2940776367754571
location_control,0.9541172350579676,1.2489036432802492,0.9897861572229472,1.494307637946223,2.305412661382561,1.816416633133436,1.2119355206075602,0.6963174055447159
