,support,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
19,0.2885502622643729,-0.602573893987224,3.0488156862434708,-0.9059561524155018,-0.7484621051199398,1.9493280575188368,-0.8112137835678139,-0.5305979477831989,0.2549208221275996,1.843259548953181
21,1.3323832315768749,-0.602573893987224,1.9887187389596213,0.4045081785115099,-0.7484621051199398,2.602436002026072,-0.9463758086996849,0.4466227205206404,1.5073973812651158,1.843259548953181
23,-0.05201642340046122,-0.602573893987224,2.7431374865713054,-0.5614577057452173,-0.7484621051199398,3.1819072641816097,-0.9619212940188788,-0.10734983200376293,1.5240177774945138,1.221108877533312
25,1.6837178985981087,-0.602573893987224,2.1742359845997994,0.20289826438651715,-0.7484621051199398,2.0920581239121403,-0.9351395859340044,-0.4071012749114162,1.5240177774945138,1.082308431920464
59,1.6278591831590172,-0.602573893987224,6.368591495550767,-0.9059561524155018,-0.7484621051199398,3.7254551365956585,-0.7562662282300625,-0.8314620421571188,1.1254145245426093,1.6002374004166549
79,1.62808668060732,-0.602573893987224,6.368591495550767,-0.9059561524155018,-0.7484621051199398,3.7254551365956585,-0.7562662282300625,-0.8314620421571188,1.1254145245426093,1.7232180957153025
83,1.62808668060732,-0.602573893987224,6.368591495550767,-0.9059561524155018,-0.7484621051199398,3.7254551365956585,-0.7562662282300625,-0.8314620421571188,1.1254145245426093,1.7269097281238188
133,0.27607628124229666,-0.602573893987224,2.7307870218565733,-0.9059561524155018,-0.7484621051199398,3.1695669218104805,-0.7264050403484581,-0.3682060722371392,0.8529693097259172,0.6169716745385402
135,0.27609755132892666,-0.602573893987224,2.7307870218565733,-0.9059561524155018,-0.7484621051199398,3.1695669218104805,-0.7264050403484581,-0.3682060722371392,0.8529693097259172,0.6662722788578508
137,1.6837178985981087,-0.602573893987224,2.092075168772348,-0.9059561524155018,-0.7484621051199398,3.938588212351634,-0.3893656586160204,-0.5404594230137074,1.2298727322621572,1.117380118411612
